Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,142.9696,198.9841,171.0475,136.493,127.4782,125.5947,116.8045,179.9748,199.075,190.8093,143.8288,180.1742,407.6648,402.1569,347.2657,303.4647,268.7666,241.3727,219.8035,202.962,189.9586,194.5979,199.3261,204.1544,209.0865,214.1246,219.3865,224.7015,230.1405,235.712,241.4224,247.2206,253.1544,259.2283,265.4456,271.8107,278.2959,284.91,291.7109,298.6577,305.76
2 O.energy own use & tra,142.9696,191.0365,168.4018,135.1936,125.7382,124.2129,116.5586,179.5295,197.251,187.9381,141.7049,174.6535,398.6305,391.2849,336.1342,292.0679,257.0985,229.4271,207.574,190.4421,177.1415,181.477,185.8942,190.4044,195.0111,199.7162,204.6375,209.6041,214.6866,219.8935,225.2308,230.6474,236.1907,241.8652,247.6739,253.6212,259.6788,265.8555,272.2093,278.6985,285.3329
3 Hydrogen production,142.9696,177.4481,161.9797,130.6882,121.0552,116.9048,111.2745,173.0366,181.5577,163.2282,123.4263,127.1415,320.8801,297.6353,240.2579,193.9133,156.6127,126.5561,102.2626,82.6339,66.7788,68.5006,70.2437,72.0181,73.8258,75.6674,77.659,79.6283,81.6445,83.7144,85.8424,87.9758,90.1604,92.399,94.6926,97.044,99.4231,101.8369,104.3412,106.8926,109.4989
4 Iron & steel,200.3649,263.7599,233.354,187.2163,174.149,169.9193,159.8168,247.3591,266.7062,248.063,187.2575,210.0987,513.9398,492.7422,411.4939,346.2433,294.1149,252.506,219.2758,192.8366,171.9004,176.4329,181.0434,185.7474,190.549,195.4499,200.6196,205.8097,211.1217,216.5665,222.152,227.8029,233.5869,239.5093,245.5732,251.7837,258.0989,264.5302,271.1601,277.927,284.844
5 Non-ferrous metals,200.3649,269.5107,235.8537,189.8428,176.8785,173.6764,163.1449,251.4429,275.5195,261.939,197.522,236.7794,557.6012,545.3318,465.334,401.3629,350.5435,310.274,278.4142,253.3772,233.8756,239.8758,245.9879,252.2283,258.6016,265.1106,271.9254,278.7987,285.8326,293.0391,300.4267,307.9213,315.5914,323.4433,331.4811,339.7109,348.0918,356.6362,365.4278,374.406,383.585
6 Chemicals,200.3649,253.0385,229.107,184.643,171.0197,166.2186,157.5292,246.2373,266.5334,247.7899,187.0555,209.5737,513.0806,491.7073,410.4344,345.1587,293.0045,251.3692,218.1121,191.6453,170.6809,175.1845,179.7654,184.4392,189.2099,194.0791,199.2164,204.3734,209.6516,215.0617,220.6117,226.2264,231.9733,237.8577,243.8827,250.0535,256.328,262.7177,269.3051,276.0285,282.901
7 Non-metallics nes,200.3649,269.3164,235.8666,188.4588,175.6146,171.5581,160.5243,247.9462,267.5359,249.3703,188.2246,212.6124,518.0534,497.697,416.5665,351.4365,299.4313,257.9487,224.8476,198.5405,177.7395,182.4102,187.1622,192.011,196.9606,202.0131,207.3377,212.6865,218.1607,223.7715,229.5267,235.3513,241.313,247.4172,253.6671,260.0678,266.5777,273.208,280.0416,287.0169,294.147
8 Ore-extra.(non-energy),200.3649,248.6848,227.0066,183.153,169.6529,163.8363,155.9458,242.5023,254.4441,228.7562,172.9758,172.9758,453.1906,419.5704,336.5822,269.5515,215.6016,172.1291,136.9921,108.602,85.6699,88.1602,90.6814,93.2478,95.8624,98.5259,101.4065,104.2548,107.171,110.1647,113.2427,116.3284,119.4881,122.7258,126.0433,129.4442,132.8852,136.3763,139.9986,143.6888,147.4584
"9 Food, drink & tob.",200.3649,248.6848,227.0066,183.153,169.6529,163.8363,155.9458,242.5023,254.4441,228.7562,172.9758,172.9758,453.1906,419.5704,336.5822,269.5515,215.6016,172.1291,136.9921,108.602,85.6699,88.1602,90.6814,93.2478,95.8624,98.5259,101.4065,104.2548,107.171,110.1647,113.2427,116.3284,119.4881,122.7258,126.0433,129.4442,132.8852,136.3763,139.9986,143.6888,147.4584
"10 Tex., cloth. & footw.",200.3649,248.6848,227.0066,183.153,169.6529,163.8363,155.9458,242.5023,254.4441,228.7562,172.9758,172.9758,453.1906,419.5704,336.5822,269.5515,215.6016,172.1291,136.9921,108.602,85.6699,88.1602,90.6814,93.2478,95.8624,98.5259,101.4065,104.2548,107.171,110.1647,113.2427,116.3284,119.4881,122.7258,126.0433,129.4442,132.8852,136.3763,139.9986,143.6888,147.4584
11 Paper & pulp,200.3649,268.6666,235.3927,188.5328,175.6092,171.9752,161.1031,249.2276,271.2455,255.2093,192.5438,223.8394,536.4257,519.8262,439.222,374.6303,323.176,282.257,249.7325,224.0154,203.8181,209.1064,214.4903,219.9855,225.5966,231.3257,237.3426,243.3996,249.5984,255.9504,262.464,269.0645,275.8198,282.7359,289.8164,297.0668,304.4459,311.9654,319.7086,327.6144,335.6963
12 Engineering etc,200.3649,248.6848,227.0066,183.153,169.6529,163.8363,155.9458,242.5023,254.4441,228.7562,172.9758,172.9758,453.1906,419.5704,336.5822,269.5515,215.6016,172.1291,136.9921,108.602,85.6699,88.1602,90.6814,93.2478,95.8624,98.5259,101.4065,104.2548,107.171,110.1647,113.2427,116.3284,119.4881,122.7258,126.0433,129.4442,132.8852,136.3763,139.9986,143.6888,147.4584
13 Other industry,200.3649,270.7075,237.5178,189.6477,176.4733,174.2017,163.688,253.8078,287.94,281.4968,211.9894,274.3849,619.1402,619.455,541.2196,479.0518,430.0775,391.6959,361.7676,338.7068,321.2271,329.296,337.5246,345.9304,354.5191,363.2946,372.4283,381.6738,391.1348,400.8241,410.7518,420.845,431.1736,441.7451,452.5649,463.6409,474.9332,486.456,498.2944,510.3894,522.7567
