,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
1 Male Children,26285.429000000004,26120.814,25944.187,25722.626,25505.627,25281.769999999997,25036.303999999996,24767.415,24487.883,24209.801,23932.067000000003,23659.523,23398.593,23206.777000000002,23012.141,22824.115,22651.125,22492.872000000003,22364.725,22237.12,22108.979,21975.635,21832.457000000002,21660.58,21493.874,21319.655,21124.959,20906.186999999998,20692.71,20459.078,20210.561,19958.519,19709.862,19486.752,19263.246,19042.394,18826.228000000003,18615.717,18421.135000000002,18236.281,18058.692,17884.472,17711.75,17556.936,17405.652000000002,17257.179,17111.299,16967.432,16824.7745933622,16683.316610165057,16543.047965992882,16403.958661216922,16266.038780282495,16129.278491002122,15993.668043854592,15859.197771289937,15725.858087040235,15593.639485436213,15462.5325407296,15332.52790642117,15203.616314594437,15075.788575254963,14949.035575675196,14823.348279744845,14698.717727326697,14575.135033617858,14452.591388516365,14331.078055993117,14210.586373469096,14091.107751197816,13972.633671652973,13855.15568892123,13738.665428100117,13623.154584700998,13508.614924057045,13395.038280736198,13282.41655795906,13170.741727021683,13060.005826723203,12950.200962798306,12841.319307354443,12733.353098313784,12626.29463885988,12520.136296888946,12414.87050446579,12310.489757284293,12206.986614132435,12104.353696361819,12002.583687361654,11901.669332037158,11801.603436292351,11702.378866517192,11603.988549079033,11506.425469818341,11409.682673548672,11313.753263560835,11218.630401131237,11124.30730503435
2 Male 15-19,9012.969,8950.099,8896.344,8845.905,8799.225,8762.753,8741.58,8736.084,8739.981,8761.566,8788.428,8798.347,8775.962,8712.638,8621.479,8508.563,8383.635,8253.31,8110.694,7961.67,7817.416,7692.394,7594.616,7522.764,7476.708,7452.162,7439.38,7430.027,7421.597,7417.922,7412.626,7395.554,7359.614,7303.184,7226.571,7136.14,7041.879,6949.799,6859.005,6769.045,6681.779,6598.132,6518.053,6442.635,6372.505,6306.607,6242.252,6177.247,6112.918943196943,6049.260780100913,5986.265534633338,5923.926303362501,5862.23625474702,5801.188628387201,5740.776734284189,5680.993952106836,5621.8337304662,5563.289586197599,5505.35510365015,5448.0239339836935,5391.289794473047,5335.146467819504,5279.587801469505,5224.607706940395,5170.200159153207,5116.359195772402,5063.078916552468,5010.353482691339,4958.177116190538,4906.5440992219865,4855.448773501408,4804.885539668256,4754.848856672096,4705.333241165388,4656.333266902579,4607.8435641454635,4559.858819074728,4512.373773207632,4465.38322282175,4418.8820183847065,4372.865063989864,4327.327316797877,4282.2637864840635,4237.669534691535,4193.539674490017,4149.86936984031,4106.653835064321,4063.88833432062,4021.568181085453,3979.6887376391655,3938.245414557968,3897.233670210999,3856.6490102626212,3816.486987179904,3776.743199745234,3737.4132925739996,3698.4929556373,3659.977923789624
3 Male 20-24,8747.751,8882.641,8964.102,8999.156,8977.326,8917.412,8849.512,8793.324,8746.534,8702.897,8667.423,8644.918,8637.815,8645.259,8672.597,8703.049,8711.984,8685.557,8630.334,8543.673,8431.075,8303.327,8169.396,8036.421,7892.815,7750.189,7624.622,7526.28,7457.662,7415.431,7393.318,7380.399,7369.375,7365.861,7366.039,7362.214,7344.338,7306.758,7255.166,7181.91,7093.001,6998.742,6906.194,6818.826,6731.889,6646.407,6563.05,6482.494,6402.92675814385,6324.336138244711,6246.710153077381,6170.036962549912,6094.3048718976725,6019.5023298995775,5945.617927116207,5872.640394149556,5800.55859992414,5729.361549989202,5659.038384841758,5589.578378270222,5520.970935718368,5453.205592669369,5386.272013049668,5320.159987652447,5254.85943258044,5190.360387707864,5126.653015161227,5063.727597818781,5001.574537828395,4940.184355143619,4879.547686077717,4819.65528187545,4760.498007302383,4702.066839251513,4644.352865366999,4587.347282684784,4531.0413962898965,4475.426617990243,4420.494465006671,4366.236558679111,4312.644623188605,4259.710484295012,4207.426068090217,4155.783399766635,4104.774602400836,4054.3918957520964,4004.6275950757017,3955.474109950809,3906.923943122703,3858.9696893592545,3811.6040343214245,3764.819753447623,3718.609710851767,3672.9668582348613,3627.8842338099407,3583.3549612402057,3539.372248590192,3495.9293872898156
4 Male 25-29,7719.731,7903.783,8084.961,8273.457,8459.733,8628.514,8758.493,8837.081,8872.555,8852.992,8796.199,8730.797,8675.545,8629.72,8591.191,8561.44,8542.09,8534.004,8545.239,8573.699,8603.416,8610.916,8582.312,8532.986,8449.669,8339.204,8213.781,8082.332,7950.603,7810.635,7672.47,7550.322,7453.28,7387.731,7348.351,7328.328,7316.705,7305.948,7305.027,7307.052,7304.636,7288.048,7251.403,7201.594,7130.659,7044.117,6951.775,6860.277,6769.983280058546,6680.877989660225,6592.945486911225,6506.170335793504,6420.537303455083,6336.031357536015,6252.6376635295455,6170.341582178003,6089.128666902966,6008.984661269256,5929.895496482305,5851.847288918462,5774.826337687811,5698.819122229061,5623.81229993609,5549.7927038157395,5476.74734017642,5404.663386347152,5333.528188426621,5263.329259061868,5194.0542752562,5125.6910762059715,5058.227661165827,4991.652187342041,4925.952967813586,4861.118469480569,4797.137311039662,4733.9982609861845,4671.690235642482,4610.20229721225,4549.523651860476,4489.64364781864,4430.551773514866,4372.237655728679,4314.691057770046,4257.901877682392,4201.860146469257,4146.556026344303,4091.9798090043487,4038.1219139251366,3984.972886679529,3932.523397277842,3880.76423853002,3829.6863244293722,3779.280688557577,3729.538482510682,3680.4509743458216,3632.009547048375,3584.205697019305,3537.0310325823975
5 Male 30-34,6972.485,7043.376,7141.753,7273.637,7429.597,7603.631,7785.651,7966.678,8150.893,8335.118,8504.315,8636.451,8718.052,8749.818,8732.999,8682.492,8623.22,8571.684,8527.76,8489.368,8459.546,8440.872,8433.654,8447.147,8475.53,8505.352,8515.1,8490.823,8439.51,8357.619,8251.267,8130.783,8003.649,7873.817,7736.332,7601.159,7482.354,7388.452,7324.402,7285.98,7267.281,7257.79,7249.575,7248.58,7251.319,7250.546,7236.232,7201.909,7167.748801348685,7133.750631844351,7099.913722948009,7066.237309766018,7032.720631032791,6999.362929093586,6966.163449887381,6933.121442929826,6900.23616129628,6867.506861604927,6834.9328039999655,6802.513252134894,6770.247473155859,6738.134737685087,6706.174319804404,6674.36549703882,6642.707550340197,6611.199764070998,6579.841425988109,6548.631827226737,6517.570262284386,6486.656029004911,6455.888428562644,6425.266765446595,6394.790347444735,6364.458485628342,6334.270494336432,6304.22569116026,6274.323396927888,6244.562935688839,6214.943634698813,6185.464824404481,6156.125838428348,6126.9260135536915,6097.864689709568,6068.94120995589,6040.154920468582,6011.5051705247915,5982.991312488188,5954.612701794316,5926.36869693603,5898.258659448987,5870.28195389722,5842.437947858771,5814.7260119113935,5787.145519618327,5759.695847514135,5732.376375090609,5705.186484782747,5678.125561954789
6 Male 35-39,6584.495,6644.066,6698.411,6751.954,6798.084,6848.598,6919.988,7021.273,7150.579,7305.127,7478.881,7661.405,7843.898,8023.379,8207.338,8378.225,8511.655,8593.722,8628.239,8612.944,8563.102,8504.296,8453.536,8414.43,8378.177,8349.195,8331.872,8327.637,8340.131,8370.061,8402.719,8415.197,8393.399,8344.513,8265.806,8162.625,8045.121,7921.047,7794.63,7660.081,7527.569,7411.437,7320.437,7257.896,7221.343,7204.506,7196.676,7190.097,7183.524014337869,7176.957037515467,7170.396064039683,7163.841088422423,7157.292105180613,7150.749108836192,7144.212093916105,7137.681054952301,7131.155986481727,7124.636883046326,7118.123739193029,7111.616549473753,7105.115308445396,7098.620010669831,7092.130650713902,7085.64722314942,7079.169722553159,7072.69814350685,7066.2324805971775,7059.772728415775,7053.31888155922,7046.87093462903,7040.428882231656,7033.992718978481,7027.562439485815,7021.138038374888,7014.719510271849,7008.306849807756,7001.900051618581,6995.499110345193,6989.1040206333655,6982.714777133763,6976.331374501942,6969.953807398346,6963.582070488296,6957.216158441994,6950.85606593451,6944.501787645787,6938.153318260627,6931.810652468694,6925.4737849645035,6919.142710447425,6912.817423621671,6906.497919196296,6900.184191885191,6893.876236407079,6887.574047485513,6881.277619848866,6874.986948230334,6868.7020273679245
7 Male 40-44,5879.706,6039.542,6172.081,6282.126,6368.309,6436.433,6495.891,6553.19,6606.476,6653.889,6706.596,6780.278,6883.918,7010.218,7165.297,7340.611,7523.486,7704.528,7883.568,8065.651,8234.154,8365.92,8447.471,8485.059,8471.505,8423.494,8367.889,8321.86,8282.418,8248.601,8223.559,8210.129,8209.121,8223.216,8255.121,8289.752,8304.45,8285.36,8238.989,8162.916,8062.857,7949.168,7829.404,7705.278,7573.868,7444.915,7332.306,7244.55,7157.844299255924,7072.176327362021,6987.533664360234,6903.904038939583,6821.275326657093,6739.635548180019,6658.972867549112,6579.275590462663,6500.532162581088,6422.731167851809,6345.861326854175,6269.911495164198,6194.870661738857,6120.727947319744,6047.472602855808,5975.094007944983,5903.581669294466,5832.925219199421,5763.11441403989,5694.139132795697,5625.9893755791245,5558.65526218515,5492.127030659035,5426.39503588106,5361.449748168193,5297.2817518924985,5233.88174411608,5171.240533242359,5109.349037683497,5048.198284543769,4987.779408318687,4928.083649609706,4869.1023538542995,4810.82697007124,4753.249049620898,4696.3602449803775,4640.152308533306,4584.617091374115,4529.746542126632,4475.532705776806,4421.967722519406,4369.0438266185265,4316.753345281725,4265.08869754764,4214.0423931869145,4163.607031616286,4113.775300825659,4064.539976318029,4015.893920062091,3967.830079457382
8 Male 44-49,4905.634,5048.246,5201.589,5362.923,5534.251,5705.751,5862.445,5995.068,6102.599,6188.886,6259.293,6322.214,6383.618,6434.286,6483.374,6539.768,6616.618,6721.639,6847.639,7000.468,7172.727,7352.999,7532.274,7710.691,7890.464,8056.991,8189.083,8273.836,8309.26,8297.813,8255.039,8205.575,8165.206,8128.397,8097.585,8075.704,8065.755,8068.548,8084.598,8117.932,8154.363,8171.997,8157.066,8112.186,8039.112,7943.369,7834.692,7720.083,7607.150546171948,7495.870113329633,7386.217535051048,7278.16899843025,7171.701038905983,7066.790535165954,6963.414704125647,6861.5510959806,6761.177589331041,6662.272386377863,6564.814008188856,6468.781290034201,6374.153376790192,6280.909718410188,6189.030065461831,6098.494464729535,6009.283254881313,5921.377062198985,5834.756796370851,5749.403646345902,5665.2990762486925,5582.424821353952,5500.762884120101,5420.295530280778,5341.005284993542,5262.8749290449205,5185.887495110963,5110.026264072503,5035.27476138432,4961.616753497413,4889.036244333609,4817.51747181175,4747.044904424688,4677.603237866359,4609.177391708193,4541.752506124142,4475.313938663625,4409.847261071666,4345.338256155562,4281.772914697373,4219.137432411591,4157.418206947302,4096.601834934206,4036.6751090718512,3977.625015261447,3919.43872977963,3862.1036164935786,3805.607224116862,3749.9372835054355,3695.081704993187
9 Male 50-54,3990.071,4146.637,4298.312,4439.642,4572.88,4704.488,4844.339,4997.01,5153.303,5320.689,5489.954,5646.26,5780.368,5883.538,5969.813,6042.563,6107.921,6170.933,6223.723,6273.66,6329.964,6406.358,6510.865,6637.659,6788.657,6957.805,7135.659,7314.484,7488.332,7666.531,7833.645,7967.286,8054.305,8091.472,8083.897,8046.183,8002.163,7967.257,7934.922,7907.951,7889.649,7883.581,7890.857,7908.907,7944.809,7984.22,8005.262,7994.391,7983.534762620012,7972.693267812666,7961.866495557817,7951.054425862507,7940.2570387609285,7929.474314314386,7918.706232611262,7907.952773766976,7897.213917923954,7886.489645251585,7875.779935946189,7865.084770230978,7854.404128356024,7843.737990598213,7833.086337261221,7822.449148675467,7811.826405198082,7801.218087212873,7790.624175130283,7780.04464938736,7769.479490447715,7758.9286788014915,7748.392194965327,7737.870019482316,7727.362132921976,7716.86851588021,7706.389148979271,7695.924012867729,7685.473088220429,7675.0363557384635,7664.613796149129,7654.205390205895,7643.811118688369,7633.430962402258,7623.064902179334,7612.712918877401,7602.374993380256,7592.051106597656,7581.741239465283,7571.445372944707,7561.163488023352,7550.895565714462,7540.641587057062,7530.401533115928,7520.175384981549,7509.963123770091,7499.764730623368,7489.5801867088,7479.409473219382,7469.252571373648
10 Male 55-59,3020.395,3166.629,3314.561,3460.129,3609.47,3760.452,3910.467,4057.864,4194.583,4324.758,4453.95,4591.347,4741.856,4891.598,5055.686,5222.824,5376.802,5508.456,5610.465,5696.121,5768.835,5834.883,5899.194,5954.034,6004.974,6061.828,6139.274,6245.693,6368.706,6517.599,6685.441,6862.168,7040.137,7210.828,7387.283,7553.607,7687.758,7777.088,7816.337,7812.968,7781.229,7744.323,7717.017,7688.85,7666.913,7653.815,7652.952,7665.586,7678.240857043922,7690.916605563955,7703.613280049133,7716.330915045424,7729.069545155829,7741.829205040471,7754.609929416695,7767.411753059159,7780.234710799929,7793.078837528575,7805.944168192263,7818.830737795853,7831.738581401994,7844.66773413122,7857.61823116204,7870.590107731042,7883.583399132983,7896.598140720888,7909.634367906145,7922.6921161586,7935.771421006656,7948.87231803737,7961.994842896545,7975.139031288835,7988.304918977834,8001.492541786178,8014.701935595642,8027.933136347236,8041.1861800413035,8054.461102737622,8067.757940555497,8081.076729673862,8094.417506331379,8107.780306826532,8121.165167517732,8134.572124823411,8148.001215222124,8161.452475252648,8174.925941514077,8188.421650665929,8201.93963942824,8215.479944581666,8229.042602967585,8242.627651488194,8256.235127106609,8269.865066846967,8283.517507794531,8297.192487095783,8310.89004195853,8324.610209652003
