RTI,DPTI,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
16 Czech Rep. (CZ),23 Female 60-64,274.545,291.862,309.279,317.997,340.243,362.54,373.681,380.568,391.62,389.741,384.522,380.855,379.319,375.596,369.558,361.715,345.4986748883909,330.709501878681,318.5127135396176,310.70565532901145,314.71281795038453,326.1042552839688,333.90512641898863,337.89166545507413,339.5900177035047,334.67747968800774,330.8394304659927,333.0358422991179,340.3386538494432,352.8612948360501,372.6155960037402,395.5356175130709,414.9650972124819,429.8182033365832,438.5234186864626,438.9235162410412,430.8627879313981,415.9426551551123,399.6665216461693,385.3362234091077,370.8667159713551,359.0318715540883,354.83497194806966,352.6004064821625,349.89252973390575,350.021427141953,348.0828101249223,346.5391347661483,345.0023052887106,343.4722913325395,341.94906267220614,340.43258921632514,338.92284100696014,337.4197882190321,335.9234011597301,334.4336502679245,332.95050611358346,331.473939397191,330.0039209491685,328.5404217292985,327.0834128261508,325.6328654565114,324.18875096481406,322.7510408225739,321.319706627824,319.89472010455444,318.4760531021534,317.0636775948513,315.657565681167,314.25768958335664,312.86402164686496,311.47653433977894,310.095200252284,308.7199920961222,307.3508827040537,305.98784502931943,304.6308521451074,303.2798772440202,301.9348936375459,300.5958747555304,299.262794145653,297.9356254729034,296.61434251906167,295.29891918218027,293.98932947606846,292.68554752977883,291.38754758709626,290.0953040060292,288.80879125830296,287.5279839288555,286.2528567153354,284.9833844276017,283.7195419872269,282.46130442700075,281.2086468904377,279.96154463128545,278.7199730130362,277.4839075084401
16 Czech Rep. (CZ),24 Female OAPs,869.307,871.035,876.2149999999999,886.119,898.865,913.609,935.635,957.425,976.668,1009.982,1044.063,1073.615,1102.381,1128.994,1159.177,1185.754,1208.5015824275022,1229.3515726635335,1248.6823129528814,1264.6883462621329,1275.576957654201,1280.7708321493462,1285.8980556790889,1291.742757248168,1298.1902579896412,1310.294269339056,1323.4333309747274,1332.8869862881215,1339.261955096656,1343.9069392884835,1347.812881893344,1353.674246203774,1361.5763062490391,1371.3534147768887,1384.508158992655,1403.9506376651784,1428.6183559930369,1452.5146874124823,1474.5300893818087,1494.692006416181,1513.8149525192728,1530.6874483787617,1540.9144509230805,1548.409744047137,1556.1814426453648,1562.9974840190653,1570.1418794135009,1577.853788175117,1585.6035747473484,1593.3914251708477,1601.217526400024,1609.0820663075324,1616.9852336887832,1624.927218266474,1632.9082106951448,1640.928402565754,1648.9879864102782,1657.087155706334,1665.2261048818232,1673.405029319599,1681.6241253621572,1689.8835903163497,1698.1836224581202,1706.524421037265,1714.9061862822157,1723.329119404845,1731.793422605299,1740.2992990768494,1748.846953010772,1757.4365896012484,1766.0684150502923,1774.7426365726983,1783.4594624010188,1792.2191017905593,1801.021765024405,1809.8676634184671,1818.757009326556,1827.690016145478,1836.6668983201612,1845.6878713488004,1854.753151788031,1863.862957258128,1873.0175064482305,1882.217019121591,1891.4617161208516,1900.751819373344,1910.0875518964197,1919.4691378028003,1928.8968023059613,1938.370771725536,1947.891273492749,1957.458536155876,1967.0727893857304,1976.7342639811773,1986.443191874673,1996.199806137833,2006.0043409870289,2015.8570317890071
17 Estonia (EN),1 Male Children,116.09,111.36,107.38,104.37,102.8,102.04,102.65,103.68,105.0,105.823,106.363,106.916,107.67,108.461,109.66,110.684,110.87306128654345,109.9891255332278,108.80328563124334,107.2046784178002,105.3160452517014,103.52738690204706,101.4506822990726,99.79763335390228,98.3960062243447,97.14285654495212,95.87287942120749,94.32871393949152,92.6865533406666,91.25820027007931,89.73086223271537,88.74497196361978,88.3609102925263,88.0995899802359,87.97585877176508,87.97486892209731,88.09266103256154,88.30943810980244,88.60243361146136,88.94789114551193,89.31908477092443,89.69423779500801,90.050583675404,90.3564472227439,90.5910415940046,90.72863069782416,90.75535663885384,90.65835137141272,90.56144978955292,90.46465178244848,90.36795723939196,90.2713660497942,90.17487810318428,90.07849328920928,89.98221149763432,89.88603261834231,89.78995654133386,89.69398315672717,89.59811235475786,89.5023440257789,89.40667806026045,89.31111434878974,89.21565278207096,89.12029325092509,89.02503564628982,88.92987985921945,88.8348257808847,88.73987330257259,88.64502231568638,88.55027271174538,88.45562438238487,88.36107721935593,88.26663111452538,88.1722859598756,88.0780416475044,87.98389806962498,87.88985511856572,87.79591268677008,87.70207066679649,87.60832895131821,87.51468743312324,87.42114600511415,87.327704560308,87.2343629918362,87.14112119294438,87.04797905699228,86.95493647745361,86.86199334791598,86.76914956208071,86.67640501376275,86.58375959689053,86.49121320550589,86.3987657337639,86.30641707593276,86.21416712639369,86.12201577964082,86.02996293028103,85.93800847303385
17 Estonia (EN),2 Male 15-19,52.93,52.99,53.08,52.63,50.88,48.48,45.02,41.01,37.52,35.192,32.892,31.459,30.942,30.876,30.73,30.908,31.75209290454314,32.45616105155692,33.61383052577846,35.041688616641146,36.63126544155182,37.57988386932108,38.38749144971925,38.48018389484432,37.94966755997958,37.03753445635528,36.30486970393058,35.624467713118946,35.525858728943334,35.53177526799387,35.85718491577335,35.701382720775904,34.746847753956104,33.619747064829,32.60506061766207,31.388225752935167,30.567799004594185,30.21280666156202,29.86077258805513,29.533390760592138,29.24348034711588,29.010763144461464,28.842141781521185,28.742546707503827,28.712964012251145,28.750435426237875,28.858905308831037,29.037387570188876,29.21697368206628,29.397670471393624,29.57948480732345,29.762423601491616,29.94649380828004,30.131702425081063,30.318056492563457,30.505563094940072,30.69422936023715,30.884062460565275,31.07506961239205,31.2672580768164,31.46063515984461,31.655208212668093,31.85098463194278,32.047971860070355,32.24617738548117,32.44560874291888,32.646273513726925,32.8481793261367,33.05133385555756,33.255744824868565,33.46142000471211,33.668367213789296,33.87659431915716,34.08610923652774,34.296919930569004,34.509034415207594,34.72246075393351,34.937207060106616,35.15328149726507,35.37069227943568,35.58944767144613,35.80955598923919,36.03102560018884,36.25386492341833,36.47808243012026,36.703686643878605,36.930686140992734,37.15908955080343,37.38890555602093,37.62014289305503,37.85281035234714,38.08691677870451,38.32247107163644,38.55948218569255,38.79795913080327,39.03791097262229,39.279346832871205,39.52227588968627
17 Estonia (EN),3 Male 20-24,50.12,50.63,50.79,50.65,50.43,51.11,51.45,51.93,51.67,49.951,47.63,44.345,41.43,38.215,36.013,34.129,33.499065962661504,33.305955036461015,32.80923655783836,32.69460921661775,32.94141943780447,33.64054295137523,34.29422859995764,35.44153469091349,36.88005618929468,38.48690432388271,39.45452431238464,40.27343856092469,40.36534696965112,39.82628866228933,38.89274707252867,38.14302230022088,37.46351968289509,37.37264395291839,37.38606877666496,37.71136258283156,37.5430359466247,36.5640564918757,35.41881575841932,34.39130040243275,33.169641441495955,32.34246576295803,31.984126236799906,31.62785206814124,31.301525583224908,31.01237553329904,30.78312085085782,30.61376153590124,30.445333984091786,30.27783306915364,30.111253693014177,29.945590785648804,29.78083930492665,29.61699423645713,29.45405059343727,29.292003416499973,29.130847773563072,28.9705787596792,28.8111914968865,28.65268113406019,28.49504284676488,28.338271837107744,28.182363333592505,28.027312590974194,27.873114890114728,27.71976553783928,27.567259866793425,27.415593235301117,27.264761027223365,27.114758651817787,26.96558154359885,26.817225162198927,26.6696849922301,26.522956543146737,26.37703534910882,26.231916968846008,26.08759698552248,25.94407100660249,25.801334663716684,25.65938361252913,25.518213532605117,25.377820127279623,25.23819912352659,25.09934627182883,24.96125734604869,24.823928143299444,24.68735448381736,24.55153221083449,24.41645719045216,24.28212531151511,24.148532485486434,24.01567464632309,23.883547750352168,23.7521477761478,23.62147072440878,23.49151261783683,23.36226950101555,23.23373744029004
17 Estonia (EN),4 Male 25-29,49.62,49.19,48.95,48.56,48.43,48.05,48.64,49.04,49.04,49.078,49.84,50.299,51.382,51.769,50.529,48.834,45.622293672091416,42.41164417416898,40.41529233033241,38.21391546918283,36.60330657029086,35.535908284279785,35.17552925900277,34.57207933691136,34.38184993940443,34.582647636772855,35.25901882790859,35.88571900969529,36.99539049515236,38.38089460699447,39.9376051765928,40.87395654432134,41.660238054016624,41.740557132964,41.21108530990305,40.29798420186981,39.57405566135734,38.91776423995845,38.83955882098338,38.85118395083103,39.15872147680056,38.99068550900277,38.04059535145429,36.925639716066485,35.92165122922438,34.74645628462604,33.94326549515236,33.59451159972299,33.24934101538061,32.9077169249928,32.56960288970892,32.23496284507339,31.903761097178936,31.575962318859336,31.25153154592131,30.930434173415115,30.612635951943453,30.2981029840083,29.986801720395288,29.678698956595227,29.37376182926238,29.071957812709154,28.773254715436785,28.477620676701683,28.18502416311704,27.89543396528939,27.60881919448967,27.325149279358545,27.044393962645543,26.766523297981717,26.49150764668544,26.21931767460106,25.949924348970008,25.683298935334044,25.419412994470356,25.15823837935811,24.899747232176217,24.643911981331893,24.390705338519783,24.14010029581129,23.892070122773816,23.6465883636196,23.40362883438383,23.163165620131807,22.92517307219472,22.6896258054339,22.456498695533124,22.2257668763188,21.99740573710761,21.771390920081476,21.54769831768946,21.326304070076368,21.107184562537764,20.890316423001146,20.67567651953299,20.46324195787144,20.252990078984293,20.044898456652124
17 Estonia (EN),5 Male 30-34,49.14,49.33,49.06,48.73,47.98,47.82,47.47,47.37,47.01,46.848,46.485,47.114,47.847,48.625,49.228,50.784,51.95675516427873,52.31033500201392,51.28855745439899,49.46416341561654,46.63844686115426,43.33642027734622,40.307127452672766,38.37753610679555,36.33982530640428,34.87777754761494,33.9485346682778,33.637812992692325,33.10890430979918,32.93454951378099,33.10208596582082,33.681645203981816,34.21347603429426,35.17486253524369,36.3856056159733,37.751222509925775,38.57819022958744,39.2658689222625,39.334052362046144,38.87040497151735,38.06486633293055,37.42394199896427,36.841460613383965,36.76840692790149,36.77619932101962,37.03627044133725,36.88139662811439,36.049558662753896,35.236482307958,34.44174440675908,33.66493134624323,32.90563884228983,32.16347172916615,31.43804375386751,30.72897737509605,30.035903566773325,29.358461625984603,28.69629898525487,28.049071029058812,27.416440914469337,26.79807939585121,26.193664653508705,25.6028821261979,25.025424347416664,24.460990785386937,23.909287686646174,23.370027923166464,22.8429308429218,22.32772212382569,21.82413363096316,21.33190327704275,20.850774885995992,20.38049805965328,19.92082804742679,19.471525618932645,19.032356939485982,18.6030934484042,18.18351174005492,17.773393447586965,17.372525129283588,16.980698157479026,16.59770860998043,16.223357163938726,15.857448992113154,15.499793661475492,15.15020503410121,14.808501170295957,14.47450423390697,14.148040399770156,13.828939763244602,13.517036251787523,13.21216753852357,12.914174957763509,12.622903422428363,12.338201343335992,12.059920550308084,11.78791621505658,11.522046775809322
17 Estonia (EN),6 Male 35-39,45.37,44.96,44.8,45.35,46.25,47.26,47.63,47.54,47.28,46.739,46.409,46.04,45.905,46.048,46.297,46.742,47.88313839888632,48.74554767395957,49.425374805211,50.71898871782085,51.56974381350122,52.260253942529445,52.45740381059237,51.38327694321512,49.57299441085416,46.83037752706269,43.67112372997569,40.75563651852314,38.90262199505496,36.95540285482765,35.565641962226515,34.68186669159966,34.391483388393695,33.873843587026535,33.6990308961333,33.853448773088985,34.39925284132228,34.90329610006441,35.82106272725384,36.97774003199734,38.28883521369652,39.08617532049284,39.73783818487814,39.80096498992291,39.35616380976126,38.57824733528641,37.96348937231191,37.39826167175716,36.84144948723522,36.292927522498175,35.75257234679866,35.22026236711493,34.695877800789496,34.17930064857513,33.670414668082145,33.16910534762106,32.67525988043469,32.18876713931387,31.709517651591163,31.23740357450685,30.772318670941672,30.314158285510924,29.86281932101445,29.418200215237263,28.98020091809559,28.548722869123186,28.1236689752928,27.704943589167957,27.292452487379887,26.88610284942504,26.485803236778192,26.09146357231657,25.70299512005031,25.32031046515471,24.943323494299765,24.571949376272592,24.20610454288834,23.84570667018533,23.490674659900144,23.140928621218595,22.796389852798303,22.456980825059027,22.12262516273659,21.79324762769662,21.468774102004133,21.14913157124521,20.83424810809697,20.52405285614219,20.21847601392488,19.917448819243265,19.62090353367664,19.32877342734254,19.040992763880958,18.757496785662003,18.478221699213925,18.203104660867997,17.932083762617157,17.66509801818525
17 Estonia (EN),7 Male 40-44,49.49,48.66,47.7,46.17,44.64,43.21,42.99,43.14,43.96,44.976,45.972,46.267,46.037,46.188,45.878,46.228,46.792884022115615,47.01167712927308,47.49898904976014,47.713804100423815,48.63273515048513,49.35972497472194,50.05886840350236,50.63170853860552,51.83904868446529,52.66847346341674,53.35866626508616,53.55657457565132,52.49443349181421,50.70629709786374,48.00121868209884,44.886400447475424,42.01822171546587,40.195277327194894,38.28481569606093,36.92233134694404,36.056109545425215,35.772673020243964,35.26149276079428,35.07949667620421,35.220717681733106,35.74781016715789,36.24108917238561,37.144107996471824,38.2887937525547,39.58961822601812,40.38423501064906,41.03166370501044,41.689471794058186,42.35782567732787,43.03689442202559,43.72684980579535,44.427866360172,45.140121414730864,45.86379514194513,46.59907060276239,47.34613379291183,48.10517368995386,48.87638230108396,49.65995471170295,50.45608913476593,51.26498696092232,52.08685280945978,52.9218945800648,53.7703235054132,54.63235420460358,55.50820473744759,56.398096659630426,57.302255078755685,58.22090871128874,59.15428994041301,60.102634874813695,61.06618340840405,62.04517928100905,63.03987014002195,64.05050760304937,65.0773473215606,66.12064904555734,67.18067668928029,68.25769839796898,69.35198661569197,70.46381815426452,71.59347426327099,72.74124070121,73.90740780777999,75.09227057732377,76.29612873345049,77.51928680485385,78.76205420234591,80.0247452971258,81.30767950030331,82.61118134369724,83.93558056192924,85.28121217583364,86.64841657720453,88.03753961490148,89.44893268233568,90.88295280635865
17 Estonia (EN),8 Male 44-49,46.25,46.57,46.66,46.52,46.61,46.49,45.97,45.36,44.1,42.9,41.693,41.553,41.292,42.355,43.563,45.169,45.604458386711535,45.77314947345565,45.673111735967865,45.80845691021605,45.824149104331774,46.05364744327435,46.18605033112583,46.5724706112257,46.72939255238302,47.56205960264901,48.24859309521224,48.89785762675062,49.44316137227228,50.59359535338182,51.389974204755184,52.04904635761589,52.24323725979807,51.24678293344914,49.5647758766692,47.00008290087938,44.06073879057648,41.34402768429052,39.61886709369232,37.81426477038323,36.52652409076105,35.71052999674302,35.447685745304526,34.96417001411356,34.79057511670828,34.92788181522093,35.4261089783954,35.89785556399956,36.37588409383769,36.86027822049907,37.35112271052038,37.84850345921947,38.35250750572661,38.86322304821585,39.38073945933934,39.90514730186701,40.43653834453464,40.97500557810295,41.52064323163045,42.073546788963135,42.6338130054436,43.201539924842784,43.77682689651713,44.3597745927942,44.950485026589874,45.54906156926005,46.15560896869012,46.77023336762535,47.39304232224529,48.024144820985626,48.663651303610514,49.311673680539066,49.96832535242907,50.63372123002154,51.30797775424955,51.99121291661475,52.68354627983535,53.38509899876894,54.095993841614025,54.81635521139381,55.546309167726136,56.28598344888324,57.035507494145335,57.79501246645184,58.56463127535421,59.34449860027447,60.13475091407341,60.935526506932646,61.746965510554745,62.56920992268553,63.40240363196299,64.24669244309705,65.1022241023847,65.9691483235648,66.84761681401727,67.73778330131113,68.639803560106,69.55383543941196
17 Estonia (EN),9 Male 50-54,42.8,42.72,42.48,42.95,42.92,42.94,43.37,43.64,43.77,44.146,44.243,43.966,42.884,41.991,41.056,40.263,40.91077123780428,41.99303528136395,43.29452971321573,44.58610421799546,45.085076549719126,45.26760320784468,45.39755425248842,45.29438701093918,45.42632204099733,45.46004979304228,45.70110402089287,45.84990292697349,46.23380410466147,46.39450692322854,47.2059569577215,47.87654402779146,48.50745138957327,49.04511143687789,50.1601112397753,50.944777471173744,51.59056472356361,51.795907213954855,50.84359421503892,49.22863008771065,46.75757625406524,43.92246109687592,41.30062437173549,39.641020572583024,37.90404134226865,36.67000241450675,35.89128813935153,35.65122590420814,35.41276934776088,35.17590773027772,34.940630383860345,34.70692671196365,34.47478618891854,34.244198359457826,34.01515283824535,33.78763930940825,33.561647526072335,33.3371673099006,33.1141885506348,32.892701205640094,32.67269529945274,32.45416092333082,32.23708823480796,32.02146745725004,31.80728887941488,31.59454285501484,31.383219802282383,31.17331020353852,30.964804604764144,30.75769361517424,30.55196790679493,30.347618214043376,30.144635333310447,29.94301012254621,29.7427335008482,29.543796448052397,29.346190004327003,29.149905269768897,28.954933404002784,28.761265625783043,28.568893212598244,28.377807500278283,28.18799988260417,27.999461810920412,27.81218479375001,27.626160396411983,27.441380240641514,27.257836004212592,27.07551942056319,26.89442227842295,26.714536421443373,26.53585374783045,26.3583662099798,26.182065814114157,26.00694461992341,25.83299474020695,25.660208340518444,25.488577638812984
17 Estonia (EN),10 Male 55-59,31.8,33.64,36.03,37.83,38.65,38.92,38.98,38.91,39.6,39.819,40.131,40.624,40.568,40.928,41.279,41.77,41.57828914971434,40.78149092821457,40.075555661798106,39.35364449119117,39.53537040135778,39.95673487438148,40.95323189826215,42.17039609877371,43.36759041904717,43.83688260464227,44.03658140702317,44.191347978868365,44.13243683216599,44.29818683814214,44.36308894891593,44.62070040398729,44.79443836205867,45.18285253268951,45.3575889847728,46.146399254177325,46.80340831401048,47.419479119355536,47.96066287380777,49.05201682881936,49.838830110200085,50.4888497119499,50.71251237061651,49.82584968804534,48.303146319891,45.95868237993929,43.25675758372578,40.75852556594077,38.40457535667103,36.18657416692007,34.09667045597334,32.12746613759364,30.27199039140788,28.523674986779685,26.87633103181632,25.32412706520341,23.861568413314323,22.48347773952012,21.1849767168462,19.961468759098423,18.808622749328237,17.72235770803699,16.698828346846177,15.734411456494646,14.8256930809776,13.969456432424764,13.162670503937468,12.402479340074962,11.686191927008448,11.011272666554753,10.37533240036852,9.776119952519345,9.211514160515202,8.67951636656273,8.178243342483974,7.705920623244446,7.260876225493707,6.841534728882627,6.44641169920569,6.07410843362671,5.7233070093865095,5.392765618465384,5.081314171685448,4.787850156691751,4.511334735149746,4.250789065343536,4.005290837157176,3.773971007173168,3.5560107223306576,3.3506384212533464,3.157127102986049,2.97479175347146,2.802986920657057,2.6411044296482404,2.488571229819519,2.344847366262702,2.209424068391199,2.081821948934232
17 Estonia (EN),11 Male 60-64,34.35,32.14,30.03,28.47,27.44,28.06,29.89,32.15,33.87,34.754,35.155,35.311,35.603,36.463,36.759,37.181,37.757266656087175,38.06900134888519,38.63838427358565,38.9835542331191,38.90389962707292,38.61281612843503,37.91854264857573,37.31572445713983,36.72470694808115,36.95088669364437,37.39439567298791,38.35123433574017,39.50966798910312,40.63564976592875,41.10079332963052,41.329923245788045,41.51480060303102,41.50693348144622,41.70852847205691,41.81768478404612,42.10090116109921,42.30839649289853,42.70765291332752,42.91318146473062,43.68120920944748,44.32729656959983,44.935031712026245,45.47491293078368,46.528123832949824,47.3059854796477,47.95502301039436,48.204804120712,48.45588625434596,48.70827618787623,48.96198073317962,49.21700673761369,49.47336108420147,49.73105069181732,49.99008251537358,50.25046354600835,50.51220081127413,50.77530137532751,51.03977233911983,51.30562084058883,51.57285405485129,51.8414791943967,52.11150350928189,52.382934287326734,52.65577885431085,52.93004457417129,53.20573884920131,53.48286912025015,53.76144286692385,54.04146760778713,54.322950900566326,54.60590034235333,54.89032356981067,55.1762282593776,55.46362212747729,55.75251293072508,56.042908466137845,56.33481657134442,56.62824512479712,56.9232020459844,57.2196952956446,57.51773287598076,57.81732283087666,58.118473246113865,58.42119224958997,58.72548801153799,59.03136874474685,59.33884270478305,59.64791819021347,59.95860354282935,60.27090714787145,60.58483743425633,60.90040287480386,61.217611986465904,61.53647333055617,61.856995512981285,62.179187184473065,62.50305704082199
17 Estonia (EN),12 Male OAPs,72.03,73.26,74.75,75.7,77.23,77.67,77.26,77.03,76.88,77.912,79.354,81.02499999999999,83.144,84.789,86.546,88.392,90.72772632816223,92.91152752797151,94.75913312116744,96.69789379137512,98.73859132189708,100.96355933067942,103.21597187877714,105.40369372706004,107.4796770938446,109.2665126356993,111.03668542154112,112.4598808174671,113.91248107694526,115.2709857730564,117.09310715117375,119.0867569000122,121.22449048025636,123.55923664630022,125.76558157483284,127.79157667357867,129.74111912708884,131.77593568490036,133.80585143211985,135.9063388518646,137.75394444506048,139.69172495314976,141.6500888657256,143.78390179749613,145.814797706834,148.14562322440426,150.4646867965536,152.77492890963728,155.1206425923942,157.50237247702893,159.9206715580553,162.37610132069184,164.86923187122844,167.4006420693946,169.97091966276028,172.58066142320018,175.23047328545334,177.92097048781028,180.6527777149601,183.426529243031,186.24286908685764,189.10245114950976,192.0059393741166,194.9540078980225,197.9473412093093,200.98663430572225,204.07259285603547,207.20593336389604,210.3873833341827,213.61768144191944,216.89757770378256,220.22783365224075,223.60922251236929,227.04252938137884,230.5285514109008,234.06809799207136,237.66199094345768,241.31106470186907,245.01616651609817,248.77815664363675,252.59790855041192,256.4763091135891,260.4142588274887,264.41267201266487,268.47247702819385,272.5946164872223,276.7800474758249,281.0297417752225,285.3446860874119,289.7258822642605,294.1743475401179,298.6911147679992,303.27723265939505,307.9337660277632,312.66179603575904,317.46242044626183,322.33675387725555,327.2859280606227
17 Estonia (EN),13 Female Children,109.23,105.12,101.57,98.7,97.05,96.38,97.03,97.95,99.09,99.785,100.456,101.112,101.988,102.984,103.949,104.542,104.77067696299385,104.18859014810046,103.23626444074088,101.71076141055264,99.92292333623728,98.0450003977122,96.10669090185978,94.60197668648917,93.23090485208894,91.90141064732396,90.567956668308,89.14540776864513,87.83373254800955,86.64778015984244,85.10742797621302,84.09273582440059,83.74526563387751,83.5126288966327,83.39680549979167,83.40670493541913,83.51658867088368,83.71853715768343,83.98879175031249,84.31448318245522,84.67284275216849,85.03813192682097,85.38560211734404,85.69149467823188,85.91918169766296,86.05480396575888,86.08846204689216,86.00629673118442,85.92420983642816,85.84220128777616,85.76027101045264,85.67841892975316,85.59664497104463,85.51494905976514,85.43333112142399,85.35179108160155,85.27032886594921,85.18894440018934,85.1076376101152,85.02640842159089,84.94525676055122,84.86418255300173,84.78318572501857,84.70226620274845,84.62142391240855,84.54065878028649,84.45997073274025,84.37935969619807,84.29882559715841,84.21836836218992,84.1379879179313,84.05768419109127,83.97745710844852,83.8973065968516,83.81723258321891,83.73723499453857,83.6573137578684,83.57746880033584,83.49770004913788,83.41800743154099,83.33839087488106,83.25885030656333,83.17938565406234,83.09999684492183,83.02068380675472,82.94144646724298,82.86228475413765,82.78319859525868,82.70418791849495,82.62525265180415,82.5463927232127,82.46760806081576,82.3888985927771,82.31026424732904,82.23170495277243,82.15322063747652,82.07481122987895,81.99647665848563
17 Estonia (EN),14 Female 15-19,49.65,49.73,49.6,49.03,47.54,45.5,42.16,38.74,35.66,33.442,31.129,29.852,29.329,29.062,28.816,29.265,30.09938008232105,30.80742796907941,31.87292741692601,33.12645617909848,34.498482582070075,35.51697470133521,36.46103855034636,36.63927467121775,36.155490914566805,35.42296004417228,34.68063598032326,34.02351269952816,33.75126192149383,33.56127396847706,33.8315661078205,33.63766087742194,32.76117006324667,31.920914064852923,31.11297560485895,29.85455024595924,28.99666649934746,28.66957383796808,28.3444398152796,28.0398714988455,27.774475956229296,27.551191145467325,27.38176889870495,27.274043770705752,27.24368487099689,27.28579560285112,27.39645868888666,27.56881889368537,27.742263473677816,27.91679925102785,28.092433090819835,28.26917190132865,28.447022634291432,28.625992285180985,28.80608789348096,28.98731654296273,29.16968536196403,29.353201523669323,29.53787224639196,29.723704793858087,29.910706475492365,30.098884646705468,30.2882467091834,30.47880011117861,30.670552347803007,30.86351096132269,31.057683541454693,31.25307772566545,31.44970119947125,31.64756169674048,31.846666999997897,32.04702494073068,32.24864339969649,32.451530307233455,32.65569364357208,32.86114143914915,33.0678817749236,33.27592278269434,33.48527264542013,33.69593959754145,33.90793192530435,34.12125796708642,34.335926113724746,34.55194480884594,34.76932254919828,34.9880678849859,35.20818942020512,35.42969581298281,35.65259577591703,35.876898076419664,36.1026115370613,36.32974503591823,36.55830750692168,36.78830794020919,37.01975538247824,37.25265893734208,37.48702776568783,37.72287108603675
17 Estonia (EN),15 Female 20-24,47.5,47.92,48.28,48.12,48.08,48.45,48.71,48.78,48.33,46.718,44.573,41.306,39.069,36.274,34.376,32.464,31.881262838542487,31.516026166924757,30.987664127927182,31.16925651802926,31.6175947918971,32.30292652403375,32.94414259077836,33.98650342887843,35.24944259393862,36.64985848370887,37.69940094175647,38.6617380147268,38.832045002054166,38.33138349713997,37.57526151123471,36.82016547103625,36.15227481591505,35.88142514932212,35.69162519356572,35.970682425812974,35.769597067281865,34.868816736719026,33.99984072306671,33.16369497203173,31.89049634990361,31.0102349334766,30.670646904528645,30.3423442783554,30.02840489207723,29.7585811711911,29.533899061403783,29.36564396549,29.1983474215521,29.03200396870413,28.86660817717089,28.702154648110696,28.538638013439144,28.3760529356539,28.214394107660464,28.053656252598937,27.89383412367178,27.73492250397254,27.57691620631557,27.419810073066685,27.263598975974848,27.108277816004733,26.953841523170308,26.80028505636933,26.647603403218795,26.49579157989133,26.344844630952505,26.194757629199074,26.04552567549815,25.897143898627288,25.74960745511547,25.602911529085013,25.45705133209437,25.312022102981803,25.167819107710017,25.024437639211584,24.881873017235325,24.74012058819352,24.599175725010014,24.45903382696918,24.31969031956574,24.18114065435545,24.04338030880662,23.906404786152496,23.77020961524449,23.634790350406192,23.500142571288308,23.36626188272433,23.23314391458709,23.100784321646103,22.969178783425733,22.838323004064154,22.708212712173147,22.57884366069865,22.450211626782146,22.3223124116228,22.19514184034041,22.068695761839148
17 Estonia (EN),16 Female 25-29,47.4,47.12,46.61,46.29,45.81,45.8,46.13,46.58,46.55,46.525,46.902,47.2,47.672,47.371,46.047,44.549,41.942471747167566,39.46451663685152,37.9630798568873,36.10142576028623,34.99952205128206,34.097384877757904,33.63834688133572,33.034796923076925,33.15061901013716,33.57034125223613,34.25146013118665,34.88157478831246,35.913347692307696,37.17145183064997,38.57088016696482,39.62177965414431,40.58023398926655,40.7449351222421,40.2476439594514,39.49320651162791,38.75152011926059,38.10121629099583,37.84407000596303,37.66449264162194,37.93864033392964,37.73781121049493,36.83886180083482,35.972852617769824,35.139783661299944,33.886992462731065,33.01460775193799,32.68733066189624,32.36329790219671,32.042477311470066,31.724837047165813,31.41034558239184,31.09897170278524,30.7906845034142,30.485453385710564,30.18324805443283,29.884038514659235,29.587795068810653,29.294488313703024,29.00408913762897,28.716568717468363,28.43189851582753,28.150050278206837,27.87099603019628,27.594708074698996,27.321158989182177,27.050321622955327,26.78216909447543,26.516674788678888,26.253812354339868,25.99355570145487,25.735878998653185,25.480756670633056,25.228163395623238,24.978074102869705,24.730463970147333,24.48530842129617,24.24258312378219,24.002263986282184,23.76432715629264,23.528749017762276,23.29550618874808,23.064575519094564,22.83593408813604,22.609559202421647,22.385428393462966,22.16351941550394,21.943810243312903,21.726279069996497,21.51090430483527,21.297664571140725,21.08653870413359,20.877505748843166,20.67054495802746,20.46563579011395,20.26275790716077,20.061891172838084,19.86301565042951
