RTI,FUTI,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
6 France (FR),25 Marine bunkers,406.0086,478.1102,514.1622,514.1622,514.1622,514.1622,514.1622,514.1622,684.3007,434.9498,278.9923,286.5445,294.3237,302.3152,310.5954,319.1139,327.8398,336.8679,346.136,355.6311,365.4225,377.9149,390.8295,404.1886,418.0666,432.4128,447.2857,462.6756,478.6108,495.1597,512.2667,530.0139,548.3951,567.4568,587.2305,607.6876,628.9089,650.922,673.6807,697.2651,721.7307,747.0791,773.3265,800.5334,829.2251,857.9741,888.1703,919.4883,951.9828,985.6274,1020.5017,1056.6481,1094.082,1132.8795,1173.1549,1214.741,1257.9091,1302.5969,1349.0146,1396.9531,1446.7008
7 Ireland (IE),1 Power own use & trans.,203.118,261.7932,285.2985,280.2619,283.0453,286.425,289.6723,294.2449,391.7975,262.8996,186.4309,193.1405,200.0493,207.2055,214.5061,222.163,230.0168,238.1823,246.639,255.3398,264.473,274.3149,284.6374,295.3854,306.5904,318.2777,330.4084,343.0287,356.1423,369.774,383.8827,398.5865,413.8889,429.8337,446.3985,463.6848,481.812,500.6071,520.3338,540.7998,562.2057,575.6633,589.6578,604.203,619.5781,635.0118,651.2467,668.1019,685.615,703.7685,722.5988,742.1222,762.3544,783.3287,805.0988,827.5896,850.9362,875.1052,900.2188,926.1625,953.0842
7 Ireland (IE),2 O.energy own use & tra,203.118,256.381,280.7047,277.0251,278.5656,281.8884,282.7415,285.4051,382.3079,252.0992,173.3976,179.3918,185.6485,192.1597,198.8736,205.9492,213.2765,220.9537,228.9467,237.2022,245.8507,255.4021,265.3681,275.7142,286.4807,297.6866,309.3171,321.4136,333.9912,347.087,360.671,374.8339,389.5727,404.9124,420.8234,437.3834,454.6826,472.5965,491.3326,510.7482,531.0128,544.7273,558.9283,573.6484,589.1719,604.7263,621.0636,638.0079,655.5889,673.792,692.6605,712.2172,732.4706,753.4615,775.2523,797.7523,821.1079,845.2859,870.3999,896.3367,923.2521
7 Ireland (IE),3 Hydrogen production,361.412,407.6065,458.4645,458.4645,458.4645,458.4645,458.4645,458.4645,600.9524,392.1255,261.5141,267.8389,274.3538,281.0466,287.9811,295.1151,302.4229,309.9839,317.7456,325.6977,333.8978,344.3599,355.1757,366.3637,377.9862,390.0009,402.4567,415.3455,428.6909,442.5503,456.8771,471.74,487.134,503.0978,519.658,536.7904,554.5627,572.9985,592.0583,611.8101,632.2994,653.5281,675.51,698.2952,722.324,746.4008,771.6895,797.9177,825.1313,853.308,882.5146,912.7864,944.1368,976.6288,1010.3589,1045.1868,1081.339,1118.7642,1157.6382,1197.7858,1239.4482
7 Ireland (IE),4 Iron & steel,361.412,432.1264,475.8935,470.857,473.6404,477.0201,480.2673,484.84,632.8282,430.6947,308.1682,317.21,326.6409,336.4483,346.5638,357.2101,368.229,379.7662,391.7692,404.1613,417.1329,431.5713,446.6283,462.2564,478.5178,495.4365,512.9951,531.2517,550.2301,569.9875,590.4774,611.8348,634.0546,657.1755,681.158,706.1102,732.1664,759.1509,787.356,816.5844,847.0805,868.3092,890.2911,913.0763,937.1051,961.1819,986.4706,1012.6988,1039.9124,1068.0891,1097.2957,1127.5674,1158.9178,1191.4099,1225.14,1259.9678,1296.1201,1333.5452,1372.4192,1412.5669,1454.2292
7 Ireland (IE),5 Non-ferrous metals,361.412,440.4893,480.5815,474.4731,479.9049,482.5002,487.734,494.1136,643.6055,443.7349,323.9419,333.9024,344.3191,355.1796,366.3705,378.2045,390.478,403.3596,416.7966,430.6899,445.2747,461.0574,477.5484,494.6777,512.5076,531.0842,550.3681,570.4396,591.3224,613.074,635.6477,659.2008,683.7284,709.2693,735.7611,763.3573,792.2141,822.089,853.3862,885.8185,919.698,940.9266,962.9086,985.6937,1009.7225,1033.7993,1059.088,1085.3163,1112.5299,1140.7065,1169.9131,1200.1849,1231.5353,1264.0273,1297.7574,1332.5853,1368.7375,1406.1627,1445.0367,1485.1843,1526.8468
7 Ireland (IE),6 Chemicals,361.412,433.5161,477.7244,472.9995,475.6885,478.9295,483.8025,489.3449,637.4949,436.3412,314.9983,324.438,334.2957,344.5591,355.1403,366.3008,377.863,389.9823,402.6063,415.6484,429.3185,444.339,460.0169,476.295,493.2357,510.8723,529.1779,548.2204,568.0234,588.6443,610.0365,632.3447,655.5637,679.7325,704.8015,730.8987,758.1675,786.4036,815.9476,846.5633,878.5244,899.7532,921.735,944.5203,968.5491,992.6259,1017.9146,1044.1427,1071.3563,1099.5331,1128.7396,1159.0114,1190.3618,1222.8538,1256.584,1291.4117,1327.564,1364.9891,1403.8632,1444.0107,1485.6732
7 Ireland (IE),7 Non-metallics nes,361.412,433.2959,478.0447,474.4312,477.0958,481.3489,484.7855,491.4154,640.0449,439.4268,318.7306,328.3877,338.4786,348.9913,359.8269,371.2684,383.1275,395.5649,408.5282,421.9255,435.9773,451.3159,467.3331,483.9665,501.2782,519.3071,538.021,557.4929,577.7466,598.8393,620.7245,643.5522,667.3174,692.0588,717.7216,744.4443,772.3759,801.2958,831.5714,862.9453,895.7069,916.9357,938.9175,961.7028,985.7316,1009.8083,1035.097,1061.3252,1088.5388,1116.7156,1145.9221,1176.1938,1207.5443,1240.0363,1273.7665,1308.5942,1344.7465,1382.1716,1421.0457,1461.1932,1502.8557
7 Ireland (IE),8 Ore-extra.(non-energy),361.412,407.6065,458.4645,458.4645,458.4645,458.4645,458.4645,458.4645,600.9524,392.1255,261.5141,267.8389,274.3538,281.0466,287.9811,295.1151,302.4229,309.9839,317.7456,325.6977,333.8978,344.3599,355.1757,366.3637,377.9862,390.0009,402.4567,415.3455,428.6909,442.5503,456.8771,471.74,487.134,503.0978,519.658,536.7904,554.5627,572.9985,592.0583,611.8101,632.2994,653.5281,675.51,698.2952,722.324,746.4008,771.6895,797.9177,825.1313,853.308,882.5146,912.7864,944.1368,976.6288,1010.3589,1045.1868,1081.339,1118.7642,1157.6382,1197.7858,1239.4482
7 Ireland (IE),"9 Food, drink & tob.",361.412,407.6065,458.4645,458.4645,458.4645,458.4645,458.4645,458.4645,600.9524,392.1255,261.5141,267.8389,274.3538,281.0466,287.9811,295.1151,302.4229,309.9839,317.7456,325.6977,333.8978,344.3599,355.1757,366.3637,377.9862,390.0009,402.4567,415.3455,428.6909,442.5503,456.8771,471.74,487.134,503.0978,519.658,536.7904,554.5627,572.9985,592.0583,611.8101,632.2994,653.5281,675.51,698.2952,722.324,746.4008,771.6895,797.9177,825.1313,853.308,882.5146,912.7864,944.1368,976.6288,1010.3589,1045.1868,1081.339,1118.7642,1157.6382,1197.7858,1239.4482
7 Ireland (IE),"10 Tex., cloth. & footw.",361.412,407.6065,458.4645,458.4645,458.4645,458.4645,458.4645,458.4645,600.9524,392.1255,261.5141,267.8389,274.3538,281.0466,287.9811,295.1151,302.4229,309.9839,317.7456,325.6977,333.8978,344.3599,355.1757,366.3637,377.9862,390.0009,402.4567,415.3455,428.6909,442.5503,456.8771,471.74,487.134,503.0978,519.658,536.7904,554.5627,572.9985,592.0583,611.8101,632.2994,653.5281,675.51,698.2952,722.324,746.4008,771.6895,797.9177,825.1313,853.308,882.5146,912.7864,944.1368,976.6288,1010.3589,1045.1868,1081.339,1118.7642,1157.6382,1197.7858,1239.4482
7 Ireland (IE),11 Paper & pulp,361.412,431.0685,476.1213,470.7475,472.5242,476.1379,480.8484,485.8211,631.1866,428.7084,305.7654,314.6674,323.9481,333.5951,343.5468,354.0122,364.84,376.1724,387.957,400.1205,412.8463,427.0799,441.9185,457.3179,473.3405,490.0066,507.3023,525.2825,543.9708,563.4245,583.597,604.6199,626.4882,649.2405,672.8407,697.3903,723.0198,749.564,777.2982,806.0385,836.0193,857.248,879.2299,902.0151,926.0439,950.1207,975.4094,1001.6376,1028.8512,1057.0278,1086.2344,1116.5062,1147.8566,1180.3486,1214.0787,1248.9066,1285.0588,1322.484,1361.358,1401.5056,1443.1681
7 Ireland (IE),12 Engineering etc,361.412,407.6065,458.4645,458.4645,458.4645,458.4645,458.4645,458.4645,600.9524,392.1255,261.5141,267.8389,274.3538,281.0466,287.9811,295.1151,302.4229,309.9839,317.7456,325.6977,333.8978,344.3599,355.1757,366.3637,377.9862,390.0009,402.4567,415.3455,428.6909,442.5503,456.8771,471.74,487.134,503.0978,519.658,536.7904,554.5627,572.9985,592.0583,611.8101,632.2994,653.5281,675.51,698.2952,722.324,746.4008,771.6895,797.9177,825.1313,853.308,882.5146,912.7864,944.1368,976.6288,1010.3589,1045.1868,1081.339,1118.7642,1157.6382,1197.7858,1239.4482
7 Ireland (IE),13 Other industry,361.412,429.1131,475.2526,471.0316,473.299,476.8785,478.7618,483.8219,631.4863,429.0709,306.204,315.1315,324.4396,334.1159,344.0974,354.5959,365.4586,376.8283,388.6528,400.858,413.6287,427.8997,442.7781,458.2193,474.2855,490.9977,508.3414,526.3721,545.1133,564.6224,584.8528,605.9368,627.8692,650.6889,674.3588,698.9819,724.6892,751.3138,779.134,807.9634,838.0382,859.2669,881.2488,904.034,928.0628,952.1396,977.4283,1003.6565,1030.8701,1059.0469,1088.2534,1118.5251,1149.8755,1182.3676,1216.0977,1250.9255,1287.0778,1324.5029,1363.377,1403.5245,1445.187
7 Ireland (IE),14 Construction,361.412,407.6065,458.4645,458.4645,458.4645,458.4645,458.4645,458.4645,600.9524,392.1255,261.5141,267.8389,274.3538,281.0466,287.9811,295.1151,302.4229,309.9839,317.7456,325.6977,333.8978,344.3599,355.1757,366.3637,377.9862,390.0009,402.4567,415.3455,428.6909,442.5503,456.8771,471.74,487.134,503.0978,519.658,536.7904,554.5627,572.9985,592.0583,611.8101,632.2994,653.5281,675.51,698.2952,722.324,746.4008,771.6895,797.9177,825.1313,853.308,882.5146,912.7864,944.1368,976.6288,1010.3589,1045.1868,1081.339,1118.7642,1157.6382,1197.7858,1239.4482
7 Ireland (IE),15 Rail transport,361.412,407.6065,458.4645,458.4645,458.4645,458.4645,458.4645,458.4645,600.9524,392.1255,261.5141,267.8389,274.3538,281.0466,287.9811,295.1151,302.4229,309.9839,317.7456,325.6977,333.8978,344.3599,355.1757,366.3637,377.9862,390.0009,402.4567,415.3455,428.6909,442.5503,456.8771,471.74,487.134,503.0978,519.658,536.7904,554.5627,572.9985,592.0583,611.8101,632.2994,653.5281,675.51,698.2952,722.324,746.4008,771.6895,797.9177,825.1313,853.308,882.5146,912.7864,944.1368,976.6288,1010.3589,1045.1868,1081.339,1118.7642,1157.6382,1197.7858,1239.4482
7 Ireland (IE),16 Road transport,361.412,407.6065,458.4645,458.4645,458.4645,458.4645,458.4645,458.4645,600.9524,392.1255,261.5141,267.8389,274.3538,281.0466,287.9811,295.1151,302.4229,309.9839,317.7456,325.6977,333.8978,344.3599,355.1757,366.3637,377.9862,390.0009,402.4567,415.3455,428.6909,442.5503,456.8771,471.74,487.134,503.0978,519.658,536.7904,554.5627,572.9985,592.0583,611.8101,632.2994,653.5281,675.51,698.2952,722.324,746.4008,771.6895,797.9177,825.1313,853.308,882.5146,912.7864,944.1368,976.6288,1010.3589,1045.1868,1081.339,1118.7642,1157.6382,1197.7858,1239.4482
7 Ireland (IE),17 Domestic aviation,361.412,407.6065,469.2321,466.3151,467.6504,470.3581,489.1355,510.3081,630.5172,427.8984,304.7857,313.6306,322.85,332.4317,342.3165,352.7083,363.4581,374.707,386.4025,398.4727,411.0983,425.2484,439.998,455.3041,471.2293,487.7924,504.981,522.8485,541.4185,560.7483,580.7914,601.6779,623.4028,646.0049,669.4492,693.8345,719.2901,745.6548,773.197,801.7382,831.5089,852.7375,874.7194,897.5046,921.5334,945.6102,970.8989,997.1271,1024.3408,1052.5175,1081.724,1111.9958,1143.3462,1175.8383,1209.5684,1244.3962,1280.5485,1317.9736,1356.8477,1396.9952,1438.6577
7 Ireland (IE),18 Other transp. serv.,361.412,407.6065,458.4645,458.4645,458.4645,458.4645,458.4645,458.4645,600.9524,392.1255,261.5141,267.8389,274.3538,281.0466,287.9811,295.1151,302.4229,309.9839,317.7456,325.6977,333.8978,344.3599,355.1757,366.3637,377.9862,390.0009,402.4567,415.3455,428.6909,442.5503,456.8771,471.74,487.134,503.0978,519.658,536.7904,554.5627,572.9985,592.0583,611.8101,632.2994,653.5281,675.51,698.2952,722.324,746.4008,771.6895,797.9177,825.1313,853.308,882.5146,912.7864,944.1368,976.6288,1010.3589,1045.1868,1081.339,1118.7642,1157.6382,1197.7858,1239.4482
7 Ireland (IE),19 Households,720.0332,748.7022,872.4858,872.4858,872.4858,872.4858,872.4858,872.4858,1121.5883,756.5098,528.1702,539.2274,550.6171,562.3176,574.4407,586.9127,599.6884,612.9067,626.4762,640.3782,654.7139,673.0043,691.9127,711.4719,731.7909,752.7954,774.571,797.1036,820.4346,844.6642,869.7107,895.6946,922.6068,950.5154,979.4664,1009.418,1040.4883,1072.7181,1106.0393,1140.5699,1176.3903,1213.5031,1251.9325,1291.7665,1333.7744,1375.8662,1420.0769,1465.9299,1513.5057,1562.7653,1613.8252,1666.7474,1721.5553,1778.359,1837.3273,1898.2145,1961.417,2026.8452,2094.8062,2164.9934,2237.8293
7 Ireland (IE),"20 Agriculture, forestry",361.412,407.6065,458.4645,458.4645,458.4645,458.4645,458.4645,458.4645,600.9524,392.1255,261.5141,267.8389,274.3538,281.0466,287.9811,295.1151,302.4229,309.9839,317.7456,325.6977,333.8978,344.3599,355.1757,366.3637,377.9862,390.0009,402.4567,415.3455,428.6909,442.5503,456.8771,471.74,487.134,503.0978,519.658,536.7904,554.5627,572.9985,592.0583,611.8101,632.2994,653.5281,675.51,698.2952,722.324,746.4008,771.6895,797.9177,825.1313,853.308,882.5146,912.7864,944.1368,976.6288,1010.3589,1045.1868,1081.339,1118.7642,1157.6382,1197.7858,1239.4482
7 Ireland (IE),21 Fishing,361.412,407.6065,458.4645,458.4645,458.4645,458.4645,458.4645,458.4645,600.9524,392.1255,261.5141,267.8389,274.3538,281.0466,287.9811,295.1151,302.4229,309.9839,317.7456,325.6977,333.8978,344.3599,355.1757,366.3637,377.9862,390.0009,402.4567,415.3455,428.6909,442.5503,456.8771,471.74,487.134,503.0978,519.658,536.7904,554.5627,572.9985,592.0583,611.8101,632.2994,653.5281,675.51,698.2952,722.324,746.4008,771.6895,797.9177,825.1313,853.308,882.5146,912.7864,944.1368,976.6288,1010.3589,1045.1868,1081.339,1118.7642,1157.6382,1197.7858,1239.4482
7 Ireland (IE),22 Other final use,361.412,407.6065,458.4645,458.4645,458.4645,458.4645,458.4645,458.4645,600.9524,392.1255,261.5141,267.8389,274.3538,281.0466,287.9811,295.1151,302.4229,309.9839,317.7456,325.6977,333.8978,344.3599,355.1757,366.3637,377.9862,390.0009,402.4567,415.3455,428.6909,442.5503,456.8771,471.74,487.134,503.0978,519.658,536.7904,554.5627,572.9985,592.0583,611.8101,632.2994,653.5281,675.51,698.2952,722.324,746.4008,771.6895,797.9177,825.1313,853.308,882.5146,912.7864,944.1368,976.6288,1010.3589,1045.1868,1081.339,1118.7642,1157.6382,1197.7858,1239.4482
7 Ireland (IE),23 Non-energy use,361.412,407.6065,458.4645,458.4645,458.4645,458.4645,458.4645,458.4645,600.9524,392.1255,261.5141,267.8389,274.3538,281.0466,287.9811,295.1151,302.4229,309.9839,317.7456,325.6977,333.8978,344.3599,355.1757,366.3637,377.9862,390.0009,402.4567,415.3455,428.6909,442.5503,456.8771,471.74,487.134,503.0978,519.658,536.7904,554.5627,572.9985,592.0583,611.8101,632.2994,653.5281,675.51,698.2952,722.324,746.4008,771.6895,797.9177,825.1313,853.308,882.5146,912.7864,944.1368,976.6288,1010.3589,1045.1868,1081.339,1118.7642,1157.6382,1197.7858,1239.4482
7 Ireland (IE),24 Aviation bunkers,361.412,407.6065,458.4645,458.4645,458.4645,458.4645,458.4645,458.4645,600.9524,392.1255,261.5141,267.8389,274.3538,281.0466,287.9811,295.1151,302.4229,309.9839,317.7456,325.6977,333.8978,344.3599,355.1757,366.3637,377.9862,390.0009,402.4567,415.3455,428.6909,442.5503,456.8771,471.74,487.134,503.0978,519.658,536.7904,554.5627,572.9985,592.0583,611.8101,632.2994,653.5281,675.51,698.2952,722.324,746.4008,771.6895,797.9177,825.1313,853.308,882.5146,912.7864,944.1368,976.6288,1010.3589,1045.1868,1081.339,1118.7642,1157.6382,1197.7858,1239.4482
7 Ireland (IE),25 Marine bunkers,361.412,407.6065,458.4645,458.4645,458.4645,458.4645,458.4645,458.4645,600.9524,392.1255,261.5141,267.8389,274.3538,281.0466,287.9811,295.1151,302.4229,309.9839,317.7456,325.6977,333.8978,344.3599,355.1757,366.3637,377.9862,390.0009,402.4567,415.3455,428.6909,442.5503,456.8771,471.74,487.134,503.0978,519.658,536.7904,554.5627,572.9985,592.0583,611.8101,632.2994,653.5281,675.51,698.2952,722.324,746.4008,771.6895,797.9177,825.1313,853.308,882.5146,912.7864,944.1368,976.6288,1010.3589,1045.1868,1081.339,1118.7642,1157.6382,1197.7858,1239.4482
8 Italy (IT),1 Power own use & trans.,173.9595,227.7316,246.8446,241.8081,244.5914,247.9712,251.2184,255.791,340.1291,228.689,163.9998,170.012,176.2455,182.6972,189.2699,196.1641,203.2212,210.5217,218.0097,225.5965,233.4135,241.6061,250.0704,258.7871,267.8142,277.2336,287.0316,297.2734,307.9828,319.1954,330.8932,343.1626,355.9956,369.4046,383.3419,397.899,413.1599,428.9888,445.5791,462.6923,480.4827,491.5114,502.9797,514.922,527.5667,540.2537,553.652,567.6243,582.1387,597.2098,612.8481,629.0635,645.8624,663.2784,681.3672,700.05,719.4513,739.5524,760.4398,782.0139,804.4088
8 Italy (IT),2 O.energy own use & tra,173.9595,230.2826,250.0824,245.2613,249.579,248.755,257.6599,255.3986,337.8692,228.5455,163.7907,169.8146,176.1285,182.7254,189.5177,196.7282,204.2196,212.0973,220.3324,228.8576,237.8278,247.3108,257.2357,267.5512,278.2919,289.4959,301.1286,313.2472,325.8647,339.0129,352.666,366.9236,381.7829,397.2654,413.324,430.0688,447.5986,465.7416,484.7843,504.5175,525.1516,536.8973,549.0596,561.6666,574.9616,588.2831,602.2751,616.787,631.8442,647.4342,663.594,680.3432,697.6891,715.6667,734.3294,753.5994,773.6022,794.3093,815.8181,838.0315,861.0831
8 Italy (IT),3 Hydrogen production,404.815,446.9419,458.812,458.812,458.812,458.812,458.812,458.812,597.8592,394.0749,266.6172,272.7894,279.147,285.6782,292.4452,299.407,306.5383,313.9167,321.4911,329.251,337.2531,347.4627,358.0173,368.9351,380.277,392.0016,404.1566,416.7342,429.7573,443.282,457.2629,471.7669,486.7892,502.3676,518.5278,535.2466,552.5898,570.5803,589.18,608.4547,628.4493,649.1654,670.6165,692.8516,716.3002,739.7955,764.4735,790.0684,816.6249,844.1212,872.6226,902.1634,932.7567,964.4642,997.3798,1031.3665,1066.6459,1103.1672,1141.1027,1180.2809,1220.9374
8 Italy (IT),4 Iron & steel,404.815,471.4618,476.241,471.2044,473.9878,477.3676,480.6148,485.1874,629.735,432.644,313.2713,322.1605,331.4341,341.0799,351.0279,361.502,372.3444,383.699,395.5146,407.7147,420.4883,434.674,449.4699,464.8278,480.8087,497.4372,514.695,532.6404,551.2965,570.7192,590.8633,611.8617,633.7098,656.4453,680.0277,704.5664,730.1934,756.7327,784.4777,813.2289,843.2304,863.9465,885.3975,907.6326,931.0812,954.5766,979.2546,1004.8494,1031.406,1058.9023,1087.4036,1116.9445,1147.5378,1179.2452,1212.1609,1246.1476,1281.427,1317.9484,1355.8838,1395.062,1435.7185
8 Italy (IT),5 Non-ferrous metals,404.815,470.7779,475.7238,470.8019,473.4908,476.7178,478.257,482.6949,625.3138,427.2945,306.8004,315.3127,324.1818,333.3957,342.9025,352.8895,363.2171,374.0202,385.2476,396.8318,408.9435,422.5778,436.7854,451.5275,466.8649,482.8133,499.3633,516.5642,534.439,553.0437,572.3329,592.4306,613.3319,635.0747,657.6277,681.0818,705.5598,730.9133,757.3899,784.8267,813.4402,834.1563,855.6074,877.8425,901.2911,924.7864,949.4644,975.0593,1001.6158,1029.1122,1057.6135,1087.1543,1117.7477,1149.4551,1182.3707,1216.3574,1251.6368,1288.1582,1326.0936,1365.2719,1405.9283
8 Italy (IT),6 Chemicals,404.815,525.0567,500.4355,489.0553,490.5399,521.8351,523.5536,542.5963,699.489,517.0449,415.3644,430.1994,445.8538,462.3154,479.2243,497.3845,516.3479,536.4036,557.5005,579.4168,602.6317,625.5186,649.5956,674.6697,700.8019,728.1619,756.5861,786.278,817.2607,849.5901,883.2208,918.4312,955.2161,993.6136,1033.4382,1075.0891,1118.8434,1164.0901,1211.8477,1261.3365,1313.2358,1333.9519,1355.403,1377.6381,1401.0867,1424.582,1449.26,1474.8549,1501.4114,1528.9077,1557.4091,1586.95,1617.5432,1649.2507,1682.1663,1716.1531,1751.4324,1787.9539,1825.8892,1865.0674,1905.7239
8 Italy (IT),7 Non-metallics nes,404.815,478.7382,483.7216,473.4447,478.1225,482.2848,486.2799,494.1656,640.5474,445.7267,329.0964,338.9072,349.1698,359.8721,370.8991,382.5646,394.6659,407.3691,420.6235,434.3296,448.7216,464.2561,480.4906,497.3546,514.9089,533.2009,552.1896,571.9558,592.5226,613.9459,636.1805,659.3819,683.5453,708.7085,734.8086,761.9998,790.4365,819.8756,850.7227,882.6884,916.0842,936.8002,958.2513,980.4864,1003.935,1027.4304,1052.1084,1077.7031,1104.2598,1131.7561,1160.2573,1189.7982,1220.3916,1252.099,1285.0146,1319.0013,1354.2808,1390.8021,1428.7375,1467.9158,1508.5723
8 Italy (IT),8 Ore-extra.(non-energy),404.815,446.9419,458.812,458.812,458.812,458.812,458.812,458.812,597.8592,394.0749,266.6172,272.7894,279.147,285.6782,292.4452,299.407,306.5383,313.9167,321.4911,329.251,337.2531,347.4627,358.0173,368.9351,380.277,392.0016,404.1566,416.7342,429.7573,443.282,457.2629,471.7669,486.7892,502.3676,518.5278,535.2466,552.5898,570.5803,589.18,608.4547,628.4493,649.1654,670.6165,692.8516,716.3002,739.7955,764.4735,790.0684,816.6249,844.1212,872.6226,902.1634,932.7567,964.4642,997.3798,1031.3665,1066.6459,1103.1672,1141.1027,1180.2809,1220.9374
8 Italy (IT),"9 Food, drink & tob.",404.815,446.9419,458.812,458.812,458.812,458.812,458.812,458.812,597.8592,394.0749,266.6172,272.7894,279.147,285.6782,292.4452,299.407,306.5383,313.9167,321.4911,329.251,337.2531,347.4627,358.0173,368.9351,380.277,392.0016,404.1566,416.7342,429.7573,443.282,457.2629,471.7669,486.7892,502.3676,518.5278,535.2466,552.5898,570.5803,589.18,608.4547,628.4493,649.1654,670.6165,692.8516,716.3002,739.7955,764.4735,790.0684,816.6249,844.1212,872.6226,902.1634,932.7567,964.4642,997.3798,1031.3665,1066.6459,1103.1672,1141.1027,1180.2809,1220.9374
8 Italy (IT),"10 Tex., cloth. & footw.",404.815,446.9419,458.812,458.812,458.812,458.812,458.812,458.812,597.8592,394.0749,266.6172,272.7894,279.147,285.6782,292.4452,299.407,306.5383,313.9167,321.4911,329.251,337.2531,347.4627,358.0173,368.9351,380.277,392.0016,404.1566,416.7342,429.7573,443.282,457.2629,471.7669,486.7892,502.3676,518.5278,535.2466,552.5898,570.5803,589.18,608.4547,628.4493,649.1654,670.6165,692.8516,716.3002,739.7955,764.4735,790.0684,816.6249,844.1212,872.6226,902.1634,932.7567,964.4642,997.3798,1031.3665,1066.6459,1103.1672,1141.1027,1180.2809,1220.9374
8 Italy (IT),11 Paper & pulp,404.815,507.5853,507.8406,493.9182,502.3727,511.1642,517.6754,532.7345,691.6284,507.5338,403.8596,418.0245,432.9598,448.6534,464.7779,482.0719,500.1202,519.1953,539.2463,560.0677,582.106,604.0123,627.0435,651.0226,676.0109,702.1614,729.3274,757.6956,787.2892,818.1641,850.275,883.8838,918.9855,955.6182,993.6123,1033.3348,1075.0464,1118.1849,1163.6873,1210.8394,1260.2709,1280.9869,1302.438,1324.6731,1348.1217,1371.6171,1396.295,1421.8899,1448.4465,1475.9427,1504.4441,1533.9849,1564.5782,1596.2856,1629.2014,1663.188,1698.4674,1734.9888,1772.9243,1812.1025,1852.759
8 Italy (IT),12 Engineering etc,404.815,446.9419,458.812,458.812,458.812,458.812,458.812,458.812,597.8592,394.0749,266.6172,272.7894,279.147,285.6782,292.4452,299.407,306.5383,313.9167,321.4911,329.251,337.2531,347.4627,358.0173,368.9351,380.277,392.0016,404.1566,416.7342,429.7573,443.282,457.2629,471.7669,486.7892,502.3676,518.5278,535.2466,552.5898,570.5803,589.18,608.4547,628.4493,649.1654,670.6165,692.8516,716.3002,739.7955,764.4735,790.0684,816.6249,844.1212,872.6226,902.1634,932.7567,964.4642,997.3798,1031.3665,1066.6459,1103.1672,1141.1027,1180.2809,1220.9374
8 Italy (IT),13 Other industry,404.815,475.5304,477.1772,474.0778,476.3101,484.4091,485.9271,493.9915,643.9676,449.8652,334.1024,344.2047,354.7802,365.8167,377.185,389.2274,401.7269,414.8568,428.5662,442.7488,457.6528,473.6139,490.3035,507.6439,525.696,544.5142,564.0504,584.3925,605.5637,627.6199,650.5157,674.4141,699.3098,725.241,752.1375,780.1677,809.4934,839.8497,871.6781,904.6606,939.1301,959.8462,981.2972,1003.5323,1026.981,1050.4763,1075.1543,1100.7491,1127.3057,1154.802,1183.3033,1212.8442,1243.4375,1275.145,1308.0605,1342.0474,1377.3267,1413.8481,1451.7834,1490.9617,1531.6182
8 Italy (IT),14 Construction,404.815,446.9419,458.812,458.812,458.812,458.812,458.812,458.812,597.8592,394.0749,266.6172,272.7894,279.147,285.6782,292.4452,299.407,306.5383,313.9167,321.4911,329.251,337.2531,347.4627,358.0173,368.9351,380.277,392.0016,404.1566,416.7342,429.7573,443.282,457.2629,471.7669,486.7892,502.3676,518.5278,535.2466,552.5898,570.5803,589.18,608.4547,628.4493,649.1654,670.6165,692.8516,716.3002,739.7955,764.4735,790.0684,816.6249,844.1212,872.6226,902.1634,932.7567,964.4642,997.3798,1031.3665,1066.6459,1103.1672,1141.1027,1180.2809,1220.9374
8 Italy (IT),15 Rail transport,404.815,446.9419,458.812,458.812,458.812,458.812,458.812,458.812,597.8592,394.0749,266.6172,272.7894,279.147,285.6782,292.4452,299.407,306.5383,313.9167,321.4911,329.251,337.2531,347.4627,358.0173,368.9351,380.277,392.0016,404.1566,416.7342,429.7573,443.282,457.2629,471.7669,486.7892,502.3676,518.5278,535.2466,552.5898,570.5803,589.18,608.4547,628.4493,649.1654,670.6165,692.8516,716.3002,739.7955,764.4735,790.0684,816.6249,844.1212,872.6226,902.1634,932.7567,964.4642,997.3798,1031.3665,1066.6459,1103.1672,1141.1027,1180.2809,1220.9374
8 Italy (IT),16 Road transport,404.815,446.9419,458.812,458.812,458.812,458.812,458.812,458.812,597.8592,394.0749,266.6172,272.7894,279.147,285.6782,292.4452,299.407,306.5383,313.9167,321.4911,329.251,337.2531,347.4627,358.0173,368.9351,380.277,392.0016,404.1566,416.7342,429.7573,443.282,457.2629,471.7669,486.7892,502.3676,518.5278,535.2466,552.5898,570.5803,589.18,608.4547,628.4493,649.1654,670.6165,692.8516,716.3002,739.7955,764.4735,790.0684,816.6249,844.1212,872.6226,902.1634,932.7567,964.4642,997.3798,1031.3665,1066.6459,1103.1672,1141.1027,1180.2809,1220.9374
