Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,131.6377,170.1077,147.6174,127.0561,122.8171,119.5963,115.985,137.8689,142.8957,185.214,156.2338,188.864,452.716,477.5575,406.5768,351.0041,307.1611,272.8167,245.8873,224.8592,208.5266,213.1761,218.0855,223.2366,228.6059,234.1753,239.928,245.8734,251.9906,258.2755,264.7387,271.386,278.2028,285.1767,292.2873,299.5078,306.8481,314.2913,321.9146,329.6865,337.6306
2 O.energy own use & tra,131.6377,176.4495,150.3657,129.1313,126.0234,123.2132,118.2628,139.0405,145.8149,189.8118,159.6349,197.7045,467.183,460.007,394.5883,342.295,300.5533,267.6279,241.7032,221.4422,205.785,211.0565,216.4364,221.9445,227.584,233.3558,239.2564,245.3049,251.4877,257.8094,264.2773,270.9031,277.6719,284.6005,291.6821,298.9325,306.3602,313.9358,321.7173,329.6605,337.7834
3 Hydrogen production,131.6377,148.5717,138.5496,121.2514,116.3941,110.9064,110.455,130.9307,125.3784,157.6329,135.8313,135.8313,365.9313,338.0504,269.7319,214.4715,169.694,133.6625,104.5598,81.0473,62.0633,63.9311,65.8287,67.7741,69.7685,71.8112,73.8966,76.0418,78.2315,80.468,82.7566,85.1068,87.5017,89.9557,92.4598,95.0274,97.6647,100.3399,103.1085,105.9237,108.8008
4 Iron & steel,171.8841,225.9511,246.0057,201.3551,192.1367,193.8434,185.8077,191.9439,226.6573,190.5207,189.085,195.611,477.9715,448.1255,366.7918,301.1104,247.9971,205.3716,171.0576,143.4521,121.2836,124.1044,126.9743,129.9152,132.9289,136.0148,139.1667,142.4053,145.7126,149.0918,152.5494,156.0974,159.7157,163.4222,167.2062,171.0844,175.0645,179.1089,183.2844,187.5354,191.8808
5 Non-ferrous metals,171.8841,243.7031,253.7855,206.1736,197.2124,201.3308,191.088,197.4186,241.3426,213.642,206.1884,240.0683,550.7231,535.754,456.504,392.9544,342.0224,301.6288,269.5982,244.329,224.5509,229.8172,235.1892,240.6901,246.3228,252.0882,257.9814,264.0246,270.201,276.5155,282.9761,289.5961,296.3572,303.2788,310.3519,317.5947,325.0168,332.5823,340.3597,348.2953,356.4099
6 Chemicals,171.8841,244.5323,253.4958,205.9715,197.4286,201.809,191.1644,199.2125,242.7668,215.8843,207.8471,244.3799,557.7787,544.2524,465.2044,401.8617,351.1412,310.964,279.1549,254.1122,234.5659,240.0695,245.6841,251.4332,257.32,263.3453,269.5043,275.8195,282.2742,288.8734,295.6252,302.5431,309.609,316.8424,324.2344,331.8036,339.5596,347.4665,355.5932,363.8862,372.3663
7 Non-metallics nes,171.8841,247.0411,254.4993,207.1302,198.4905,202.5929,191.4253,199.1924,244.2562,218.2315,209.5834,248.893,565.1641,553.1481,474.3115,411.1852,360.6862,320.7355,289.1582,264.3527,245.0491,250.8009,256.6696,262.6785,268.8311,275.1285,281.5658,288.1656,294.9116,301.8088,308.8654,316.0952,323.4802,331.0399,338.7659,346.6766,354.7819,363.0463,371.5387,380.2057,389.0684
8 Ore-extra.(non-energy),171.8841,221.6439,244.1921,200.1941,190.8521,192.1054,184.7017,190.5563,223.1539,185.0045,185.0045,185.0045,460.6146,427.2193,345.3885,279.1985,225.5647,182.4068,147.548,119.385,96.6463,98.8836,101.1565,103.4867,105.8756,108.3222,110.8201,113.3896,116.0124,118.6913,121.4325,124.2475,127.116,130.0555,133.0548,136.1303,139.2892,142.4935,145.8097,149.1816,152.6278
"9 Food, drink & tob.",171.8841,221.6439,244.1921,200.1941,190.8521,192.1054,184.7017,190.5563,223.1539,185.0045,185.0045,185.0045,460.6146,427.2193,345.3885,279.1985,225.5647,182.4068,147.548,119.385,96.6463,98.8836,101.1565,103.4867,105.8756,108.3222,110.8201,113.3896,116.0124,118.6913,121.4325,124.2475,127.116,130.0555,133.0548,136.1303,139.2892,142.4935,145.8097,149.1816,152.6278
"10 Tex., cloth. & footw.",171.8841,221.6439,244.1921,200.1941,190.8521,192.1054,184.7017,190.5563,223.1539,185.0045,185.0045,185.0045,460.6146,427.2193,345.3885,279.1985,225.5647,182.4068,147.548,119.385,96.6463,98.8836,101.1565,103.4867,105.8756,108.3222,110.8201,113.3896,116.0124,118.6913,121.4325,124.2475,127.116,130.0555,133.0548,136.1303,139.2892,142.4935,145.8097,149.1816,152.6278
