Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,501.3022,631.9885,722.4929,682.9416,690.819,518.0776,456.6928,539.6425,625.7697,699.9165,695.8816,714.222,967.9165,1053.9746,1013.151,974.4031,978.5298,982.6854,987.041,991.3981,995.8893,1020.1978,1045.0854,1070.7317,1096.9597,1123.8744,1151.5894,1180.0835,1209.2493,1239.2847,1270.2483,1301.8433,1334.4015,1367.9856,1402.2712,1437.5917,1473.77,1511.0125,1549.2334,1588.4926,1629.0677
2 O.energy own use & tra,501.3022,643.7112,728.0914,685.6365,692.3458,521.5808,460.5225,543.3127,636.5528,716.8939,708.4402,746.8661,1021.3364,1118.3184,1079.0247,1041.8423,1047.5706,1053.365,1059.3973,1065.4698,1071.7163,1097.8204,1124.5454,1152.0713,1180.2225,1209.1046,1238.8325,1269.386,1300.6584,1332.8491,1366.0178,1399.8687,1434.7345,1470.6793,1507.3801,1545.1711,1583.8767,1623.7046,1664.5706,1706.5352,1749.8779
3 Hydrogen production,501.3022,619.8838,717.3962,679.679,687.2088,513.1933,453.5846,535.7428,615.9238,684.414,684.414,684.414,919.1375,995.2209,953.0002,912.8229,915.4871,918.1463,920.9709,923.7615,926.65,949.3187,972.5287,996.4586,1020.9307,1046.0487,1071.9257,1098.5394,1125.7814,1153.8486,1182.7988,1212.3341,1242.7852,1274.2135,1306.2939,1339.3584,1373.2289,1408.1105,1443.9165,1480.7051,1518.7532
4 Iron & steel,501.3022,637.1762,724.6772,684.3399,692.3661,520.1709,458.0249,541.3138,629.9894,706.5604,700.7963,726.9969,988.8218,1079.1548,1038.9299,1000.7946,1005.5481,1010.345,1015.3568,1020.3853,1025.5634,1050.5745,1076.1812,1102.563,1129.5437,1157.2283,1185.731,1215.031,1245.0212,1275.9,1307.7266,1340.2043,1373.6656,1408.1736,1443.4044,1479.6917,1516.859,1555.1132,1594.3693,1634.6871,1676.3455
5 Non-ferrous metals,501.3022,636.0494,724.0767,684.1245,692.0895,519.6666,457.682,540.8896,628.7289,704.5761,699.3284,723.1815,982.578,1071.6343,1031.2306,992.9124,997.4786,1002.084,1006.8998,1011.7277,1016.7007,1041.502,1066.8939,1093.056,1119.812,1147.2666,1175.5341,1204.5934,1234.3373,1264.9642,1296.533,1328.7472,1361.9387,1396.1708,1431.1193,1467.1178,1503.9897,1541.9418,1580.8887,1620.8904,1662.2252
6 Chemicals,501.3022,629.4528,721.1975,682.158,689.9495,516.8019,455.8145,538.5572,622.6182,694.9535,692.2103,704.6792,952.3002,1035.165,993.8942,954.6887,958.3471,962.0237,965.8892,969.7447,973.7228,997.5063,1021.8569,1046.9536,1072.6196,1098.959,1126.0857,1153.9778,1182.5276,1211.9329,1242.252,1273.1876,1305.0713,1337.9651,1371.5448,1406.1431,1441.5825,1478.0691,1515.517,1553.9851,1593.7513
7 Non-metallics nes,501.3022,635.7921,724.1024,684.1041,692.2063,519.5019,457.5588,540.5377,627.574,702.7579,697.9834,719.6854,976.8569,1064.7434,1024.1758,985.6899,990.0846,994.5145,999.1508,1003.7949,1008.5799,1033.189,1058.384,1084.3448,1110.8948,1138.1387,1166.1907,1195.0294,1224.5477,1254.9438,1286.2765,1318.249,1351.1935,1385.1726,1419.8625,1455.5964,1492.1978,1529.8728,1568.5365,1608.2484,1649.2869
8 Ore-extra.(non-energy),501.3022,619.8838,717.3962,679.679,687.2088,513.1933,453.5846,535.7428,615.9238,684.414,684.414,684.414,919.1375,995.2209,953.0002,912.8229,915.4871,918.1463,920.9709,923.7615,926.65,949.3187,972.5287,996.4586,1020.9307,1046.0487,1071.9257,1098.5394,1125.7814,1153.8486,1182.7988,1212.3341,1242.7852,1274.2135,1306.2939,1339.3584,1373.2289,1408.1105,1443.9165,1480.7051,1518.7532
"9 Food, drink & tob.",501.3022,619.8838,717.3962,679.679,687.2088,513.1933,453.5846,535.7428,615.9238,684.414,684.414,684.414,919.1375,995.2209,953.0002,912.8229,915.4871,918.1463,920.9709,923.7615,926.65,949.3187,972.5287,996.4586,1020.9307,1046.0487,1071.9257,1098.5394,1125.7814,1153.8486,1182.7988,1212.3341,1242.7852,1274.2135,1306.2939,1339.3584,1373.2289,1408.1105,1443.9165,1480.7051,1518.7532
"10 Tex., cloth. & footw.",501.3022,619.8838,717.3962,679.679,687.2088,513.1933,453.5846,535.7428,615.9238,684.414,684.414,684.414,919.1375,995.2209,953.0002,912.8229,915.4871,918.1463,920.9709,923.7615,926.65,949.3187,972.5287,996.4586,1020.9307,1046.0487,1071.9257,1098.5394,1125.7814,1153.8486,1182.7988,1212.3341,1242.7852,1274.2135,1306.2939,1339.3584,1373.2289,1408.1105,1443.9165,1480.7051,1518.7532
11 Paper & pulp,501.3022,639.6432,725.5485,684.9064,692.9854,521.0839,458.5764,542.0193,631.3055,708.6333,702.3297,730.9827,995.3442,1087.011,1046.9729,1009.0288,1013.9778,1018.9749,1024.1914,1029.4292,1034.8217,1060.052,1085.8831,1112.4944,1139.7098,1167.6346,1196.3832,1225.9346,1256.1821,1287.324,1319.4198,1352.173,1385.9161,1420.7123,1456.2379,1492.8269,1530.3027,1568.8726,1608.4517,1649.0999,1691.0961
12 Engineering etc,501.3022,619.8838,717.3962,679.679,687.2088,513.1933,453.5846,535.7428,615.9238,684.414,684.414,684.414,919.1375,995.2209,953.0002,912.8229,915.4871,918.1463,920.9709,923.7615,926.65,949.3187,972.5287,996.4586,1020.9307,1046.0487,1071.9257,1098.5394,1125.7814,1153.8486,1182.7988,1212.3341,1242.7852,1274.2135,1306.2939,1339.3584,1373.2289,1408.1105,1443.9165,1480.7051,1518.7532
13 Other industry,501.3022,639.7859,725.5558,685.0439,693.1295,521.4041,458.708,542.0759,633.9105,712.7349,705.3636,738.869,1008.2497,1102.5555,1062.8871,1025.3212,1030.6571,1036.05,1041.6716,1047.324,1053.1404,1078.8047,1105.0795,1132.1449,1159.825,1188.2251,1217.46,1247.5088,1278.2653,1309.928,1342.5564,1375.8545,1410.1552,1445.5216,1481.6307,1518.8165,1556.9031,1596.0975,1636.3154,1677.6173,1720.2822
14 Construction,501.3022,619.8838,717.3962,679.679,687.2088,513.1933,453.5846,535.7428,615.9238,684.414,684.414,684.414,919.1375,995.2209,953.0002,912.8229,915.4871,918.1463,920.9709,923.7615,926.65,949.3187,972.5287,996.4586,1020.9307,1046.0487,1071.9257,1098.5394,1125.7814,1153.8486,1182.7988,1212.3341,1242.7852,1274.2135,1306.2939,1339.3584,1373.2289,1408.1105,1443.9165,1480.7051,1518.7532
15 Rail transport,501.3022,619.8838,717.3962,679.679,687.2088,513.1933,453.5846,535.7428,615.9238,684.414,684.414,684.414,919.1375,995.2209,953.0002,912.8229,915.4871,918.1463,920.9709,923.7615,926.65,949.3187,972.5287,996.4586,1020.9307,1046.0487,1071.9257,1098.5394,1125.7814,1153.8486,1182.7988,1212.3341,1242.7852,1274.2135,1306.2939,1339.3584,1373.2289,1408.1105,1443.9165,1480.7051,1518.7532
16 Road transport,501.3022,619.8838,717.3962,679.679,687.2088,513.1933,453.5846,535.7428,615.9238,684.414,684.414,684.414,919.1375,995.2209,953.0002,912.8229,915.4871,918.1463,920.9709,923.7615,926.65,949.3187,972.5287,996.4586,1020.9307,1046.0487,1071.9257,1098.5394,1125.7814,1153.8486,1182.7988,1212.3341,1242.7852,1274.2135,1306.2939,1339.3584,1373.2289,1408.1105,1443.9165,1480.7051,1518.7532
17 Domestic aviation,501.3022,619.8838,735.0448,688.1523,697.3522,527.7328,463.073,638.3233,925.1889,1171.3547,1044.6167,1620.6984,2451.3081,2840.7041,2842.3647,2847.0859,2895.689,2945.3506,2996.2661,3048.26,3101.4897,3175.6636,3251.5693,3329.4119,3409.0417,3490.5903,3574.2002,3659.8782,3747.5464,3837.4319,3929.6245,4023.8584,4120.4976,4219.6367,4320.9854,4424.9106,4531.2705,4640.3066,4751.9707,4866.3584,4983.7861
18 Other transp. serv.,501.3022,619.8838,717.3962,679.679,687.2088,513.1933,453.5846,535.7428,615.9238,684.414,684.414,684.414,919.1375,995.2209,953.0002,912.8229,915.4871,918.1463,920.9709,923.7615,926.65,949.3187,972.5287,996.4586,1020.9307,1046.0487,1071.9257,1098.5394,1125.7814,1153.8486,1182.7988,1212.3341,1242.7852,1274.2135,1306.2939,1339.3584,1373.2289,1408.1105,1443.9165,1480.7051,1518.7532
19 Households,501.3022,619.8838,717.3962,679.679,687.2088,513.1933,453.5846,535.7428,615.9238,684.414,684.414,684.414,919.1375,995.2209,953.0002,912.8229,915.4871,918.1463,920.9709,923.7615,926.65,949.3187,972.5287,996.4586,1020.9307,1046.0487,1071.9257,1098.5394,1125.7814,1153.8486,1182.7988,1212.3341,1242.7852,1274.2135,1306.2939,1339.3584,1373.2289,1408.1105,1443.9165,1480.7051,1518.7532
"20 Agriculture, forestry",501.3022,619.8838,717.3962,679.679,687.2088,513.1933,453.5846,535.7428,615.9238,684.414,684.414,684.414,919.1375,995.2209,953.0002,912.8229,915.4871,918.1463,920.9709,923.7615,926.65,949.3187,972.5287,996.4586,1020.9307,1046.0487,1071.9257,1098.5394,1125.7814,1153.8486,1182.7988,1212.3341,1242.7852,1274.2135,1306.2939,1339.3584,1373.2289,1408.1105,1443.9165,1480.7051,1518.7532
21 Fishing,501.3022,619.8838,717.3962,679.679,687.2088,513.1933,453.5846,535.7428,615.9238,684.414,684.414,684.414,919.1375,995.2209,953.0002,912.8229,915.4871,918.1463,920.9709,923.7615,926.65,949.3187,972.5287,996.4586,1020.9307,1046.0487,1071.9257,1098.5394,1125.7814,1153.8486,1182.7988,1212.3341,1242.7852,1274.2135,1306.2939,1339.3584,1373.2289,1408.1105,1443.9165,1480.7051,1518.7532
22 Other final use,501.3022,619.8838,717.3962,679.679,687.2088,513.1933,453.5846,535.7428,615.9238,684.414,684.414,684.414,919.1375,995.2209,953.0002,912.8229,915.4871,918.1463,920.9709,923.7615,926.65,949.3187,972.5287,996.4586,1020.9307,1046.0487,1071.9257,1098.5394,1125.7814,1153.8486,1182.7988,1212.3341,1242.7852,1274.2135,1306.2939,1339.3584,1373.2289,1408.1105,1443.9165,1480.7051,1518.7532
23 Non-energy use,501.3022,619.8838,717.3962,679.679,687.2088,513.1933,453.5846,535.7428,615.9238,684.414,684.414,684.414,919.1375,995.2209,953.0002,912.8229,915.4871,918.1463,920.9709,923.7615,926.65,949.3187,972.5287,996.4586,1020.9307,1046.0487,1071.9257,1098.5394,1125.7814,1153.8486,1182.7988,1212.3341,1242.7852,1274.2135,1306.2939,1339.3584,1373.2289,1408.1105,1443.9165,1480.7051,1518.7532
