Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,43.1743,43.082,47.1443,55.5958,52.6295,46.5795,41.4173,37.3656,30.431,34.9107,30.4912,25.9459,58.8785,54.8909,45.1136,37.2018,30.7976,25.6372,21.4672,18.0991,15.3793,15.6456,15.9163,16.1938,16.4784,16.7699,17.0669,17.3725,17.6846,18.0033,18.3295,18.6648,19.0064,19.3567,19.7142,20.0805,20.4571,20.8386,21.2346,21.6374,22.0491
2 O.energy own use & tra,43.1743,43.082,47.1443,55.5958,52.6295,46.5795,41.4173,37.3656,30.431,34.9107,30.4912,25.9459,58.8785,54.8909,45.1136,37.2018,30.7976,25.6372,21.4672,18.0991,15.3793,15.6456,15.9163,16.1938,16.4784,16.7699,17.0669,17.3725,17.6846,18.0033,18.3295,18.6648,19.0064,19.3567,19.7142,20.0805,20.4571,20.8386,21.2346,21.6374,22.0491
3 Hydrogen production,43.1743,43.082,47.1443,55.5958,52.6295,46.5795,41.4173,37.3656,30.431,34.9107,30.4912,25.9459,58.8785,54.8909,45.1136,37.2018,30.7976,25.6372,21.4672,18.0991,15.3793,15.6456,15.9163,16.1938,16.4784,16.7699,17.0669,17.3725,17.6846,18.0033,18.3295,18.6648,19.0064,19.3567,19.7142,20.0805,20.4571,20.8386,21.2346,21.6374,22.0491
4 Iron & steel,99.3154,99.5697,119.0087,127.9359,109.6521,117.8464,113.4047,100.1408,107.8827,110.2978,97.6905,83.672,189.875,177.0155,145.485,119.9705,99.3181,82.6766,69.2288,58.3671,49.5962,50.4549,51.3279,52.2229,53.1407,54.0806,55.0386,56.024,57.0303,58.0582,59.1101,60.1914,61.2932,62.4228,63.5756,64.757,65.9714,67.2015,68.4789,69.7777,71.1053
5 Non-ferrous metals,99.3154,99.5697,119.0087,127.9359,109.6521,117.8464,113.4047,100.1408,107.8827,110.2978,97.6905,83.672,189.875,177.0155,145.485,119.9705,99.3181,82.6766,69.2288,58.3671,49.5962,50.4549,51.3279,52.2229,53.1407,54.0806,55.0386,56.024,57.0303,58.0582,59.1101,60.1914,61.2932,62.4228,63.5756,64.757,65.9714,67.2015,68.4789,69.7777,71.1053
6 Chemicals,99.3154,99.5697,119.0087,127.9359,109.6521,117.8464,113.4047,100.1408,107.8827,110.2978,97.6905,83.672,189.875,177.0155,145.485,119.9705,99.3181,82.6766,69.2288,58.3671,49.5962,50.4549,51.3279,52.2229,53.1407,54.0806,55.0386,56.024,57.0303,58.0582,59.1101,60.1914,61.2932,62.4228,63.5756,64.757,65.9714,67.2015,68.4789,69.7777,71.1053
7 Non-metallics nes,99.3154,99.5697,119.0087,127.9359,109.6521,117.8464,113.4047,100.1408,107.8827,110.2978,97.6905,83.672,189.875,177.0155,145.485,119.9705,99.3181,82.6766,69.2288,58.3671,49.5962,50.4549,51.3279,52.2229,53.1407,54.0806,55.0386,56.024,57.0303,58.0582,59.1101,60.1914,61.2932,62.4228,63.5756,64.757,65.9714,67.2015,68.4789,69.7777,71.1053
8 Ore-extra.(non-energy),99.3154,99.5697,119.0087,127.9359,109.6521,117.8464,113.4047,100.1408,107.8827,110.2978,97.6905,83.672,189.875,177.0155,145.485,119.9705,99.3181,82.6766,69.2288,58.3671,49.5962,50.4549,51.3279,52.2229,53.1407,54.0806,55.0386,56.024,57.0303,58.0582,59.1101,60.1914,61.2932,62.4228,63.5756,64.757,65.9714,67.2015,68.4789,69.7777,71.1053
"9 Food, drink & tob.",99.3154,99.5697,119.0087,127.9359,109.6521,117.8464,113.4047,100.1408,107.8827,110.2978,97.6905,83.672,189.875,177.0155,145.485,119.9705,99.3181,82.6766,69.2288,58.3671,49.5962,50.4549,51.3279,52.2229,53.1407,54.0806,55.0386,56.024,57.0303,58.0582,59.1101,60.1914,61.2932,62.4228,63.5756,64.757,65.9714,67.2015,68.4789,69.7777,71.1053
"10 Tex., cloth. & footw.",99.3154,99.5697,119.0087,127.9359,109.6521,117.8464,113.4047,100.1408,107.8827,110.2978,97.6905,83.672,189.875,177.0155,145.485,119.9705,99.3181,82.6766,69.2288,58.3671,49.5962,50.4549,51.3279,52.2229,53.1407,54.0806,55.0386,56.024,57.0303,58.0582,59.1101,60.1914,61.2932,62.4228,63.5756,64.757,65.9714,67.2015,68.4789,69.7777,71.1053
