RTI,FUTI,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
3 Germany (DE),16 Road transport,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,7.0,9.0,13.0,20.0,27.23197654713495,37.079027333185394,54.11423238220568,78.97591595382846,115.25979444175108,168.2135630123162,245.4958636560674,304.5856539284319,377.898100592774,468.856535394085,581.7082711898347,721.7229306321731,810.2440637690585,909.6225365847235,1021.1900291054304,1146.4415552628727,1287.0554962085907,1353.2781310342282,1422.9081071720063,1496.120741941268,1573.100373231837,1654.0408236378096,1679.904006142728,1706.1715947540276,1732.8499129123306,1759.9453829338722,1787.4645275565526,1792.983009326564,1798.5185284366603,1804.071137486628,1809.6408892386432,1815.22783661778,1834.2409436833452,1853.4531983341312,1872.8666864870029,1892.4835159071915,1912.305816437139,1929.793294107816,1947.4406896497107,1965.249465465008,1983.2210973291303,2001.3570745130376,2006.4919844352037,2011.6400690677915,2016.8013622133412,2021.9758977611205,2027.163709687345,2030.125275330647,2033.0911676452552,2036.0613929521812,2039.03595758167,2042.014867873213,2054.070227048154,2066.1967569511453,2078.394877749887,2090.6650120926056,2103.007585122697,2115.423024493462,2127.911760382917,2140.4742255087044,2153.1108551430843,2165.822087128015,2178.608361890325,2191.4701224569712,2204.4078144703926,2217.4218862039475,2230.5127885774477,2243.680975172781,2256.9269022496296,2270.2510287612763,2283.6538163705072,2297.135729465608,2310.697235176456,2324.338803390701,2338.060906770052,2351.864020766649,2365.748623639542,2379.715196471257,2393.7642231844693,2407.8961905587657,2422.111588247516,2436.4109087948345
3 Germany (DE),17 Air transport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 Germany (DE),18 Other transp. serv.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 Germany (DE),19 Households,11960.0,12072.0,12150.0,12167.0,12046.0,11995.0,11969.0,12184.0,11745.0,11780.0,11694.0,11144.0,11066.0,11023.0,11023.0,11023.0,11084.806101915234,11146.958751434018,11050.2710778542,10954.422064076638,10859.40443564496,10765.210981200737,10671.834551936176,10691.820433878704,10711.84374476328,10731.904554685672,10752.00293387292,10772.138952683585,10788.086219650231,10804.057095235825,10820.051614390975,10836.069812118054,10852.11172347124,10913.025092161408,10974.28037020339,11035.879476749047,11097.824341722522,11160.116905880706,11265.370984579396,11371.617742940509,11478.866543194225,11587.12683586844,11696.408160621548,11723.09949630696,11749.851741922232,11776.665036464516,11803.539519248145,11830.47532990538,11884.87991359022,11939.534686607562,11994.440799498358,12049.599408094551,12105.011673543384,12175.059105084294,12245.51187639668,12316.372333038786,12387.642834141769,12459.325752488248,12518.820580292224,12578.599503287684,12638.66387806445,12699.015067690229,12759.65444174155,12820.131035019152,12880.894267590254,12941.945498031457,13003.28609135857,13064.91741905714,13129.914338965633,13195.234613355604,13260.879850889753,13326.851668233749,13393.151690096043,13459.781549267882,13526.742886663516,13594.037351360616,13661.666600640878,13729.632300030846,13797.936123342924,13866.5797527166,13935.564878659869,14004.893200090868,14074.56642437972,14144.586267390576,14214.954453523873,14285.6727157588,14356.742795695987,14428.16644360038,14499.945418444351,14572.081487951034,14644.576428637827,14717.43202586017,14790.650073855497,14864.232375787438,14938.180743790212,15012.49699901326,15087.182971666103,15162.240501063405
3 Germany (DE),"20 Agriculture, forestry",541.034,535.733,530.484,525.286,520.14,515.043,509.997,505.0,484.0,490.0,385.0,538.0,476.0,469.0,438.0,432.0,423.96195318461554,416.296336284146,421.4869381967511,427.028813862998,432.96443269557926,439.3504778559792,446.2641150606359,455.0125071759,464.2920555949484,474.1496476342159,484.6399014581716,495.8268441924336,498.25028488352416,500.815405285716,503.5335031869382,506.41723696326767,509.4807899779565,511.2809769445548,513.1225652968551,515.0069917365508,516.9357682362779,518.9104858354297,523.9255849403803,529.0094126227527,534.162975542844,539.3872961452139,544.6834129048351,552.6501956140535,560.8039292641337,569.1498541078985,577.693374356123,586.4400637608495,588.9146346433132,591.4391448552474,594.0156987237597,596.646508399998,599.3338995062397,600.8816749489395,602.4406810611312,604.0109846348676,605.5926530680039,607.185754367663,608.3929271269895,609.6114133116394,610.841275423947,612.0825767982078,613.3353816049635,614.6610774427753,616.0004588628906,617.3536331511167,618.7207089861777,620.1017964515476,621.8347060464469,623.5724583553671,625.3150669115469,627.0625452860443,628.8149070878425,630.5721659639556,632.3343355995353,634.101429717977,635.873462081027,637.6504464888897,639.4323967803347,641.2193268328049,643.0112505625247,644.8081819246079,646.6101349131669,648.4171235614214,650.2291619418074,652.0462641660877,653.8684443854606,655.6957167906712,657.5280956121212,659.36559511998,661.2082296242958,663.0560134751072,664.9089610625546,666.7670868169924,668.6304052091018,670.4989307500027,672.3726779913674,674.2516615255336
3 Germany (DE),21 Fishing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 Germany (DE),22 Other final use,12230.0,12142.0,11815.0,12222.0,11855.0,12226.0,12438.0,12368.0,11720.0,11970.0,12215.0,11308.0,12101.0,12174.0,12165.0,11788.0,11196.64702152739,10634.959664462009,11140.439780122888,11669.945388629068,12224.618422746193,12805.655091356111,13414.308459203145,14103.850881276958,14828.83819812753,15591.09240144894,16392.529139687653,17235.16253232751,17484.248709639982,17736.93473253626,17993.272626738388,18253.31516985505,18517.115902247973,18600.34444994042,18683.947083488765,18767.925484289968,18852.281341298345,18937.01635105951,19246.54682322992,19561.13665171211,19880.86853300478,20205.82651530248,20536.096020589404,21053.93662523149,21584.83515926518,22129.12089296876,22687.131399538444,23259.212764455733,23301.19571729932,23343.254449506006,23385.389097857777,23427.599799383523,23469.88669135945,23492.078533644373,23514.29135932263,23536.525188234973,23558.780040240912,23581.055935218734,23597.58713520423,23614.12992417767,23630.68431026337,23647.25030159133,23663.82790629728,23672.184286580145,23680.54361774195,23688.905900824742,23697.271136870928,23705.63932692327,23728.18422387245,23750.750561811747,23773.338361132293,23795.947642244617,23818.57842557866,23841.23073158379,23863.904580728824,23886.599993502045,23909.316990411226,23932.05559198364,23954.81581876607,23977.597691324863,24000.401230245912,24023.22645613469,24046.073389616264,24068.94205133532,24091.83246195618,24114.744642162805,24137.678612658845,24160.634394167628,24183.612007432195,24206.611473215315,24229.6328122995,24252.67604548703,24275.74119359997,24298.82827748018,24321.937317989352,24345.068336009008,24368.22135244053,24391.3963882052
3 Germany (DE),23 Non-energy use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 Greece (EL),1 Power own use & trans.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 Greece (EL),2 O.energy own use & tra,178.0,173.0,187.0,201.0,196.0,183.0,181.0,185.0,185.0,132.0,147.0,145.0,143.0,144.0,141.0,140.0,135.88194464689386,131.88502057872523,132.7715048052776,133.6639476636782,134.5623892057322,135.4668697524587,136.37742989590046,134.99795334482934,133.63243038971908,132.2807198880182,130.94268212485153,129.61817879857918,134.29227410810293,139.13491959450005,144.1521932600882,149.35039228293948,154.7360409204658,159.0682678279985,163.52178638721563,168.09999246474243,172.806377003081,177.6445286824999,180.0352566392647,182.45815884989284,184.91366831329935,187.4022238556694,189.92427020888067,191.71749886724675,193.52765884785856,195.35491001302452,197.19941373444257,199.0613329074513,199.61298961847763,200.16617513031312,200.72089367970835,201.2771495151553,201.8349468969196,202.270107045478,202.70620540794727,203.1432440071354,203.5812248702113,204.02015002871465,204.20285259424207,204.3857187721747,204.56874870902948,204.75194255145445,204.9353004462292,204.6556269757904,204.3763351733702,204.0974245181096,203.8188944898601,203.54074456918332,203.7673424682201,203.9941926342315,204.22129534806135,204.44865089086625,204.67625954411565,204.9041215895924,205.13223730939316,205.36060698592843,205.58923090192332,205.81810934041764,206.0472425847662,206.2766309186393,206.50627462602324,206.73617399122017,206.96632929884893,207.1967408338452,207.42740888146187,207.65833372726937,207.88951565715604,208.1209549573285,208.35265191431213,208.5846068149511,208.81681994640897,209.04929159616904,209.28202205203468,209.5150116021296,209.74826053489824,209.98176913910635,210.2155377038409,210.4495665185109
4 Greece (EL),3 Hydrogen production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 Greece (EL),4 Iron & steel,133.0,129.0,145.0,153.0,171.0,146.0,121.0,112.0,120.0,79.0,65.0,67.0,61.0,75.0,86.0,91.0,100.0126217275522,109.9178517013016,109.54767278601204,109.17874055110424,108.81105079803557,108.4445993424031,108.07938201389604,108.3662958553528,108.65397135505448,108.9424105349436,109.23161542233017,109.521588049906,108.30869196191944,107.10922808347664,105.92304765966368,104.75000358295178,103.58995037495366,103.03203296022636,102.4771203914376,101.92519648501094,101.37624514453192,100.83025036027846,100.1219459457336,99.41861717234669,98.720229087625,98.0267469846073,97.338136400139,97.11848930422916,96.89933785009477,96.68068091930184,96.46251739594018,96.2448461666178,95.97999345362189,95.7158695792327,95.45247253778558,95.18980032913524,94.92785095864052,94.6215238439726,94.3161852305742,94.01183192860432,93.70846075851556,93.40606855102068,93.06323273308112,92.72165525306204,92.38133149238446,92.04225684942124,91.70442673943504,91.2977611152316,90.89289886013248,90.48983197705124,90.08855250436484,89.68905251575612,89.37324644428365,89.05855236443092,88.74496636074007,88.43248453154004,88.12110298889804,87.81081785857118,87.50162527995823,87.19352140605162,86.88650240338953,86.58056445200826,86.27570374539467,85.97191649043879,85.66919890738667,85.36754722979335,85.06695770447593,84.76742659146696,84.46895016396786,84.17152470830258,83.87514652387136,83.5798119231047,83.28551723141749,82.99225878716327,82.70003294158869,82.4088360587881,82.11866451565832,81.82951470185358,81.54138301974054,81.25426588435357,80.96815972335015,80.68306097696643
4 Greece (EL),5 Non-ferrous metals,323.0,364.0,397.0,353.0,395.0,340.0,348.0,464.0,366.0,399.0,405.0,405.0,410.0,375.0,393.0,419.0,417.5267555286561,416.0586911271746,420.4805638231309,424.9494321919484,429.46579570374297,434.0301591369997,438.64303263499096,439.9189690199216,441.1986168821522,442.4819870177256,443.769090254088,445.0599374501813,443.0257298268902,441.00081982916913,438.9851649609425,436.97872292036845,434.981451598952,434.4013273306672,433.8219767601238,433.24339885545976,432.6655925861892,432.0885569232007,431.7352888999251,431.3823097023872,431.0296190944483,430.6772168401627,430.32510270377736,423.67759613464654,417.1327778430738,410.6890615376823,404.3448854315507,398.0987118636775,403.74793152620106,409.4773164388106,415.2880041864657,421.1811484970249,427.15791947032153,426.3555590029263,425.5547056650733,424.755356625816,423.95750905952593,423.1611601458817,416.9004526959189,410.7323729761583,404.6555505509947,398.6686352605413,392.770296920648,395.714299601937,398.680369002261,401.6686705223146,404.67937080255086,407.71263773247296,408.19938248773855,408.6867083396758,409.1746159820228,409.6631061093456,410.1521794170398,410.64183660133097,411.1320783592759,411.6229053887636,412.11431838851627,412.60631805809015,413.0989050978768,413.59208020910376,414.08584409383593,414.5801974549762,415.0751409962666,415.5706754222896,416.0668014384685,416.5635197510689,417.0608310671995,417.5587360948133,418.0572355427084,418.5563301205291,419.0560205387669,419.5563075087616,420.0571917427021,420.5586739536277,421.0607548554287,421.5634351628479,422.0667155914813,422.5705968577793
4 Greece (EL),6 Chemicals,54.0,45.0,49.0,45.0,8.0,66.0,63.0,45.0,40.0,54.0,52.0,57.0,55.0,16.0,57.0,81.0,81.62104979832517,82.2468613602553,81.62816958290931,81.0141318374501,80.40471311450204,79.79987866804323,79.19959401342437,79.22299099207497,79.24639488261212,79.26980568707774,79.29322340751432,79.31664804596497,80.29922855371129,81.29398134152729,82.30105720051955,83.32060878980612,84.35279065965743,86.02799365927066,87.73646532810002,89.47886636479018,91.25587058912082,93.06816520258558,94.5002747224352,95.9544211834062,97.43094368440636,98.93018654231214,100.45249937226151,102.16277795755946,103.9021753090166,105.67118719530475,107.47031782592644,109.30007999492632,109.68632646055929,110.07393785046511,110.4629189880363,110.85327471371014,111.24500988502923,111.10501967779248,110.96520563358668,110.82556753072916,110.68610514781602,110.54681826372214,110.30156225103738,110.0568503563354,109.81268137245162,109.56905409489958,109.3259673218651,109.15803857377443,108.99036777048067,108.82295451577104,108.65579841404126,108.48889907029492,108.44849842854194,108.40811283175547,108.36774227433288,108.32738675067355,108.28704625517904,108.24672078225292,108.20641032630088,108.16611488173066,108.12583444295215,108.08556900437726,108.04531856042,108.00508310549648,107.96486263402484,107.92465714042534,107.88446661912032,107.84429106453416,107.80413047109336,107.76398483322646,107.7238541453641,107.68373840193898,107.64363759738588,107.60355172614166,107.56348078264524,107.52342476133758,107.48338365666176,107.44335746306297,107.4033461749883,107.3633497868871,107.32336829321068,107.28340168841248
4 Greece (EL),7 Non-metallics nes,178.0,193.0,207.0,199.0,222.0,193.0,153.0,147.0,92.0,82.0,94.0,94.0,85.0,77.0,87.0,100.0,101.63504780253132,103.29682941822828,102.59221424988472,101.89240544915435,101.19737023052436,100.5070760321206,99.8214905141822,100.64316638359914,101.47160583900244,102.30686455452972,103.14899866259756,103.99806475767387,104.5966321847017,105.19864470434284,105.80412214504544,106.41308444938122,107.02555167470292,108.69066809215538,110.3816905912891,112.09902222204173,113.84307230505016,115.61425652921116,116.76435311914078,117.9258905313866,119.09898257588108,120.28374419470444,121.48029147334688,122.65699346713998,123.845093421585,125.04470174144689,126.255929900911,127.47889045394194,128.50867732639318,129.54678291733103,130.59327442617231,131.64821959517724,132.71168671383464,133.81552768688576,134.92854995303892,136.05082987849642,137.18244446464303,138.3234713533292,139.44584637333182,140.5773284933313,141.71799160954663,142.86791021780073,144.02715941838537,145.09003634964336,146.16075699159845,147.23937922846625,148.32596137163046,149.42056216279508,150.61179017121302,151.81251502629985,153.02281243992266,154.24275872754754,155.47243081305157,156.7119062335733,157.961263144402,159.22058032390558,160.489937178498,161.7694137476463,163.0590907089175,164.3590493830657,165.66937173915977,166.990140399752,168.32143864608773,169.66335042335683,171.0159603459867,172.37935370297782,173.7536164632815,175.1388352812208,176.5350975019544,177.94249116698427,179.3611050197071,180.79102851101,182.2323518049109,183.68516578424376,185.1495620563893,186.6256329590512,188.11347156607863,189.6131716933349
4 Greece (EL),8 Ore-extra.(non-energy),8.0,25.0,23.0,27.0,31.0,31.0,23.0,13.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,18.0,17.470535740314922,16.956645502978958,17.070622046392835,17.18536469961577,17.300878612165572,17.417168968173268,17.534240986615774,17.356879715763775,17.18131247867817,17.007521128459484,16.835487701766624,16.665194416960183,17.266149528184663,17.88877537643572,18.533853419154205,19.202193293520796,19.89463383263132,20.45163443502838,21.024229678356296,21.61285617403832,22.217962757538988,22.84001083060713,23.14739013933404,23.458906137843368,23.77461449742421,24.094571638586075,24.4188347411418,24.64939271150316,24.882127566153244,25.11705985881744,25.354210337285476,25.593599945243746,25.66452723666141,25.73565108818312,25.806972044533936,25.87849065194854,25.95020745817537,26.00615662013288,26.06222640959323,26.1184170866317,26.17472891188431,26.231162146549025,26.25465247640256,26.278163842136752,26.30169626258951,26.325249756615577,26.348824343086616,26.312866325458767,26.27695737943332,26.24109743804266,26.20528643441059,26.169524301752148,26.198658317342595,26.22782476725835,26.257023687607912,26.286255114539973,26.315519084243476,26.34481563294764,26.37414479692202,26.40350661247657,26.43290111596163,26.462328343768046,26.49178833232715,26.52128111811085,26.55080673763164,26.58036522744268,26.60995662413781,26.639580964351623,26.669238284759484,26.698928622077595,26.72865201306303,26.758408494513787,26.788198103268822,26.818020876208124,26.847876850252717,26.87776606236473,26.907688549547466,26.937644348845385,26.967633497344224,26.997656032170983,27.027711990494005,27.05780140952301
4 Greece (EL),"9 Food, drink & tob.",161.0,163.0,163.0,172.0,193.0,192.0,188.0,185.0,230.0,190.0,182.0,187.0,159.0,120.0,89.0,131.0,130.5106880784557,130.02320383749586,130.36054750692705,130.6987664105314,131.03786281909365,131.3778390092901,131.71869726370383,133.37799766767492,135.05820078240626,136.7595699256889,138.48237173240813,140.2268761963297,142.8834642064743,145.59038108400202,148.34858030565923,151.15903341174004,154.02273034829904,155.85088009083458,157.70072878308733,159.57253397749287,161.46655628346684,163.3830594036895,165.7177698788296,168.08584288875528,170.48775517725946,172.9239903007063,175.3950387253814,178.58015586906598,181.8231137093445,185.12496261454925,188.48677202736155,191.9096308111957,194.92863749823877,197.9951373795414,201.1098775894213,204.273617015663,207.48712648441648,211.01388452985412,214.6005885706016,218.24825753744648,221.95792768043125,225.73065286323643,229.55975896746276,233.4538188268456,237.41393426259197,241.44122578628256,245.5368329169201,249.23665923846903,252.99223570816076,256.8044023867839,260.67401199342794,264.60193009622185,268.8857703648398,273.23896495540225,277.6626366973498,282.157926598456,286.72599413912985,291.3680175714837,296.08519422324207,300.8787408065714,305.74989373190925,310.69990942687457,315.7300646603409,320.84165687175624,326.0360045057947,331.314447352426,336.6783468924902,342.129086648868,347.6680725433357,353.29673325919794,359.01652060979114,364.8289099129533,370.7354003715556,376.7375154601958,382.8368033181513,389.034837148694,395.3332156248704,401.7335633018514,408.2375310359568,414.846796410465,421.5630641683156,428.3880666518179
4 Greece (EL),"10 Tex., cloth. & footw.",87.0,81.0,65.0,64.0,71.0,72.0,53.0,53.0,47.0,28.0,26.0,17.0,17.0,27.0,20.0,75.0,72.27420097268147,69.64746834986066,67.67037445975086,65.74940465200793,63.88296572327547,62.0695096967172,60.30753253816432,60.02284080966509,59.739493015776745,59.457482812232655,59.17680388471534,58.897449948715085,57.87145646529656,56.86333578670973,55.87277656872313,54.89947289072138,53.94312416122565,53.41653370851465,52.89508380910306,52.378724281131134,51.86740543261232,51.36107805665112,50.79723063986772,50.23957320042597,49.68803778409155,49.14255718263896,48.60306492566183,47.82751470303168,47.06433979353747,46.31334272656966,45.57432918252106,44.84710794250701,44.138124736704896,43.440349771727455,42.753605857676014,42.07771860582837,41.41251638435529,40.60467672992001,39.81259571476234,39.03596593293785,38.27448597511224,37.5278603115845,36.675114324498,35.84174529395669,35.02731291716158,34.23138689631906,33.45354671129709,32.70205945234389,31.967453306333425,31.24934906261273,30.54737602896711,29.86117184026537,29.26007715422751,28.671082288769888,28.093943678841157,27.528422662267133,26.97428538105768,26.43130268470016,25.89925003539963,25.37790741522648,24.86705923513316,24.36649424580237,23.876005450289863,23.395390018425665,22.924449202938437,22.46298825726817,22.01081635503331,21.567746511118965,21.133595504353583,20.70818380174213,20.2913354842244,19.882878173927818,19.482642962884608,19.09046434318384,18.706180138529493,18.32963143717628,17.960662526215376,17.599120827182997,17.244856832965148,16.897724045972456,16.557578917559507,16.22428078866367
4 Greece (EL),11 Paper & pulp,50.0,50.0,47.0,50.0,56.0,53.0,50.0,55.0,35.0,46.0,45.0,47.0,43.0,18.0,18.0,18.0,18.3161762144431,18.63790617325175,18.355648541674807,18.07766549812524,17.803892307053815,17.534265213284453,17.268721427167197,17.389786510444313,17.511700339498628,17.63446886459569,17.758098077716312,17.882594012849058,17.56021851989464,17.243654597587238,16.93279747880242,16.627544285087684,16.32779399261473,16.294321498317352,16.260917623692357,16.22758222806725,16.194315171057905,16.161116312568005,16.023665497214946,15.887383705478562,15.752260994775297,15.61828750708359,15.485453468224676,15.366845297560106,15.249145585803587,15.132347374770177,15.016443759569942,14.90142788819978,14.734409569402354,14.56926322683588,14.40596787899944,14.244502779557155,14.08484741470243,13.922912146420416,13.76283866835462,13.604605575267955,13.44819170802206,13.293576150747848,13.147520727708418,13.003070003536877,12.86020634753931,12.718912322728798,12.579170683697146,12.44547119263278,12.313192745479842,12.182320238472547,12.052838728377626,11.924733430788065,11.792604112697155,11.661938823701782,11.532721341957892,11.40493562536392,11.278565809569182,11.153596206004355,11.030011299933774,10.907795748529288,10.786934378965505,10.667412186536094,10.549214332790989,10.43232614369422,10.316733107802166,10.202420874461978,10.08937525202998,9.9775822061098,9.86702785781003,9.757698482021183,9.64958050571176,9.542660506243164,9.436925209703322,9.332361489258748,9.22895636352487,9.126696994954424,9.025570688243686,8.925564888756384,8.826667180965059,8.728865286909702,8.632147064673472,8.536500506875294
4 Greece (EL),12 Engineering etc,91.0,62.0,60.0,62.0,69.0,71.0,18.0,19.0,69.0,28.0,28.0,26.0,24.0,16.0,42.0,54.0,53.698088707875705,53.39786538664608,53.95232964133626,54.51255125369426,55.07859000605418,55.65050630150839,56.22836117035328,56.90838781603576,57.59663871419888,58.29321332907585,58.99821232782178,59.71173759506191,59.98352930827525,60.25655814400999,60.530829733313965,60.806349732866,61.08312382509256,61.25820874711261,61.43379552182125,61.609885587698265,61.78648038734661,61.96358136750423,62.022700190344,62.08187541785144,62.141107103841655,62.20039530218113,62.259740066787714,62.3348782238923,62.410107061469496,62.48542668895698,62.56083721592458,62.63633875207433,62.6734730869575,62.71062943715726,62.74780781572551,62.785008235721904,62.82223071021386,62.83330824749727,62.8443877380993,62.85546918236436,62.86655258063695,62.877637933261646,62.84198804291477,62.80635836507466,62.77074888828136,62.73515960108146,62.699590492028,62.587409537817344,62.475429295706846,62.36364940658613,62.25206951198731,62.140689254083846,62.116009994322106,62.09134053596215,62.06668087511133,62.04203100787856,62.01739093037429,61.992760638710514,61.96814012900077,61.94352939736015,61.91892843990527,61.89433725275431,61.86975583202696,61.845184173844494,61.82062227432969,61.796070129606896,61.77152773580197,61.74699508904232,61.7224721854569,61.6979590211762,61.67345559233223,61.64896189505854,61.62447792549025,61.600003679763965,61.57553915401786,61.55108434439163,61.52663924702651,61.50220385806525,61.47777817365215,61.45336218993303,61.42895590305525,61.40455930916771
4 Greece (EL),13 Other industry,130.0,89.0,85.0,90.0,102.0,167.0,191.0,121.0,255.0,86.0,78.0,203.0,232.0,244.0,217.0,42.0,40.76458339406816,39.56550617361757,39.83145144158328,40.09918429910346,40.36871676171966,40.640060925737615,40.91322896877013,40.49938600344879,40.08972911691572,39.68421596640545,39.28280463745545,38.88545363957376,40.28768223243087,41.74047587835,43.24565797802646,44.80511768488184,46.420812276139735,47.72048034839955,49.05653591616469,50.42999773942273,51.841913100924295,53.29335860474997,54.010576991779416,54.73744765496786,55.47410049398983,56.22066715670084,56.97728106266421,57.51524966017404,58.05829765435757,58.60647300390736,59.15982412033276,59.7183998722354,59.883896885543294,60.04985253909393,60.21626810391251,60.38314485454658,60.55048406907586,60.68103211364338,60.81186162238418,60.94297320214061,61.07436746106337,61.206045008614375,61.26085577827261,61.3157156316524,61.37062461270882,61.42558276543632,61.480590133868745,61.39668809273709,61.31290055201104,61.22922735543285,61.14566834695802,61.062223370755,61.130202740466025,61.19825779026944,61.26638860441841,61.33459526725987,61.402877863234686,61.47123647687772,61.53967119281794,61.60818209577853,61.676769270577005,61.74543280212529,61.81417277542986,61.88298927559181,61.95188238780697,62.02085219736605,62.08989878965468,62.15902225015356,62.22822266443856,62.2975001181808,62.3668546971468,62.43628648719855,62.50579557429363,62.57538204448531,62.64504598392267,62.714787478850695,62.78460661561039,62.85450348063885,62.92447816046946,62.994530741731886,63.06466131115226,63.134869955553256
