Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,359.0318,422.7971,383.7419,407.6345,367.0574,341.2429,289.9586,273.8981,309.2177,326.2707,283.7566,346.7131,406.9579,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922
2 O.energy own use & tra,359.0318,2232.8521,1104.8112,872.2234,908.3443,987.257,667.4214,409.2148,1566.8113,2306.3638,1748.4828,4154.0146,6455.9336,7524.6489,5067.6162,5096.1831,5123.2456,5150.3091,5172.8613,5199.9243,5228.4907,5426.9526,5625.4146,5823.876,6022.3384,6220.7998,6419.2617,6617.7236,6816.1855,7008.6333,7207.0952,7548.3896,7885.1729,8221.957,8563.25,8900.0352,9235.3145,9578.1123,9913.3926,10250.1768,10586.9609
3 Hydrogen production,359.0318,381.2458,366.2466,396.4349,354.6649,324.4766,279.2891,260.5116,275.42,273.0559,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922,244.3922
4 Iron & steel,439.732,508.4904,466.0638,496.7419,446.7761,414.1761,352.735,332.4538,371.1243,387.6459,338.6891,401.6456,461.8904,489.8603,425.556,464.0637,464.772,465.4802,466.0705,466.7787,467.5264,472.7204,477.9145,483.1085,488.3026,493.4966,498.6907,503.8848,509.0788,514.1155,519.3095,528.2417,537.0559,545.8701,554.8022,563.6164,572.3912,581.3627,590.1376,598.9517,607.7659
5 Non-ferrous metals,439.732,578.2449,484.0139,500.2953,447.7455,413.5546,352.3757,352.4001,383.7937,407.5961,353.4468,440.0057,522.8362,561.2921,472.8801,511.6681,512.6418,513.6157,514.4272,515.401,516.429,523.5702,530.7115,537.8528,544.9941,552.1354,559.2767,566.4181,573.5594,580.4843,587.6256,599.9064,612.025,624.1436,636.4245,648.5431,660.6075,672.9425,685.007,697.1255,709.2442
6 Chemicals,439.732,466.9391,448.5685,485.5423,434.3836,397.4098,342.0655,319.0673,337.3266,334.4311,299.3247,299.3247,299.3247,299.3247,299.3247,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848
7 Non-metallics nes,439.732,500.1242,450.3743,486.1976,435.8454,400.2116,343.5125,320.9323,341.8072,341.4874,304.5444,312.8925,320.8809,324.5897,316.063,353.9222,354.0161,354.11,354.1883,354.2822,354.3813,355.0701,355.7588,356.4475,357.1363,357.825,358.5137,359.2025,359.8912,360.5591,361.2478,362.4322,363.601,364.7697,365.9541,367.1229,368.2864,369.476,370.6396,371.8083,372.9771
8 Ore-extra.(non-energy),439.732,466.9391,448.5685,485.5423,434.3836,397.4098,342.0655,319.0673,337.3266,334.4311,299.3247,299.3247,299.3247,299.3247,299.3247,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848
"9 Food, drink & tob.",439.732,466.9391,448.5685,485.5423,434.3836,397.4098,342.0655,319.0673,337.3266,334.4311,299.3247,299.3247,299.3247,299.3247,299.3247,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848
"10 Tex., cloth. & footw.",439.732,466.9391,448.5685,485.5423,434.3836,397.4098,342.0655,319.0673,337.3266,334.4311,299.3247,299.3247,299.3247,299.3247,299.3247,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848,337.0848
