Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,1367.4451,1569.1992,1668.5974,1584.5862,1474.7598,1294.176,1181.9167,1363.8234,1482.7532,1483.8274,1254.9592,1447.6458,1835.4829,1960.5679,1819.924,1769.6934,1774.1389,1778.3903,1782.719,1787.1709,1791.864,1827.3101,1863.4401,1900.4985,1938.2546,1976.8757,2016.3938,2056.9678,2098.2332,2140.3406,2183.7979,2232.7451,2282.7681,2333.9797,2386.2058,2439.5649,2493.7742,2549.6343,2606.3867,2664.4302,2724.4443
2 O.energy own use & tra,1367.4451,1559.3187,1664.5774,1582.2147,1471.9847,1290.158,1179.3207,1360.4015,1473.6344,1469.4688,1244.3378,1420.0372,1788.9495,1908.0332,1785.8638,1735.4316,1739.686,1743.7462,1747.9158,1752.1765,1756.668,1790.7124,1825.4409,1861.098,1897.4526,1934.6721,1972.7888,2011.9612,2051.8252,2092.5735,2134.6294,2181.1667,2228.8113,2277.6445,2327.4607,2378.4414,2430.2832,2483.7224,2538.1072,2593.7725,2651.4082
3 Hydrogen production,1367.4451,1516.5088,1646.412,1570.384,1459.0452,1272.915,1168.387,1346.8481,1439.8948,1416.3464,1205.0417,1317.8942,1616.79,1713.6711,1659.8521,1608.6733,1612.2207,1615.574,1619.1543,1622.708,1626.4531,1655.3125,1684.856,1715.3281,1746.4976,1778.5322,1811.4639,1845.4512,1880.1301,1915.8506,1952.7214,1990.342,2029.1877,2069.2222,2110.1216,2152.3037,2195.3857,2239.8691,2285.4944,2332.3608,2381.1978
4 Iron & steel,1367.4451,1569.1992,1668.5974,1584.5862,1474.7598,1294.176,1181.9167,1363.8234,1482.7532,1483.8274,1254.9592,1447.6458,1835.4829,1960.5679,1819.924,1769.6934,1774.1389,1778.3903,1782.719,1787.1709,1791.864,1827.3101,1863.4401,1900.4985,1938.2546,1976.8757,2016.3938,2056.9678,2098.2332,2140.3406,2183.7979,2232.7451,2282.7681,2333.9797,2386.2058,2439.5649,2493.7742,2549.6343,2606.3867,2664.4302,2724.4443
5 Non-ferrous metals,1367.4451,1563.0461,1666.4849,1583.1423,1473.5504,1292.0715,1180.4659,1362.2385,1479.1162,1478.0981,1250.7212,1436.6299,1816.9158,1939.6063,1806.3339,1756.0228,1760.3921,1764.5671,1768.8324,1773.208,1777.8207,1812.7075,1848.2783,1884.7776,1921.9745,1960.0364,1998.9954,2039.0099,2079.7163,2121.2812,2164.1794,2212.165,2261.239,2311.5017,2362.7664,2415.1765,2468.4409,2523.3352,2579.1431,2636.2375,2695.3027
6 Chemicals,1367.4451,1527.4326,1650.8689,1573.1624,1462.1549,1277.7092,1171.2314,1349.5801,1448.7114,1430.2273,1215.3098,1344.584,1661.7751,1764.4578,1692.7788,1641.7952,1645.5273,1649.0652,1652.7996,1656.538,1660.478,1690.6924,1721.5908,1753.4177,1785.942,1819.3314,1853.6179,1888.9601,1924.9939,1962.0281,2000.2538,2040.2043,2081.3491,2123.6829,2166.9121,2211.3933,2256.7642,2303.5879,2351.502,2400.6675,2451.8035
7 Non-metallics nes,1367.4451,1575.7252,1670.7029,1586.8802,1478.2369,1299.4535,1185.958,1368.6912,1495.3069,1503.5925,1269.5801,1485.6499,1899.538,2032.884,1866.8091,1816.8562,1821.5647,1826.0791,1830.6272,1835.342,1840.313,1877.6882,1915.7473,1954.7351,1994.4203,2034.9705,2076.418,2118.9209,2162.1155,2206.0938,2251.48,2303.7451,2357.0417,2411.5271,2467.0708,2523.7039,2581.1721,2640.3645,2700.376,2761.6934,2824.9812
8 Ore-extra.(non-energy),1367.4451,1516.5088,1646.412,1570.384,1459.0452,1272.915,1168.387,1346.8481,1439.8948,1416.3464,1205.0417,1317.8942,1616.79,1713.6711,1659.8521,1608.6733,1612.2207,1615.574,1619.1543,1622.708,1626.4531,1655.3125,1684.856,1715.3281,1746.4976,1778.5322,1811.4639,1845.4512,1880.1301,1915.8506,1952.7214,1990.342,2029.1877,2069.2222,2110.1216,2152.3037,2195.3857,2239.8691,2285.4944,2332.3608,2381.1978
"9 Food, drink & tob.",1367.4451,1516.5088,1646.412,1570.384,1459.0452,1272.915,1168.387,1346.8481,1439.8948,1416.3464,1205.0417,1317.8942,1616.79,1713.6711,1659.8521,1608.6733,1612.2207,1615.574,1619.1543,1622.708,1626.4531,1655.3125,1684.856,1715.3281,1746.4976,1778.5322,1811.4639,1845.4512,1880.1301,1915.8506,1952.7214,1990.342,2029.1877,2069.2222,2110.1216,2152.3037,2195.3857,2239.8691,2285.4944,2332.3608,2381.1978
"10 Tex., cloth. & footw.",1367.4451,1516.5088,1646.412,1570.384,1459.0452,1272.915,1168.387,1346.8481,1439.8948,1416.3464,1205.0417,1317.8942,1616.79,1713.6711,1659.8521,1608.6733,1612.2207,1615.574,1619.1543,1622.708,1626.4531,1655.3125,1684.856,1715.3281,1746.4976,1778.5322,1811.4639,1845.4512,1880.1301,1915.8506,1952.7214,1990.342,2029.1877,2069.2222,2110.1216,2152.3037,2195.3857,2239.8691,2285.4944,2332.3608,2381.1978
11 Paper & pulp,1367.4451,1586.7803,1676.4514,1590.2701,1483.9954,1310.1527,1190.1467,1370.7815,1499.1775,1509.686,1274.0875,1497.3666,1919.286,2055.1787,1881.2635,1831.3962,1836.186,1840.7815,1845.3971,1850.1931,1855.2496,1893.2195,1931.8735,1971.4559,2011.736,2052.8809,2094.9231,2138.0208,2181.8101,2226.3652,2272.3464,2325.6343,2379.9399,2435.4348,2492.0015,2549.6436,2608.1167,2668.3364,2729.3525,2791.6792,2855.9766
12 Engineering etc,1367.4451,1516.5088,1646.412,1570.384,1459.0452,1272.915,1168.387,1346.8481,1439.8948,1416.3464,1205.0417,1317.8942,1616.79,1713.6711,1659.8521,1608.6733,1612.2207,1615.574,1619.1543,1622.708,1626.4531,1655.3125,1684.856,1715.3281,1746.4976,1778.5322,1811.4639,1845.4512,1880.1301,1915.8506,1952.7214,1990.342,2029.1877,2069.2222,2110.1216,2152.3037,2195.3857,2239.8691,2285.4944,2332.3608,2381.1978
13 Other industry,1367.4451,1587.5684,1676.5349,1591.053,1480.8977,1296.0323,1183.5339,1363.5845,1482.9747,1484.1782,1255.2188,1448.3206,1836.6201,1961.8518,1820.7563,1770.5308,1774.981,1779.2369,1783.5696,1788.0261,1792.7242,1828.2045,1864.3687,1901.4614,1939.2518,1977.9071,2017.4595,2058.0676,2099.3672,2141.5078,2184.9995,2234.0059,2284.0867,2335.3564,2387.6416,2441.0588,2495.3257,2551.2451,2608.0554,2666.157,2726.2292
14 Construction,1367.4451,1516.5088,1646.412,1570.384,1459.0452,1272.915,1168.387,1346.8481,1439.8948,1416.3464,1205.0417,1317.8942,1616.79,1713.6711,1659.8521,1608.6733,1612.2207,1615.574,1619.1543,1622.708,1626.4531,1655.3125,1684.856,1715.3281,1746.4976,1778.5322,1811.4639,1845.4512,1880.1301,1915.8506,1952.7214,1990.342,2029.1877,2069.2222,2110.1216,2152.3037,2195.3857,2239.8691,2285.4944,2332.3608,2381.1978
15 Rail transport,1367.4451,1516.5088,1646.412,1570.384,1459.0452,1272.915,1168.387,1346.8481,1439.8948,1416.3464,1205.0417,1317.8942,1616.79,1713.6711,1659.8521,1608.6733,1612.2207,1615.574,1619.1543,1622.708,1626.4531,1655.3125,1684.856,1715.3281,1746.4976,1778.5322,1811.4639,1845.4512,1880.1301,1915.8506,1952.7214,1990.342,2029.1877,2069.2222,2110.1216,2152.3037,2195.3857,2239.8691,2285.4944,2332.3608,2381.1978
16 Road transport,1709.3425,1895.647,2057.9956,1963.0173,1823.8064,1591.1274,1460.4681,1683.5366,1799.8762,1768.0854,1506.2954,1647.3678,1946.2637,2043.1448,1989.3257,1938.147,1941.6943,1945.0476,1948.6279,1952.1816,1955.9268,1984.7861,2014.3296,2044.8018,2075.9712,2108.0059,2140.9375,2174.9248,2209.6038,2245.3242,2282.1951,2319.8157,2358.6614,2398.6958,2439.5952,2481.7773,2524.8594,2569.3428,2614.968,2661.8345,2710.6714
17 Domestic aviation,1367.4451,1516.5088,1646.412,1570.384,1459.0452,1272.915,1168.387,1346.8481,1439.8948,1416.3464,1205.0417,1317.8942,1616.79,1713.6711,1659.8521,1608.6733,1612.2207,1615.574,1619.1543,1622.708,1626.4531,1655.3125,1684.856,1715.3281,1746.4976,1778.5322,1811.4639,1845.4512,1880.1301,1915.8506,1952.7214,1990.342,2029.1877,2069.2222,2110.1216,2152.3037,2195.3857,2239.8691,2285.4944,2332.3608,2381.1978
18 Other transp. serv.,1367.4451,1516.5088,1646.412,1570.384,1459.0452,1272.915,1168.387,1346.8481,1439.8948,1416.3464,1205.0417,1317.8942,1616.79,1713.6711,1659.8521,1608.6733,1612.2207,1615.574,1619.1543,1622.708,1626.4531,1655.3125,1684.856,1715.3281,1746.4976,1778.5322,1811.4639,1845.4512,1880.1301,1915.8506,1952.7214,1990.342,2029.1877,2069.2222,2110.1216,2152.3037,2195.3857,2239.8691,2285.4944,2332.3608,2381.1978
19 Households,1709.3425,1895.647,2057.9956,1963.0173,1823.8064,1591.1274,1460.4681,1683.5366,1799.8762,1768.0854,1506.2954,1647.3678,1946.2637,2043.1448,1989.3257,1938.147,1941.6943,1945.0476,1948.6279,1952.1816,1955.9268,1984.7861,2014.3296,2044.8018,2075.9712,2108.0059,2140.9375,2174.9248,2209.6038,2245.3242,2282.1951,2319.8157,2358.6614,2398.6958,2439.5952,2481.7773,2524.8594,2569.3428,2614.968,2661.8345,2710.6714
"20 Agriculture, forestry",1709.3425,1895.647,2057.9956,1963.0173,1823.8064,1591.1274,1460.4681,1683.5366,1799.8762,1768.0854,1506.2954,1647.3678,1946.2637,2043.1448,1989.3257,1938.147,1941.6943,1945.0476,1948.6279,1952.1816,1955.9268,1984.7861,2014.3296,2044.8018,2075.9712,2108.0059,2140.9375,2174.9248,2209.6038,2245.3242,2282.1951,2319.8157,2358.6614,2398.6958,2439.5952,2481.7773,2524.8594,2569.3428,2614.968,2661.8345,2710.6714
21 Fishing,1709.3425,1895.647,2057.9956,1963.0173,1823.8064,1591.1274,1460.4681,1683.5366,1799.8762,1768.0854,1506.2954,1647.3678,1946.2637,2043.1448,1989.3257,1938.147,1941.6943,1945.0476,1948.6279,1952.1816,1955.9268,1984.7861,2014.3296,2044.8018,2075.9712,2108.0059,2140.9375,2174.9248,2209.6038,2245.3242,2282.1951,2319.8157,2358.6614,2398.6958,2439.5952,2481.7773,2524.8594,2569.3428,2614.968,2661.8345,2710.6714
22 Other final use,1367.4451,1516.5088,1646.412,1570.384,1459.0452,1272.915,1168.387,1346.8481,1439.8948,1416.3464,1205.0417,1317.8942,1616.79,1713.6711,1659.8521,1608.6733,1612.2207,1615.574,1619.1543,1622.708,1626.4531,1655.3125,1684.856,1715.3281,1746.4976,1778.5322,1811.4639,1845.4512,1880.1301,1915.8506,1952.7214,1990.342,2029.1877,2069.2222,2110.1216,2152.3037,2195.3857,2239.8691,2285.4944,2332.3608,2381.1978
23 Non-energy use,1709.3425,1895.647,2057.9956,1963.0173,1823.8064,1591.1274,1460.4681,1683.5366,1799.8762,1768.0854,1506.2954,1647.3678,1946.2637,2043.1448,1989.3257,1938.147,1941.6943,1945.0476,1948.6279,1952.1816,1955.9268,1984.7861,2014.3296,2044.8018,2075.9712,2108.0059,2140.9375,2174.9248,2209.6038,2245.3242,2282.1951,2319.8157,2358.6614,2398.6958,2439.5952,2481.7773,2524.8594,2569.3428,2614.968,2661.8345,2710.6714
24 Aviation bunkers,1709.3425,1895.647,2057.9956,1963.0173,1823.8064,1591.1274,1460.4681,1683.5366,1799.8762,1768.0854,1506.2954,1647.3678,1946.2637,2043.1448,1989.3257,1938.147,1941.6943,1945.0476,1948.6279,1952.1816,1955.9268,1984.7861,2014.3296,2044.8018,2075.9712,2108.0059,2140.9375,2174.9248,2209.6038,2245.3242,2282.1951,2319.8157,2358.6614,2398.6958,2439.5952,2481.7773,2524.8594,2569.3428,2614.968,2661.8345,2710.6714
25 Marine bunkers,1709.3425,1895.647,2057.9956,1963.0173,1823.8064,1591.1274,1460.4681,1683.5366,1799.8762,1768.0854,1506.2954,1647.3678,1946.2637,2043.1448,1989.3257,1938.147,1941.6943,1945.0476,1948.6279,1952.1816,1955.9268,1984.7861,2014.3296,2044.8018,2075.9712,2108.0059,2140.9375,2174.9248,2209.6038,2245.3242,2282.1951,2319.8157,2358.6614,2398.6958,2439.5952,2481.7773,2524.8594,2569.3428,2614.968,2661.8345,2710.6714
