Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,1125.8186,1304.7201,1385.5073,1413.6769,1337.7776,1164.9135,1082.7319,1160.4454,1276.8152,1274.7223,1136.093,1200.719,1221.6204,1243.1489,1265.3232,1288.1628,1311.6875,1335.918,1360.8755,1386.5815,1413.0588,1440.3306,1468.4203,1497.3528,1527.1533,1557.8477,1589.4629,1622.0269,1655.5674,1690.1143,1725.6975,1762.3484,1800.0986,1838.9814,1879.0305,1920.2815,1962.7698,2006.5327,2051.6084,2098.0366,2145.8577
2 O.energy own use & tra,1125.8186,1304.7201,1385.5073,1413.6769,1337.7776,1164.9135,1082.7319,1160.4454,1276.8152,1274.7223,1136.093,1200.719,1221.6204,1243.1489,1265.3232,1288.1628,1311.6875,1335.918,1360.8755,1386.5815,1413.0588,1440.3306,1468.4203,1497.3528,1527.1533,1557.8477,1589.4629,1622.0269,1655.5674,1690.1143,1725.6975,1762.3484,1800.0986,1838.9814,1879.0305,1920.2815,1962.7698,2006.5327,2051.6084,2098.0366,2145.8577
3 Hydrogen production,1125.8186,1304.7201,1385.5073,1413.6769,1337.7776,1164.9135,1082.7319,1160.4454,1276.8152,1274.7223,1136.093,1200.719,1221.6204,1243.1489,1265.3232,1288.1628,1311.6875,1335.918,1360.8755,1386.5815,1413.0588,1440.3306,1468.4203,1497.3528,1527.1533,1557.8477,1589.4629,1622.0269,1655.5674,1690.1143,1725.6975,1762.3484,1800.0986,1838.9814,1879.0305,1920.2815,1962.7698,2006.5327,2051.6084,2098.0366,2145.8577
4 Iron & steel,1125.8186,1304.7201,1385.5073,1413.6769,1337.7776,1164.9135,1082.7319,1160.4454,1276.8152,1274.7223,1136.093,1200.719,1221.6204,1243.1489,1265.3232,1288.1628,1311.6875,1335.918,1360.8755,1386.5815,1413.0588,1440.3306,1468.4203,1497.3528,1527.1533,1557.8477,1589.4629,1622.0269,1655.5674,1690.1143,1725.6975,1762.3484,1800.0986,1838.9814,1879.0305,1920.2815,1962.7698,2006.5327,2051.6084,2098.0366,2145.8577
5 Non-ferrous metals,1125.8186,1304.7201,1385.5073,1413.6769,1337.7776,1164.9135,1082.7319,1160.4454,1276.8152,1274.7223,1136.093,1200.719,1221.6204,1243.1489,1265.3232,1288.1628,1311.6875,1335.918,1360.8755,1386.5815,1413.0588,1440.3306,1468.4203,1497.3528,1527.1533,1557.8477,1589.4629,1622.0269,1655.5674,1690.1143,1725.6975,1762.3484,1800.0986,1838.9814,1879.0305,1920.2815,1962.7698,2006.5327,2051.6084,2098.0366,2145.8577
6 Chemicals,1125.8186,1304.7201,1385.5073,1413.6769,1337.7776,1164.9135,1082.7319,1160.4454,1276.8152,1274.7223,1136.093,1200.719,1221.6204,1243.1489,1265.3232,1288.1628,1311.6875,1335.918,1360.8755,1386.5815,1413.0588,1440.3306,1468.4203,1497.3528,1527.1533,1557.8477,1589.4629,1622.0269,1655.5674,1690.1143,1725.6975,1762.3484,1800.0986,1838.9814,1879.0305,1920.2815,1962.7698,2006.5327,2051.6084,2098.0366,2145.8577
7 Non-metallics nes,1125.8186,1304.7201,1385.5073,1413.6769,1337.7776,1164.9135,1082.7319,1160.4454,1276.8152,1274.7223,1136.093,1200.719,1221.6204,1243.1489,1265.3232,1288.1628,1311.6875,1335.918,1360.8755,1386.5815,1413.0588,1440.3306,1468.4203,1497.3528,1527.1533,1557.8477,1589.4629,1622.0269,1655.5674,1690.1143,1725.6975,1762.3484,1800.0986,1838.9814,1879.0305,1920.2815,1962.7698,2006.5327,2051.6084,2098.0366,2145.8577
8 Ore-extra.(non-energy),1125.8186,1304.7201,1385.5073,1413.6769,1337.7776,1164.9135,1082.7319,1160.4454,1276.8152,1274.7223,1136.093,1200.719,1221.6204,1243.1489,1265.3232,1288.1628,1311.6875,1335.918,1360.8755,1386.5815,1413.0588,1440.3306,1468.4203,1497.3528,1527.1533,1557.8477,1589.4629,1622.0269,1655.5674,1690.1143,1725.6975,1762.3484,1800.0986,1838.9814,1879.0305,1920.2815,1962.7698,2006.5327,2051.6084,2098.0366,2145.8577
"9 Food, drink & tob.",1125.8186,1304.7201,1385.5073,1413.6769,1337.7776,1164.9135,1082.7319,1160.4454,1276.8152,1274.7223,1136.093,1200.719,1221.6204,1243.1489,1265.3232,1288.1628,1311.6875,1335.918,1360.8755,1386.5815,1413.0588,1440.3306,1468.4203,1497.3528,1527.1533,1557.8477,1589.4629,1622.0269,1655.5674,1690.1143,1725.6975,1762.3484,1800.0986,1838.9814,1879.0305,1920.2815,1962.7698,2006.5327,2051.6084,2098.0366,2145.8577
"10 Tex., cloth. & footw.",1125.8186,1304.7201,1385.5073,1413.6769,1337.7776,1164.9135,1082.7319,1160.4454,1276.8152,1274.7223,1136.093,1200.719,1221.6204,1243.1489,1265.3232,1288.1628,1311.6875,1335.918,1360.8755,1386.5815,1413.0588,1440.3306,1468.4203,1497.3528,1527.1533,1557.8477,1589.4629,1622.0269,1655.5674,1690.1143,1725.6975,1762.3484,1800.0986,1838.9814,1879.0305,1920.2815,1962.7698,2006.5327,2051.6084,2098.0366,2145.8577
