Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,517.7454,619.1086,760.7478,726.995,692.1559,503.4024,367.7327,482.1227,647.2965,658.5589,621.4007,740.8561,1008.0171,1098.4402,1055.1943,1014.1414,1018.4209,1022.729,1027.2467,1031.764,1036.421,1062.03,1088.2491,1115.2683,1142.9004,1171.2561,1200.4558,1230.4768,1261.2054,1292.8511,1325.4756,1358.765,1393.0702,1428.4578,1464.5836,1501.801,1539.9226,1579.166,1619.4414,1660.8112,1703.569
2 O.energy own use & tra,517.7454,621.4821,761.3179,727.4304,692.5849,503.8231,367.9687,482.6114,648.2808,660.1091,622.5475,743.8369,1012.895,1104.3156,1061.2095,1020.2994,1024.7252,1029.1829,1033.8538,1038.5277,1043.345,1069.1179,1095.5049,1122.6956,1150.5032,1179.0387,1208.4221,1238.6313,1269.5522,1301.3948,1334.2205,1367.7159,1402.2319,1437.835,1474.1814,1511.6244,1549.9767,1589.4563,1629.9731,1671.5898,1714.6005
3 Hydrogen production,517.7454,607.004,755.6511,723.7323,688.5458,498.5181,364.6245,478.223,637.4506,643.0564,609.9331,711.0481,959.2382,1039.6864,995.0436,952.5612,955.3782,958.1899,961.1766,964.1274,967.1818,991.1509,1015.6925,1040.9951,1066.8712,1093.4304,1120.7921,1148.9327,1177.7375,1207.4152,1238.0261,1269.2559,1301.4539,1334.6857,1368.6063,1403.5677,1439.3815,1476.2642,1514.1245,1553.0237,1593.2544
4 Iron & steel,517.7454,624.2964,762.9321,728.3933,693.7032,505.4957,369.0648,483.7941,651.5162,665.2028,626.3154,753.631,1028.9224,1123.6204,1080.9733,1040.533,1045.4392,1050.3887,1055.5625,1060.7512,1066.0951,1092.4067,1119.345,1147.0996,1175.4843,1204.61,1234.5974,1265.4243,1296.9774,1329.4666,1362.9539,1397.1261,1432.3344,1468.6458,1505.7168,1543.901,1583.0116,1623.2668,1664.5773,1707.0057,1750.8467
5 Non-ferrous metals,517.7454,607.004,755.6511,723.7323,688.5458,498.5181,364.6245,478.223,637.4506,643.0564,609.9331,711.0481,959.2382,1039.6864,995.0436,952.5612,955.3782,958.1899,961.1766,964.1274,967.1818,991.1509,1015.6925,1040.9951,1066.8712,1093.4304,1120.7921,1148.9327,1177.7375,1207.4152,1238.0261,1269.2559,1301.4539,1334.6857,1368.6063,1403.5677,1439.3815,1476.2642,1514.1245,1553.0237,1593.2544
6 Chemicals,517.7454,625.353,762.4866,728.6421,693.9462,506.0109,369.4103,484.3261,655.7527,671.8733,631.2498,766.457,1049.9113,1148.9012,1106.8552,1067.03,1072.5657,1078.1589,1083.9916,1089.8542,1095.8877,1122.905,1150.5651,1179.0582,1208.1985,1238.0973,1268.8755,1300.5116,1332.8925,1366.2284,1400.582,1435.6406,1471.7556,1508.9945,1547.0144,1586.1693,1626.2729,1667.5441,1709.8937,1753.3851,1798.3135
7 Non-metallics nes,517.7454,623.9427,762.6262,728.4052,693.9673,506.0346,369.4301,484.1051,651.5962,665.329,626.4088,753.8737,1029.3196,1124.0988,1081.463,1041.0343,1045.9526,1050.9142,1056.1005,1061.302,1066.6588,1092.9839,1119.9358,1147.7043,1176.1033,1205.2437,1235.2461,1266.0884,1297.657,1330.1622,1363.6659,1397.855,1433.0804,1469.4093,1506.4983,1544.7009,1583.8303,1624.1047,1665.4348,1707.8834,1751.745
8 Ore-extra.(non-energy),517.7454,607.004,755.6511,723.7323,688.5458,498.5181,364.6245,478.223,637.4506,643.0564,609.9331,711.0481,959.2382,1039.6864,995.0436,952.5612,955.3782,958.1899,961.1766,964.1274,967.1818,991.1509,1015.6925,1040.9951,1066.8712,1093.4304,1120.7921,1148.9327,1177.7375,1207.4152,1238.0261,1269.2559,1301.4539,1334.6857,1368.6063,1403.5677,1439.3815,1476.2642,1514.1245,1553.0237,1593.2544
"9 Food, drink & tob.",517.7454,607.004,755.6511,723.7323,688.5458,498.5181,364.6245,478.223,637.4506,643.0564,609.9331,711.0481,959.2382,1039.6864,995.0436,952.5612,955.3782,958.1899,961.1766,964.1274,967.1818,991.1509,1015.6925,1040.9951,1066.8712,1093.4304,1120.7921,1148.9327,1177.7375,1207.4152,1238.0261,1269.2559,1301.4539,1334.6857,1368.6063,1403.5677,1439.3815,1476.2642,1514.1245,1553.0237,1593.2544
"10 Tex., cloth. & footw.",517.7454,607.004,755.6511,723.7323,688.5458,498.5181,364.6245,478.223,637.4506,643.0564,609.9331,711.0481,959.2382,1039.6864,995.0436,952.5612,955.3782,958.1899,961.1766,964.1274,967.1818,991.1509,1015.6925,1040.9951,1066.8712,1093.4304,1120.7921,1148.9327,1177.7375,1207.4152,1238.0261,1269.2559,1301.4539,1334.6857,1368.6063,1403.5677,1439.3815,1476.2642,1514.1245,1553.0237,1593.2544
11 Paper & pulp,517.7454,625.3279,762.8076,727.9746,692.0044,502.5286,366.7094,481.2237,651.6539,665.4199,626.476,754.0483,1029.6052,1124.4429,1081.8153,1041.395,1046.3218,1051.2921,1056.4875,1061.6981,1067.0645,1093.399,1120.3607,1148.1394,1176.5486,1205.6995,1235.7126,1266.5659,1298.146,1330.6626,1364.1781,1398.3793,1433.6169,1469.9585,1507.0604,1545.2762,1584.4192,1624.7075,1666.0518,1708.5148,1752.3911
12 Engineering etc,517.7454,607.004,755.6511,723.7323,688.5458,498.5181,364.6245,478.223,637.4506,643.0564,609.9331,711.0481,959.2382,1039.6864,995.0436,952.5612,955.3782,958.1899,961.1766,964.1274,967.1818,991.1509,1015.6925,1040.9951,1066.8712,1093.4304,1120.7921,1148.9327,1177.7375,1207.4152,1238.0261,1269.2559,1301.4539,1334.6857,1368.6063,1403.5677,1439.3815,1476.2642,1514.1245,1553.0237,1593.2544
13 Other industry,517.7454,626.8689,764.455,729.4457,694.9831,507.089,369.9816,484.4418,651.9718,665.9203,626.8462,755.0107,1031.1802,1126.3397,1083.7573,1043.3832,1048.3572,1053.3759,1058.6206,1063.8818,1069.2998,1095.6874,1122.7032,1150.5374,1179.0033,1208.2122,1238.2847,1269.1987,1300.8408,1333.421,1367.0015,1401.269,1436.575,1472.9861,1510.1592,1548.4478,1587.6652,1628.0298,1669.4519,1711.9948,1755.9526
14 Construction,517.7454,607.004,755.6511,723.7323,688.5458,498.5181,364.6245,478.223,637.4506,643.0564,609.9331,711.0481,959.2382,1039.6864,995.0436,952.5612,955.3782,958.1899,961.1766,964.1274,967.1818,991.1509,1015.6925,1040.9951,1066.8712,1093.4304,1120.7921,1148.9327,1177.7375,1207.4152,1238.0261,1269.2559,1301.4539,1334.6857,1368.6063,1403.5677,1439.3815,1476.2642,1514.1245,1553.0237,1593.2544
15 Rail transport,517.7454,607.004,755.6511,723.7323,688.5458,498.5181,364.6245,478.223,637.4506,643.0564,609.9331,711.0481,959.2382,1039.6864,995.0436,952.5612,955.3782,958.1899,961.1766,964.1274,967.1818,991.1509,1015.6925,1040.9951,1066.8712,1093.4304,1120.7921,1148.9327,1177.7375,1207.4152,1238.0261,1269.2559,1301.4539,1334.6857,1368.6063,1403.5677,1439.3815,1476.2642,1514.1245,1553.0237,1593.2544
16 Road transport,517.7454,607.004,755.6511,723.7323,688.5458,498.5181,364.6245,478.223,637.4506,643.0564,609.9331,711.0481,959.2382,1039.6864,995.0436,952.5612,955.3782,958.1899,961.1766,964.1274,967.1818,991.1509,1015.6925,1040.9951,1066.8712,1093.4304,1120.7921,1148.9327,1177.7375,1207.4152,1238.0261,1269.2559,1301.4539,1334.6857,1368.6063,1403.5677,1439.3815,1476.2642,1514.1245,1553.0237,1593.2544
17 Domestic aviation,517.7454,607.004,785.8793,743.0784,709.8801,528.2355,383.2939,503.4252,703.2439,746.65,686.564,910.2367,1285.1978,1432.3013,1396.9939,1364.0635,1376.6537,1389.4648,1402.6826,1416.1011,1429.8652,1464.7917,1500.5439,1537.3164,1574.9268,1613.4913,1653.1353,1693.8416,1735.5016,1778.3307,1822.3961,1867.3901,1913.6692,1961.306,2009.9631,2059.9998,2111.2351,2163.8936,2217.8923,2273.3003,2330.4185
