,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
1 Male Children,4033.1090000000004,4061.249,4084.5440000000003,4095.8410000000003,4095.769,4094.397,4103.814,4128.835,4113.997,4113.871,4124.848,4140.965,4158.3,4204.204000000001,4246.534,4288.704,4329.165,4362.049,4406.929,4434.566,4446.471,4444.303,4429.6720000000005,4407.183,4369.704,4322.5,4271.27,4218.534,4166.315,4111.749,4057.8959999999997,4005.277,3953.36,3909.307,3864.6530000000002,3822.69,3785.7829999999994,3754.387,3732.866,3714.2870000000003,3699.5060000000003,3688.7659999999996,3681.5430000000006,3680.651,3681.182,3683.035,3685.263,3686.5689999999995,3687.875462826126,3689.1823886423977,3690.489777612891,3691.7976299017405,3693.105945673139,3694.4147250913375,3695.7239683206453,3697.03367552543,3698.3438468701174,3699.654482519191,3700.965582637193,3702.2771473887246,3703.5891769384443,3704.90167145107,3706.2146310913763,3707.528056024198,3708.841946414427,3710.156302427015,3711.4711242269705,3712.7864119793617,3714.1021658493146,3715.4183860020144,3716.7350726027043,3718.052225816686,3719.369845809321,3720.687932746027,3722.0064867922824,3723.325508113624,3724.644996875646,3725.9649532440026,3727.2853773844063,3728.606269462628,3729.9276296444978,3731.249458095904,3732.5717549827946,3733.8945204711754,3735.2177547271117,3736.5414579167277,3737.865630206206,3739.1902717617877,3740.5153827497743,3741.840963336525,3743.167013688458,3744.493533972052,3745.820524353842,3747.1479850004243,3748.4759160784533,3749.8043177546424,3751.1331901957647,3752.4625335686515
2 Male 15-19,1118.693,1156.616,1185.565,1233.331,1271.315,1300.057,1318.116,1325.067,1312.898,1284.205,1246.691,1208.088,1173.141,1176.804,1171.0,1158.524,1142.802,1128.96,1175.181,1220.239,1262.327,1299.106,1330.687,1382.804,1426.349,1459.857,1481.464,1491.637,1515.824,1525.12,1520.908,1506.606,1486.489,1481.704,1471.676,1455.6,1433.236,1406.322,1385.859,1363.91,1341.546,1319.096,1296.889,1282.856,1267.298,1251.713,1237.238,1224.616,1212.1227665622944,1199.7569860418535,1187.5173581951333,1175.4025960433573,1163.411425737192,1151.542586422804,1139.7948301092827,1128.1669215374159,1116.6576380498045,1105.265769462302,1093.9901179367644,1082.8294978551005,1071.7827356946052,1060.8486699045654,1050.026150784125,1039.3140403613954,1028.711212273799,1018.2165516496345,1007.8289549908495,997.5473300570093,987.3705957504493,977.2976820025995,967.3275296614679,957.4590903802729,947.6913265072105,938.0232109763474,928.4537271996259,918.9818689599714,909.6066403054904,900.3270554447474,891.1421386431106,882.0509241201544,873.0524559481095,864.1457879513482,855.3299836068957,846.6041159459556,837.9672674564413,829.4185299865001,820.9570046490229,812.5818017271275,804.2920405806062,796.0868495533275,787.9653658815829,779.9267356033687,771.970113468593,764.0946628501991,756.2995556561953,748.5839722425818,740.9471013271673,733.388139904263
3 Male 20-24,1072.323,1082.268,1082.436,1123.299,1169.977,1214.057,1248.343,1272.016,1318.221,1350.38,1361.452,1347.4,1310.704,1336.06,1338.998,1318.107,1278.548,1228.06,1233.884,1240.525,1245.831,1250.007,1254.78,1297.028,1343.698,1387.437,1422.834,1448.606,1497.467,1542.259,1576.859,1597.213,1602.544,1610.536,1609.565,1599.999,1583.571,1561.693,1544.832,1523.402,1497.528,1467.408,1434.055,1418.069,1399.415,1377.812,1353.035,1325.75,1299.0152231834356,1272.8195738731367,1247.1521801448675,1222.0023893151752,1197.3597635202293,1173.214075383818,1149.5553037727013,1126.3736296375623,1103.6594319378275,1081.4032836486676,1059.5959478485192,1038.228373885505,1017.2916936211616,996.7772177499141,976.6764321927731,956.980994563754,937.6827307075553,918.7736313070552,900.2458485592232,882.0916929180622,864.3036299032332,846.8742769730359,829.7964004604481,813.0629125709529,796.6668684409058,780.6014632552233,764.8600294231949,749.4360338112472,734.3230750315115,719.5148807850696,705.0053052587748,690.7883265745683,676.858044290232,663.208676950541,649.834559687798,636.730141870756,623.8899848009512,611.3087594554918,598.981244275365,586.9023229983449,575.0669825356003,563.4703108911243,552.1074951231182,540.973819346487,530.0646627756157,519.3754978066145,508.9018881382368,498.639486930691,488.5840350015807,478.73135905822517
4 Male 25-29,1248.728,1319.166,1377.668,1394.055,1395.447,1388.137,1385.152,1393.219,1430.776,1474.94,1517.761,1548.473,1558.639,1600.41,1638.016,1665.351,1675.809,1663.792,1639.719,1611.039,1579.206,1549.94,1526.09,1503.875,1497.011,1503.265,1519.16,1539.815,1555.847,1584.143,1620.76,1660.375,1697.078,1720.292,1741.302,1756.84,1765.302,1765.995,1765.431,1756.776,1737.788,1710.373,1677.63,1658.365,1638.436,1614.186,1584.694,1551.184,1518.382603743057,1486.2748270672887,1454.8460026664739,1424.08177338981,1393.9680856833554,1364.491183170158,1335.6376003661392,1307.3941565288626,1279.7479496363762,1252.6863504933779,1226.196996962013,1200.2677883146673,1174.8868797061764,1150.0426767629247,1125.7238302863652,1101.9192310685382,1078.6180048172205,1055.8095071883886,1033.4833189237256,1011.6292410909498,990.2372904247918,969.2976947664921,948.8008885997344,928.7375086809767,909.0983897621833,889.8745604040046,871.0572388774909,852.6378291524693,834.6079169707497,816.9592660023679,799.6838140831088,782.7736695315903,766.2211075442269,750.0185666664257,734.158645338402,718.6340985140378,703.4378343512375,688.5629109722702,674.0025332926172,659.7500499168772,645.7989501003108,632.1428607746361,618.7755436367171,605.6908922988148,592.8829294990991,580.3458043711474,568.0737897711826,556.0612796618292,544.3027865511925,532.7929389860917
5 Male 30-34,1239.781,1328.851,1425.479,1483.982,1544.227,1607.2,1668.649,1721.867,1768.229,1797.63,1816.329,1834.669,1856.277,1872.631,1904.252,1945.574,1987.178,2020.91,1988.237,1966.826,1956.952,1954.231,1952.03,1904.542,1857.094,1816.322,1789.295,1777.969,1742.727,1722.655,1719.027,1730.626,1754.276,1761.646,1780.713,1809.199,1842.421,1875.086,1888.017,1903.221,1919.974,1935.375,1944.467,1928.062,1908.962,1889.979,1873.222,1856.995,1840.9085682449809,1824.9614870464302,1809.152549264201,1793.4805582151366,1777.9443275824847,1762.5426813260979,1747.274453593411,1732.1384886311903,1717.1336406980467,1702.2587739777073,1687.5127624930371,1672.8944900208076,1658.402850007201,1644.0367454840496,1629.7950889857968,1615.676802467182,1601.6808172216342,1587.8060738003762,1574.0515219322267,1560.4161204440986,1546.898837182186,1533.4986489338337,1520.2145413500828,1507.0455088688884,1493.9905546390023,1481.0486904445142,1468.2189366300474,1455.500322026602,1442.89188387804,1430.3926677682098,1418.001727548698,1405.7181252672106,1393.5409310965724,1381.469223264343,1369.5020879830413,1357.6386193809744,1345.8779194336669,1334.2190978958831,1322.6612722342388,1311.203567560396,1299.8451165648373,1288.5850594512128,1277.4225438712574,1266.3567248602703,1255.386764773154,1244.5118332210077,1233.7311070082694,1223.043770070403,1212.449013412125,1201.9460350461654
6 Male 35-39,1064.578,1109.182,1166.931,1236.752,1318.758,1408.098,1499.779,1593.464,1706.861,1828.806,1950.928,2060.591,2148.668,2172.546,2180.119,2180.668,2187.97,2209.618,2156.257,2114.471,2087.01,2072.622,2070.19,2051.906,2040.11,2032.766,2025.258,2015.546,1977.437,1933.44,1889.465,1854.043,1833.222,1803.965,1786.53,1783.356,1793.489,1814.774,1824.222,1843.425,1872.002,1906.411,1943.033,1957.169,1971.346,1986.364,2000.785,2012.77,2024.8267919341658,2036.9558058468706,2049.157474358517,2061.432232680969,2073.7805186330734,2086.202772656278,2098.69943783034,2111.27095988913,2123.917787236532,2136.6403709624346,2149.4391648588226,2162.3146254359626,2175.2672119386853,2188.2973863627662,2201.405613471405,2214.5923608118014,2227.858098731833,2241.20330039683,2254.6284418064547,2268.134001811678,2281.7204621318588,2295.388307371927,2309.1380250396687,2322.9701055631135,2336.885042308028,2350.8833315955135,2364.9654727197085,2379.1319679655976,2393.383322626927,2407.720045024228,2422.1426465229474,2436.6516415516876,2451.247547620554,2465.9308853396155,2480.7021784374724,2495.561953779937,2510.510741388827,2525.5490744608687,2540.6774893867173,2555.896525770087,2571.206726446999,2586.6086375051423,2602.1028083033534,2617.68979149121,2633.370143028743,2649.1444222062655,2665.0131916643245,2680.9770174137666,2697.0364688559275,2713.1921188029423
7 Male 40-44,872.399,923.391,975.363,1022.424,1066.876,1113.669,1171.525,1246.201,1340.987,1457.284,1590.552,1732.46,1875.97,1970.284,2065.657,2156.181,2233.505,2293.87,2278.254,2230.727,2164.061,2098.494,2049.279,2021.715,2005.856,1997.555,1991.935,1988.073,1980.834,1976.381,1971.059,1960.209,1942.491,1920.238,1884.883,1840.723,1798.416,1767.998,1750.029,1741.464,1740.153,1744.916,1757.499,1777.905,1804.282,1832.499,1859.479,1885.7,1912.29074918297,1939.2564614789017,1966.6024243407776,1994.333999781339,2022.4566254244712,2050.975815571418,2079.8971622820277,2109.2263364712476,2138.9690890210813,2169.1312519082244,2199.7187393476015,2230.73754895203,2262.1937629082354,2294.09354916945,2326.443162664828,2359.2489465259173,2392.5173333304233,2426.254846363513,2460.468100896905,2495.1638054859955,2530.3487632852757,2566.0298733822992,2602.2141321504578,2638.9086346208364,2676.120575873409,2713.8572524478564,2752.1260637742735,2790.9345136240568,2830.290211581246,2870.200874534617,2910.6743281908143,2951.718508608819,2993.3414637560572,3035.55135508645,3078.3564591407153,3121.7651691692386,3165.785996777825,3210.4275735966603,3255.698652972807,3301.608111686565,3348.1649516920356,3395.3783018822323,3443.257419879076,3491.811693848639,3541.050644341979,3590.9839261619354,3641.6213302562496,3692.9727856373797,3745.048361329387,3797.8582683422746
8 Male 44-49,630.458,667.068,708.568,755.389,808.15,866.925,929.244,992.97,1052.968,1114.917,1184.163,1268.638,1372.846,1456.518,1552.038,1655.061,1759.482,1861.908,1939.811,2004.867,2053.802,2080.401,2081.49,2065.88,2029.328,1983.665,1943.287,1915.334,1894.896,1880.651,1872.386,1866.955,1861.616,1865.524,1872.442,1879.043,1878.915,1867.161,1842.02,1803.928,1760.54,1722.28,1694.789,1674.93,1664.278,1663.533,1671.236,1685.073,1699.0245634542339,1713.0916388909263,1727.2751826916426,1741.5761591563096,1755.9955405687767,1770.5343072629182,1785.1934476892834,1799.9739584822992,1814.876844528028,1829.9031190324872,1845.0538035905345,1860.3299282553228,1875.7325316083316,1891.262660829976,1906.9213717708033,1922.7097290232755,1938.6288059941492,1954.6796849774532,1970.8634572280707,1987.1812230359308,2003.6340918008138,2020.223182107777,2036.9496218032032,2053.8145480714807,2070.819107512317,2087.9644562186922,2105.2517598554605,2122.6821937385985,2140.2569429151126,2157.9772022436073,2175.84417647552,2193.859080337028,2212.0231386116366,2230.3375862234457,2248.8036683211108,2267.4226403624975,2286.1957682000357,2305.124328166781,2324.209607163191,2343.452902744615,2362.855523209515,2382.41878768841,2402.144026233561,2422.0325799093994,2442.0858008837,2462.3050525195117,2482.6917094678497,2503.2471577611527,2523.972794907517,2544.870029985708
9 Male 50-54,382.403,424.229,461.454,503.552,542.871,580.757,621.423,669.185,724.839,790.456,863.422,938.669,1013.397,1064.952,1112.025,1159.479,1215.462,1284.975,1374.827,1464.206,1548.076,1622.636,1687.014,1751.128,1810.046,1857.545,1885.561,1891.528,1895.517,1876.48,1841.171,1802.67,1770.788,1754.076,1746.785,1747.074,1750.783,1755.181,1767.086,1780.027,1789.186,1788.172,1774.102,1752.141,1716.889,1674.299,1634.494,1604.644,1575.3391365988496,1546.5694542216272,1518.3251791074233,1490.5967159889558,1463.3746448328243,1436.6497176392957,1410.4128553005337,1384.6551445162052,1359.367834765415,1334.5423353339415,1310.1702123957618,1286.2431861478756,1262.7531279974553,1239.6920578003649,1217.052141150111,1194.8256867163047,1173.0051436317287,1151.583098927125,1130.5522750128287,1109.905527206393,1089.6358413053676,1069.7363312044038,1050.2002365558758,1031.0209204732273,1012.191867276259,993.706680277594,975.5590796095672,957.7429000908016,940.2520891317464,923.0807046784647,906.2229131939737,889.6729876764498,873.4253057136274,857.474347572728,841.8146943252732,826.4410260061428,811.3481198062531,796.5308482982415,781.9841776945551,767.7031661373504,753.6829620196239,739.9188023370034,726.4060110696394,713.1399975936473,700.1162551215613,687.3303591712684,674.7779660629046,662.4548114432014,650.3567088367806,638.4795482239075
10 Male 55-59,210.603,225.398,246.875,274.523,310.311,351.671,394.434,435.92,475.85,514.44,553.522,597.108,648.165,690.903,741.352,795.971,849.283,898.452,962.587,1021.194,1078.795,1141.183,1209.554,1279.726,1351.228,1420.744,1485.121,1542.43,1605.226,1667.557,1723.396,1763.176,1780.535,1776.463,1750.269,1711.028,1673.237,1646.314,1638.576,1640.869,1649.914,1660.521,1669.24,1680.187,1692.859,1702.599,1702.808,1689.762,1676.8159514425581,1663.9690885534244,1651.2206514252994,1638.569885972885,1626.0160438882797,1613.5583825967149,1601.1961652126308,1588.9286604960894,1576.7551428095196,1564.674892074796,1552.6871937306441,1540.7913386903751,1528.9866232999404,1517.2723492963112,1505.6478237661747,1494.112359104948,1482.6652729761042,1471.305888270813,1460.0335330678881,1448.8475405940421,1437.7472491844464,1426.7320022435927,1415.8011482064546,1404.9540404999473,1394.190037504681,1383.5085025170092,1372.908803711367,1362.3903141028968,1351.9524115103627,1341.594478519347,1331.3159024457293,1321.116075299446,1310.9943937485266,1300.950259083406,1290.9830771815105,1281.0922584721134,1271.2772179014628,1261.5373748981742,1251.8721533388893,1242.2809815141973,1232.7632920948174,1223.3185220980415,1213.9461128544322,1204.645509974777,1195.4161633172962,1186.2575269551003,1177.1690591438985,1168.1502222899537,1159.2004829182833,1150.3193116411032
