Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,279.5006,154.2888,162.0601,139.4962,217.9799,245.8408,156.8688,136.6246,303.6607,418.8404,438.7765,438.7765,614.269,671.1574,639.5666,609.5153,611.4783,613.442,615.6033,617.6919,619.8595,636.8055,654.157,672.0468,690.3424,709.1212,728.4675,748.3544,768.716,789.7153,811.3643,833.4465,856.2125,879.7092,903.6937,928.4148,953.7391,979.8194,1006.5916,1034.0989,1062.5511
2 O.energy own use & tra,279.5006,154.2888,162.0601,139.4962,217.9799,245.8408,156.8688,136.6246,303.6607,418.8404,438.7765,438.7765,614.269,671.1574,639.5666,609.5153,611.4783,613.442,615.6033,617.6919,619.8595,636.8055,654.157,672.0468,690.3424,709.1212,728.4675,748.3544,768.716,789.7153,811.3643,833.4465,856.2125,879.7092,903.6937,928.4148,953.7391,979.8194,1006.5916,1034.0989,1062.5511
3 Hydrogen production,279.5006,154.2888,162.0601,139.4962,217.9799,245.8408,156.8688,136.6246,303.6607,418.8404,438.7765,438.7765,614.269,671.1574,639.5666,609.5153,611.4783,613.442,615.6033,617.6919,619.8595,636.8055,654.157,672.0468,690.3424,709.1212,728.4675,748.3544,768.716,789.7153,811.3643,833.4465,856.2125,879.7092,903.6937,928.4148,953.7391,979.8194,1006.5916,1034.0989,1062.5511
4 Iron & steel,279.5006,154.2888,162.0601,139.4962,217.9799,245.8408,156.8688,136.6246,303.6607,418.8404,438.7765,438.7765,614.269,671.1574,639.5666,609.5153,611.4783,613.442,615.6033,617.6919,619.8595,636.8055,654.157,672.0468,690.3424,709.1212,728.4675,748.3544,768.716,789.7153,811.3643,833.4465,856.2125,879.7092,903.6937,928.4148,953.7391,979.8194,1006.5916,1034.0989,1062.5511
5 Non-ferrous metals,279.5006,154.2888,162.0601,139.4962,217.9799,245.8408,156.8688,136.6246,303.6607,418.8404,438.7765,438.7765,614.269,671.1574,639.5666,609.5153,611.4783,613.442,615.6033,617.6919,619.8595,636.8055,654.157,672.0468,690.3424,709.1212,728.4675,748.3544,768.716,789.7153,811.3643,833.4465,856.2125,879.7092,903.6937,928.4148,953.7391,979.8194,1006.5916,1034.0989,1062.5511
6 Chemicals,279.5006,154.2888,162.0601,139.4962,217.9799,245.8408,156.8688,136.6246,303.6607,418.8404,438.7765,438.7765,614.269,671.1574,639.5666,609.5153,611.4783,613.442,615.6033,617.6919,619.8595,636.8055,654.157,672.0468,690.3424,709.1212,728.4675,748.3544,768.716,789.7153,811.3643,833.4465,856.2125,879.7092,903.6937,928.4148,953.7391,979.8194,1006.5916,1034.0989,1062.5511
7 Non-metallics nes,279.5006,154.2888,162.0601,139.4962,217.9799,245.8408,156.8688,136.6246,303.6607,418.8404,438.7765,438.7765,614.269,671.1574,639.5666,609.5153,611.4783,613.442,615.6033,617.6919,619.8595,636.8055,654.157,672.0468,690.3424,709.1212,728.4675,748.3544,768.716,789.7153,811.3643,833.4465,856.2125,879.7092,903.6937,928.4148,953.7391,979.8194,1006.5916,1034.0989,1062.5511
8 Ore-extra.(non-energy),279.5006,154.2888,162.0601,139.4962,217.9799,245.8408,156.8688,136.6246,303.6607,418.8404,438.7765,438.7765,614.269,671.1574,639.5666,609.5153,611.4783,613.442,615.6033,617.6919,619.8595,636.8055,654.157,672.0468,690.3424,709.1212,728.4675,748.3544,768.716,789.7153,811.3643,833.4465,856.2125,879.7092,903.6937,928.4148,953.7391,979.8194,1006.5916,1034.0989,1062.5511
"9 Food, drink & tob.",279.5006,154.2888,162.0601,139.4962,217.9799,245.8408,156.8688,136.6246,303.6607,418.8404,438.7765,438.7765,614.269,671.1574,639.5666,609.5153,611.4783,613.442,615.6033,617.6919,619.8595,636.8055,654.157,672.0468,690.3424,709.1212,728.4675,748.3544,768.716,789.7153,811.3643,833.4465,856.2125,879.7092,903.6937,928.4148,953.7391,979.8194,1006.5916,1034.0989,1062.5511
"10 Tex., cloth. & footw.",279.5006,154.2888,162.0601,139.4962,217.9799,245.8408,156.8688,136.6246,303.6607,418.8404,438.7765,438.7765,614.269,671.1574,639.5666,609.5153,611.4783,613.442,615.6033,617.6919,619.8595,636.8055,654.157,672.0468,690.3424,709.1212,728.4675,748.3544,768.716,789.7153,811.3643,833.4465,856.2125,879.7092,903.6937,928.4148,953.7391,979.8194,1006.5916,1034.0989,1062.5511
11 Paper & pulp,279.5006,154.2888,162.0601,139.4962,217.9799,245.8408,156.8688,136.6246,303.6607,418.8404,438.7765,438.7765,614.269,671.1574,639.5666,609.5153,611.4783,613.442,615.6033,617.6919,619.8595,636.8055,654.157,672.0468,690.3424,709.1212,728.4675,748.3544,768.716,789.7153,811.3643,833.4465,856.2125,879.7092,903.6937,928.4148,953.7391,979.8194,1006.5916,1034.0989,1062.5511
12 Engineering etc,279.5006,154.2888,162.0601,139.4962,217.9799,245.8408,156.8688,136.6246,303.6607,418.8404,438.7765,438.7765,614.269,671.1574,639.5666,609.5153,611.4783,613.442,615.6033,617.6919,619.8595,636.8055,654.157,672.0468,690.3424,709.1212,728.4675,748.3544,768.716,789.7153,811.3643,833.4465,856.2125,879.7092,903.6937,928.4148,953.7391,979.8194,1006.5916,1034.0989,1062.5511
13 Other industry,279.5006,154.2888,162.0601,139.4962,217.9799,245.8408,156.8688,136.6246,303.6607,418.8404,438.7765,438.7765,614.269,671.1574,639.5666,609.5153,611.4783,613.442,615.6033,617.6919,619.8595,636.8055,654.157,672.0468,690.3424,709.1212,728.4675,748.3544,768.716,789.7153,811.3643,833.4465,856.2125,879.7092,903.6937,928.4148,953.7391,979.8194,1006.5916,1034.0989,1062.5511
14 Construction,279.5006,154.2888,162.0601,139.4962,217.9799,245.8408,156.8688,136.6246,303.6607,418.8404,438.7765,438.7765,614.269,671.1574,639.5666,609.5153,611.4783,613.442,615.6033,617.6919,619.8595,636.8055,654.157,672.0468,690.3424,709.1212,728.4675,748.3544,768.716,789.7153,811.3643,833.4465,856.2125,879.7092,903.6937,928.4148,953.7391,979.8194,1006.5916,1034.0989,1062.5511
