Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
1 Power own use & trans.,1157.8317,1359.1431,1471.1443,1434.7803,1375.7251,1186.3411,1089.1763,1176.1592,1269.833,1252.0874,1134.2445,1218.3416,1236.2151,1254.625,1273.5872,1293.1182,1313.2351,1333.9556,1355.2976,1377.2799,1399.9216,1423.2427,1447.2634,1472.0048,1497.4883,1523.7363,1550.7717,1578.6184,1607.3003,1636.8425,1667.2712,1698.6128,1730.8945,1764.1448,1798.3926,1833.6677,1870.001,1907.4246,1945.9707,1985.6731,2026.5667,2068.6873,2112.071,2156.7566,2202.7827,2250.1895,2299.0186,2349.3125,2401.1152,2454.4719,2509.4297,2566.0359,2624.3403,2684.394,2746.249,2809.96,2875.582,2943.1731,3012.7917,3084.4988,3158.3572
2 O.energy own use & tra,1157.8317,1359.1431,1471.1443,1434.7803,1375.7251,1186.3411,1089.1763,1176.1592,1269.833,1252.0874,1134.2445,1218.3416,1236.2151,1254.625,1273.5872,1293.1182,1313.2351,1333.9556,1355.2976,1377.2799,1399.9216,1423.2427,1447.2634,1472.0048,1497.4883,1523.7363,1550.7717,1578.6184,1607.3003,1636.8425,1667.2712,1698.6128,1730.8945,1764.1448,1798.3926,1833.6677,1870.001,1907.4246,1945.9707,1985.6731,2026.5667,2068.6873,2112.071,2156.7566,2202.7827,2250.1895,2299.0186,2349.3125,2401.1152,2454.4719,2509.4297,2566.0359,2624.3403,2684.394,2746.249,2809.96,2875.582,2943.1731,3012.7917,3084.4988,3158.3572
3 Hydrogen production,1157.8317,1359.1431,1471.1443,1434.7803,1375.7251,1186.3411,1089.1763,1176.1592,1269.833,1252.0874,1134.2445,1218.3416,1236.2151,1254.625,1273.5872,1293.1182,1313.2351,1333.9556,1355.2976,1377.2799,1399.9216,1423.2427,1447.2634,1472.0048,1497.4883,1523.7363,1550.7717,1578.6184,1607.3003,1636.8425,1667.2712,1698.6128,1730.8945,1764.1448,1798.3926,1833.6677,1870.001,1907.4246,1945.9707,1985.6731,2026.5667,2068.6873,2112.071,2156.7566,2202.7827,2250.1895,2299.0186,2349.3125,2401.1152,2454.4719,2509.4297,2566.0359,2624.3403,2684.394,2746.249,2809.96,2875.582,2943.1731,3012.7917,3084.4988,3158.3572
4 Iron & steel,1157.8317,1359.1431,1471.1443,1434.7803,1375.7251,1186.3411,1089.1763,1176.1592,1269.833,1252.0874,1134.2445,1218.3416,1236.2151,1254.625,1273.5872,1293.1182,1313.2351,1333.9556,1355.2976,1377.2799,1399.9216,1423.2427,1447.2634,1472.0048,1497.4883,1523.7363,1550.7717,1578.6184,1607.3003,1636.8425,1667.2712,1698.6128,1730.8945,1764.1448,1798.3926,1833.6677,1870.001,1907.4246,1945.9707,1985.6731,2026.5667,2068.6873,2112.071,2156.7566,2202.7827,2250.1895,2299.0186,2349.3125,2401.1152,2454.4719,2509.4297,2566.0359,2624.3403,2684.394,2746.249,2809.96,2875.582,2943.1731,3012.7917,3084.4988,3158.3572
5 Non-ferrous metals,1157.8317,1359.1431,1471.1443,1434.7803,1375.7251,1186.3411,1089.1763,1176.1592,1269.833,1252.0874,1134.2445,1218.3416,1236.2151,1254.625,1273.5872,1293.1182,1313.2351,1333.9556,1355.2976,1377.2799,1399.9216,1423.2427,1447.2634,1472.0048,1497.4883,1523.7363,1550.7717,1578.6184,1607.3003,1636.8425,1667.2712,1698.6128,1730.8945,1764.1448,1798.3926,1833.6677,1870.001,1907.4246,1945.9707,1985.6731,2026.5667,2068.6873,2112.071,2156.7566,2202.7827,2250.1895,2299.0186,2349.3125,2401.1152,2454.4719,2509.4297,2566.0359,2624.3403,2684.394,2746.249,2809.96,2875.582,2943.1731,3012.7917,3084.4988,3158.3572
6 Chemicals,1157.8317,1359.1431,1471.1443,1434.7803,1375.7251,1186.3411,1089.1763,1176.1592,1269.833,1252.0874,1134.2445,1218.3416,1236.2151,1254.625,1273.5872,1293.1182,1313.2351,1333.9556,1355.2976,1377.2799,1399.9216,1423.2427,1447.2634,1472.0048,1497.4883,1523.7363,1550.7717,1578.6184,1607.3003,1636.8425,1667.2712,1698.6128,1730.8945,1764.1448,1798.3926,1833.6677,1870.001,1907.4246,1945.9707,1985.6731,2026.5667,2068.6873,2112.071,2156.7566,2202.7827,2250.1895,2299.0186,2349.3125,2401.1152,2454.4719,2509.4297,2566.0359,2624.3403,2684.394,2746.249,2809.96,2875.582,2943.1731,3012.7917,3084.4988,3158.3572
7 Non-metallics nes,1157.8317,1359.1431,1471.1443,1434.7803,1375.7251,1186.3411,1089.1763,1176.1592,1269.833,1252.0874,1134.2445,1218.3416,1236.2151,1254.625,1273.5872,1293.1182,1313.2351,1333.9556,1355.2976,1377.2799,1399.9216,1423.2427,1447.2634,1472.0048,1497.4883,1523.7363,1550.7717,1578.6184,1607.3003,1636.8425,1667.2712,1698.6128,1730.8945,1764.1448,1798.3926,1833.6677,1870.001,1907.4246,1945.9707,1985.6731,2026.5667,2068.6873,2112.071,2156.7566,2202.7827,2250.1895,2299.0186,2349.3125,2401.1152,2454.4719,2509.4297,2566.0359,2624.3403,2684.394,2746.249,2809.96,2875.582,2943.1731,3012.7917,3084.4988,3158.3572
8 Ore-extra.(non-energy),1157.8317,1359.1431,1471.1443,1434.7803,1375.7251,1186.3411,1089.1763,1176.1592,1269.833,1252.0874,1134.2445,1218.3416,1236.2151,1254.625,1273.5872,1293.1182,1313.2351,1333.9556,1355.2976,1377.2799,1399.9216,1423.2427,1447.2634,1472.0048,1497.4883,1523.7363,1550.7717,1578.6184,1607.3003,1636.8425,1667.2712,1698.6128,1730.8945,1764.1448,1798.3926,1833.6677,1870.001,1907.4246,1945.9707,1985.6731,2026.5667,2068.6873,2112.071,2156.7566,2202.7827,2250.1895,2299.0186,2349.3125,2401.1152,2454.4719,2509.4297,2566.0359,2624.3403,2684.394,2746.249,2809.96,2875.582,2943.1731,3012.7917,3084.4988,3158.3572
"9 Food, drink & tob.",1157.8317,1359.1431,1471.1443,1434.7803,1375.7251,1186.3411,1089.1763,1176.1592,1269.833,1252.0874,1134.2445,1218.3416,1236.2151,1254.625,1273.5872,1293.1182,1313.2351,1333.9556,1355.2976,1377.2799,1399.9216,1423.2427,1447.2634,1472.0048,1497.4883,1523.7363,1550.7717,1578.6184,1607.3003,1636.8425,1667.2712,1698.6128,1730.8945,1764.1448,1798.3926,1833.6677,1870.001,1907.4246,1945.9707,1985.6731,2026.5667,2068.6873,2112.071,2156.7566,2202.7827,2250.1895,2299.0186,2349.3125,2401.1152,2454.4719,2509.4297,2566.0359,2624.3403,2684.394,2746.249,2809.96,2875.582,2943.1731,3012.7917,3084.4988,3158.3572
"10 Tex., cloth. & footw.",1157.8317,1359.1431,1471.1443,1434.7803,1375.7251,1186.3411,1089.1763,1176.1592,1269.833,1252.0874,1134.2445,1218.3416,1236.2151,1254.625,1273.5872,1293.1182,1313.2351,1333.9556,1355.2976,1377.2799,1399.9216,1423.2427,1447.2634,1472.0048,1497.4883,1523.7363,1550.7717,1578.6184,1607.3003,1636.8425,1667.2712,1698.6128,1730.8945,1764.1448,1798.3926,1833.6677,1870.001,1907.4246,1945.9707,1985.6731,2026.5667,2068.6873,2112.071,2156.7566,2202.7827,2250.1895,2299.0186,2349.3125,2401.1152,2454.4719,2509.4297,2566.0359,2624.3403,2684.394,2746.249,2809.96,2875.582,2943.1731,3012.7917,3084.4988,3158.3572
