Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,171.5005,147.594,131.3073,156.1433,182.0787,138.2897,157.6134,169.1894,142.9167,167.0276,176.0625,196.4736,595.1371,391.8992,247.2231,257.117,266.459,276.4139,286.5141,296.7728,306.9174,320.793,334.7169,348.7223,362.6488,376.9269,391.5019,405.847,420.7661,435.811,450.8443,472.4492,494.2122,516.2299,538.4291,560.896,583.5079,606.3264,629.4283,652.7129,676.2614
2 O.energy own use & tra,171.5005,147.594,131.3073,156.1433,182.0787,138.2897,157.6134,169.1894,142.9167,158.8103,164.7156,179.9721,570.5856,367.7531,216.576,225.2014,233.2751,241.9617,250.7935,259.7839,268.7371,280.7679,292.8661,305.046,317.2046,329.6571,342.3872,354.9836,368.0578,381.277,394.5424,412.7651,431.1459,449.7815,468.5994,487.6852,506.916,526.3533,546.0739,565.9768,586.1429
3 Hydrogen production,171.5005,147.594,131.3073,156.1433,182.0787,138.2897,157.6134,169.1894,142.9167,134.489,131.1314,131.1314,497.919,296.2759,125.8557,130.7272,135.0469,139.9796,145.0574,150.2939,155.7206,162.2911,168.986,175.7624,182.6883,189.7374,197.0072,204.4276,212.0416,219.8575,227.89,236.1022,244.4725,253.0976,261.905,270.9802,280.2006,289.6273,299.3374,309.2298,319.3853
4 Iron & steel,134.3268,143.2585,119.6452,133.5633,155.7481,118.2915,134.8208,144.7228,122.2494,147.5791,157.0995,181.3874,379.3156,286.4362,235.0282,248.1549,255.2374,262.6122,270.0562,277.5758,284.8819,295.3206,305.7426,316.2035,326.5073,337.0983,347.8705,358.3342,369.2706,380.2272,391.0588,408.3681,425.7528,443.2591,460.8522,478.5732,496.3633,514.2519,532.2755,550.3862,568.6223
5 Non-ferrous metals,134.3268,143.2585,119.6452,133.5633,155.7481,118.2915,134.8208,144.7228,122.2494,143.7102,151.7572,173.6182,367.7564,275.0662,220.5972,233.1267,239.612,246.3896,253.2365,260.1591,266.9041,276.4743,286.0367,295.6381,305.1096,314.8409,324.7446,334.3849,344.4528,354.5498,364.5491,380.266,396.0583,411.9722,427.973,444.1015,460.2992,476.5954,493.0267,509.5449,526.1887
6 Chemicals,134.3268,143.2585,119.6452,133.5633,155.7481,118.2915,134.8208,144.7228,122.2494,143.7265,151.7796,173.6509,367.805,275.114,220.6579,233.1898,239.6777,246.4579,253.3072,260.2323,266.9797,276.5536,286.1196,295.7246,305.1995,314.9345,324.8419,334.4857,344.5571,354.6578,364.6606,380.3842,396.1832,412.1037,428.1112,444.2465,460.4509,476.7537,493.1917,509.7167,526.3671
7 Non-metallics nes,134.3268,143.2585,119.6452,133.5633,155.7481,118.2915,134.8208,144.7228,122.2494,143.7298,151.7841,173.6574,367.8147,275.1236,220.67,233.2025,239.6909,246.4715,253.3214,260.2469,266.9948,276.5694,286.1362,295.7419,305.2175,314.9532,324.8613,334.5058,344.578,354.6794,364.6828,380.4078,396.2082,412.13,428.1389,444.2754,460.4812,476.7854,493.2247,509.751,526.4028
8 Ore-extra.(non-energy),134.3268,143.2585,119.6452,133.5633,155.7481,118.2915,134.8208,144.7228,122.2494,115.0405,112.1684,116.0452,282.0975,190.8095,113.6568,121.7611,123.8214,126.1739,128.5956,131.093,133.6812,136.8148,140.0078,143.2397,146.5428,149.9047,153.3718,156.9108,160.5421,164.2697,168.1006,172.0172,176.0092,180.1227,184.3232,188.6514,193.0488,197.5447,202.1756,206.8935,211.737
"9 Food, drink & tob.",134.3268,143.2585,119.6452,133.5633,155.7481,118.2915,134.8208,144.7228,122.2494,115.0405,112.1684,116.0452,282.0975,190.8095,113.6568,121.7611,123.8214,126.1739,128.5956,131.093,133.6812,136.8148,140.0078,143.2397,146.5428,149.9047,153.3718,156.9108,160.5421,164.2697,168.1006,172.0172,176.0092,180.1227,184.3232,188.6514,193.0488,197.5447,202.1756,206.8935,211.737
"10 Tex., cloth. & footw.",134.3268,143.2585,119.6452,133.5633,155.7481,118.2915,134.8208,144.7228,122.2494,115.0405,112.1684,116.0452,282.0975,190.8095,113.6568,121.7611,123.8214,126.1739,128.5956,131.093,133.6812,136.8148,140.0078,143.2397,146.5428,149.9047,153.3718,156.9108,160.5421,164.2697,168.1006,172.0172,176.0092,180.1227,184.3232,188.6514,193.0488,197.5447,202.1756,206.8935,211.737
11 Paper & pulp,134.3268,143.2585,119.6452,133.5633,155.7481,118.2915,134.8208,144.7228,122.2494,143.72,151.7706,173.6378,367.7856,275.0949,220.6336,233.1646,239.6515,246.4306,253.2789,260.203,266.9495,276.5219,286.0865,295.69,305.1635,314.8971,324.803,334.4453,344.5154,354.6146,364.616,380.3369,396.1332,412.0511,428.0559,444.1884,460.3902,476.6904,493.1257,509.6479,526.2958
