Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,264.7918,306.6455,330.757,332.6775,330.4788,319.076,299.0829,309.5499,316.7665,317.787,308.6378,308.8774,464.1451,514.4736,486.545,459.9681,461.7304,463.4894,465.3578,467.2039,469.1147,484.1098,499.463,515.2924,531.4805,548.0958,565.2133,582.8181,600.8384,619.4048,638.555,658.0923,678.2354,699.0252,720.246,742.1179,764.5229,787.5968,811.2823,835.6175,860.786
2 O.energy own use & tra,264.7918,306.6455,330.757,332.6775,330.4788,319.076,299.0829,309.5499,316.7665,317.787,308.6378,308.8774,464.1451,514.4736,486.545,459.9681,461.7304,463.4894,465.3578,467.2039,469.1147,484.1098,499.463,515.2924,531.4805,548.0958,565.2133,582.8181,600.8384,619.4048,638.555,658.0923,678.2354,699.0252,720.246,742.1179,764.5229,787.5968,811.2823,835.6175,860.786
3 Hydrogen production,264.7918,306.6455,330.757,332.6775,330.4788,319.076,299.0829,309.5499,316.7665,317.787,308.6378,308.8774,464.1451,514.4736,486.545,459.9681,461.7304,463.4894,465.3578,467.2039,469.1147,484.1098,499.463,515.2924,531.4805,548.0958,565.2133,582.8181,600.8384,619.4048,638.555,658.0923,678.2354,699.0252,720.246,742.1179,764.5229,787.5968,811.2823,835.6175,860.786
4 Iron & steel,264.7918,306.6455,330.757,332.6775,330.4788,319.076,299.0829,309.5499,316.7665,317.787,308.6378,308.8774,464.1451,514.4736,486.545,459.9681,461.7304,463.4894,465.3578,467.2039,469.1147,484.1098,499.463,515.2924,531.4805,548.0958,565.2133,582.8181,600.8384,619.4048,638.555,658.0923,678.2354,699.0252,720.246,742.1179,764.5229,787.5968,811.2823,835.6175,860.786
5 Non-ferrous metals,264.7918,306.6455,330.757,332.6775,330.4788,319.076,299.0829,309.5499,316.7665,317.787,308.6378,308.8774,464.1451,514.4736,486.545,459.9681,461.7304,463.4894,465.3578,467.2039,469.1147,484.1098,499.463,515.2924,531.4805,548.0958,565.2133,582.8181,600.8384,619.4048,638.555,658.0923,678.2354,699.0252,720.246,742.1179,764.5229,787.5968,811.2823,835.6175,860.786
6 Chemicals,264.7918,306.6455,330.757,332.6775,330.4788,319.076,299.0829,309.5499,316.7665,317.787,308.6378,308.8774,464.1451,514.4736,486.545,459.9681,461.7304,463.4894,465.3578,467.2039,469.1147,484.1098,499.463,515.2924,531.4805,548.0958,565.2133,582.8181,600.8384,619.4048,638.555,658.0923,678.2354,699.0252,720.246,742.1179,764.5229,787.5968,811.2823,835.6175,860.786
7 Non-metallics nes,264.7918,306.6455,330.757,332.6775,330.4788,319.076,299.0829,309.5499,316.7665,317.787,308.6378,308.8774,464.1451,514.4736,486.545,459.9681,461.7304,463.4894,465.3578,467.2039,469.1147,484.1098,499.463,515.2924,531.4805,548.0958,565.2133,582.8181,600.8384,619.4048,638.555,658.0923,678.2354,699.0252,720.246,742.1179,764.5229,787.5968,811.2823,835.6175,860.786
8 Ore-extra.(non-energy),264.7918,306.6455,330.757,332.6775,330.4788,319.076,299.0829,309.5499,316.7665,317.787,308.6378,308.8774,464.1451,514.4736,486.545,459.9681,461.7304,463.4894,465.3578,467.2039,469.1147,484.1098,499.463,515.2924,531.4805,548.0958,565.2133,582.8181,600.8384,619.4048,638.555,658.0923,678.2354,699.0252,720.246,742.1179,764.5229,787.5968,811.2823,835.6175,860.786
"9 Food, drink & tob.",264.7918,306.6455,330.757,332.6775,330.4788,319.076,299.0829,309.5499,316.7665,317.787,308.6378,308.8774,464.1451,514.4736,486.545,459.9681,461.7304,463.4894,465.3578,467.2039,469.1147,484.1098,499.463,515.2924,531.4805,548.0958,565.2133,582.8181,600.8384,619.4048,638.555,658.0923,678.2354,699.0252,720.246,742.1179,764.5229,787.5968,811.2823,835.6175,860.786
"10 Tex., cloth. & footw.",264.7918,306.6455,330.757,332.6775,330.4788,319.076,299.0829,309.5499,316.7665,317.787,308.6378,308.8774,464.1451,514.4736,486.545,459.9681,461.7304,463.4894,465.3578,467.2039,469.1147,484.1098,499.463,515.2924,531.4805,548.0958,565.2133,582.8181,600.8384,619.4048,638.555,658.0923,678.2354,699.0252,720.246,742.1179,764.5229,787.5968,811.2823,835.6175,860.786
