RTI,FUTI,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
1 Belgium (BE),1 Power own use & trans.,116.1789,186.3088,158.7934,150.092,154.9007,160.7397,166.3499,174.2498,210.6528,179.3545,170.5615,176.2368,182.2567,188.609,195.0918,202.1224,209.4757,217.2551,225.4669,233.9852,243.0392,252.9627,263.4155,274.2701,285.5312,297.3103,309.6042,322.4458,335.8309,349.7725,364.2749,379.4521,395.3053,411.8307,428.9391,446.8378,465.6432,485.0257,505.5421,526.7472,548.9979,554.9611,561.1176,567.5171,574.1849,581.0789,588.2446,595.6895,603.4166,611.4296,619.6389,628.198,637.1279,646.3428,655.8926,665.8214,676.0958,686.7025,697.6206,708.9785,720.7881
1 Belgium (BE),2 O.energy own use & tra,116.1789,177.7654,153.2885,146.5482,150.1938,154.327,158.5402,163.5195,194.7742,160.6465,147.9422,152.3078,156.9307,161.8031,166.7908,172.1862,177.851,183.8452,190.18,196.7674,203.7819,212.0559,220.7773,229.8525,239.2911,249.1801,259.4457,270.173,281.3563,293.011,305.1439,317.8309,331.0849,344.9042,359.2311,374.2181,389.9551,406.2001,423.3741,441.1448,459.7899,466.334,473.066,480.0363,487.2679,494.7196,502.4232,510.3961,518.6467,527.1714,535.8846,544.9415,554.3575,564.0538,574.075,584.468,595.2039,606.2642,617.6274,629.4238,641.6659
1 Belgium (BE),3 Hydrogen production,49.6231,59.8757,60.7327,60.7327,60.7327,60.7327,60.7327,60.7327,73.4284,53.4375,42.75,43.2338,43.7235,44.2157,44.7238,45.2321,45.7521,46.2738,46.8025,47.3349,47.8767,49.4744,51.1294,52.836,54.5987,56.4202,58.3041,60.2521,62.2614,64.3394,66.4893,68.7084,71.0028,73.3718,75.8265,78.362,80.9823,83.6885,86.4871,89.375,92.3679,95.4565,98.6337,101.9234,105.3365,108.8533,112.4891,116.252,120.146,124.1693,128.2816,132.556,137.0,141.5762,146.3059,151.2109,156.2778,161.4978,166.8609,172.4283,178.206
1 Belgium (BE),4 Iron & steel,49.6231,102.2377,90.8441,82.1427,86.9513,92.7904,98.4005,106.3005,128.4991,120.0719,123.3524,128.5303,134.0577,139.931,145.9348,152.5111,159.4427,166.8339,174.69,182.8934,191.6787,200.1458,209.1283,218.5059,228.2831,238.577,249.2768,260.4986,272.2397,284.5075,297.3051,310.7445,324.8316,339.5657,354.8435,370.8891,387.8209,405.2965,423.895,443.1552,463.4365,466.5251,469.7023,472.992,476.405,479.9219,483.5577,487.3206,491.2145,495.2378,499.3502,503.6246,508.0686,512.6448,517.3745,522.2795,527.3464,532.5664,537.9294,543.4968,549.2746
1 Belgium (BE),5 Non-ferrous metals,49.6231,121.9416,100.948,87.0622,92.7132,101.5453,109.4967,120.6361,146.4081,141.7414,149.5643,156.2687,163.4344,171.0576,178.8485,187.3982,196.4149,206.04,216.2791,226.9771,238.443,249.1442,260.5096,272.3817,284.7652,297.8144,311.3811,325.6187,340.5246,356.1062,372.3665,389.4546,407.3767,426.1319,445.5798,466.0188,487.6047,509.8834,533.62,558.2046,584.108,587.1966,590.3738,593.6635,597.0765,600.5934,604.2291,607.9921,611.886,615.9093,620.0216,624.2961,628.7401,633.3163,638.0459,642.951,648.0179,653.2379,658.6009,664.1683,669.946
1 Belgium (BE),6 Chemicals,49.6231,81.2447,75.2002,70.0227,71.2336,73.5466,75.672,83.2432,99.9615,85.542,81.5843,84.3296,87.2466,90.3313,93.4872,96.9191,100.5282,104.3597,108.4187,112.647,117.1605,122.0679,127.2533,132.6557,138.2799,144.1833,150.3147,156.7308,163.4289,170.4164,177.6964,185.3214,193.2975,201.624,210.2569,219.3015,228.8171,238.6392,249.0502,259.8263,271.1488,274.2374,277.4146,280.7043,284.1173,287.6342,291.27,295.0329,298.9268,302.9501,307.0624,311.3369,315.7809,320.3571,325.0867,329.9918,335.0587,340.2787,345.6417,351.2091,356.9869
1 Belgium (BE),7 Non-metallics nes,49.6231,110.8492,96.956,83.1922,87.4058,93.8805,98.8676,109.2624,130.3495,122.3108,126.0606,131.3963,137.093,143.147,149.3354,156.1157,163.2627,170.8847,178.9871,187.4482,196.5104,205.2084,214.4371,224.0724,234.1189,244.6975,255.6935,267.2268,279.295,291.9052,305.0606,318.8769,333.3602,348.5098,364.2185,380.718,398.1306,416.1025,435.2319,455.0423,475.9044,478.993,482.1702,485.4599,488.8729,492.3898,496.0256,499.7885,503.6824,507.7057,511.8181,516.0925,520.5365,525.1127,529.8423,534.7474,539.8143,545.0343,550.3973,555.9647,561.7425
1 Belgium (BE),8 Ore-extra.(non-energy),49.6231,59.8757,60.7327,60.7327,60.7327,60.7327,60.7327,60.7327,73.4284,53.4375,42.75,43.2338,43.7235,44.2157,44.7238,45.2321,45.7521,46.2738,46.8025,47.3349,47.8767,49.4744,51.1294,52.836,54.5987,56.4202,58.3041,60.2521,62.2614,64.3394,66.4893,68.7084,71.0028,73.3718,75.8265,78.362,80.9823,83.6885,86.4871,89.375,92.3679,95.4565,98.6337,101.9234,105.3365,108.8533,112.4891,116.252,120.146,124.1693,128.2816,132.556,137.0,141.5762,146.3059,151.2109,156.2778,161.4978,166.8609,172.4283,178.206
1 Belgium (BE),"9 Food, drink & tob.",49.6231,59.8757,60.7327,60.7327,60.7327,60.7327,60.7327,60.7327,73.4284,53.4375,42.75,43.2338,43.7235,44.2157,44.7238,45.2321,45.7521,46.2738,46.8025,47.3349,47.8767,49.4744,51.1294,52.836,54.5987,56.4202,58.3041,60.2521,62.2614,64.3394,66.4893,68.7084,71.0028,73.3718,75.8265,78.362,80.9823,83.6885,86.4871,89.375,92.3679,95.4565,98.6337,101.9234,105.3365,108.8533,112.4891,116.252,120.146,124.1693,128.2816,132.556,137.0,141.5762,146.3059,151.2109,156.2778,161.4978,166.8609,172.4283,178.206
1 Belgium (BE),"10 Tex., cloth. & footw.",49.6231,59.8757,60.7327,60.7327,60.7327,60.7327,60.7327,60.7327,73.4284,53.4375,42.75,43.2338,43.7235,44.2157,44.7238,45.2321,45.7521,46.2738,46.8025,47.3349,47.8767,49.4744,51.1294,52.836,54.5987,56.4202,58.3041,60.2521,62.2614,64.3394,66.4893,68.7084,71.0028,73.3718,75.8265,78.362,80.9823,83.6885,86.4871,89.375,92.3679,95.4565,98.6337,101.9234,105.3365,108.8533,112.4891,116.252,120.146,124.1693,128.2816,132.556,137.0,141.5762,146.3059,151.2109,156.2778,161.4978,166.8609,172.4283,178.206
