RTI,FUTI,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
1 Belgium (BE),11 Paper & pulp,49.6231,112.8219,98.0158,84.535,91.3847,97.8723,103.7865,106.7334,123.1187,113.5617,115.4775,120.1968,125.2321,130.5796,136.0464,142.0299,148.3351,155.0552,162.1954,169.6494,177.6292,185.4252,193.6918,202.3199,211.3141,220.7803,230.6187,240.9345,251.7248,262.9971,274.7544,287.0975,300.0325,313.5585,327.5836,342.3091,357.8427,373.8754,390.9302,408.5909,427.1831,430.2717,433.4489,436.7386,440.1516,443.6685,447.3043,451.0672,454.9611,458.9844,463.0967,467.3712,471.8152,476.3914,481.121,486.0261,491.093,496.313,501.676,507.2434,513.0212
1 Belgium (BE),12 Engineering etc,49.6231,59.8757,60.7327,60.7327,60.7327,60.7327,60.7327,60.7327,73.4284,53.4375,42.75,43.2338,43.7235,44.2157,44.7238,45.2321,45.7521,46.2738,46.8025,47.3349,47.8767,49.4744,51.1294,52.836,54.5987,56.4202,58.3041,60.2521,62.2614,64.3394,66.4893,68.7084,71.0028,73.3718,75.8265,78.362,80.9823,83.6885,86.4871,89.375,92.3679,95.4565,98.6337,101.9234,105.3365,108.8533,112.4891,116.252,120.146,124.1693,128.2816,132.556,137.0,141.5762,146.3059,151.2109,156.2778,161.4978,166.8609,172.4283,178.206
1 Belgium (BE),13 Other industry,49.6231,107.9971,91.384,84.0547,90.8056,102.8295,110.1398,111.4223,137.2994,130.72,136.2327,142.1607,148.4931,155.2263,162.1083,169.6543,177.6104,186.0994,195.1265,204.5557,214.6582,224.2231,234.3766,244.9799,256.0378,267.6857,279.7942,292.498,305.7942,319.6904,334.1895,349.4218,365.3934,382.1035,399.4304,417.6349,436.8537,456.6895,477.8128,499.6893,522.7333,525.8219,528.9991,532.2888,535.7018,539.2187,542.8545,546.6174,550.5114,554.5346,558.6469,562.9214,567.3654,571.9416,576.6712,581.5763,586.6432,591.8632,597.2262,602.7936,608.5714
1 Belgium (BE),14 Construction,49.6231,59.8757,60.7327,60.7327,60.7327,60.7327,60.7327,60.7327,73.4284,53.4375,42.75,43.2338,43.7235,44.2157,44.7238,45.2321,45.7521,46.2738,46.8025,47.3349,47.8767,49.4744,51.1294,52.836,54.5987,56.4202,58.3041,60.2521,62.2614,64.3394,66.4893,68.7084,71.0028,73.3718,75.8265,78.362,80.9823,83.6885,86.4871,89.375,92.3679,95.4565,98.6337,101.9234,105.3365,108.8533,112.4891,116.252,120.146,124.1693,128.2816,132.556,137.0,141.5762,146.3059,151.2109,156.2778,161.4978,166.8609,172.4283,178.206
1 Belgium (BE),15 Rail transport,49.6231,59.8757,60.7327,60.7327,60.7327,60.7327,60.7327,60.7327,73.4284,53.4375,42.75,43.2338,43.7235,44.2157,44.7238,45.2321,45.7521,46.2738,46.8025,47.3349,47.8767,49.4744,51.1294,52.836,54.5987,56.4202,58.3041,60.2521,62.2614,64.3394,66.4893,68.7084,71.0028,73.3718,75.8265,78.362,80.9823,83.6885,86.4871,89.375,92.3679,95.4565,98.6337,101.9234,105.3365,108.8533,112.4891,116.252,120.146,124.1693,128.2816,132.556,137.0,141.5762,146.3059,151.2109,156.2778,161.4978,166.8609,172.4283,178.206
1 Belgium (BE),16 Road transport,49.6231,59.8757,60.7327,60.7327,60.7327,60.7327,60.7327,60.7327,73.4284,53.4375,42.75,43.2338,43.7235,44.2157,44.7238,45.2321,45.7521,46.2738,46.8025,47.3349,47.8767,49.4744,51.1294,52.836,54.5987,56.4202,58.3041,60.2521,62.2614,64.3394,66.4893,68.7084,71.0028,73.3718,75.8265,78.362,80.9823,83.6885,86.4871,89.375,92.3679,95.4565,98.6337,101.9234,105.3365,108.8533,112.4891,116.252,120.146,124.1693,128.2816,132.556,137.0,141.5762,146.3059,151.2109,156.2778,161.4978,166.8609,172.4283,178.206
1 Belgium (BE),17 Domestic aviation,49.6231,59.8757,94.6204,87.0105,90.1519,110.0208,105.5237,118.4489,190.6849,195.3154,214.3686,224.8472,236.0631,248.0127,260.2221,273.6505,287.8221,302.9704,319.1006,335.9661,354.0598,370.2841,387.5407,405.5804,424.4075,444.2684,464.9231,486.6169,509.3472,533.1213,557.9424,584.0516,611.455,640.1519,669.9095,701.2106,734.303,768.4563,804.8961,842.644,882.4471,885.5358,888.713,892.0026,895.4157,898.9326,902.5684,906.3312,910.2252,914.2485,918.3608,922.6353,927.0793,931.6555,936.3851,941.2902,946.3571,951.577,956.9401,962.5074,968.2853
1 Belgium (BE),18 Other transp. serv.,49.6231,59.8757,60.7327,60.7327,60.7327,60.7327,60.7327,60.7327,73.4284,53.4375,42.75,43.2338,43.7235,44.2157,44.7238,45.2321,45.7521,46.2738,46.8025,47.3349,47.8767,49.4744,51.1294,52.836,54.5987,56.4202,58.3041,60.2521,62.2614,64.3394,66.4893,68.7084,71.0028,73.3718,75.8265,78.362,80.9823,83.6885,86.4871,89.375,92.3679,95.4565,98.6337,101.9234,105.3365,108.8533,112.4891,116.252,120.146,124.1693,128.2816,132.556,137.0,141.5762,146.3059,151.2109,156.2778,161.4978,166.8609,172.4283,178.206
1 Belgium (BE),19 Households,630.7682,656.1561,692.0905,692.0905,692.0905,692.0905,692.0905,692.0905,821.2664,617.8645,509.1221,514.0439,519.0273,524.0347,529.2048,534.3762,539.6677,544.9758,550.3546,555.772,561.2845,577.5403,594.3795,611.7438,629.6794,648.2125,667.3806,687.2004,707.6445,728.7879,750.6625,773.2414,796.5865,820.6901,845.6661,871.4641,898.1249,925.6597,954.1343,983.5181,1013.9706,1045.396,1077.723,1111.1948,1145.9218,1181.7051,1218.698,1256.9846,1296.6045,1337.5403,1379.3818,1422.8734,1468.09,1514.6516,1562.7742,1612.6818,1664.2361,1717.348,1771.9155,1828.5621,1887.3495
1 Belgium (BE),"20 Agriculture, forestry",49.6231,59.8757,60.7327,60.7327,60.7327,60.7327,60.7327,60.7327,73.4284,53.4375,42.75,43.2338,43.7235,44.2157,44.7238,45.2321,45.7521,46.2738,46.8025,47.3349,47.8767,49.4744,51.1294,52.836,54.5987,56.4202,58.3041,60.2521,62.2614,64.3394,66.4893,68.7084,71.0028,73.3718,75.8265,78.362,80.9823,83.6885,86.4871,89.375,92.3679,95.4565,98.6337,101.9234,105.3365,108.8533,112.4891,116.252,120.146,124.1693,128.2816,132.556,137.0,141.5762,146.3059,151.2109,156.2778,161.4978,166.8609,172.4283,178.206
1 Belgium (BE),21 Fishing,49.6231,59.8757,60.7327,60.7327,60.7327,60.7327,60.7327,60.7327,73.4284,53.4375,42.75,43.2338,43.7235,44.2157,44.7238,45.2321,45.7521,46.2738,46.8025,47.3349,47.8767,49.4744,51.1294,52.836,54.5987,56.4202,58.3041,60.2521,62.2614,64.3394,66.4893,68.7084,71.0028,73.3718,75.8265,78.362,80.9823,83.6885,86.4871,89.375,92.3679,95.4565,98.6337,101.9234,105.3365,108.8533,112.4891,116.252,120.146,124.1693,128.2816,132.556,137.0,141.5762,146.3059,151.2109,156.2778,161.4978,166.8609,172.4283,178.206
1 Belgium (BE),22 Other final use,49.6231,59.8757,60.7327,60.7327,60.7327,60.7327,60.7327,60.7327,73.4284,53.4375,42.75,43.2338,43.7235,44.2157,44.7238,45.2321,45.7521,46.2738,46.8025,47.3349,47.8767,49.4744,51.1294,52.836,54.5987,56.4202,58.3041,60.2521,62.2614,64.3394,66.4893,68.7084,71.0028,73.3718,75.8265,78.362,80.9823,83.6885,86.4871,89.375,92.3679,95.4565,98.6337,101.9234,105.3365,108.8533,112.4891,116.252,120.146,124.1693,128.2816,132.556,137.0,141.5762,146.3059,151.2109,156.2778,161.4978,166.8609,172.4283,178.206
1 Belgium (BE),23 Non-energy use,49.6231,59.8757,60.7327,60.7327,60.7327,60.7327,60.7327,60.7327,73.4284,53.4375,42.75,43.2338,43.7235,44.2157,44.7238,45.2321,45.7521,46.2738,46.8025,47.3349,47.8767,49.4744,51.1294,52.836,54.5987,56.4202,58.3041,60.2521,62.2614,64.3394,66.4893,68.7084,71.0028,73.3718,75.8265,78.362,80.9823,83.6885,86.4871,89.375,92.3679,95.4565,98.6337,101.9234,105.3365,108.8533,112.4891,116.252,120.146,124.1693,128.2816,132.556,137.0,141.5762,146.3059,151.2109,156.2778,161.4978,166.8609,172.4283,178.206
1 Belgium (BE),24 Aviation bunkers,49.6231,59.8757,60.7327,60.7327,60.7327,60.7327,60.7327,60.7327,73.4284,53.4375,42.75,43.2338,43.7235,44.2157,44.7238,45.2321,45.7521,46.2738,46.8025,47.3349,47.8767,49.4744,51.1294,52.836,54.5987,56.4202,58.3041,60.2521,62.2614,64.3394,66.4893,68.7084,71.0028,73.3718,75.8265,78.362,80.9823,83.6885,86.4871,89.375,92.3679,95.4565,98.6337,101.9234,105.3365,108.8533,112.4891,116.252,120.146,124.1693,128.2816,132.556,137.0,141.5762,146.3059,151.2109,156.2778,161.4978,166.8609,172.4283,178.206
1 Belgium (BE),25 Marine bunkers,49.6231,59.8757,60.7327,60.7327,60.7327,60.7327,60.7327,60.7327,73.4284,53.4375,42.75,43.2338,43.7235,44.2157,44.7238,45.2321,45.7521,46.2738,46.8025,47.3349,47.8767,49.4744,51.1294,52.836,54.5987,56.4202,58.3041,60.2521,62.2614,64.3394,66.4893,68.7084,71.0028,73.3718,75.8265,78.362,80.9823,83.6885,86.4871,89.375,92.3679,95.4565,98.6337,101.9234,105.3365,108.8533,112.4891,116.252,120.146,124.1693,128.2816,132.556,137.0,141.5762,146.3059,151.2109,156.2778,161.4978,166.8609,172.4283,178.206
2 Denmark (DK),1 Power own use & trans.,103.6657,170.8048,144.9334,136.2321,141.0407,146.8798,152.4899,160.3899,193.9558,167.2313,160.8967,166.407,172.3348,178.571,184.9472,191.8841,199.1763,206.9157,215.1099,223.6367,232.7299,242.4462,252.7054,263.3788,274.4749,286.1162,298.1937,310.8248,324.003,337.7443,352.0539,367.0347,382.7023,399.0515,415.9917,433.7323,452.3971,471.6476,492.0562,513.1645,535.3402,540.8763,546.583,552.5074,558.6688,565.0292,571.6166,578.4487,585.5322,592.86,600.3612,608.1717,616.3061,624.6917,633.3695,642.3804,651.7028,661.3137,671.1976,681.472,692.1447
2 Denmark (DK),2 O.energy own use & tra,103.6657,155.9303,132.9845,127.987,130.7357,133.7112,136.8084,142.6397,171.7486,140.8377,128.9584,132.6752,136.6079,140.75,144.9905,149.573,154.3828,159.469,164.8416,170.4265,176.3705,183.4919,190.995,198.8007,206.9175,215.4186,224.2427,233.4612,243.0691,253.0802,263.5005,274.3935,285.7704,297.63,309.9251,322.7829,336.2793,350.2116,364.9335,380.166,396.1438,401.9857,407.9952,414.2175,420.6731,427.3251,434.202,441.3193,448.6844,456.2944,464.0726,472.1575,480.5632,489.2188,498.1646,507.4422,517.026,526.8992,537.0431,547.5735,558.5018
2 Denmark (DK),3 Hydrogen production,100.6512,115.5315,118.7166,118.7166,118.7166,118.7166,118.7166,118.7166,138.5638,107.377,90.7039,91.4591,92.2232,92.991,93.7837,94.5766,95.3879,96.2019,97.0266,97.8573,98.7026,101.1952,103.7771,106.4396,109.1896,112.0312,114.9701,118.0089,121.1435,124.3853,127.7391,131.201,134.7803,138.476,142.3055,146.2609,150.3486,154.5705,158.9363,163.4417,168.1108,172.9292,177.8858,183.018,188.3425,193.8291,199.5011,205.3714,211.4461,217.7228,224.1382,230.8067,237.7396,244.8788,252.2572,259.9093,267.814,275.9574,284.324,293.0095,302.0231
2 Denmark (DK),4 Iron & steel,100.6512,157.8936,148.828,140.1266,144.9352,150.7743,156.3844,164.2844,193.6344,174.0113,171.3063,176.7556,182.5574,188.7063,194.9946,201.8556,209.0785,216.762,224.9142,233.4159,242.5046,251.8666,261.7761,272.1095,282.874,294.188,305.9427,318.2554,331.1218,344.5534,358.555,373.2371,388.6091,404.6699,421.3224,438.788,457.1872,476.1785,496.3442,517.2219,539.1793,543.9977,548.9543,554.0865,559.4111,564.8976,570.5696,576.4399,582.5147,588.7914,595.2068,601.8752,608.8082,615.9473,623.3257,630.9779,638.8826,647.0259,655.3926,664.0781,673.0917
2 Denmark (DK),5 Non-ferrous metals,100.6512,115.5315,118.7166,118.7166,118.7166,118.7166,118.7166,118.7166,138.5638,107.377,90.7039,91.4591,92.2232,92.991,93.7837,94.5766,95.3879,96.2019,97.0266,97.8573,98.7026,101.1952,103.7771,106.4396,109.1896,112.0312,114.9701,118.0089,121.1435,124.3853,127.7391,131.201,134.7803,138.476,142.3055,146.2609,150.3486,154.5705,158.9363,163.4417,168.1108,172.9292,177.8858,183.018,188.3425,193.8291,199.5011,205.3714,211.4461,217.7228,224.1382,230.8067,237.7396,244.8788,252.2572,259.9093,267.814,275.9574,284.324,293.0095,302.0231
2 Denmark (DK),6 Chemicals,100.6512,159.7956,145.3461,139.9093,144.5247,150.7786,152.892,159.2172,189.0635,168.4807,164.6163,169.676,175.0596,180.7619,186.5941,192.9514,199.6422,206.7555,214.2995,222.1645,230.569,239.3609,248.6622,258.3589,268.4582,279.069,290.092,301.635,313.6936,326.2794,339.3973,353.1481,367.5413,382.5758,398.164,414.5082,431.7196,449.485,468.3394,487.8582,508.3806,513.199,518.1556,523.2878,528.6124,534.0989,539.7709,545.6412,551.716,557.9927,564.4081,571.0765,578.0095,585.1486,592.527,600.1792,608.0839,616.2272,624.5939,633.2794,642.293
2 Denmark (DK),7 Non-metallics nes,100.6512,157.0273,147.5627,140.1812,146.2784,153.3433,160.0105,168.7455,199.7693,181.4344,180.2854,186.2577,192.6206,199.369,206.2695,213.8065,221.7436,230.1924,239.1609,248.5171,258.5241,268.6514,279.3771,290.5652,302.2224,314.4803,327.2171,340.5629,354.5134,369.0801,384.2679,400.1999,416.8856,434.3239,452.4049,471.3754,491.369,512.0056,533.9315,556.633,580.5164,585.3348,590.2914,595.4236,600.7481,606.2347,611.9067,617.777,623.8517,630.1284,636.5438,643.2123,650.1452,657.2844,664.6628,672.3149,680.2196,688.363,696.7296,705.4151,714.4287
2 Denmark (DK),8 Ore-extra.(non-energy),100.6512,115.5315,118.7166,118.7166,118.7166,118.7166,118.7166,118.7166,138.5638,107.377,90.7039,91.4591,92.2232,92.991,93.7837,94.5766,95.3879,96.2019,97.0266,97.8573,98.7026,101.1952,103.7771,106.4396,109.1896,112.0312,114.9701,118.0089,121.1435,124.3853,127.7391,131.201,134.7803,138.476,142.3055,146.2609,150.3486,154.5705,158.9363,163.4417,168.1108,172.9292,177.8858,183.018,188.3425,193.8291,199.5011,205.3714,211.4461,217.7228,224.1382,230.8067,237.7396,244.8788,252.2572,259.9093,267.814,275.9574,284.324,293.0095,302.0231
2 Denmark (DK),"9 Food, drink & tob.",100.6512,115.5315,118.7166,118.7166,118.7166,118.7166,118.7166,118.7166,138.5638,107.377,90.7039,91.4591,92.2232,92.991,93.7837,94.5766,95.3879,96.2019,97.0266,97.8573,98.7026,101.1952,103.7771,106.4396,109.1896,112.0312,114.9701,118.0089,121.1435,124.3853,127.7391,131.201,134.7803,138.476,142.3055,146.2609,150.3486,154.5705,158.9363,163.4417,168.1108,172.9292,177.8858,183.018,188.3425,193.8291,199.5011,205.3714,211.4461,217.7228,224.1382,230.8067,237.7396,244.8788,252.2572,259.9093,267.814,275.9574,284.324,293.0095,302.0231
2 Denmark (DK),"10 Tex., cloth. & footw.",100.6512,115.5315,118.7166,118.7166,118.7166,118.7166,118.7166,118.7166,138.5638,107.377,90.7039,91.4591,92.2232,92.991,93.7837,94.5766,95.3879,96.2019,97.0266,97.8573,98.7026,101.1952,103.7771,106.4396,109.1896,112.0312,114.9701,118.0089,121.1435,124.3853,127.7391,131.201,134.7803,138.476,142.3055,146.2609,150.3486,154.5705,158.9363,163.4417,168.1108,172.9292,177.8858,183.018,188.3425,193.8291,199.5011,205.3714,211.4461,217.7228,224.1382,230.8067,237.7396,244.8788,252.2572,259.9093,267.814,275.9574,284.324,293.0095,302.0231
2 Denmark (DK),11 Paper & pulp,100.6512,160.4209,148.3132,138.2034,136.299,137.1318,135.7401,143.2229,197.7922,179.0422,177.3918,183.1955,189.3776,195.9328,202.636,209.9551,217.6621,225.8643,234.5697,243.6505,253.3616,263.2423,273.705,284.6176,295.9872,307.9408,320.3612,333.3741,346.9752,361.1761,375.9816,391.5108,407.7732,424.7676,442.3882,460.8737,480.3535,500.4599,521.8186,543.9323,567.1951,572.0134,576.97,582.1022,587.4268,592.9133,598.5853,604.4556,610.5304,616.8071,623.2225,629.8909,636.8239,643.963,651.3414,658.9936,666.8983,675.0416,683.4083,692.0938,701.1074
2 Denmark (DK),12 Engineering etc,100.6512,115.5315,118.7166,118.7166,118.7166,118.7166,118.7166,118.7166,138.5638,107.377,90.7039,91.4591,92.2232,92.991,93.7837,94.5766,95.3879,96.2019,97.0266,97.8573,98.7026,101.1952,103.7771,106.4396,109.1896,112.0312,114.9701,118.0089,121.1435,124.3853,127.7391,131.201,134.7803,138.476,142.3055,146.2609,150.3486,154.5705,158.9363,163.4417,168.1108,172.9292,177.8858,183.018,188.3425,193.8291,199.5011,205.3714,211.4461,217.7228,224.1382,230.8067,237.7396,244.8788,252.2572,259.9093,267.814,275.9574,284.324,293.0095,302.0231
2 Denmark (DK),13 Other industry,100.6512,164.1953,155.1259,144.9612,151.442,158.0491,163.6939,169.6614,194.9341,175.5839,173.2085,178.7686,184.6892,190.9652,197.3832,204.3874,211.7616,219.6072,227.9323,236.6151,245.8983,255.4225,265.5049,276.0193,286.973,298.4869,310.4497,322.9813,336.0773,349.7494,364.0022,378.9491,394.5995,410.9521,427.9072,445.6916,464.4286,483.7684,504.3071,525.5711,547.9365,552.7549,557.7115,562.8438,568.1683,573.6548,579.3268,585.1971,591.2719,597.5486,603.964,610.6324,617.5654,624.7045,632.0829,639.7351,647.6398,655.7831,664.1498,672.8353,681.8489
2 Denmark (DK),14 Construction,100.6512,115.5315,118.7166,118.7166,118.7166,118.7166,118.7166,118.7166,138.5638,107.377,90.7039,91.4591,92.2232,92.991,93.7837,94.5766,95.3879,96.2019,97.0266,97.8573,98.7026,101.1952,103.7771,106.4396,109.1896,112.0312,114.9701,118.0089,121.1435,124.3853,127.7391,131.201,134.7803,138.476,142.3055,146.2609,150.3486,154.5705,158.9363,163.4417,168.1108,172.9292,177.8858,183.018,188.3425,193.8291,199.5011,205.3714,211.4461,217.7228,224.1382,230.8067,237.7396,244.8788,252.2572,259.9093,267.814,275.9574,284.324,293.0095,302.0231
2 Denmark (DK),15 Rail transport,100.6512,115.5315,118.7166,118.7166,118.7166,118.7166,118.7166,118.7166,138.5638,107.377,90.7039,91.4591,92.2232,92.991,93.7837,94.5766,95.3879,96.2019,97.0266,97.8573,98.7026,101.1952,103.7771,106.4396,109.1896,112.0312,114.9701,118.0089,121.1435,124.3853,127.7391,131.201,134.7803,138.476,142.3055,146.2609,150.3486,154.5705,158.9363,163.4417,168.1108,172.9292,177.8858,183.018,188.3425,193.8291,199.5011,205.3714,211.4461,217.7228,224.1382,230.8067,237.7396,244.8788,252.2572,259.9093,267.814,275.9574,284.324,293.0095,302.0231
2 Denmark (DK),16 Road transport,100.6512,115.5315,118.7166,118.7166,118.7166,118.7166,118.7166,118.7166,138.5638,107.377,90.7039,91.4591,92.2232,92.991,93.7837,94.5766,95.3879,96.2019,97.0266,97.8573,98.7026,101.1952,103.7771,106.4396,109.1896,112.0312,114.9701,118.0089,121.1435,124.3853,127.7391,131.201,134.7803,138.476,142.3055,146.2609,150.3486,154.5705,158.9363,163.4417,168.1108,172.9292,177.8858,183.018,188.3425,193.8291,199.5011,205.3714,211.4461,217.7228,224.1382,230.8067,237.7396,244.8788,252.2572,259.9093,267.814,275.9574,284.324,293.0095,302.0231
2 Denmark (DK),17 Domestic aviation,100.6512,115.5315,158.3144,146.9081,154.2285,163.798,172.3969,186.7812,224.1766,210.9667,216.0084,224.0611,232.6567,241.79,251.1262,261.3525,272.1313,283.6246,295.8406,308.5966,322.2571,335.429,349.4023,363.99,379.1993,395.2121,411.8562,429.3121,447.5757,466.6586,486.5655,507.4703,529.3825,552.301,576.0652,601.0234,627.3599,654.5422,683.4707,713.4285,744.974,749.7924,754.749,759.8812,765.2057,770.6923,776.3643,782.2346,788.3093,794.586,801.0015,807.6699,814.6028,821.7419,829.1204,836.7726,844.6772,852.8206,861.1873,869.8727,878.8864
