Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,1068.5215,1267.8945,1341.6531,1310.7485,1260.8745,1078.9727,979.1976,1064.0139,1170.1073,1188.8396,1046.2599,1107.156,1365.9272,1461.2668,1419.3221,1376.5298,1384.3611,1391.7524,1399.1951,1406.3887,1413.541,1442.8542,1472.4734,1502.6663,1533.2527,1564.4858,1597.0737,1630.3132,1664.1525,1698.5521,1733.3346,1768.9855,1805.7225,1843.5057,1882.1251,1921.8524,1962.6783,2004.6699,2047.6667,2091.8247,2137.4834
2 O.energy own use & tra,1068.5215,1268.722,1341.316,1310.6819,1260.5139,1077.3542,978.1132,1062.8149,1167.1244,1184.1429,1042.7856,1098.1254,1351.149,1443.4668,1401.0988,1357.8733,1365.2615,1372.1995,1379.1782,1385.8973,1392.5642,1421.3806,1450.4915,1480.1643,1510.2188,1540.9075,1572.9385,1605.6084,1638.8649,1672.6682,1706.8408,1741.8676,1777.9663,1815.0964,1853.0476,1892.0914,1932.2183,1973.4946,2015.7596,2059.1692,2104.0625
3 Hydrogen production,1068.5215,1252.0873,1334.9973,1306.4879,1256.1602,1072.5942,975.1387,1058.9214,1157.2498,1168.5953,1031.2847,1068.2306,1302.2281,1384.542,1340.7729,1296.114,1302.0354,1307.4725,1312.9159,1318.0638,1323.1234,1350.2953,1377.7235,1405.675,1433.9684,1462.8553,1493.0431,1523.827,1555.1542,1586.9838,1619.137,1652.098,1686.0834,1721.0515,1756.7911,1793.5724,1831.3846,1870.2933,1910.1364,1951.0682,1993.4269
4 Iron & steel,1068.5215,1263.1523,1339.6564,1309.4703,1259.4602,1077.0591,977.9799,1062.4862,1166.25,1182.7664,1041.7673,1095.4784,1346.8175,1438.2495,1395.7573,1352.405,1359.6633,1366.4685,1373.3113,1379.8912,1386.4158,1415.0867,1444.0483,1473.5688,1503.4674,1533.9966,1565.8645,1598.3673,1631.453,1665.0815,1699.0753,1733.9192,1769.8308,1806.7695,1844.5249,1883.3684,1923.2903,1964.3569,2006.4076,2049.5977,2094.2666
5 Non-ferrous metals,1068.5215,1288.0195,1355.5002,1316.2454,1266.8555,1081.3538,979.8003,1065.3088,1171.5085,1191.0463,1047.8922,1111.3989,1372.8705,1469.6299,1427.884,1385.2952,1393.3346,1400.939,1408.5995,1416.0161,1423.3966,1452.9432,1482.801,1513.2383,1544.0747,1575.5635,1608.413,1641.9202,1676.0333,1710.7131,1745.7822,1781.7262,1818.7632,1856.8533,1895.7866,1935.835,1976.9894,2019.317,2062.6575,2107.1672,2153.1858
6 Chemicals,1068.5215,1264.6566,1340.6355,1310.897,1260.7062,1079.6522,979.05,1065.0308,1173.7383,1194.5566,1050.4889,1118.1486,1383.9159,1482.9341,1441.5044,1399.2393,1407.6099,1415.553,1423.5603,1431.3315,1439.075,1468.9929,1499.2307,1530.0566,1561.2905,1593.1863,1626.4519,1660.3848,1694.9336,1730.0591,1765.584,1801.9945,1839.5087,1878.0868,1917.5195,1958.0786,1999.7557,2042.6179,2086.5054,2131.5745,2178.165
7 Non-metallics nes,1068.5215,1270.9641,1343.3768,1311.5374,1262.1981,1080.4874,979.8591,1065.0021,1172.8567,1193.1678,1049.4617,1115.4783,1379.5461,1477.6707,1436.116,1393.7227,1401.9624,1409.7715,1417.6416,1425.2725,1432.8723,1462.6434,1492.7307,1523.403,1554.4796,1586.2144,1619.3154,1653.0798,1687.4563,1722.4055,1757.75,1793.9761,1831.3014,1869.6864,1908.9215,1949.2786,1990.7489,2033.3997,2077.0708,2121.9185,2168.2827
8 Ore-extra.(non-energy),1068.5215,1252.0873,1334.9973,1306.4879,1256.1602,1072.5942,975.1387,1058.9214,1157.2498,1168.5953,1031.2847,1068.2306,1302.2281,1384.542,1340.7729,1296.114,1302.0354,1307.4725,1312.9159,1318.0638,1323.1234,1350.2953,1377.7235,1405.675,1433.9684,1462.8553,1493.0431,1523.827,1555.1542,1586.9838,1619.137,1652.098,1686.0834,1721.0515,1756.7911,1793.5724,1831.3846,1870.2933,1910.1364,1951.0682,1993.4269
"9 Food, drink & tob.",1068.5215,1252.0873,1334.9973,1306.4879,1256.1602,1072.5942,975.1387,1058.9214,1157.2498,1168.5953,1031.2847,1068.2306,1302.2281,1384.542,1340.7729,1296.114,1302.0354,1307.4725,1312.9159,1318.0638,1323.1234,1350.2953,1377.7235,1405.675,1433.9684,1462.8553,1493.0431,1523.827,1555.1542,1586.9838,1619.137,1652.098,1686.0834,1721.0515,1756.7911,1793.5724,1831.3846,1870.2933,1910.1364,1951.0682,1993.4269
"10 Tex., cloth. & footw.",1068.5215,1252.0873,1334.9973,1306.4879,1256.1602,1072.5942,975.1387,1058.9214,1157.2498,1168.5953,1031.2847,1068.2306,1302.2281,1384.542,1340.7729,1296.114,1302.0354,1307.4725,1312.9159,1318.0638,1323.1234,1350.2953,1377.7235,1405.675,1433.9684,1462.8553,1493.0431,1523.827,1555.1542,1586.9838,1619.137,1652.098,1686.0834,1721.0515,1756.7911,1793.5724,1831.3846,1870.2933,1910.1364,1951.0682,1993.4269
