Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
2 O.energy own use & tra,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
3 Hydrogen production,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
4 Iron & steel,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
5 Non-ferrous metals,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
6 Chemicals,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
7 Non-metallics nes,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
8 Ore-extra.(non-energy),484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
"9 Food, drink & tob.",484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
"10 Tex., cloth. & footw.",484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
11 Paper & pulp,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
12 Engineering etc,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
13 Other industry,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
14 Construction,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
15 Rail transport,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
16 Road transport,563.5976,715.3623,836.9484,870.1608,766.9655,597.4594,558.4965,675.4008,687.8923,749.467,682.6989,682.6989,700.1315,718.0869,736.5812,755.6302,775.2507,795.4598,816.2753,837.7151,859.7982,882.5437,905.9717,930.1024,954.9572,980.5574,1006.9258,1034.0852,1062.0593,1090.8726,1120.5504,1151.1185,1182.6036,1215.0333,1248.4359,1282.8407,1318.2775,1354.7773,1392.3723,1431.0951,1470.9795
17 Domestic aviation,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
18 Other transp. serv.,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
19 Households,563.5976,715.3623,836.9484,870.1608,766.9655,597.4594,558.4965,675.4008,687.8923,749.467,682.6989,682.6989,700.1315,718.0869,736.5812,755.6302,775.2507,795.4598,816.2753,837.7151,859.7982,882.5437,905.9717,930.1024,954.9572,980.5574,1006.9258,1034.0852,1062.0593,1090.8726,1120.5504,1151.1185,1182.6036,1215.0333,1248.4359,1282.8407,1318.2775,1354.7773,1392.3723,1431.0951,1470.9795
"20 Agriculture, forestry",563.5976,715.3623,836.9484,870.1608,766.9655,597.4594,558.4965,675.4008,687.8923,749.467,682.6989,682.6989,700.1315,718.0869,736.5812,755.6302,775.2507,795.4598,816.2753,837.7151,859.7982,882.5437,905.9717,930.1024,954.9572,980.5574,1006.9258,1034.0852,1062.0593,1090.8726,1120.5504,1151.1185,1182.6036,1215.0333,1248.4359,1282.8407,1318.2775,1354.7773,1392.3723,1431.0951,1470.9795
21 Fishing,563.5976,715.3623,836.9484,870.1608,766.9655,597.4594,558.4965,675.4008,687.8923,749.467,682.6989,682.6989,700.1315,718.0869,736.5812,755.6302,775.2507,795.4598,816.2753,837.7151,859.7982,882.5437,905.9717,930.1024,954.9572,980.5574,1006.9258,1034.0852,1062.0593,1090.8726,1120.5504,1151.1185,1182.6036,1215.0333,1248.4359,1282.8407,1318.2775,1354.7773,1392.3723,1431.0951,1470.9795
22 Other final use,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,597.366,608.2594,619.4797,631.0366,642.9402,655.2009,667.8293,680.8367,694.2344,708.0338,722.2474,736.8873,751.9664,767.4978,783.4952,799.9727,816.9443,834.425,852.4303,870.9757,890.0774,909.7522,930.0173,950.8903,972.3895,994.5336,1017.3421,1040.835,1065.0323
23 Non-energy use,563.5976,715.3623,836.9484,870.1608,766.9655,597.4594,558.4965,675.4008,687.8923,749.467,682.6989,682.6989,700.1315,718.0869,736.5812,755.6302,775.2507,795.4598,816.2753,837.7151,859.7982,882.5437,905.9717,930.1024,954.9572,980.5574,1006.9258,1034.0852,1062.0593,1090.8726,1120.5504,1151.1185,1182.6036,1215.0333,1248.4359,1282.8407,1318.2775,1354.7773,1392.3723,1431.0951,1470.9795
24 Aviation bunkers,563.5976,715.3623,836.9484,870.1608,766.9655,597.4594,558.4965,675.4008,687.8923,749.467,682.6989,682.6989,700.1315,718.0869,736.5812,755.6302,775.2507,795.4598,816.2753,837.7151,859.7982,882.5437,905.9717,930.1024,954.9572,980.5574,1006.9258,1034.0852,1062.0593,1090.8726,1120.5504,1151.1185,1182.6036,1215.0333,1248.4359,1282.8407,1318.2775,1354.7773,1392.3723,1431.0951,1470.9795
25 Marine bunkers,563.5976,715.3623,836.9484,870.1608,766.9655,597.4594,558.4965,675.4008,687.8923,749.467,682.6989,682.6989,700.1315,718.0869,736.5812,755.6302,775.2507,795.4598,816.2753,837.7151,859.7982,882.5437,905.9717,930.1024,954.9572,980.5574,1006.9258,1034.0852,1062.0593,1090.8726,1120.5504,1151.1185,1182.6036,1215.0333,1248.4359,1282.8407,1318.2775,1354.7773,1392.3723,1431.0951,1470.9795
