,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
1 Male Children,2053.3869999999997,2057.373,2066.8810000000003,2076.9629999999997,2094.148,2118.1589999999997,2144.607,2168.945,2205.93,2234.5829999999996,2260.054,2288.587,2322.4449999999997,2360.901,2405.466,2451.78,2492.709,2524.371,2556.7250000000004,2578.1040000000003,2591.21,2601.42,2611.5530000000003,2619.9030000000002,2629.598,2638.64,2643.682,2643.4900000000002,2647.063,2646.105,2642.043,2637.488,2633.976,2636.634,2640.199,2644.808,2650.103,2655.969,2668.011,2681.027,2694.874,2709.206,2723.676,2744.111,2764.2920000000004,2784.032,2803.116,2821.263,2839.527481263351,2857.9102043481203,2876.411934736126,2895.0334428648143,2913.775504159341,2932.63889906486,2951.624413079025,2970.732836784696,2989.9649658828607,3009.321601225771,3028.8035488502874,3048.411620011447,3068.146631216245,3088.0094042576325,3108.000766248739,3128.121549657316,3148.3725923403986,3168.754737579198,3189.2688341142143,3209.915736180583,3230.696303543642,3251.611401534737,3272.661901087253,3293.8486787728825,3315.1726168381256,3336.6346032410293,3358.2355316881626,3379.9763016718325,3401.8578185075394,3423.8809933716752,3446.046743339467,3468.355991423164,3490.8096666104757,3513.408703903253,3536.1540443564245,3559.0466351171835,3582.0874294644286,3605.2773868484583,3628.6174729309246,3652.1086596250457,3675.7519251360754,3699.548254002039,3723.4986371347295,3747.6040718609715,3771.86556196415,3796.2841177260107,3820.8607559687284,3845.59650009725,3870.4923801419095,3895.5494328013197
2 Male 15-19,702.626,708.488,716.277,741.96,763.413,776.336,779.431,775.192,779.933,782.394,779.867,772.663,763.751,760.268,759.518,761.925,767.904,777.475,791.122,809.251,829.558,848.526,863.973,878.525,889.173,897.191,905.037,914.094,925.875,938.711,951.075,960.578,965.804,969.296,969.023,965.954,961.879,957.978,956.192,954.791,953.636,952.415,950.944,951.508,952.461,953.679,955.11,956.738,958.3687749515764,960.0023295846776,961.6386686373144,963.2777968555737,964.9197189936322,966.5644398137699,968.2119640863846,969.8622965900048,971.5154421113045,973.1714054451166,974.8301913944468,976.4918047704875,978.156250392632,979.8235330884884,981.4936576938932,983.1666290529259,984.8424520179229,986.5211314494913,988.2026722165233,989.88707919621,991.5743572740561,993.2645113438933,994.9575463078953,996.6534670765915,998.3522785688812,1000.0539857120482,1001.7585934417749,1003.4661067021568,1005.1765304457165,1006.8898696334181,1008.6061292346822,1010.3253142273994,1012.0474295979456,1013.7724803411957,1015.5004714605385,1017.2314079678914,1018.9652948837146,1020.7021372370256,1022.4419400654139,1024.1847084150559,1025.9304473407292,1027.6791619058272,1029.4308571823742,1031.1855382510396,1032.943210201153,1034.703878130719,1036.4675471464311,1038.2342223636883,1040.003908906608,1041.7766119080425
3 Male 20-24,673.95,699.03,721.124,751.051,779.085,805.606,830.475,851.138,853.266,855.016,858.53,863.194,865.924,858.527,846.615,832.605,820.079,811.222,804.93,802.38,803.813,809.115,818.005,831.914,849.988,870.238,889.562,905.828,919.905,930.669,939.332,948.011,957.841,969.323,981.885,994.152,1003.871,1009.571,1012.508,1011.937,1008.954,1005.292,1001.964,999.728,998.115,997.039,996.15,995.16,994.1709838879686,993.1829506860923,992.1958994175292,991.209829106408,990.2247387778277,989.2406274578559,988.257494173528,987.2753379528466,986.2941578247802,985.3139528192625,984.334721967191,983.3564643004264,982.3791788517917,981.4028646550711,980.4275207450088,979.4531461573085,978.4797399286324,977.5073010965997,976.5358286997863,975.5653217777235,974.5957793708973,973.627200520747,972.6595842696648,971.6929296609944,970.7272357390303,969.762501549017,968.7987261371476,967.8359085505632,966.874047837352,965.9131430465482,964.9531932281309,963.9941974330236,963.0361547130929,962.0790641211476,961.122924710938,960.1677355371548,959.2134956554281,958.2602041223265,957.3078599953562,956.3564623329603,955.4060101945173,954.4565026403409,953.5079387316782,952.5603175307097,951.6136381005477,950.6678995052358,949.7231008097476,948.7792410799859,947.8363193827821,946.8943347858947
4 Male 25-29,680.475,666.108,664.101,681.148,713.443,756.409,801.341,841.934,865.52,881.516,890.714,896.202,901.325,907.262,912.216,915.215,914.654,909.705,899.999,886.784,872.006,858.624,848.723,843.119,840.803,842.181,847.567,856.933,870.763,889.188,909.991,929.792,946.443,960.639,971.43,979.986,988.564,998.477,1009.831,1022.374,1034.679,1044.457,1050.326,1053.256,1052.791,1049.878,1046.228,1042.993,1039.7680028148739,1036.5529775153157,1033.3478932676544,1030.152719333559,1026.9674250697426,1023.7919799276698,1020.6263534532627,1017.4705152866095,1014.3244351616729,1011.1880829060002,1008.0614284404336,1004.9444417788218,1001.8370930277327,998.7393523861664,995.6511901452694,992.5725766880499,989.5034824890935,986.4438781142802,983.3937342205021,980.353021555382,977.3217109569928,974.2997733535776,971.2871797632715,968.2839012938231,965.2899091423175,962.3051745949001,959.3296690265016,956.3633639005628,953.4062307687615,950.4582412707391,947.5193671338293,944.5895801727864,941.6688522895153,938.7571554728016,935.8544617980438,932.9607434269843,930.0759726074436,927.2001216730534,924.3331630429915,921.4750692217171,918.6258127987077,915.7853664481952,912.9537029289049,910.1307950837937,907.3166158397894,904.5111382075316,901.7143352811128,898.9261802378197,896.146646337877,893.3757069241899
5 Male 30-34,733.276,746.964,752.14,751.675,743.433,732.774,729.426,739.957,760.788,793.264,831.131,865.568,891.566,910.354,922.374,929.256,934.339,939.585,943.166,946.817,949.189,948.025,942.235,933.125,920.073,905.26,892.094,882.78,876.978,874.965,876.93,882.894,892.706,906.518,924.876,945.57,965.347,982.126,996.052,1006.753,1015.375,1024.13,1034.274,1045.472,1058.022,1070.39,1080.262,1086.272,1092.3154364256077,1098.3924952992122,1104.5033636781316,1110.6482296603706,1116.8272823904108,1123.0407120650325,1129.2887099391692,1135.5714683317944,1141.889180631842,1148.2420413041577,1154.6302458954863,1161.0539910404898,1167.5134744678003,1174.008895006106,1180.5404525902723,1187.1083482674944,1193.7127842034872,1200.3539636887074,1207.0320911446106,1213.7473721299448,1220.5000133470762,1227.290222648353,1234.1182090425023,1240.9841827010641,1247.8883549648606,1254.830938350501,1261.8121465569234,1268.8321944719726,1275.8912981790145,1282.9896749635868,1290.1275433200883,1297.3051229585035,1304.5226348111655,1311.7803010395573,1319.078345041149,1326.4169914562754,1333.796466175049,1341.2169963443152,1348.6788103746424,1356.1821379473529,1363.7272100215937,1371.3142588414444,1378.9435179430668,1386.6152221618931,1394.329607639854,1402.0869118326473,1409.887373517048,1417.731232798257,1425.6187311172919,1433.5501112584195
6 Male 35-39,735.613,725.408,725.176,733.367,752.761,777.164,797.259,807.708,805.398,795.374,784.578,782.207,792.466,808.877,835.251,867.236,897.596,921.591,938.125,948.9,955.33,960.1,964.829,968.81,972.39,974.599,973.69,968.66,959.127,946.214,932.007,919.585,910.953,905.069,902.891,904.773,910.877,921.036,934.452,952.539,973.229,993.261,1010.438,1024.057,1034.602,1043.273,1052.252,1062.729,1073.310316769177,1083.996988962521,1094.7900655766405,1105.6906060527303,1116.6996803805666,1127.8183692035361,1139.0477639247108,1150.38896681398,1161.843091116248,1173.4112611607097,1185.094612471214,1196.894291877726,1208.8114576288986,1220.8472795057664,1233.00293893657,1245.279629112724,1257.6785551059404,1270.2009339865174,1282.847994942806,1295.620979401867,1308.5211411513276,1321.5497464624532,1334.7080742144433,1347.9974160199658,1361.4190763519407,1374.9743726715858,1388.6646355577388,1402.4912088374651,1416.4554497179672,1430.558728919808,1444.8024308114582,1459.1879535451872,1473.7167091943024,1488.3901238917597,1503.2096379701497,1518.1767061030812,1533.29279744797,1548.5593957902515,1563.9779996890272,1579.5501226241624,1595.277293144849,1611.1610550196458,1627.2029673880147,1643.4046049133644,1659.7675579376184,1676.293432637322,1692.9838511813032,1709.840451889904,1726.8648893957966,1744.0588348064014
7 Male 40-44,764.243,776.905,783.88,779.438,769.92,760.168,756.429,761.467,771.464,788.42,807.149,820.72,826.388,826.167,818.213,807.814,803.525,810.368,825.489,851.199,882.844,912.696,935.915,953.104,963.98,970.165,974.842,979.895,983.745,987.608,990.277,989.711,984.904,975.776,963.059,948.836,936.344,927.755,921.998,919.926,921.85,927.941,938.125,951.675,969.868,990.536,1010.431,1027.507,1044.8715796021697,1062.529615720704,1080.486067688277,1098.7459786488919,1117.3144769742682,1136.1967777041673,1155.3981840110564,1174.924088689528,1194.7799756708878,1214.9714215633396,1235.5040972181994,1256.3837693225767,1277.6163020189729,1299.2076585522502,1321.1639029444336,1343.4912016978162,1366.1958255268476,1389.2841511192892,1412.7626629271344,1436.6379549877934,1460.9167327760556,1485.6058150873503,1510.712135952834,1536.2427465868411,1562.2048173672476,1588.6056398493004,1615.4526288134816,1642.7533243479802,1670.515393966357,1698.7466347609975,1727.4549755929581,1756.648479318819,1786.3353450551713,1816.5239104813727,1847.2226541812195,1878.440198024192,1910.185309586942,1942.4669046157035,1975.294049530317,2008.6759639705701,2042.6220233855736,2077.141761666893,2112.2448738261833,2147.941218718072,2184.2408218090595,2221.153877993214,2258.6907544554483,2296.861993583188,2335.6783159272436,2375.150623212722
8 Male 44-49,688.941,704.436,722.181,738.568,756.599,772.638,783.035,786.927,786.439,780.946,774.202,771.303,774.701,782.549,796.33,812.586,825.466,831.536,830.347,822.193,812.097,807.967,814.503,830.217,855.826,887.027,916.614,939.926,956.809,967.766,974.344,979.384,984.553,988.776,992.709,995.32,994.743,989.986,981.017,968.407,954.36,942.08,933.629,928.121,926.173,928.164,934.267,944.376,954.5943818801262,964.9233291793737,975.3640382429221,985.9177183607017,996.5855919074588,1007.3688944843371,1018.26887506199,1029.2867961252423,1040.4239338193167,1051.6815780976433,1063.061032871267,1074.5636161598723,1086.1906602444433,1097.9435118215738,1109.8235321594473,1121.8320972555061,1133.9705979958253,1146.2404403162109,1158.643045365042,1171.1798496678753,1183.8523052938285,1196.6618800237668,1209.610057520307,1222.6983374996626,1235.9282359053473,1249.3012850837588,1262.8190339616615,1276.4830482255907,1290.294910503197,1304.2562205465535,1318.3685954174468,1332.6336696746719,1347.0530955633537,1361.6285432063185,1376.3617007975342,1391.2542747976456,1406.3079901316232,1421.5245903885523,1436.9058380235836,1452.453514562068,1468.1694208059016,1484.0553770421025,1500.113223253644,1516.344819332571,1532.7520452954197,1549.3368015009703,1566.1010088703551,1583.0466091095482,1600.1755649342624,1617.4898602972798
9 Male 50-54,652.929,651.841,657.037,663.45,675.504,692.122,710.434,727.651,742.051,755.906,767.902,776.186,780.104,781.52,777.342,770.762,766.933,768.934,776.379,790.36,806.968,819.836,825.459,825.242,817.525,807.381,803.042,809.405,825.256,851.114,882.398,911.689,934.407,951.852,963.161,969.741,974.504,979.287,983.976,988.3,991.072,990.388,985.361,977.04,965.017,951.246,938.865,930.079,921.375220336257,912.7528915819905,904.2112515107988,895.749545029277,887.3670241102659,879.0629477267253,870.8365817862257,862.6871990660541,854.614079148926,846.6165083592996,838.6937797002859,830.845192791149,823.0700538053916,815.3676754094196,807.7373767017808,800.1784831529725,792.6903265458116,785.2722449163637,777.9235824954243,770.6436896505479,763.4319228286196,756.2876444989638,749.2102230969859,742.199032968341,735.2534543136251,728.3728731335837,721.5566811748337,714.8042758760929,708.1150603149126,701.4884431549089,694.9238385934872,688.4206663100572,681.9783514147312,675.5963243975029,669.2740210779026,663.0108825551218,656.8063551586065,650.6598903991112,644.5709449202121,638.5389804502735,632.5634637548635,626.6438665896159,620.779665653532,614.9703425427206,609.2153837045698,603.5142803923487,597.8665286202331,592.2716291187526,586.7290872906543,581.2384131671799
10 Male 55-59,573.633,605.052,628.289,640.076,643.48,641.967,641.54,646.103,655.973,669.695,685.147,699.917,713.018,727.173,741.067,753.457,762.569,767.4,767.927,763.874,758.116,755.129,757.559,765.451,779.358,795.645,808.406,814.225,813.707,806.251,796.744,792.975,799.5,815.43,841.116,872.093,901.145,923.693,940.841,952.085,958.879,963.985,968.992,973.724,978.197,981.203,980.79,975.952,971.137864684591,966.3474763350523,961.5807178133413,956.8374725592288,952.1176245874493,947.4210584848646,942.7476594076413,938.0973130784432,933.4699057836365,928.865324370509,924.2834562445039,919.7241893664659,915.1874122499017,910.6730139582542,906.1808841021891,901.7109128368965,897.2629908594039,892.8370094059044,888.4328602490963,884.0504356955372,879.6896285830104,875.3503322779045,871.0324406726061,866.7358481829048,862.4604497454116,858.2061408149898,853.9728173621986,849.7603758707495,845.5687133349745,841.3977272573078,837.2473156457794,833.117377011521,829.0078103662842,824.9185152199714,820.8493915781783,816.8003399397488,812.771261294342,808.7620571200111,804.7726293807942,800.8028805243171,796.8527134794078,792.9220316537233,789.0107389313866,785.1187396706378,781.2459387014941,777.3922413234237,773.5575533030294,769.7417808717445,765.94483072354,762.1666100126432
