Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,195.3929,175.0679,141.1202,188.608,207.5031,156.1862,149.8559,198.3003,168.7431,193.4753,193.4753,193.4753,484.1681,324.3587,189.3163,168.483,171.5022,174.9235,178.4395,182.0615,185.8099,190.3496,194.975,199.6553,204.4385,209.3098,214.3311,219.4543,224.7117,230.1045,235.6526,241.3246,247.1073,253.0778,259.1459,265.3994,271.7734,278.2882,284.9929,291.8224,298.8383
2 O.energy own use & tra,195.3929,175.0679,141.1202,188.608,207.5031,156.1862,149.8559,198.3003,168.7431,193.4753,193.4753,193.4753,484.1681,324.3587,189.3163,168.483,171.5022,174.9235,178.4395,182.0615,185.8099,190.3496,194.975,199.6553,204.4385,209.3098,214.3311,219.4543,224.7117,230.1045,235.6526,241.3246,247.1073,253.0778,259.1459,265.3994,271.7734,278.2882,284.9929,291.8224,298.8383
3 Hydrogen production,195.3929,175.0679,141.1202,188.608,207.5031,156.1862,149.8559,198.3003,168.7431,193.4753,193.4753,193.4753,484.1681,324.3587,189.3163,168.483,171.5022,174.9235,178.4395,182.0615,185.8099,190.3496,194.975,199.6553,204.4385,209.3098,214.3311,219.4543,224.7117,230.1045,235.6526,241.3246,247.1073,253.0778,259.1459,265.3994,271.7734,278.2882,284.9929,291.8224,298.8383
4 Iron & steel,287.0054,321.4372,376.9413,328.4647,574.7843,528.6112,438.3495,465.4876,455.376,610.2824,424.1473,424.1473,699.2475,548.0103,420.2114,423.8651,427.1411,430.8533,434.6685,438.5985,442.6658,447.5917,452.6105,457.689,462.8791,468.1648,473.6132,479.1722,484.8768,490.7284,496.7484,502.903,509.1776,515.6559,522.2402,529.0258,535.9419,543.0109,550.2859,557.6963,565.309
5 Non-ferrous metals,287.0054,321.4372,376.9413,328.4647,574.7843,528.6112,438.3495,465.4876,455.376,610.2824,424.1473,424.1473,699.2475,548.0103,420.2114,423.8651,427.1411,430.8533,434.6685,438.5985,442.6658,447.5917,452.6105,457.689,462.8791,468.1648,473.6132,479.1722,484.8768,490.7284,496.7484,502.903,509.1776,515.6559,522.2402,529.0258,535.9419,543.0109,550.2859,557.6963,565.309
6 Chemicals,287.0054,321.4372,376.9413,328.4647,574.7843,528.6112,438.3495,465.4876,455.376,610.2824,424.1473,424.1473,699.2475,548.0103,420.2114,423.8651,427.1411,430.8533,434.6685,438.5985,442.6658,447.5917,452.6105,457.689,462.8791,468.1648,473.6132,479.1722,484.8768,490.7284,496.7484,502.903,509.1776,515.6559,522.2402,529.0258,535.9419,543.0109,550.2859,557.6963,565.309
7 Non-metallics nes,287.0054,321.4372,376.9413,328.4647,574.7843,528.6112,438.3495,465.4876,455.376,610.2824,424.1473,424.1473,699.2475,548.0103,420.2114,423.8651,427.1411,430.8533,434.6685,438.5985,442.6658,447.5917,452.6105,457.689,462.8791,468.1648,473.6132,479.1722,484.8768,490.7284,496.7484,502.903,509.1776,515.6559,522.2402,529.0258,535.9419,543.0109,550.2859,557.6963,565.309
8 Ore-extra.(non-energy),287.0054,321.4372,376.9413,328.4647,574.7843,528.6112,438.3495,465.4876,455.376,610.2824,424.1473,424.1473,699.2475,548.0103,420.2114,423.8651,427.1411,430.8533,434.6685,438.5985,442.6658,447.5917,452.6105,457.689,462.8791,468.1648,473.6132,479.1722,484.8768,490.7284,496.7484,502.903,509.1776,515.6559,522.2402,529.0258,535.9419,543.0109,550.2859,557.6963,565.309
"9 Food, drink & tob.",287.0054,321.4372,376.9413,328.4647,574.7843,528.6112,438.3495,465.4876,455.376,610.2824,424.1473,424.1473,699.2475,548.0103,420.2114,423.8651,427.1411,430.8533,434.6685,438.5985,442.6658,447.5917,452.6105,457.689,462.8791,468.1648,473.6132,479.1722,484.8768,490.7284,496.7484,502.903,509.1776,515.6559,522.2402,529.0258,535.9419,543.0109,550.2859,557.6963,565.309
"10 Tex., cloth. & footw.",287.0054,321.4372,376.9413,328.4647,574.7843,528.6112,438.3495,465.4876,455.376,610.2824,424.1473,424.1473,699.2475,548.0103,420.2114,423.8651,427.1411,430.8533,434.6685,438.5985,442.6658,447.5917,452.6105,457.689,462.8791,468.1648,473.6132,479.1722,484.8768,490.7284,496.7484,502.903,509.1776,515.6559,522.2402,529.0258,535.9419,543.0109,550.2859,557.6963,565.309
