Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,602.4637,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,710.0504,730.9602,752.4974,774.6807,797.5295,821.0637,845.304,870.2715,895.988,922.476,949.7587,977.8599,1006.804,1036.6163,1067.3232,1098.9513,1131.5282,1165.0824,1199.6432,1235.2408,1271.9064,1309.672,1348.5704,1388.636,1429.9033,1472.4088,1516.1895,1561.2836,1607.7303
2 O.energy own use & tra,602.4637,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,710.0504,730.9602,752.4974,774.6807,797.5295,821.0637,845.304,870.2715,895.988,922.476,949.7587,977.8599,1006.804,1036.6163,1067.3232,1098.9513,1131.5282,1165.0824,1199.6432,1235.2408,1271.9064,1309.672,1348.5704,1388.636,1429.9033,1472.4088,1516.1895,1561.2836,1607.7303
3 Hydrogen production,602.4637,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,710.0504,730.9602,752.4974,774.6807,797.5295,821.0637,845.304,870.2715,895.988,922.476,949.7587,977.8599,1006.804,1036.6163,1067.3232,1098.9513,1131.5282,1165.0824,1199.6432,1235.2408,1271.9064,1309.672,1348.5704,1388.636,1429.9033,1472.4088,1516.1895,1561.2836,1607.7303
4 Iron & steel,602.4637,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,710.0504,730.9602,752.4974,774.6807,797.5295,821.0637,845.304,870.2715,895.988,922.476,949.7587,977.8599,1006.804,1036.6163,1067.3232,1098.9513,1131.5282,1165.0824,1199.6432,1235.2408,1271.9064,1309.672,1348.5704,1388.636,1429.9033,1472.4088,1516.1895,1561.2836,1607.7303
5 Non-ferrous metals,602.4637,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,710.0504,730.9602,752.4974,774.6807,797.5295,821.0637,845.304,870.2715,895.988,922.476,949.7587,977.8599,1006.804,1036.6163,1067.3232,1098.9513,1131.5282,1165.0824,1199.6432,1235.2408,1271.9064,1309.672,1348.5704,1388.636,1429.9033,1472.4088,1516.1895,1561.2836,1607.7303
6 Chemicals,602.4637,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,710.0504,730.9602,752.4974,774.6807,797.5295,821.0637,845.304,870.2715,895.988,922.476,949.7587,977.8599,1006.804,1036.6163,1067.3232,1098.9513,1131.5282,1165.0824,1199.6432,1235.2408,1271.9064,1309.672,1348.5704,1388.636,1429.9033,1472.4088,1516.1895,1561.2836,1607.7303
7 Non-metallics nes,602.4637,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,710.0504,730.9602,752.4974,774.6807,797.5295,821.0637,845.304,870.2715,895.988,922.476,949.7587,977.8599,1006.804,1036.6163,1067.3232,1098.9513,1131.5282,1165.0824,1199.6432,1235.2408,1271.9064,1309.672,1348.5704,1388.636,1429.9033,1472.4088,1516.1895,1561.2836,1607.7303
8 Ore-extra.(non-energy),602.4637,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,710.0504,730.9602,752.4974,774.6807,797.5295,821.0637,845.304,870.2715,895.988,922.476,949.7587,977.8599,1006.804,1036.6163,1067.3232,1098.9513,1131.5282,1165.0824,1199.6432,1235.2408,1271.9064,1309.672,1348.5704,1388.636,1429.9033,1472.4088,1516.1895,1561.2836,1607.7303
"9 Food, drink & tob.",602.4637,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,710.0504,730.9602,752.4974,774.6807,797.5295,821.0637,845.304,870.2715,895.988,922.476,949.7587,977.8599,1006.804,1036.6163,1067.3232,1098.9513,1131.5282,1165.0824,1199.6432,1235.2408,1271.9064,1309.672,1348.5704,1388.636,1429.9033,1472.4088,1516.1895,1561.2836,1607.7303
"10 Tex., cloth. & footw.",602.4637,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,689.7495,710.0504,730.9602,752.4974,774.6807,797.5295,821.0637,845.304,870.2715,895.988,922.476,949.7587,977.8599,1006.804,1036.6163,1067.3232,1098.9513,1131.5282,1165.0824,1199.6432,1235.2408,1271.9064,1309.672,1348.5704,1388.636,1429.9033,1472.4088,1516.1895,1561.2836,1607.7303
