Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,486.6433,617.5267,676.8856,660.91,608.1311,484.1292,322.0646,405.3638,438.8268,510.1317,415.8633,442.0639,706.3699,797.5071,756.8362,718.2763,723.0577,727.8828,732.9244,737.9824,743.191,768.4418,794.2938,820.9285,848.1679,876.118,904.8943,934.4755,964.7538,995.9292,1028.062,1060.8518,1094.635,1129.4752,1165.045,1201.6818,1239.2072,1277.83,1317.4646,1358.1713,1400.2317
2 O.energy own use & tra,486.6433,619.3664,678.0182,660.9321,608.3741,484.0673,322.4731,405.5751,438.3018,509.3057,415.2523,440.4756,703.7707,794.3763,753.631,714.995,719.6985,724.4437,729.4038,734.3783,739.5016,764.665,790.4276,816.9708,844.1166,871.9711,900.6494,930.1304,960.3062,991.3767,1023.4022,1056.0823,1089.7532,1124.4785,1159.9308,1196.4474,1233.8497,1272.3468,1311.8528,1352.4277,1394.3535
3 Hydrogen production,486.6433,600.2343,669.6046,656.249,602.9737,477.1516,317.6243,399.7927,424.7612,487.9853,399.481,399.481,636.6857,713.5732,670.9065,630.3046,632.9967,635.684,638.5385,641.3586,644.2777,667.186,690.6414,714.824,739.5549,764.9385,791.0891,817.9839,845.514,873.8779,903.1343,932.9816,963.7546,995.5152,1027.9346,1061.3486,1095.5771,1130.8274,1167.012,1204.1892,1242.6394
4 Iron & steel,486.6433,603.6928,671.0608,657.1812,604.0052,478.5471,318.5124,400.9069,427.5743,492.4146,402.7575,407.9976,650.6225,730.36,688.0924,647.899,651.0089,654.1238,657.4156,660.6833,664.0604,687.4372,711.3718,736.0449,761.2775,787.1744,813.8501,841.2822,869.3619,898.2881,928.1199,958.5557,989.9307,1022.3072,1055.3567,1089.4152,1124.3031,1160.2279,1197.1024,1234.9857,1274.158
5 Non-ferrous metals,486.6433,600.2343,669.6046,656.249,602.9737,477.1516,317.6243,399.7927,424.7612,487.9853,399.481,399.481,636.6857,713.5732,670.9065,630.3046,632.9967,635.684,638.5385,641.3586,644.2777,667.186,690.6414,714.824,739.5549,764.9385,791.0891,817.9839,845.514,873.8779,903.1343,932.9816,963.7546,995.5152,1027.9346,1061.3486,1095.5771,1130.8274,1167.012,1204.1892,1242.6394
6 Chemicals,486.6433,611.9261,674.512,659.5928,606.627,482.5161,321.0573,404.1364,435.528,504.9384,412.0217,432.0782,690.0289,777.8246,736.6857,697.647,701.9384,706.2621,710.7909,715.3241,719.9958,744.6974,769.9873,796.047,822.6982,850.0464,878.207,907.1583,936.7921,967.3082,998.7665,1030.8662,1063.9436,1098.0616,1132.8926,1168.7737,1205.5259,1243.3579,1282.1835,1322.0625,1363.2764
7 Non-metallics nes,486.6433,619.963,677.3705,661.301,608.522,484.7763,322.5572,406.084,440.0814,512.1072,417.3246,445.8623,712.5858,804.994,764.5011,726.1234,731.0912,736.1069,741.3436,746.6012,752.0141,777.4739,803.5396,830.393,857.8562,886.0353,915.0458,944.8666,975.39,1006.8162,1039.2056,1072.2578,1106.3096,1141.4244,1177.2753,1214.1995,1252.0189,1290.9426,1330.885,1371.9065,1414.2889
8 Ore-extra.(non-energy),486.6433,600.2343,669.6046,656.249,602.9737,477.1516,317.6243,399.7927,424.7612,487.9853,399.481,399.481,636.6857,713.5732,670.9065,630.3046,632.9967,635.684,638.5385,641.3586,644.2777,667.186,690.6414,714.824,739.5549,764.9385,791.0891,817.9839,845.514,873.8779,903.1343,932.9816,963.7546,995.5152,1027.9346,1061.3486,1095.5771,1130.8274,1167.012,1204.1892,1242.6394
"9 Food, drink & tob.",486.6433,600.2343,669.6046,656.249,602.9737,477.1516,317.6243,399.7927,424.7612,487.9853,399.481,399.481,636.6857,713.5732,670.9065,630.3046,632.9967,635.684,638.5385,641.3586,644.2777,667.186,690.6414,714.824,739.5549,764.9385,791.0891,817.9839,845.514,873.8779,903.1343,932.9816,963.7546,995.5152,1027.9346,1061.3486,1095.5771,1130.8274,1167.012,1204.1892,1242.6394
"10 Tex., cloth. & footw.",486.6433,600.2343,669.6046,656.249,602.9737,477.1516,317.6243,399.7927,424.7612,487.9853,399.481,399.481,636.6857,713.5732,670.9065,630.3046,632.9967,635.684,638.5385,641.3586,644.2777,667.186,690.6414,714.824,739.5549,764.9385,791.0891,817.9839,845.514,873.8779,903.1343,932.9816,963.7546,995.5152,1027.9346,1061.3486,1095.5771,1130.8274,1167.012,1204.1892,1242.6394
