Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,142.9696,192.5233,168.3271,134.7515,125.5513,122.9878,115.1455,177.8934,193.8198,182.535,137.708,164.2644,378.3869,294.5517,237.9873,192.2341,155.1969,125.3551,101.252,81.7786,66.056,67.6003,69.1692,70.7775,72.4261,74.1145,75.8363,77.6075,79.4154,81.2621,83.152,85.0947,87.0744,89.1032,91.1735,93.2965,95.4778,97.6905,99.9806,102.3091,104.6891
2 O.energy own use & tra,142.9696,177.6578,162.068,130.7227,121.1058,117.0064,111.2998,173.0543,181.6024,163.2999,123.4793,127.2794,317.8633,294.8235,238.2656,192.519,155.4886,125.6537,101.5576,82.0915,66.3763,67.9282,69.5049,71.1211,72.7778,74.4745,76.2048,77.9847,79.8015,81.6573,83.5565,85.5088,87.4982,89.5369,91.6175,93.7509,95.9429,98.1665,100.4677,102.8077,105.1994
3 Hydrogen production,142.9696,177.4481,161.9797,130.6882,121.0552,116.9048,111.2745,173.0366,181.5577,163.2282,123.4263,127.1415,317.6377,294.5517,237.9873,192.2341,155.1969,125.3551,101.252,81.7786,66.056,67.6003,69.1692,70.7775,72.4261,74.1145,75.8363,77.6075,79.4154,81.2621,83.152,85.0947,87.0744,89.1032,91.1735,93.2965,95.4778,97.6905,99.9806,102.3091,104.6891
4 Iron & steel,200.3649,263.7599,233.354,187.2163,174.149,169.9193,159.8168,247.3591,266.7062,248.063,187.2575,210.0987,509.2501,488.2822,408.2098,343.8147,292.0672,250.769,217.814,191.5996,170.8551,175.1309,179.4894,183.9531,188.5246,193.204,197.9833,202.8869,207.8976,213.0197,218.2607,223.6358,229.1234,234.7424,240.4833,246.3634,252.3925,258.5331,264.853,271.2976,277.8872
5 Non-ferrous metals,200.3649,4695.4785,2123.3716,1369.4683,1439.3961,1825.318,1232.5804,1676.7203,3564.6528,5440.7109,4028.3948,10194.4678,16848.043,20168.1836,20556.0566,20970.4492,21408.584,21868.5137,22348.3887,22846.8711,23362.957,23916.4746,24482.7676,25062.1504,25654.9121,26261.3594,26881.791,27516.5449,28165.9297,28830.2715,29509.9199,30205.2305,30916.5352,31644.2109,32388.6152,33150.1445,33929.1836,34726.1016,35541.3477,36375.3008,37228.3789
6 Chemicals,200.3649,332.9399,256.046,199.1307,188.9769,184.5987,173.8944,269.84,351.4614,381.5115,285.9729,466.6921,929.149,994.046,925.9996,873.9091,834.7513,806.3344,786.5589,773.8289,766.8806,785.2717,804.0717,823.3105,842.9982,863.1428,883.744,904.8345,926.4052,948.4689,971.0419,994.148,1017.7748,1041.9502,1066.6746,1091.9742,1117.8695,1144.3325,1171.4415,1199.1527,1227.4966
7 Non-metallics nes,200.3649,272.6079,237.0552,189.7981,177.0891,173.5287,162.5039,250.4412,274.4471,260.2511,196.2734,233.5338,547.6002,534.4745,455.5005,392.2292,341.6316,301.5098,269.7585,244.7757,225.2912,230.8561,236.5336,242.3468,248.2988,254.3907,260.6151,266.9971,273.5202,280.1896,287.0135,294.0081,301.1524,308.4662,315.9409,323.5946,331.4381,339.4348,347.6534,356.0403,364.6168
8 Ore-extra.(non-energy),200.3649,248.6848,227.0066,183.153,169.6529,163.8363,155.9458,242.5023,254.4441,228.7562,172.9758,172.9758,448.5008,415.1104,333.2982,267.1228,213.5539,170.3921,135.5303,107.365,84.6245,86.8582,89.1273,91.4535,93.838,96.28,98.7703,101.332,103.9469,106.6179,109.3514,112.1613,115.0246,117.9589,120.9534,124.0239,127.1788,130.3792,133.6915,137.0594,140.5016
"9 Food, drink & tob.",200.3649,248.6848,227.0066,183.153,169.6529,163.8363,155.9458,242.5023,254.4441,228.7562,172.9758,172.9758,448.5008,415.1104,333.2982,267.1228,213.5539,170.3921,135.5303,107.365,84.6245,86.8582,89.1273,91.4535,93.838,96.28,98.7703,101.332,103.9469,106.6179,109.3514,112.1613,115.0246,117.9589,120.9534,124.0239,127.1788,130.3792,133.6915,137.0594,140.5016
"10 Tex., cloth. & footw.",200.3649,248.6848,227.0066,183.153,169.6529,163.8363,155.9458,242.5023,254.4441,228.7562,172.9758,172.9758,448.5008,415.1104,333.2982,267.1228,213.5539,170.3921,135.5303,107.365,84.6245,86.8582,89.1273,91.4535,93.838,96.28,98.7703,101.332,103.9469,106.6179,109.3514,112.1613,115.0246,117.9589,120.9534,124.0239,127.1788,130.3792,133.6915,137.0594,140.5016
