Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,244.1223,256.5877,249.3709,247.4822,247.84,249.1522,247.3231,248.1383,254.2616,260.0867,255.9316,274.8186,661.1436,469.766,300.812,307.1428,312.9972,319.4874,326.1505,333.0031,340.0763,348.3322,356.7508,365.2888,374.0163,382.9131,392.0694,401.4168,411.0029,420.8306,430.9295,441.2554,451.7903,462.6468,473.6953,485.0645,496.6611,508.5161,520.7017,533.1248,545.8759
2 O.energy own use & tra,244.1223,257.2403,249.1051,247.4297,247.5557,247.876,246.468,247.1927,251.9093,256.383,253.1918,267.697,649.4897,455.7352,286.447,292.4358,297.9405,304.0728,310.3698,316.8478,323.5376,331.4012,339.4186,347.5463,355.8541,364.3214,373.0384,381.9365,391.0628,400.4202,410.038,419.8717,429.903,440.2444,450.7661,461.5961,472.6414,483.9322,495.5408,507.3736,519.5209
3 Hydrogen production,244.1223,244.1223,244.1223,244.1223,244.1223,244.1223,244.1223,244.1223,244.1223,244.1223,244.1223,244.1223,610.9111,409.2677,238.8746,243.7329,248.0809,253.0298,258.1159,263.355,268.7772,275.344,282.0346,288.8048,295.7238,302.7702,310.0336,317.4444,325.0493,332.8502,340.8756,349.0803,357.445,366.0815,374.859,383.9049,393.1249,402.5486,412.2472,422.1262,432.2747
4 Iron & steel,327.4589,358.9731,445.6434,447.9228,435.3644,390.5701,310.888,310.5148,337.4846,365.9811,301.6101,291.6164,700.6733,490.5014,307.8325,374.2613,381.0757,388.7107,396.5524,404.6223,412.9609,422.8425,432.9155,443.1219,453.5538,464.184,475.1313,486.3046,497.7662,509.5195,521.6028,533.957,546.5576,559.553,572.7711,586.3812,600.2593,614.4456,629.035,643.9034,659.1698
5 Non-ferrous metals,327.4589,378.5832,458.1378,453.2655,441.1963,393.9569,312.3235,312.7407,341.6314,372.5106,306.4402,304.1712,721.2184,515.2477,333.1673,400.1981,407.6285,415.8938,424.3803,433.11,442.1236,452.6959,463.4755,474.4048,485.5763,496.9632,508.6846,520.65,532.9218,545.504,558.4354,571.6572,585.1452,599.0486,613.1955,627.7558,642.606,657.7865,673.3932,689.3022,705.6329
6 Chemicals,327.4589,360.1594,446.4156,449.0479,436.347,392.615,311.7319,312.5214,343.3898,375.2788,308.4879,309.4939,729.9288,525.7393,343.9082,411.1943,418.8859,427.4183,436.1782,445.1877,454.4875,465.3525,476.4317,487.6675,499.1526,510.8603,522.91,535.2111,547.8264,560.7601,574.051,587.6406,601.5049,615.7932,630.3339,645.297,660.5593,676.1614,692.1993,708.5494,725.3315
7 Non-metallics nes,327.4589,365.1334,448.5774,449.5528,437.5236,393.2737,312.3699,312.4987,342.6945,374.1837,307.6778,307.3881,726.4828,521.5886,339.6589,406.844,414.4323,422.859,431.5108,440.4095,449.5961,460.3453,471.306,482.4205,493.7816,505.3624,517.2822,529.4504,541.9299,554.7245,567.8732,581.3173,595.0327,609.1688,623.5536,638.3574,653.4567,668.892,684.7593,700.9349,717.5384
8 Ore-extra.(non-energy),327.4589,350.2473,441.9694,445.5709,432.762,387.0492,308.6474,307.7036,330.3871,354.806,293.3436,270.129,665.5106,448.1482,264.4723,329.8707,335.6308,342.1871,348.9251,355.8658,363.0491,371.7487,380.6123,389.5814,398.7475,408.0826,417.705,427.5228,437.5976,447.9322,458.5641,469.4336,480.5151,491.9566,503.585,515.5688,527.7834,540.2678,553.1164,566.204,579.6486
"9 Food, drink & tob.",327.4589,350.2473,441.9694,445.5709,432.762,387.0492,308.6474,307.7036,330.3871,354.806,293.3436,270.129,665.5106,448.1482,264.4723,329.8707,335.6308,342.1871,348.9251,355.8658,363.0491,371.7487,380.6123,389.5814,398.7475,408.0826,417.705,427.5228,437.5976,447.9322,458.5641,469.4336,480.5151,491.9566,503.585,515.5688,527.7834,540.2678,553.1164,566.204,579.6486
"10 Tex., cloth. & footw.",327.4589,350.2473,441.9694,445.5709,432.762,387.0492,308.6474,307.7036,330.3871,354.806,293.3436,270.129,665.5106,448.1482,264.4723,329.8707,335.6308,342.1871,348.9251,355.8658,363.0491,371.7487,380.6123,389.5814,398.7475,408.0826,417.705,427.5228,437.5976,447.9322,458.5641,469.4336,480.5151,491.9566,503.585,515.5688,527.7834,540.2678,553.1164,566.204,579.6486
11 Paper & pulp,327.4589,379.9695,452.7857,451.8526,438.5912,397.6783,315.7426,317.468,355.709,394.6756,322.8362,346.7899,790.9613,599.2522,419.1692,488.2438,497.7653,508.17,518.8456,529.8149,541.1201,554.0368,567.215,580.5984,594.2806,608.2362,622.5856,637.2394,652.2618,667.658,683.4681,699.6349,716.1357,733.1212,750.4211,768.2069,786.3568,804.9127,823.9724,843.4136,863.3576
12 Engineering etc,327.4589,350.2473,441.9694,445.5709,432.762,387.0492,308.6474,307.7036,330.3871,354.806,293.3436,270.129,665.5106,448.1482,264.4723,329.8707,335.6308,342.1871,348.9251,355.8658,363.0491,371.7487,380.6123,389.5814,398.7475,408.0826,417.705,427.5228,437.5976,447.9322,458.5641,469.4336,480.5151,491.9566,503.585,515.5688,527.7834,540.2678,553.1164,566.204,579.6486
13 Other industry,327.4589,365.4102,448.4602,449.179,436.4326,393.3549,312.6215,312.8252,343.1186,374.8526,308.1726,308.6743,728.5876,524.1238,342.2543,409.5011,417.1525,425.6438,434.3616,443.328,452.5837,463.4037,474.4367,485.6253,497.0621,508.7204,520.7195,532.9689,545.5314,558.411,571.6465,585.1794,598.9858,613.2149,627.6949,642.596,657.7949,673.332,689.3036,705.5858,722.2983
14 Construction,327.4589,350.2473,441.9694,445.5709,432.762,387.0492,308.6474,307.7036,330.3871,354.806,293.3436,270.129,665.5106,448.1482,264.4723,329.8707,335.6308,342.1871,348.9251,355.8658,363.0491,371.7487,380.6123,389.5814,398.7475,408.0826,417.705,427.5228,437.5976,447.9322,458.5641,469.4336,480.5151,491.9566,503.585,515.5688,527.7834,540.2678,553.1164,566.204,579.6486
15 Rail transport,720.5935,828.8899,1024.2345,1087.0232,1157.5106,1145.1218,1035.6598,1073.6255,1057.6044,1161.8229,1121.3823,878.2398,1874.3096,1326.7168,863.989,1057.7638,1072.7927,1089.8988,1107.4791,1125.5884,1144.3306,1167.0288,1190.1553,1213.5569,1237.4724,1261.8289,1286.9351,1312.551,1338.8375,1365.8019,1393.5419,1421.9019,1450.8148,1480.6674,1511.0073,1542.2748,1574.1442,1606.7177,1640.2413,1674.3883,1709.4673
