Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
1 Power own use & trans.,1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
2 O.energy own use & tra,1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
3 Hydrogen production,1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
4 Iron & steel,1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
5 Non-ferrous metals,1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
6 Chemicals,1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
7 Non-metallics nes,1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
8 Ore-extra.(non-energy),1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
"9 Food, drink & tob.",1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
"10 Tex., cloth. & footw.",1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
11 Paper & pulp,1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
12 Engineering etc,1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
13 Other industry,1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
14 Construction,1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
15 Rail transport,1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
16 Road transport,1160.1589,1357.9794,1462.708,1417.3256,1355.6521,1185.7593,1075.2124,1158.9954,1278.8512,1282.3423,1129.9041,1290.4877,1309.4435,1328.968,1349.0782,1369.7917,1391.1267,1413.1018,1435.7361,1459.0493,1483.062,1507.795,1533.2701,1559.5095,1586.5359,1614.373,1643.0455,1672.5781,1702.9966,1734.3276,1766.5986,1799.8379,1834.0742,1869.3376,1905.6589,1943.0698,1981.6033,2021.2925,2062.1724,2104.2788,2147.6484,2192.3191,2238.3298,2285.7207,2334.5334,2384.8108,2436.5962,2489.9353,2544.8745,2601.4619,2659.7471,2719.7805,2781.615,2845.3047,2910.905,2978.4734,3048.0688,3119.752,3193.5859,3269.6345,3347.9648
17 Domestic aviation,1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
18 Other transp. serv.,1008.8845,1181.1047,1271.8694,1232.3052,1178.7773,1013.5391,919.2834,990.2661,1089.1763,1095.8673,965.8294,1103.1401,1122.0959,1141.6204,1161.7307,1182.4441,1203.7792,1225.7542,1248.3884,1271.7017,1295.7144,1320.4475,1345.9226,1372.1619,1399.1882,1427.0255,1455.698,1485.2306,1515.649,1546.9801,1579.2511,1612.4904,1646.7266,1681.99,1718.3113,1755.7223,1794.2556,1833.9448,1874.8248,1916.9313,1960.3008,2004.9714,2050.9822,2098.373,2147.186,2197.4634,2249.2485,2302.5876,2357.5269,2414.1143,2472.3994,2532.4331,2594.2676,2657.957,2723.5576,2791.126,2860.7212,2932.4043,3006.2383,3082.2871,3160.6172
