Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,61.0812,62.9855,68.3941,65.7147,66.1848,72.8106,69.1387,66.1559,63.068,66.3751,62.303,58.157,251.1577,226.6055,170.132,124.876,88.2789,59.0668,35.3483,16.3232,6.5984,6.7528,6.9096,7.2449,9.4756,11.7462,14.0501,16.4033,18.7931,21.2192,23.5342,26.4299,29.2037,31.9736,35.0499,37.9135,40.8884,44.0537,47.1373,50.2593,53.5921
2 O.energy own use & tra,61.0812,62.9855,68.3941,65.7147,66.1848,72.8106,69.1387,66.1559,63.068,65.328,61.2559,57.1099,247.6356,224.3136,167.8839,122.2753,85.3696,55.6727,31.6456,12.2679,6.5984,6.7528,6.9096,7.0703,7.235,7.4038,7.5758,8.8215,10.7265,12.6677,14.6301,16.7324,18.845,20.9977,23.2365,25.483,27.7967,30.1686,32.591,35.0518,37.5912
3 Hydrogen production,61.0812,62.9855,68.3941,65.7147,66.1848,72.8106,69.1387,66.1559,63.068,65.1157,61.0436,56.8976,246.9215,223.8489,167.4282,121.7481,84.7798,54.9846,30.8949,11.4457,6.5984,6.7528,6.9096,7.0703,7.235,7.4038,7.5758,7.7528,9.0912,10.9341,12.8249,14.7663,16.7449,18.7725,20.8416,22.9629,25.1426,27.3537,29.6419,31.9687,34.3473
4 Iron & steel,58.0295,65.4717,68.3185,63.9382,56.6333,44.2033,41.0897,47.5594,50.557,58.9832,58.9832,58.9832,336.802,301.9512,220.294,154.6485,101.5504,59.0391,24.568,11.8152,9.5436,9.7669,9.9937,10.2261,10.4644,10.7085,10.9574,11.2134,11.4747,11.7412,12.0147,12.2955,12.5817,15.7824,19.7823,23.5928,27.5406,31.6929,35.7978,39.9583,44.3529
5 Non-ferrous metals,58.0295,65.4717,68.3185,63.9382,56.6333,44.2033,41.0897,47.5594,50.557,58.4361,58.4361,58.4361,334.9618,300.7537,219.1195,153.2897,100.0304,57.2658,22.6335,11.8152,9.5436,9.7669,9.9937,10.2261,10.4644,10.7085,10.9574,11.2134,11.4747,11.7412,12.0147,12.2955,12.5817,12.8749,13.6102,17.0983,20.7006,24.4383,28.1978,32.0129,35.9929
6 Chemicals,58.0295,65.4717,68.3185,63.9382,56.6333,44.2033,41.0897,47.5594,50.557,58.4346,58.4346,58.4346,334.9567,300.7504,219.1162,153.286,100.0262,57.2609,22.6281,11.8152,9.5436,9.7669,9.9937,10.2261,10.4644,10.7085,10.9574,11.2134,11.4747,11.7412,12.0147,12.2955,12.5817,12.8749,13.5931,17.0803,20.6817,24.4183,28.1768,31.991,35.9698
7 Non-metallics nes,58.0295,65.4717,68.3185,63.9382,56.6333,44.2033,41.0897,47.5594,50.557,58.4372,58.4372,58.4372,334.9656,300.7562,219.1219,153.2925,100.0336,57.2695,22.6375,11.8152,9.5436,9.7669,9.9937,10.2261,10.4644,10.7085,10.9574,11.2134,11.4747,11.7412,12.0147,12.2955,12.5817,12.8749,13.623,17.1117,20.7148,24.4534,28.2135,32.0294,36.0102
8 Ore-extra.(non-energy),58.0295,65.4717,68.3185,63.9382,56.6333,44.2033,41.0897,47.5594,50.557,57.7238,57.7238,57.7238,332.5658,299.1945,217.5902,151.5205,98.0513,54.9569,20.1146,11.8152,9.5436,9.7669,9.9937,10.2261,10.4644,10.7085,10.9574,11.2134,11.4747,11.7412,12.0147,12.2955,12.5817,12.8749,13.1742,13.481,13.7963,14.9928,18.3024,21.6678,25.108
"9 Food, drink & tob.",58.0295,65.4717,68.3185,63.9382,56.6333,44.2033,41.0897,47.5594,50.557,57.7238,57.7238,57.7238,332.5658,299.1945,217.5902,151.5205,98.0513,54.9569,20.1146,11.8152,9.5436,9.7669,9.9937,10.2261,10.4644,10.7085,10.9574,11.2134,11.4747,11.7412,12.0147,12.2955,12.5817,12.8749,13.1742,13.481,13.7963,14.9928,18.3024,21.6678,25.108
"10 Tex., cloth. & footw.",58.0295,65.4717,68.3185,63.9382,56.6333,44.2033,41.0897,47.5594,50.557,57.7238,57.7238,57.7238,332.5658,299.1945,217.5902,151.5205,98.0513,54.9569,20.1146,11.8152,9.5436,9.7669,9.9937,10.2261,10.4644,10.7085,10.9574,11.2134,11.4747,11.7412,12.0147,12.2955,12.5817,12.8749,13.1742,13.481,13.7963,14.9928,18.3024,21.6678,25.108
