Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,147.6175,188.5178,226.3909,261.7961,240.7632,176.3518,114.6995,149.9708,179.7979,99.4635,60.2971,60.2971,320.6588,177.5241,56.5763,167.5736,172.606,178.3034,184.1587,190.19,196.4323,203.992,211.6945,219.4885,227.4538,235.5658,243.9274,252.4592,261.2141,270.1946,279.4336,288.8792,298.5088,308.4514,318.5563,328.9702,339.5844,350.4332,361.5985,372.9714,384.6547
2 O.energy own use & tra,147.6175,188.5178,226.3909,261.7961,240.7632,176.3518,114.6995,149.9708,179.7979,99.4635,60.2971,60.2971,320.6588,177.5241,56.5763,167.5736,172.606,178.3034,184.1587,190.19,196.4323,203.992,211.6945,219.4885,227.4538,235.5658,243.9274,252.4592,261.2141,270.1946,279.4336,288.8792,298.5088,308.4514,318.5563,328.9702,339.5844,350.4332,361.5985,372.9714,384.6547
3 Hydrogen production,147.6175,188.5178,226.3909,261.7961,240.7632,176.3518,114.6995,149.9708,179.7979,99.4635,60.2971,60.2971,320.6588,177.5241,56.5763,167.5736,172.606,178.3034,184.1587,190.19,196.4323,203.992,211.6945,219.4885,227.4538,235.5658,243.9274,252.4592,261.2141,270.1946,279.4336,288.8792,298.5088,308.4514,318.5563,328.9702,339.5844,350.4332,361.5985,372.9714,384.6547
4 Iron & steel,274.5876,328.0936,381.129,404.1196,386.9513,381.8715,287.5364,286.0959,327.8413,307.7189,275.0685,317.6809,786.6874,528.8495,310.9785,327.0428,332.8098,339.3388,346.0487,352.9604,360.1138,368.777,377.6037,386.5354,395.6633,404.9594,414.5416,424.3186,434.3514,444.6427,455.2303,466.0546,477.0898,488.4837,500.0636,511.9974,524.1611,536.5934,549.3883,562.4213,575.8099
5 Non-ferrous metals,274.5876,328.0936,381.129,404.1196,386.9513,381.8715,287.5364,286.0959,327.8413,307.7189,275.0685,317.6809,786.6874,528.8495,310.9785,327.0428,332.8098,339.3388,346.0487,352.9604,360.1138,368.777,377.6037,386.5354,395.6633,404.9594,414.5416,424.3186,434.3514,444.6427,455.2303,466.0546,477.0898,488.4837,500.0636,511.9974,524.1611,536.5934,549.3883,562.4213,575.8099
6 Chemicals,274.5876,328.0936,381.129,404.1196,386.9513,381.8715,287.5364,286.0959,327.8413,307.7189,275.0685,317.6809,786.6874,528.8495,310.9785,327.0428,332.8098,339.3388,346.0487,352.9604,360.1138,368.777,377.6037,386.5354,395.6633,404.9594,414.5416,424.3186,434.3514,444.6427,455.2303,466.0546,477.0898,488.4837,500.0636,511.9974,524.1611,536.5934,549.3883,562.4213,575.8099
7 Non-metallics nes,274.5876,328.0936,381.129,404.1196,386.9513,381.8715,287.5364,286.0959,327.8413,307.7189,275.0685,317.6809,786.6874,528.8495,310.9785,327.0428,332.8098,339.3388,346.0487,352.9604,360.1138,368.777,377.6037,386.5354,395.6633,404.9594,414.5416,424.3186,434.3514,444.6427,455.2303,466.0546,477.0898,488.4837,500.0636,511.9974,524.1611,536.5934,549.3883,562.4213,575.8099
8 Ore-extra.(non-energy),274.5876,328.0936,381.129,404.1196,386.9513,381.8715,287.5364,286.0959,327.8413,307.7189,275.0685,317.6809,786.6874,528.8495,310.9785,327.0428,332.8098,339.3388,346.0487,352.9604,360.1138,368.777,377.6037,386.5354,395.6633,404.9594,414.5416,424.3186,434.3514,444.6427,455.2303,466.0546,477.0898,488.4837,500.0636,511.9974,524.1611,536.5934,549.3883,562.4213,575.8099
"9 Food, drink & tob.",274.5876,328.0936,381.129,404.1196,386.9513,381.8715,287.5364,286.0959,327.8413,307.7189,275.0685,317.6809,786.6874,528.8495,310.9785,327.0428,332.8098,339.3388,346.0487,352.9604,360.1138,368.777,377.6037,386.5354,395.6633,404.9594,414.5416,424.3186,434.3514,444.6427,455.2303,466.0546,477.0898,488.4837,500.0636,511.9974,524.1611,536.5934,549.3883,562.4213,575.8099
"10 Tex., cloth. & footw.",274.5876,328.0936,381.129,404.1196,386.9513,381.8715,287.5364,286.0959,327.8413,307.7189,275.0685,317.6809,786.6874,528.8495,310.9785,327.0428,332.8098,339.3388,346.0487,352.9604,360.1138,368.777,377.6037,386.5354,395.6633,404.9594,414.5416,424.3186,434.3514,444.6427,455.2303,466.0546,477.0898,488.4837,500.0636,511.9974,524.1611,536.5934,549.3883,562.4213,575.8099
11 Paper & pulp,274.5876,328.0936,381.129,404.1196,386.9513,381.8715,287.5364,286.0959,327.8413,307.7189,275.0685,317.6809,786.6874,528.8495,310.9785,327.0428,332.8098,339.3388,346.0487,352.9604,360.1138,368.777,377.6037,386.5354,395.6633,404.9594,414.5416,424.3186,434.3514,444.6427,455.2303,466.0546,477.0898,488.4837,500.0636,511.9974,524.1611,536.5934,549.3883,562.4213,575.8099
12 Engineering etc,274.5876,328.0936,381.129,404.1196,386.9513,381.8715,287.5364,286.0959,327.8413,307.7189,275.0685,317.6809,786.6874,528.8495,310.9785,327.0428,332.8098,339.3388,346.0487,352.9604,360.1138,368.777,377.6037,386.5354,395.6633,404.9594,414.5416,424.3186,434.3514,444.6427,455.2303,466.0546,477.0898,488.4837,500.0636,511.9974,524.1611,536.5934,549.3883,562.4213,575.8099
13 Other industry,274.5876,328.0936,381.129,404.1196,386.9513,381.8715,287.5364,286.0959,327.8413,307.7189,275.0685,317.6809,786.6874,528.8495,310.9785,327.0428,332.8098,339.3388,346.0487,352.9604,360.1138,368.777,377.6037,386.5354,395.6633,404.9594,414.5416,424.3186,434.3514,444.6427,455.2303,466.0546,477.0898,488.4837,500.0636,511.9974,524.1611,536.5934,549.3883,562.4213,575.8099
