Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,61.0812,62.9855,68.3941,65.7147,66.1848,72.8106,69.1387,66.1559,63.068,65.1157,61.0436,56.8976,234.994,213.4108,160.5283,117.7533,83.1268,55.2275,32.6932,14.4875,6.1756,6.32,6.4667,6.6171,6.7712,7.3222,8.9319,10.5878,12.278,14.0045,15.7714,17.5877,19.4385,21.3352,23.2708,25.2556,27.2949,29.3636,31.5046,33.6816,35.9066
2 O.energy own use & tra,61.0812,62.9855,68.3941,65.7147,66.1848,72.8106,69.1387,66.1559,63.068,65.1157,61.0436,56.8976,234.994,213.4108,160.5283,117.7533,83.1268,55.2275,32.6932,14.4875,6.1756,6.32,6.4667,6.6171,6.7712,7.3222,8.9319,10.5878,12.278,14.0045,15.7714,17.5877,19.4385,21.3352,23.2708,25.2556,27.2949,29.3636,31.5046,33.6816,35.9066
3 Hydrogen production,61.0812,62.9855,68.3941,65.7147,66.1848,72.8106,69.1387,66.1559,63.068,65.1157,61.0436,56.8976,234.994,213.4108,160.5283,117.7533,83.1268,55.2275,32.6932,14.4875,6.1756,6.32,6.4667,6.6171,6.7712,7.3222,8.9319,10.5878,12.278,14.0045,15.7714,17.5877,19.4385,21.3352,23.2708,25.2556,27.2949,29.3636,31.5046,33.6816,35.9066
4 Iron & steel,83.192,82.5791,102.0776,97.3117,97.9699,107.4721,102.4357,98.6793,93.5108,96.3464,89.9706,84.1421,324.9034,295.726,224.2362,166.4104,119.6003,81.8843,51.4212,26.8096,8.3486,8.8901,10.873,12.9056,14.9893,17.1231,19.2992,21.5377,23.8227,26.1567,28.5453,31.0007,33.5027,36.0667,38.6834,41.3665,44.1234,46.92,49.8143,52.7573,55.7652
5 Non-ferrous metals,83.192,82.5791,102.0776,97.3117,97.9699,107.4721,102.4357,98.6793,93.5108,96.3464,89.9706,84.1421,324.9034,295.726,224.2362,166.4104,119.6003,81.8843,51.4212,26.8096,8.3486,8.8901,10.873,12.9056,14.9893,17.1231,19.2992,21.5377,23.8227,26.1567,28.5453,31.0007,33.5027,36.0667,38.6834,41.3665,44.1234,46.92,49.8143,52.7573,55.7652
6 Chemicals,83.192,82.5791,102.0776,97.3117,97.9699,107.4721,102.4357,98.6793,93.5108,96.3464,89.9706,84.1421,324.9034,295.726,224.2362,166.4104,119.6003,81.8843,51.4212,26.8096,8.3486,8.8901,10.873,12.9056,14.9893,17.1231,19.2992,21.5377,23.8227,26.1567,28.5453,31.0007,33.5027,36.0667,38.6834,41.3665,44.1234,46.92,49.8143,52.7573,55.7652
7 Non-metallics nes,83.192,82.5791,102.0776,97.3117,97.9699,107.4721,102.4357,98.6793,93.5108,96.3464,89.9706,84.1421,324.9034,295.726,224.2362,166.4104,119.6003,81.8843,51.4212,26.8096,8.3486,8.8901,10.873,12.9056,14.9893,17.1231,19.2992,21.5377,23.8227,26.1567,28.5453,31.0007,33.5027,36.0667,38.6834,41.3665,44.1234,46.92,49.8143,52.7573,55.7652
8 Ore-extra.(non-energy),83.192,82.5791,102.0776,97.3117,97.9699,107.4721,102.4357,98.6793,93.5108,96.3464,89.9706,84.1421,324.9034,295.726,224.2362,166.4104,119.6003,81.8843,51.4212,26.8096,8.3486,8.8901,10.873,12.9056,14.9893,17.1231,19.2992,21.5377,23.8227,26.1567,28.5453,31.0007,33.5027,36.0667,38.6834,41.3665,44.1234,46.92,49.8143,52.7573,55.7652
"9 Food, drink & tob.",83.192,82.5791,102.0776,97.3117,97.9699,107.4721,102.4357,98.6793,93.5108,96.3464,89.9706,84.1421,324.9034,295.726,224.2362,166.4104,119.6003,81.8843,51.4212,26.8096,8.3486,8.8901,10.873,12.9056,14.9893,17.1231,19.2992,21.5377,23.8227,26.1567,28.5453,31.0007,33.5027,36.0667,38.6834,41.3665,44.1234,46.92,49.8143,52.7573,55.7652
"10 Tex., cloth. & footw.",83.192,82.5791,102.0776,97.3117,97.9699,107.4721,102.4357,98.6793,93.5108,96.3464,89.9706,84.1421,324.9034,295.726,224.2362,166.4104,119.6003,81.8843,51.4212,26.8096,8.3486,8.8901,10.873,12.9056,14.9893,17.1231,19.2992,21.5377,23.8227,26.1567,28.5453,31.0007,33.5027,36.0667,38.6834,41.3665,44.1234,46.92,49.8143,52.7573,55.7652
11 Paper & pulp,83.192,82.5791,102.0776,97.3117,97.9699,107.4721,102.4357,98.6793,93.5108,96.3464,89.9706,84.1421,324.9034,295.726,224.2362,166.4104,119.6003,81.8843,51.4212,26.8096,8.3486,8.8901,10.873,12.9056,14.9893,17.1231,19.2992,21.5377,23.8227,26.1567,28.5453,31.0007,33.5027,36.0667,38.6834,41.3665,44.1234,46.92,49.8143,52.7573,55.7652
12 Engineering etc,83.192,82.5791,102.0776,97.3117,97.9699,107.4721,102.4357,98.6793,93.5108,96.3464,89.9706,84.1421,324.9034,295.726,224.2362,166.4104,119.6003,81.8843,51.4212,26.8096,8.3486,8.8901,10.873,12.9056,14.9893,17.1231,19.2992,21.5377,23.8227,26.1567,28.5453,31.0007,33.5027,36.0667,38.6834,41.3665,44.1234,46.92,49.8143,52.7573,55.7652
13 Other industry,83.192,82.5791,102.0776,97.3117,97.9699,107.4721,102.4357,98.6793,93.5108,96.3464,89.9706,84.1421,324.9034,295.726,224.2362,166.4104,119.6003,81.8843,51.4212,26.8096,8.3486,8.8901,10.873,12.9056,14.9893,17.1231,19.2992,21.5377,23.8227,26.1567,28.5453,31.0007,33.5027,36.0667,38.6834,41.3665,44.1234,46.92,49.8143,52.7573,55.7652
14 Construction,83.192,82.5791,102.0776,97.3117,97.9699,107.4721,102.4357,98.6793,93.5108,96.3464,89.9706,84.1421,324.9034,295.726,224.2362,166.4104,119.6003,81.8843,51.4212,26.8096,8.3486,8.8901,10.873,12.9056,14.9893,17.1231,19.2992,21.5377,23.8227,26.1567,28.5453,31.0007,33.5027,36.0667,38.6834,41.3665,44.1234,46.92,49.8143,52.7573,55.7652
15 Rail transport,607.6567,622.2538,684.6722,665.0004,717.1489,793.4839,711.3509,693.2206,707.4643,752.6506,782.7104,818.2833,1985.9343,1844.4288,1497.7156,1217.2704,990.2496,807.3336,659.5923,540.2303,443.858,453.3241,462.9406,472.7986,482.9039,493.2528,503.8065,514.6628,525.7444,537.0639,548.6483,560.5564,572.6909,585.126,597.8166,610.829,624.1996,637.7626,651.7994,666.0724,680.6602
16 Road transport,607.6567,622.2538,684.6722,665.0004,717.1489,793.4839,711.3509,693.2206,707.4643,752.6506,782.7104,818.2833,1985.9343,1844.4288,1497.7156,1217.2704,990.2496,807.3336,659.5923,540.2303,443.858,453.3241,462.9406,472.7986,482.9039,493.2528,503.8065,514.6628,525.7444,537.0639,548.6483,560.5564,572.6909,585.126,597.8166,610.829,624.1996,637.7626,651.7994,666.0724,680.6602
17 Domestic aviation,607.6567,622.2538,684.6722,665.0004,717.1489,793.4839,711.3509,693.2206,707.4643,752.6506,782.7104,818.2833,1985.9343,1844.4288,1497.7156,1217.2704,990.2496,807.3336,659.5923,540.2303,443.858,453.3241,462.9406,472.7986,482.9039,493.2528,503.8065,514.6628,525.7444,537.0639,548.6483,560.5564,572.6909,585.126,597.8166,610.829,624.1996,637.7626,651.7994,666.0724,680.6602
18 Other transp. serv.,607.6567,622.2538,684.6722,665.0004,717.1489,793.4839,711.3509,693.2206,707.4643,752.6506,782.7104,818.2833,1985.9343,1844.4288,1497.7156,1217.2704,990.2496,807.3336,659.5923,540.2303,443.858,453.3241,462.9406,472.7986,482.9039,493.2528,503.8065,514.6628,525.7444,537.0639,548.6483,560.5564,572.6909,585.126,597.8166,610.829,624.1996,637.7626,651.7994,666.0724,680.6602
19 Households,607.6567,622.2538,684.6722,665.0004,717.1489,793.4839,711.3509,693.2206,707.4643,752.6506,782.7104,818.2833,1985.9343,1844.4288,1497.7156,1217.2704,990.2496,807.3336,659.5923,540.2303,443.858,453.3241,462.9406,472.7986,482.9039,493.2528,503.8065,514.6628,525.7444,537.0639,548.6483,560.5564,572.6909,585.126,597.8166,610.829,624.1996,637.7626,651.7994,666.0724,680.6602
"20 Agriculture, forestry",607.6567,622.2538,684.6722,665.0004,717.1489,793.4839,711.3509,693.2206,707.4643,752.6506,782.7104,818.2833,1985.9343,1844.4288,1497.7156,1217.2704,990.2496,807.3336,659.5923,540.2303,443.858,453.3241,462.9406,472.7986,482.9039,493.2528,503.8065,514.6628,525.7444,537.0639,548.6483,560.5564,572.6909,585.126,597.8166,610.829,624.1996,637.7626,651.7994,666.0724,680.6602
