Unnamed: 0,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
BE,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,317.2,319.0,319.0,347.92962962962963,376.8592592592592,405.7888888888889,434.7185185185185,463.6481481481481,492.5777777777777,521.5074074074074,550.437037037037,579.3666666666666,608.2962962962963,637.2259259259258,666.1555555555555,695.0851851851852,724.0148148148148,752.9444444444445,781.874074074074,810.8037037037036,839.7333333333332,868.6629629629629,897.5925925925925,926.5222222222222,955.4518518518519,984.3814814814814,1013.3111111111109,1042.2407407407406,1071.1703703703704,1100.1,1140.8444444444442,1181.588888888889,1222.3333333333333,1263.0777777777778,1303.822222222222,1344.5666666666664,1385.3111111111111,1426.0555555555557,1466.8,1507.5444444444443,1548.2888888888888,1589.033333333333,1629.7777777777778,1670.5222222222221,1711.2666666666664,1752.011111111111,1792.7555555555555,1833.5,1874.2444444444443
DK,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,317.2,319.0,319.0,347.92962962962963,376.8592592592592,405.7888888888889,434.7185185185185,463.6481481481481,492.5777777777777,521.5074074074074,550.437037037037,579.3666666666666,608.2962962962963,637.2259259259258,666.1555555555555,695.0851851851852,724.0148148148148,752.9444444444445,781.874074074074,810.8037037037036,839.7333333333332,868.6629629629629,897.5925925925925,926.5222222222222,955.4518518518519,984.3814814814814,1013.3111111111109,1042.2407407407406,1071.1703703703704,1100.1,1140.8444444444442,1181.588888888889,1222.3333333333333,1263.0777777777778,1303.822222222222,1344.5666666666664,1385.3111111111111,1426.0555555555557,1466.8,1507.5444444444443,1548.2888888888888,1589.033333333333,1629.7777777777778,1670.5222222222221,1711.2666666666664,1752.011111111111,1792.7555555555555,1833.5,1874.2444444444443
DE,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,317.2,319.0,319.0,347.92962962962963,376.8592592592592,405.7888888888889,434.7185185185185,463.6481481481481,492.5777777777777,521.5074074074074,550.437037037037,579.3666666666666,608.2962962962963,637.2259259259258,666.1555555555555,695.0851851851852,724.0148148148148,752.9444444444445,781.874074074074,810.8037037037036,839.7333333333332,868.6629629629629,897.5925925925925,926.5222222222222,955.4518518518519,984.3814814814814,1013.3111111111109,1042.2407407407406,1071.1703703703704,1100.1,1140.8444444444442,1181.588888888889,1222.3333333333333,1263.0777777777778,1303.822222222222,1344.5666666666664,1385.3111111111111,1426.0555555555557,1466.8,1507.5444444444443,1548.2888888888888,1589.033333333333,1629.7777777777778,1670.5222222222221,1711.2666666666664,1752.011111111111,1792.7555555555555,1833.5,1874.2444444444443
EL,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,317.2,319.0,319.0,347.92962962962963,376.8592592592592,405.7888888888889,434.7185185185185,463.6481481481481,492.5777777777777,521.5074074074074,550.437037037037,579.3666666666666,608.2962962962963,637.2259259259258,666.1555555555555,695.0851851851852,724.0148148148148,752.9444444444445,781.874074074074,810.8037037037036,839.7333333333332,868.6629629629629,897.5925925925925,926.5222222222222,955.4518518518519,984.3814814814814,1013.3111111111109,1042.2407407407406,1071.1703703703704,1100.1,1140.8444444444442,1181.588888888889,1222.3333333333333,1263.0777777777778,1303.822222222222,1344.5666666666664,1385.3111111111111,1426.0555555555557,1466.8,1507.5444444444443,1548.2888888888888,1589.033333333333,1629.7777777777778,1670.5222222222221,1711.2666666666664,1752.011111111111,1792.7555555555555,1833.5,1874.2444444444443
ES,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,317.2,319.0,319.0,347.92962962962963,376.8592592592592,405.7888888888889,434.7185185185185,463.6481481481481,492.5777777777777,521.5074074074074,550.437037037037,579.3666666666666,608.2962962962963,637.2259259259258,666.1555555555555,695.0851851851852,724.0148148148148,752.9444444444445,781.874074074074,810.8037037037036,839.7333333333332,868.6629629629629,897.5925925925925,926.5222222222222,955.4518518518519,984.3814814814814,1013.3111111111109,1042.2407407407406,1071.1703703703704,1100.1,1140.8444444444442,1181.588888888889,1222.3333333333333,1263.0777777777778,1303.822222222222,1344.5666666666664,1385.3111111111111,1426.0555555555557,1466.8,1507.5444444444443,1548.2888888888888,1589.033333333333,1629.7777777777778,1670.5222222222221,1711.2666666666664,1752.011111111111,1792.7555555555555,1833.5,1874.2444444444443
FR,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,317.2,319.0,319.0,347.92962962962963,376.8592592592592,405.7888888888889,434.7185185185185,463.6481481481481,492.5777777777777,521.5074074074074,550.437037037037,579.3666666666666,608.2962962962963,637.2259259259258,666.1555555555555,695.0851851851852,724.0148148148148,752.9444444444445,781.874074074074,810.8037037037036,839.7333333333332,868.6629629629629,897.5925925925925,926.5222222222222,955.4518518518519,984.3814814814814,1013.3111111111109,1042.2407407407406,1071.1703703703704,1100.1,1140.8444444444442,1181.588888888889,1222.3333333333333,1263.0777777777778,1303.822222222222,1344.5666666666664,1385.3111111111111,1426.0555555555557,1466.8,1507.5444444444443,1548.2888888888888,1589.033333333333,1629.7777777777778,1670.5222222222221,1711.2666666666664,1752.011111111111,1792.7555555555555,1833.5,1874.2444444444443
IE,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,317.2,319.0,319.0,347.92962962962963,376.8592592592592,405.7888888888889,434.7185185185185,463.6481481481481,492.5777777777777,521.5074074074074,550.437037037037,579.3666666666666,608.2962962962963,637.2259259259258,666.1555555555555,695.0851851851852,724.0148148148148,752.9444444444445,781.874074074074,810.8037037037036,839.7333333333332,868.6629629629629,897.5925925925925,926.5222222222222,955.4518518518519,984.3814814814814,1013.3111111111109,1042.2407407407406,1071.1703703703704,1100.1,1140.8444444444442,1181.588888888889,1222.3333333333333,1263.0777777777778,1303.822222222222,1344.5666666666664,1385.3111111111111,1426.0555555555557,1466.8,1507.5444444444443,1548.2888888888888,1589.033333333333,1629.7777777777778,1670.5222222222221,1711.2666666666664,1752.011111111111,1792.7555555555555,1833.5,1874.2444444444443
IT,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,317.2,319.0,319.0,347.92962962962963,376.8592592592592,405.7888888888889,434.7185185185185,463.6481481481481,492.5777777777777,521.5074074074074,550.437037037037,579.3666666666666,608.2962962962963,637.2259259259258,666.1555555555555,695.0851851851852,724.0148148148148,752.9444444444445,781.874074074074,810.8037037037036,839.7333333333332,868.6629629629629,897.5925925925925,926.5222222222222,955.4518518518519,984.3814814814814,1013.3111111111109,1042.2407407407406,1071.1703703703704,1100.1,1140.8444444444442,1181.588888888889,1222.3333333333333,1263.0777777777778,1303.822222222222,1344.5666666666664,1385.3111111111111,1426.0555555555557,1466.8,1507.5444444444443,1548.2888888888888,1589.033333333333,1629.7777777777778,1670.5222222222221,1711.2666666666664,1752.011111111111,1792.7555555555555,1833.5,1874.2444444444443
LX,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,317.2,319.0,319.0,347.92962962962963,376.8592592592592,405.7888888888889,434.7185185185185,463.6481481481481,492.5777777777777,521.5074074074074,550.437037037037,579.3666666666666,608.2962962962963,637.2259259259258,666.1555555555555,695.0851851851852,724.0148148148148,752.9444444444445,781.874074074074,810.8037037037036,839.7333333333332,868.6629629629629,897.5925925925925,926.5222222222222,955.4518518518519,984.3814814814814,1013.3111111111109,1042.2407407407406,1071.1703703703704,1100.1,1140.8444444444442,1181.588888888889,1222.3333333333333,1263.0777777777778,1303.822222222222,1344.5666666666664,1385.3111111111111,1426.0555555555557,1466.8,1507.5444444444443,1548.2888888888888,1589.033333333333,1629.7777777777778,1670.5222222222221,1711.2666666666664,1752.011111111111,1792.7555555555555,1833.5,1874.2444444444443
NL,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,317.2,319.0,319.0,347.92962962962963,376.8592592592592,405.7888888888889,434.7185185185185,463.6481481481481,492.5777777777777,521.5074074074074,550.437037037037,579.3666666666666,608.2962962962963,637.2259259259258,666.1555555555555,695.0851851851852,724.0148148148148,752.9444444444445,781.874074074074,810.8037037037036,839.7333333333332,868.6629629629629,897.5925925925925,926.5222222222222,955.4518518518519,984.3814814814814,1013.3111111111109,1042.2407407407406,1071.1703703703704,1100.1,1140.8444444444442,1181.588888888889,1222.3333333333333,1263.0777777777778,1303.822222222222,1344.5666666666664,1385.3111111111111,1426.0555555555557,1466.8,1507.5444444444443,1548.2888888888888,1589.033333333333,1629.7777777777778,1670.5222222222221,1711.2666666666664,1752.011111111111,1792.7555555555555,1833.5,1874.2444444444443
