RTI,FSTI,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
34 USA (US),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35 Japan (JA),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35 Japan (JA),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8995429.0,9089685.0,10078220.0,7963347.5,7580813.0,8196315.0,9441613.0,9521919.0,9500626.0,9522434.0,8923840.0,9110871.0,9220602.0,9274802.0,9637551.0,9692499.0,9696140.0,9683619.0,9661484.0,9634642.0,9605388.0,9598748.0,9597811.0,9605030.0,9619561.0,9640926.0,9667356.0,9701114.0,9741423.0,9786663.0,9846599.0,9983354.0,10125704.0,10263658.0,10405663.0,10550914.0,10698705.0,10826905.0,10974227.0,11129011.0,11303219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35 Japan (JA),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165134.25,1166823.375,1281916.375,1003472.8125,946174.9375,1013044.3125,1155354.75,1153333.25,1144324.125,1186235.625,1057221.125,1032889.875,1054620.625,1069492.375,1032794.5,1026405.75,1023257.4375,1024515.4375,1029516.0,1037520.8125,1047439.0,1060944.375,1074959.875,1088757.625,1101580.25,1113135.5,1123170.25,1131837.125,1139243.625,1145212.625,1151076.875,1164268.125,1176556.0,1186898.0,1196501.125,1205476.0,1213950.625,1219620.0,1227042.75,1235085.125,1245096.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35 Japan (JA),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2045291.875,2074928.0,2309790.0,1832452.25,1751520.375,1901492.75,2199446.0,2227395.25,2226221.75,2364038.5,2129060.5,2119192.25,2240627.0,2341202.5,2157740.25,2206204.25,2262663.75,2324522.75,2386992.0,2446845.5,2501329.25,2554330.0,2599002.75,2634186.5,2659446.5,2675468.0,2682927.75,2683675.5,2678783.75,2668774.25,2657360.25,2661708.75,2662726.5,2658265.75,2651258.25,2642269.0,2631865.5,2615384.0,2602803.75,2591575.5,2584596.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35 Japan (JA),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36 Canada (CA),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36 Canada (CA),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931499.0,1904870.375,1878241.875,1851613.25,1824984.625,1798356.0,1771727.375,1745098.75,1718470.125,1691841.625,1648004.0,1644539.0,1613719.0,1589822.0,1563280.0,1537113.0,1509533.0,1481155.0,1452225.0,1422303.0,1391076.0,1359057.0,1327391.0,1296945.0,1267046.0,1238943.0,1214044.0,1193212.0,1177104.0,1163149.0,1151031.0,1140605.0,1131498.0,1123712.0,1117554.0,1113146.0,1110184.0,1108492.0,1107884.0,1108163.0,1108996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36 Canada (CA),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1555570.875,1553823.0,1552075.125,1550327.375,1548579.5,1546831.75,1545083.875,1543336.125,1541588.25,1539840.5,1480429.0,1518504.0,1539399.0,1559422.0,1567448.0,1565309.0,1554987.0,1538614.0,1519324.0,1499062.0,1480391.0,1465085.0,1454595.0,1449376.0,1449367.0,1453208.0,1459472.0,1466786.0,1474313.0,1481703.0,1488885.0,1496028.0,1503076.0,1510121.0,1517163.0,1524203.0,1531252.0,1538297.0,1545336.0,1552381.0,1559422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36 Canada (CA),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623694.875,615969.8125,608244.75,600519.6875,592794.625,585069.5625,577344.5,569619.4375,561894.375,554169.3125,596660.0,551959.0,518557.0,497861.0,487256.0,483584.0,484274.0,486963.0,489822.0,492998.0,496074.0,499032.0,502121.0,505903.0,510335.0,515711.0,521664.0,527832.0,534131.0,540274.0,546420.0,552522.0,558587.0,564656.0,570729.0,576805.0,582866.0,588940.0,595007.0,601078.0,607144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36 Canada (CA),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37 Australia (AU),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37 Australia (AU),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157503.0,1225958.125,1407721.375,1270560.25,1171918.75,1100944.25,1086732.125,1098389.0,1082499.25,1129381.875,1047839.75,1050923.0,1084873.875,1096013.5,1106109.375,1117827.0,1132349.375,1126760.75,1118008.125,1108078.375,1095511.75,1119340.625,1140135.375,1157337.5,1173703.75,1189899.25,1206914.875,1222923.75,1236345.125,1247423.125,1257419.25,1266283.375,1276738.375,1285816.75,1294489.625,1305550.375,1317958.5,1327561.375,1338015.375,1350133.875,1365443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37 Australia (AU),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160612.0,1226112.25,1404575.625,1264947.125,1164368.0,1091776.875,1075774.125,1085509.875,1134466.625,1112939.5,1018960.1875,1012625.75,1044585.0,1056614.125,1072900.5,1087752.25,1103812.75,1102538.75,1098356.75,1089856.625,1076901.25,1100857.75,1124695.125,1149573.375,1174630.875,1198986.5,1221908.125,1245845.0,1270076.5,1294674.0,1322415.375,1348643.625,1373889.0,1399276.125,1425871.75,1450878.625,1475467.875,1497561.0,1522946.75,1552903.875,1584713.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37 Australia (AU),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390221.28125,408457.25,463890.0,414411.71875,378576.96875,352449.90625,344955.0625,345872.90625,357401.25,343177.1875,314126.71875,313955.8125,327559.34375,335108.34375,336336.28125,336911.375,337997.5,334522.625,330535.5,325453.4375,319124.125,323900.09375,329379.125,334708.125,339626.84375,344125.375,348098.1875,350998.21875,354128.46875,357717.90625,360689.4375,363722.34375,366426.4375,368014.3125,369504.78125,370977.375,371956.4375,372509.46875,373921.84375,375499.96875,376809.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37 Australia (AU),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38 New Zealand (NZ),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38 New Zealand (NZ),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106136.2578125,101169.4140625,115760.34375,109576.1484375,113222.4765625,116189.25,118652.0859375,123669.0234375,123423.09375,129776.125,118447.75,118650.59375,124586.90625,126534.8125,128512.046875,130648.0546875,133360.09375,133765.828125,133751.109375,133555.140625,132990.640625,136358.5625,139395.34375,142017.859375,144494.671875,146912.328125,149505.546875,151994.65625,154230.59375,156192.546875,158079.53125,159518.203125,161101.828125,162505.34375,163860.125,165497.734375,167332.21875,168763.828125,170374.109375,171956.796875,174058.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38 New Zealand (NZ),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106421.3359375,101182.140625,115501.6640625,109092.0625,112492.9765625,115221.765625,117455.65625,122218.9453125,129348.2421875,127886.75,115183.203125,114326.78125,119960.140625,121986.1484375,124653.7265625,127133.0234375,129999.25,130890.2578125,131400.15625,131358.90625,130731.3984375,134106.96875,137507.578125,141065.109375,144608.8125,148034.296875,151362.828125,154843.5,158438.46875,162108.9375,166250.671875,169893.40625,173360.53125,176844.671875,180490.859375,183920.234375,187330.125,190374.734375,193922.078125,197782.140625,202010.265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38 New Zealand (NZ),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35781.01171875,33707.0078125,38146.80078125,35739.85546875,36575.41796875,37196.1484375,37663.0390625,38942.2734375,40749.7421875,39434.140625,35508.87109375,35446.0234375,37616.9140625,38688.27734375,39076.84375,39377.12890625,39806.953125,39713.57421875,39543.0859375,39226.44921875,38740.36328125,39457.65234375,40270.58203125,41072.31640625,41811.46484375,42487.84765625,43120.3671875,43624.83984375,44176.53515625,44790.6328125,45344.953125,45819.390625,46236.546875,46510.73828125,46772.953125,47026.84765625,47224.77734375,47354.58984375,47612.7578125,47824.71484375,48033.58203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38 New Zealand (NZ),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39 Russian Fed. (RS),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39 Russian Fed. (RS),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2366552.25,2542267.0,2627675.75,2521032.5,2603716.5,2801466.0,2888427.25,2964857.25,2907514.5,3106643.25,3027998.25,3195402.0,3227067.75,3289956.5,3341698.5,3393301.5,3441169.0,3483210.5,3524069.5,3569900.25,3618366.75,3678942.0,3732546.5,3778540.5,3823238.75,3868828.75,3918321.5,3966524.75,4009749.0,4047717.75,4080273.5,4094038.5,4112448.5,4130366.25,4146872.25,4170302.0,4197345.5,4224585.0,4247356.0,4266570.0,4289626.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39 Russian Fed. (RS),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2372908.5,2542586.75,2621804.0,2509895.0,2586940.75,2778138.75,2859301.75,2930092.75,3047095.25,3061414.25,2944543.25,3078956.75,3107224.5,3171689.25,3241370.5,3302006.0,3354447.25,3408331.75,3462126.5,3511195.0,3556898.0,3618194.0,3681998.5,3753191.75,3826258.75,3898374.75,3966998.0,4040869.25,4119147.25,4201040.5,4291183.5,4360318.5,4425376.5,4494826.0,4567752.5,4634522.0,4698971.0,4765560.5,4834397.0,4907345.0,4978477.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39 Russian Fed. (RS),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797820.0,847017.0,865904.6875,822271.4375,841105.3125,896845.0,916856.625,933607.125,959953.875,943993.375,907748.75,954603.75,974358.625,1005910.875,1016115.125,1022735.9375,1027162.1875,1034126.125,1041879.8125,1048514.5625,1054035.375,1064563.875,1078313.125,1092773.875,1106305.25,1118886.375,1130121.75,1138454.5,1148519.375,1160745.875,1170422.25,1175955.75,1180280.875,1182154.25,1183701.375,1185008.125,1184581.875,1185405.0,1186966.25,1186620.75,1183772.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39 Russian Fed. (RS),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40 Rest of Annex I (RA),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40 Rest of Annex I (RA),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78284.4765625,93040.421875,93625.625,94386.8046875,98169.578125,96102.0703125,98860.4140625,104879.3046875,107964.015625,113534.4375,105659.8515625,103474.75,109597.8515625,112041.15625,114055.3203125,116154.6328125,118612.296875,121464.0078125,124325.375,127433.125,130701.6015625,133967.546875,136989.921875,139540.921875,142063.125,144615.09375,147366.859375,150071.03125,152587.921875,154927.515625,157085.578125,158685.46875,160450.359375,162181.53125,163853.875,165799.328125,167901.140625,169859.984375,171760.046875,173568.390625,175616.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40 Rest of Annex I (RA),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78494.7421875,93052.125,93416.4140625,93969.8203125,97537.0703125,95301.84375,97863.5546875,103649.546875,113147.03125,111881.5234375,102747.7578125,99703.96875,105527.734375,108013.5078125,110631.03125,113029.5390625,115623.1171875,118852.890625,122140.09375,125337.5546875,128481.25,131755.4375,135134.75,138604.796875,142175.34375,145719.5,149197.5625,152883.8125,156751.0,160795.984375,165205.34375,169006.515625,172659.46875,176492.28125,180483.96875,184255.390625,187967.03125,191611.265625,195499.578125,199635.765625,203818.484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
