,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
NO,12636.000000000005,12636.000000000005,12636.000000000005,12636.000000000005,12796.00000000001,13016.999999999993,13287.000000000011,13614.0,14115.0,14966.000000000002,15874.99999999999,15862.000000000007,16244.000000000011,17563.99999999999,16108.999999999987,17334.0,17167.0,18086.000000000015,19711.999999999985,20296.999999999996,19730.000000000004,19676.0,19786.3667162684,19897.3623433475,20008.9829039989,20121.2245004306,20234.0833055994,20347.6118906593,20461.7497674866,20576.5491642115,20691.9502414782,20808.0602355025,20924.764114952,21042.1683045403,21160.2135209959,21278.8958947726,21398.2657902838,21518.3187872064,21638.9968660249,21760.4033676495,21882.4802018409,22005.2232741948,22128.6813250135,22252.7972041182,22377.6193570872,22503.1433286498,22629.4165896743,22756.3309408588,22883.9856398017,23012.3758966721,23141.4460567495,23271.2936230576,23401.8123876423,23533.0991420626,23665.0988018167,23797.8569477909,23931.3687450182,24065.6294482691,24200.6344000062,24336.3790360312,24472.9076568333,24610.1666720057,24748.248491246,24887.051355393,25026.6670148807,25167.0901863219,25308.2681690737,25450.2438036157,25593.0120929222,25736.5681390943,25880.9538300577,26026.1173530992,26172.1003840991,26318.9438858617,26466.5963389986,26615.0528122547,26764.3539694137,26914.4944797391,27065.4691153692,27217.3176452809,27369.9897542162,27523.5250194978,27677.918039761,27833.2076284346,27989.3440764194,28146.3222818363,28304.2243522707,28463.00088802,28622.6897099038,28783.2420102207,28944.6954440399,29107.0870242686,29270.3682649951,29434.5760346692,29599.6624335566,29765.7060524802,29932.7007294888,30100.5989072988,30269.4778683155,30439.2489378136,30610.0298757077,30781.7324234328,30954.4323360108,31128.0422983924,31302.6778593849,31478.2921975868
CH,12858.000000000007,12858.000000000007,12858.000000000007,12858.000000000007,13025.656240000004,13609.26216000001,14206.159890000003,14489.118140000008,14985.703280000002,15341.097130000002,15709.174410000014,16258.727480000001,16889.417469999993,17129.987120000016,16774.728559999992,16906.359210000013,17372.428399999986,17108.60591000001,17240.925940000016,17541.073550000016,17214.000000000004,16963.0,16994.2874159477,17025.6325413708,17057.0354803237,17088.4963408826,17120.0152280821,17151.5922527324,17183.2275186559,17214.9211331049,17246.6732058134,17278.4838438211,17310.3531551671,17342.2812462641,17374.2682291326,17406.3142094865,17438.4192976029,17470.5836017515,17502.8072314128,17535.0902951539,17567.4329038809,17599.835167529,17632.2971959541,17664.8190980614,17697.4009850286,17730.0429680441,17762.7451570715,17795.5076643824,17828.3305999002,17861.2140768966,17894.1582050791,17927.1630975094,17960.2288647715,17993.3556207667,18026.5434768767,18059.7925465929,18093.102943213,18126.4747797412,18159.9081677259,18193.4032219128,18226.960056854,18260.5787854163,18294.2595225921,18328.0023817194,18361.8074781162,18395.6749255338,18429.6048407806,18463.597337874,18497.652531463,18531.770539286,18565.951475046,18600.195456569,18634.5025999709,18668.8730206743,18703.3068360728,18737.8041614646,18772.3651166559,18806.9898181105,18841.678384027,18876.4309293336,18911.2475760774,18946.1284373613,18981.0736372027,19016.0832900463,19051.1575179627,19086.2964386276,19121.5001713084,19156.7688341608,19192.1025495651,19227.5014354179,19262.9656132437,19298.4952039403,19334.0903243975,19369.751101501,19405.4776510304,19441.2700975498,19477.1285602659,19513.0531625225,19549.0440278026,19585.1012752573,19621.2250276852,19657.4154100007,19693.6725418398,19729.9965489779,19766.3875551255,19802.8456810211
IS,642,642.0,642.0,642.0,660.0,679.0,699.0,741.0,786.0,825.0,805.0,813.0,806.0,777.0,786.0,808.0,850.0,907.0,1052.0,1151.0,1203.0,1151.0,1153.99187629128,1156.9915297114,1159.99898024502,1163.01424829775,1166.03735404289,1169.06831813723,1172.10716073635,1175.15390237758,1178.20856368466,1181.27116518815,1184.34172757769,1187.42027134843,1190.50681752845,1193.60138674726,1196.70399992196,1199.8146779817,1202.9334417974,1206.06031238526,1209.19531089762,1212.33845851213,1215.48977631799,1218.64928548922,1221.81700744885,1224.99296347941,1228.17717498829,1231.36966345949,1234.57045036597,1237.77955738823,1240.99700605295,1244.22281803638,1247.45701505351,1250.69961896685,1253.95065161631,1257.21013490567,1260.47809081907,1263.75454147312,1267.03950868232,1270.33301475493,1273.63508190334,1276.94573237568,1280.26498848606,1283.59287252747,1286.92940696708,1290.27461425732,1293.62851710087,1296.99113792221,1300.36249934442,1303.74262430326,1307.13153542783,1310.52925555472,1313.93580773375,1317.35121470516,1320.77549968212,1324.208685469,1327.65079546354,1331.10185286448,1334.5618808514,1338.0309025881,1341.50894178004,1344.99602147618,1348.49216553709,1351.99739730104,1355.51174050603,1359.03521885495,1362.56785602192,1366.10967569947,1369.6607019793,1373.22095861148,1376.79046976323,1380.36925941524,1383.95735154021,1387.55477062397,1391.16154057644,1394.77768597541,1398.40323093292,1402.03820013779,1405.68261802655,1409.33650906513,1412.99989789996,1416.67280930879,1420.35526784943,1424.04729850107,1427.74892619447,1431.46017574595
HR,2589.9999999999995,2589.9999999999995,2589.9999999999995,2589.9999999999995,2424.0,2816.0,7615.000000000003,8160.9999999999945,8956.0,9547.000000000004,10243.000000000004,11095.00000000001,11428.99999999999,11041.999999999996,9429.000000000007,8779.999999999996,8926.999999999995,8649.000000000005,9133.000000000005,9380.999999999995,10438.999999999995,11337.0,11400.5922700914,11464.5502363802,11528.8715638009,11593.5539634469,11658.5667228249,11723.9930353428,11789.7453438273,11855.878090083,11922.3888335973,11989.2751771675,12056.5347692084,12124.1653016741,12192.1645148329,12260.5849294352,12329.3419046837,12398.5150671916,12468.0746095678,12538.0181403728,12608.3433158091,12679.074501302,12750.2090957731,12821.7181128019,12893.6520291274,12965.9818402069,13038.7051363115,13111.8455328466,13185.4003753375,13259.367061329,13333.7686740336,13408.5513196514,13483.763708278,13559.4031019652,13635.4668119129,13711.9772882862,13788.8816627227,13866.2523331759,13944.0366419434,14022.2568098148,14100.910132045,14180.0183938179,14259.5543423012,14339.5396552416,14419.9956416778,14500.8711917696,14582.2356532363,14664.0381299946,14746.2997284888,14829.0175953442,14912.1889285703,14995.8577789846,15079.9742528478,15164.5589088247,15249.6319572836,15335.19026762,15421.2078774891,15507.7048654366,15594.7009699063,15682.1929928235,15770.1553033062,15858.6299137998,15947.59121444,16037.0584477642,16127.0063158423,16217.4760013944,16308.4641451292,16399.9456264819,16491.9392244227,16584.4633951022,16677.4932046541,16771.0470468813,16865.121647342,16959.7350619279,17054.8838622748,17150.5436168704,17246.7532693985,17343.5093143109,17440.8083115312,17538.6468820991,17637.0217148797,17735.9706271929,17835.4490138617,17935.5148195528,18036.1236656305,18137.2924746403
TR,18429.83704290491,18429.83704290491,18429.83704290491,18429.83704290491,152209.99999999985,150973.99999999997,161552.0000000001,151420.99999999994,150912.00000000015,152163.00000000003,156853.0,166831.00000000015,177398.99999999997,181329.99999999988,181935.00000000003,176455.00000000015,190365.00000000006,203071.99999999994,216123.00000000006,224048.00000000017,234492.0,244329.0,246613.915808061,248920.199732274,251248.05157095,253597.673014299,255969.267602365,258363.040909446,260779.200294118,263217.955098366,265679.516671596,268164.09827075,270671.915142718,273203.184653232,275758.126111119,278336.960841919,280939.912309455,283567.206056031,286219.069743161,288895.73310244,291597.428109211,294324.388853156,297076.851567676,299855.054713912,302659.239078582,305489.647640024,308346.525625185,311230.120509903,314140.682217042,317078.462966313,320043.717205141,323036.701898614,326057.676373437,329106.902448398,332184.644228039,335291.168442835,338426.744250392,341591.643351538,344786.139958096,348010.510827715,351265.035370517,354549.995587498,357865.676107347,361212.36418243,364590.349854401,367999.925717877,371441.387272998,374915.032698193,378421.162945936,381960.081813661,385532.095945656,389137.514831278,392776.650917169,396449.819445318,400157.338688607,403899.529897734,407676.717371766,411489.228342113,415337.393154822,419221.545191691,423142.021091405,427099.160438447,431093.306211925,435124.804382792,439194.004377326,443301.258694222,447446.923244522,451631.357189865,455854.923135381,460117.987008087,464420.918208988,468764.089603775,473147.877382573,477572.661526183,482038.825347415,486546.755841226,491096.843585399,495689.482820054,500325.071572051,505004.011391268,509726.707677312,514493.569701579,519305.010436485,524161.446817802,529063.299654431,534010.993591596
MK,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US,3319374.999999999,3319374.999999999,3319374.999999999,3319374.999999999,3354099.0000000014,3396659.9999999977,3448546.000000001,3544363.9999999986,3618889.999999999,3543600.000000002,3581816.999999998,3512416.000000002,3641352.0000000033,4018805.0000000014,3576214.999999997,3668077.0000000023,3859535.000000002,3857341.1997952694,3851865.374166624,3865889.688664339,3856135.8812158336,3926709.220919441,3909256.8048567143,4067909.3448753757,3935697.5215737573,3939432.283494623,3942289.3462291993,3944302.7968195667,3945505.191200395,3945927.6486342694,3945599.9384492133,3944550.559852074,3942806.815499966,3940394.879433032,3937339.859902893,3933665.8575717043,3929396.019504682,3924552.589332955,3919156.953924412,3913229.686864414,3906790.5890176306,3899858.726415154,3892452.4656864856,3884589.5072348258,3876286.916335122,3867561.152317364,3858428.0959823625,3848903.0753840036,3839000.8900998523,3828735.834101022,3818121.71732262,3807171.886027546,3795899.242048069,3784316.260983048,3772435.0094218175,3760267.1612603194,3748986.3597765383,3737739.4006972085,3726526.1824951167,3715346.6039476315,3704200.5641357885,3693087.962443381,3682008.698556051,3670962.672460383,3659949.7844430017,3648969.935089673,3638023.025284404,3627108.956208551,3616227.629339925,3605378.946451905,3594562.8096125494,3583779.1211837116,3573027.78382016,3562308.7004687,3551621.774367294,3540966.9090441917,3530344.008317059,3519752.9762921077,3509193.7173632313,3498666.1362111415,3488170.137802508,3477705.627389101,3467272.5105069336,3456870.6929754126,3446500.0808964865,3436160.580653797,3425852.0989118353,3415574.5426151,3405327.8189872545,3395111.8355302927,3384926.5000237017,3374771.7205236307,3364647.40536206,3354553.4631459736,3344489.802756536,3334456.3333482663,3324452.9643482217,3314479.605455177,3304536.1666388116,3294622.5581388953,3284738.6904644785,3274884.474393085,3265059.8209699057,3255264.641506996,3245498.847582475,3235762.351039727
JA,294648.97159490053,305510.67509160365,306263.1565250155,300670.4219035378,307149.5372505932,313119.4418234221,313072.47742956626,312028.5596680739,321862.5918291271,327633.21018037316,334977.9541050236,346535.31097651477,354800.1669626887,346420.9731906648,334666.5694240261,246175.5061077633,233956.38778913874,209955.3147179821,214091.76275136194,210007.81010831188,204315.36785936457,210314.6454,210781.964104297,211250.241737395,211719.974448112,212190.176315149,212661.838348592,213134.468304567,213608.068095676,214082.639678488,214558.185041816,215035.204623145,215512.704041181,215991.682819077,216471.644502081,216952.591039077,217434.524437186,217917.948823585,218401.862525131,218887.272433559,219373.678429,219861.082524554,220349.991949405,220839.398892897,221330.316437019,221821.734335968,222314.668130221,222808.613423863,223304.08117068,223800.056206916,224297.559036525,224795.572011439,225295.11813835,225795.689332633,226297.80031742,226800.428469839,227304.601833757,227809.295280327,228315.539341491,228822.822206985,229331.662418446,229841.029828554,230351.960052468,230863.420430551,231376.449110601,231890.530506174,232406.186993888,232922.380869039,233440.155348044,233958.470236355,234478.371285638,234999.339169517,235521.900090578,236045.008734188,236569.716013179,237094.974055823,237621.836371507,238149.779797395,238679.334425496,239209.447250892,239741.176963861,240273.997798202,240807.912028425,241342.921809213,241879.029393529,242416.236980144,242955.07986895,243495.028491336,244036.085113889,244578.251947776,245121.53125187,245666.461619586,246212.510223283,246759.141747894,247307.971339958,247857.388357337,248407.932692667,248960.146923484,249512.953448916,250067.435738484,250623.055809155,251180.358911423,251738.262121769,252297.854292844,252858.049905877,253419.940407548
CA,132.26339670558434,132.26339670558434,132.26339670558434,132.26339670558434,136.51765522243537,138.08692944189954,140.0511976169538,139.63331059597195,141.08887439127014,162.22759749050707,167.18275427537202,166.66509916720574,166.66509916720574,165.97997471032102,160.00303955771184,169.2333508839377,169.82900568084776,173.37668716307772,173.83805856384168,182.29751757579157,186.00562783924136,188.0052397,211.049394030511,230.03535857579,237.510836895305,245.229246454338,253.198481780893,261.426694104163,269.922299267995,278.693986808296,287.750728631863,297.101788182685,306.756729865427,316.72542899058,327.01808183744,337.645215826141,348.617700653408,359.946759287588,371.643979266116,383.72132476866,396.191148834562,409.066205723847,422.359664535583,436.085121899074,450.256616657612,464.888643606466,479.996168803951,495.5946445403,511.700025185864,528.328783763182,545.497928522704,563.225020450276,581.528191129805,600.426161281,619.93826100743,640.084445752319,660.88532412233,682.362169818947,704.536950198631,727.432346600909,751.071776697317,775.479418871685,800.680238189655,826.700011684081,853.565350589027,881.303735166486,909.943537230881,939.514048268055,970.045514970842,1001.56916543603,1034.11724281091,1067.72303673478,1102.42092234578,1138.24638652347,1175.23607537725,1213.42781998309,1252.86068572771,1293.57500401743,1335.61241952706,1379.01592806479,1423.82992480903,1470.10024502043,1517.87421522463,1567.20070074738,1618.13015308288,1670.7146643819,1725.00801974729,1781.06574952639,1838.94519174571,1898.70554777674,1960.40794091089,2024.115482978,2089.8933317942,2157.80877122726,2227.93126339298,2300.33253293567,2375.0866308717,2452.27002116015,2531.96164544742,2614.24301465342,2699.1982883525,2786.91436205335,2877.48095020899,2970.99069041197,3067.53922457762,3167.22530238889
AU,125586.99999999988,125586.99999999988,125586.99999999988,125586.99999999988,125586.99999999988,127963.00000000007,133567.99999999994,137534.0,150513.00000000012,160580.0,168700.00000000006,183944.00000000003,189425.0000000001,198961.00000000003,218684.0000000001,237162.9999999999,258624.00000000015,261420.0000000001,290570.0,319000.0000000001,367700.0000000003,401600.000000001,435614.924565443,432868.51126383,446935.47547131,461459.575094599,476455.665552963,491939.085201694,507925.670867216,524431.774028878,541474.277191623,559070.612166296,577238.776758943,595997.353540705,615365.529479303,635363.11457562,656010.56301345,677328.993107183,699340.210180134,722066.727520762,745531.790467525,769759.399562639,794774.335249857,820602.183426013,847269.361281808,874803.144752545,903231.695753091,932584.091846591,962890.355012006,994181.4836589,1026489.48263935,1059847.39739793,1094289.34705851,1129850.55958987,1166567.40765076,1204477.44646414,1243619.45084731,1284033.45645959,1325760.79931877,1368844.15877585,1413327.60211011,1459256.62749826,1506678.21263565,1555640.86059421,1606194.65204224,1658391.29409367,1712284.17501833,1767928.41680316,1825380.93608273,1884700.49207827,1945947.76075449,2009185.3879904,2074478.0541997,2141892.5412096,2211497.80369951,2283365.03164566,2357567.73729715,2434181.81355664,2513285.62403464,2594960.07625506,2679288.71141735,2766357.78177059,2856256.34270412,2949076.34460137,3044912.72354051,3143863.50833347,3246029.9039574,3351516.4122721,3460430.91981468,3572884.83466923,3688993.17257733,3808874.6924089,3932652.01045465,4060451.73328919,4192404.57152394,4328645.49597603,4469313.85090727,4614553.51827758,4764513.0482429,4919345.83040609,5079210.22307189,5244269.74184339,5414693.2167834,5590654.95493881,5772334.93862318,5959918.98729584
NZ,3670.999999999999,3670.999999999999,3670.999999999999,3670.999999999999,3670.999999999999,4077.9999999999986,3942.0,3765.9999999999973,3853.0,3903.999999999999,4322.000000000003,4312.000000000003,4328.999999999998,4556.0,3962.0000000000014,3919.000000000003,4177.999999999996,4767.999999999998,4679.100000000002,4492.5999999999985,4348.500000000004,4352.848500000003,4357.2013485000025,4361.558549848502,4365.92010839835,4370.286028506748,4374.656314535255,4379.03097084979,4383.410001820639,4387.793411822459,4392.181205234281,4396.573386439515,4400.969959825954,4405.3709297857795,4409.7763007155645,4414.186077016279,4418.600263093295,4423.0188633563885,4427.441882219744,4431.869324101964,4436.301193426065,4440.7374946194905,4445.178232114109,4449.623410346223,4454.073033756568,4458.527106790324,4462.985633897114,4467.448619531011,4471.916068150542,4476.387984218692,4480.86437220291,4485.345236575113,4489.830581811687,4494.320412393498,4498.814732805891,4503.313547538697,4507.816861086235,4512.32467794732,4516.837002625267,4521.353839627892,4525.875193467519,4530.401068660986,4534.931469729647,4539.466401199376,4544.005867600576,4548.549873468176,4553.098423341644,4557.651521764985,4562.209173286749,4566.771382460036,4571.338153842496,4575.909491996337,4580.485401488333,4585.065886889821,4589.65095277671,4594.240603729487,4598.834844333216,4603.433679177549,4608.037112856726,4612.645149969582,4617.257795119552,4621.875052914671,4626.496927967585,4631.1234248955525,4635.754548320448,4640.390302868767,4645.030693171636,4649.675723864807,4654.325399588672,4658.9797249882595,4663.6387047132475,4668.30234341796,4672.970645761377,4677.643616407138,4682.321260023545,4687.003581283568,4691.69058486485,4696.382275449715,4701.078657725165,4705.7797363828895,4710.485516119272,4715.1960016353905,4719.911197637025,4724.631108834661,4729.355739943495,4734.085095683437
RS,125816.00000000001,125816.00000000001,125816.00000000001,125816.00000000001,140012.99999999994,152734.99999999988,159851.99999999988,167238.00000000015,173145.99999999994,182140.99999999985,193597.00000000006,198765.99999999997,205848.99999999988,216275.99999999983,180136.00000000003,199341.0,222823.00000000012,248861.99999999997,250054.00000000017,246784.00000000017,232548.9999999999,217694.9999999998,237815.00000000006,241173.9999999998,216833.1997313094,217885.64329253152,218901.90888403618,219879.14257584352,220814.2715969214,221703.9818106423,222544.6921017217,223332.52513755584,224063.2738527087,224732.36286221948,225334.80382878988,225865.14357925882,226317.40347140303,226685.00813159946,226960.70118756875,227136.44496673418,227203.30026068844,227151.2810852319,226969.17776984838,226644.33950755847,226162.40441036285,225506.96072459215,224659.11650303268,223596.94564816772,222294.76409653213,220722.1680793822,218842.7317770349,216612.2051149813,213975.9567583688,210865.23889546614,207191.53962831546,202837.68280123686,203243.35816683935,203649.84488317303,204057.14457293937,204465.25886208526,204874.18937980942,205283.93775856905,205694.50563408618,206105.89464535436,206518.10643464507,206931.14264751435,207345.0049328094,207759.694942675,208175.21433256037,208591.56476122548,209008.74789074794,209426.76538652944,209845.6189173025,210265.3101551371,210685.84077544737,211107.21245699827,211529.42688191228,211952.4857356761,212376.39070714745,212801.14348856173,213226.74577553885,213653.19926708992,214080.5056656241,214508.66667695536,214937.68401030925,215367.55937832987,215798.29449708652,216229.8910860807,216662.35086825286,217095.67556998937,217529.86692112935,217964.9266549716,218400.85650828155,218837.6582212981,219275.3335377407,219713.88420481616,220153.3119732258,220593.61859717223,221034.80583436656,221476.8754460353,221919.82919692737,222363.66885532122,222808.39619303186,223254.01298541794,223700.52101138877,224147.92205341154
RA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,469488.9304329992,501119.56285090407,527149.7801758099,548301.1725999435,572432.4407365322,612938.571333138,633002.7211928932,678201.6896196175,709950.1249494341,784090.7145710512,869322.9767135688,975397.149633624,1135495.8661882638,3286816.4174782606,3718868.4504847564,4338980.627360707,5137463.32975208,5953500.953313984,5573813.346453308,5685672.65961891,5795544.554173223,6208004.092,6800747.46920815,6967601.41519132,7228036.45228169,7498221.86688815,7778497.15278261,8069249.97029705,8370863.96068096,8683775.83600301,9008359.86095186,9345083.8249391,9694392.51602496,10056768.5166359,10432690.722816,10822655.1104787,11227199.1087543,11646856.6389249,12082205.7222624,12533821.0803469,13002324.3858655,13488334.248056,13916718.9550992,14358703.8832443,14814735.5135901,15285245.5999147,15770708.8421149,16271584.8514228,16788346.8233203,17321546.32293,17871656.1775793,18439262.1416246,19024868.115581,19629096.1430836,20252518.9654962,20895726.2985967,21559362.6430004,22244055.4849402,22950528.8367571,23679413.0309702,24431476.8679696,25207391.7508896,26007974.0031785,26833982.0821521,27686196.9065281,28565512.9910311,29472763.9415673,30408760.7514775,31374528.7699669,32370983.9258356,33399069.1983431,34459806.9657027,35554252.6858322,36482787.2986166,37435574.16609,38413209.8340245,39416416.6321969,40445824.4045268,41502077.5578595,42585952.8327121,43698130.5082713,44839306.5173632,46010316.129825,47211956.3311181,48444918.0671806,49710099.3750905,51008358.7402582,52340443.8664366,53707387.9939217,55109981.267853,56549239.0904736,58026064.0078849,59541451.5702766,61096423.4057939,62692027.6819911,64329264.277805,66009309.8604876,67733218.5230412,69502068.753899,71317205.7665073,73179688.1497456,75090845.3949821,77051959.8579573,79064261.3258555,81129095.2450112,83247841.710592
IN,430778.7947088209,466997.88138877304,493999.6066921476,514998.8774835989,544999.414863581,595001.9727092488,642999.9979296972,728301.2161119803,825900.8425845946,933699.5644551788,1021599.4036917781,1144501.8101715213,1287303.1414693147,1407801.745453227,1507992.720072115,1653607.7928569051,1824305.637503787,2026093.2715068264,2226563.6704745856,2435858.940654409,1794074.772606215,1623345.985,1703978.40439124,1772370.40975634,1838619.84777745,1907349.31757458,1978640.96746272,2052606.39742525,2129325.30924229,2208917.09870615,2291487.18370595,2377144.74842007,2466002.87608203,2558178.68730102,2653793.48178162,2752995.29212946,2855904.52060825,2962645.0440236,3073392.8790666,3188270.57589484,3307441.70787663,3431076.60132655,3559325.57954522,3692371.12456373,3830388.97033136,3973561.12761953,4122091.13281648,4253010.5320574,4388086.06381173,4527445.31875221,4671236.03235992,4819594.50030389,4972661.04722723,5130597.61533722,5293536.23185554,5461666.50677125,5635111.22947221,5814089.81979023,5998734.24943837,6189257.60428386,6385820.67336962,6588629.28671211,6797875.36468201,7013778.11124712,7236542.36076403,7466356.44605034,7703505.16784795,7948144.40660451,8200574.94511181,8461036.83336963,8729752.1256231,9006999.3135961,9293066.54339122,9588198.46525345,9892727.43181764,10206914.9554198,10531057.2424705,10806084.1210398,11088306.800374,11377902.5551492,11675022.412526,11979943.0855199,12292794.7053459,12613835.263649,12943266.6120574,13281295.2612604,13628132.5091196,13984062.4194237,14349240.4865644,14723998.1295143,15108536.3727027,15503095.6097584,15907995.244775,16323415.8250452,16749728.5810879,17187163.9010778,17636034.2000984,18096620.97817,18569212.254983,19054143.7409955,19551760.575879,20062375.2566326,20586350.520602,21123971.8409947,21675618.3686636,22241724.9293506
MX,162826.99999999988,170837.99999999997,154083.00000000006,179084.99999999985,197957.99999999985,194052.99999999983,191900.99999999983,192899.9999999999,195200.00000000003,199800.0,204217.0000000001,209391.99999999985,222391.00000000012,227290.00000000012,211600.00000000012,220284.99999999985,226900.0000000002,233463.9999999999,235427.0000000001,239709.9999999998,245136.00000000006,251122.0,266802.565260858,249356.121184919,252338.691920767,255357.977998688,258413.899807324,261506.309599933,264634.983950342,267801.240217824,271004.820344621,274247.090043002,277529.50829302,280850.019224673,284209.988017235,287610.872518613,291052.271604233,294533.673546012,298058.584041108,301624.460498034,305232.774102231,308885.096498729,312580.802670976,316321.494476072,320106.451561707,323934.802428132,327810.644855424,331733.19071544,335704.195023506,339719.965875621,343784.903911572,347897.955722364,350153.706130837,352422.953569552,354706.958113781,357007.066904858,359321.445326604,361651.411361991,363994.956137288,366356.848606026,368731.549486108,371120.289036464,373527.40502363,375948.948666758,378386.190987934,380839.233598844,383308.17923517,385793.130730135,388294.191828727,390811.467301954,393345.061749524,395895.081433749,398461.632713588,401044.822701801,403644.759223965,406261.550749789,408895.306822856,411546.137254533,414214.152971731,414619.063756984,415024.370474865,415430.073101263,415836.172717409,416242.668958824,416649.562835484,417056.854429923,417464.54414432,417872.632240253,418281.11946615,418690.005819192,419099.291980076,419508.978347159,419919.064890038,420329.552647637,420740.441500577,421151.732104581,421563.424591392,421975.519529032,422388.017498402,422800.918683867,423214.223343851,423627.932203399,424042.045336838,424456.563253211,424871.486474446,425286.815130241
BR,195392.39999999985,205005.59999999995,184899.60000000006,214901.99999999983,237549.5999999998,232863.59999999977,230281.19999999978,231479.99999999988,234240.00000000003,239760.0,245060.40000000008,251270.39999999982,266869.2000000001,272748.0000000001,253920.00000000012,264341.9999999998,272280.00000000023,280156.7999999999,282512.4000000001,287651.99999999977,294163.20000000007,301346.4,327695.358839993,291593.543343374,301011.100849501,310732.816089616,320768.512113971,331128.329835815,341822.737203143,352862.540175728,364258.89431447,376023.315066928,388167.689799564,400704.289478517,413645.782205875,427005.244596876,440796.175782645,455032.510888897,469728.634879129,484899.397606239,500560.128340117,516726.651913707,533415.303451602,550642.945829626,568426.987186922,586785.397500416,605736.726726646,625300.124635338,645495.35893139,666342.836192722,687863.621463769,710079.460706128,729041.924781657,748510.77596485,768499.536973573,789022.09221927,810092.696289699,831725.984813146,853936.983636719,876741.120898207,900154.235939021,924192.591372497,948872.884148329,974212.256690592,1000228.3100237,1026939.11403693,1054363.22270589,1082519.68409367,1111428.05500863,1141108.41622959,1171581.38209156,1202868.11997719,1234990.3612778,1267970.41752252,1301831.19648613,1336596.21709502,1372289.6277398,1408936.22063022,1446561.45046072,1477067.5915043,1508217.06895022,1540023.44788346,1572500.584476,1605662.62122789,1639524.00422292,1674099.48064299,1709404.10963791,1745453.26784355,1782262.65780385,1819848.31008304,1858226.59656063,1897414.23291871,1937428.28454289,1978286.18466572,2020005.72397871,2062605.07565113,2106102.79333182,2150517.82211276,2195869.50821446,2242177.60398206,2289462.27811341,2337744.12648392,2387044.17585581,2437383.90202973,2488785.22834696,2541265.31316833
