RTI,FTTI,1 Purchase cost (USD/veh),2 Std of purchase cost,3 fuel cost (USD/km),4 std fuel cost,5 O&M costs (USD/km),6 std O&M,7 Discount rate,8 Lifetime (y),9 Energy use (MJ/vkm),10 Loads (t or passengers/veh),11 Gamma,12 CO2 emissions (gCO2/km),13 Learning exponent,14 Turnover rate (1/y),15 Average mileage (km/y),16 Battery capacity (kWh),17 Battery cost ($/kWh)
41 China (CN),BEV TWV,9999.0,9999.0,0.004957265220582485,0.0012393163051456213,9999.0,9999.0,0.10000000149011612,7.0,0.16222479939460754,9999.0,0.0,0.0,-0.15200309455394745,0.4285714328289032,9999.0,11.5,126.0
41 China (CN),BEV LCV,24000.0,6000.0,0.04575160890817642,0.011437902227044106,0.017000000923871994,0.005100000184029341,0.10000000149011612,7.0,1.4972056150436401,0.7559999823570251,-0.28999999165534973,0.0,-0.15200309455394745,0.4285714328289032,30000.0,60.0,126.0
41 China (CN),BEV MDT,32000.0,8000.0,0.07119759172201157,0.01779939793050289,0.03099999949336052,0.00930000003427267,0.10000000149011612,13.0,2.329916477203369,7.46999979019165,0.03999999910593033,0.0,-0.15200309455394745,0.23076923191547394,60000.0,120.0,126.0
41 China (CN),BEV HDT,85000.0,25500.0,0.11534343659877777,0.028835859149694443,0.03099999949336052,0.00930000003427267,0.10000000149011612,11.0,3.774574041366577,15.237000465393066,0.03999999910593033,0.0,-0.15200309455394745,0.27272728085517883,83000.0,282.0,126.0
41 China (CN),BEV Bus,380000.0,114000.0,0.09620020538568497,0.024050051346421242,0.20000000298023224,0.05999999865889549,0.10000000149011612,13.0,3.148118495941162,21.63599967956543,0.019999999552965164,0.0,-0.15200309455394745,0.23076923191547394,60000.0,205.0,126.0
41 China (CN),Bioethanol TWV,9999.0,9999.0,0.06872029602527618,0.017180074006319046,9999.0,9999.0,0.10000000149011612,7.0,0.7764071822166443,9999.0,0.0,0.0,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
41 China (CN),Bioethanol LCV,24000.0,6000.0,0.27488118410110474,0.06872029602527618,0.024000000208616257,0.007199999876320362,0.10000000149011612,7.0,3.105628728866577,0.8399999737739563,0.0,0.0,-0.07400000095367432,0.4285714328289032,30000.0,0.0,0.0
41 China (CN),Bioethanol MDT,19400.0,4850.0,0.7089282870292664,0.1772320717573166,0.04600000008940697,0.013799999840557575,0.10000000149011612,13.0,8.009526252746582,8.300000190734863,0.05000000074505806,0.0,-0.07400000095367432,0.23076923191547394,60000.0,0.0,0.0
41 China (CN),Bioethanol HDT,48200.0,14460.0,1.1520344018936157,0.28800860047340393,0.04600000008940697,0.013799999840557575,0.10000000149011612,11.0,13.015772819519043,16.93000030517578,0.07000000029802322,0.0,-0.07400000095367432,0.27272728085517883,83000.0,0.0,0.0
41 China (CN),Bioethanol Bus,190000.0,57000.0,0.8654854893684387,0.21637137234210968,0.25,0.07500000298023224,0.10000000149011612,13.0,9.778322219848633,24.040000915527344,0.11999999731779099,0.0,-0.07400000095367432,0.23076923191547394,60000.0,0.0,0.0
41 China (CN),FCEV TWV,9999.0,9999.0,0.03869450092315674,0.009673625230789185,9999.0,9999.0,0.10000000149011612,7.0,0.5159266591072083,9999.0,0.0,0.0,-0.28630000352859497,0.4285714328289032,9999.0,1.0,126.0
41 China (CN),FCEV LCV,100909.0,25227.25,0.15477800369262695,0.03869450092315674,0.024000000208616257,0.007199999876320362,0.10000000149011612,7.0,2.063706636428833,0.8399999737739563,-0.46000000834465027,0.0,-0.28630000352859497,0.4285714328289032,30000.0,15.0,126.0
41 China (CN),FCEV MDT,111000.0,27750.0,0.2771797180175781,0.06929492950439453,0.03099999949336052,0.00930000003427267,0.10000000149011612,13.0,3.6957297325134277,8.300000190734863,0.10000000149011612,0.0,-0.28630000352859497,0.23076923191547394,60000.0,40.0,126.0
41 China (CN),FCEV HDT,197000.0,59100.0,0.4490441679954529,0.11226104199886322,0.03099999949336052,0.00930000003427267,0.10000000149011612,11.0,5.987255573272705,16.93000030517578,-0.5099999904632568,0.0,-0.28630000352859497,0.27272728085517883,83000.0,75.0,126.0
41 China (CN),FCEV Bus,800000.0,240000.0,0.4673774540424347,0.11684436351060867,0.25,0.07500000298023224,0.10000000149011612,13.0,6.231699466705322,24.040000915527344,0.11999999731779099,0.0,-0.28630000352859497,0.23076923191547394,60000.0,75.0,126.0
42 India (IN),Petrol TWV,5030.42822265625,1257.6070556640625,0.07562687993049622,0.018906719982624054,0.012000000104308128,0.003599999938160181,0.07999999821186066,8.0,2.315654993057251,0.4000000059604645,0.0,62.74177932739258,-0.07400000095367432,0.375,23446.0,0.0,0.0
42 India (IN),Petrol LCV,6303.72021484375,1575.9300537109375,0.15125375986099243,0.03781343996524811,0.024000000208616257,0.007199999876320362,0.07999999821186066,12.0,4.631309986114502,1.100000023841858,-0.25,151.82461547851562,-0.07400000095367432,0.25,30143.0,0.0,0.0
42 India (IN),Petrol MDT,11977.2099609375,2994.302490234375,0.33652278780937195,0.08413069695234299,0.03500000014901161,0.010499999858438969,0.07999999821186066,18.0,10.30414867401123,11.0,0.10000000149011612,704.6387939453125,-0.07400000095367432,0.1666666716337204,55843.0,0.0,0.0
42 India (IN),Petrol HDT,47908.83984375,14372.6513671875,0.36776989698410034,0.09194247424602509,0.05900000035762787,0.01769999973475933,0.07999999821186066,20.0,11.260919570922852,29.0,0.0,781.7421875,-0.07400000095367432,0.15000000596046448,59300.0,0.0,0.0
42 India (IN),Petrol Bus,190000.0,57000.0,0.4344470500946045,0.10861176252365112,0.25,0.07500000298023224,0.07999999821186066,17.0,13.30253791809082,32.61000061035156,0.05000000074505806,824.7234497070312,-0.07400000095367432,0.1764705926179886,116920.0,0.0,0.0
42 India (IN),Adv petrol TWV,5533.470703125,1383.36767578125,0.05672015994787216,0.01418003998696804,0.012000000104308128,0.003599999938160181,0.07999999821186066,8.0,1.7367411851882935,0.4000000059604645,0.0,47.05633544921875,-0.07400000095367432,0.375,23446.0,0.0,0.0
42 India (IN),Adv petrol LCV,6934.091796875,1733.52294921875,0.11344031989574432,0.02836007997393608,0.024000000208616257,0.007199999876320362,0.07999999821186066,12.0,3.473482370376587,0.9599999785423279,0.0,113.86846160888672,-0.07400000095367432,0.25,30143.0,0.0,0.0
42 India (IN),Adv petrol MDT,13174.9306640625,3293.732666015625,0.25239208340644836,0.06309802085161209,0.03500000014901161,0.010499999858438969,0.07999999821186066,18.0,7.728111743927002,9.609999656677246,0.0,528.4790649414062,-0.07400000095367432,0.1666666716337204,55843.0,0.0,0.0
42 India (IN),Adv petrol HDT,52699.72265625,15809.9169921875,0.27582743763923645,0.06895685940980911,0.05900000035762787,0.01769999973475933,0.07999999821186066,20.0,8.44568920135498,16.290000915527344,0.0,586.306640625,-0.07400000095367432,0.15000000596046448,59300.0,0.0,0.0
42 India (IN),Adv petrol Bus,209000.0,62700.0,0.32583528757095337,0.08145882189273834,0.25,0.07500000298023224,0.07999999821186066,17.0,9.976903915405273,32.61000061035156,0.0,618.5426025390625,-0.07400000095367432,0.1764705926179886,116920.0,0.0,0.0
42 India (IN),Diesel TWV,5389.74462890625,1347.4361572265625,0.037730615586042404,0.009432653896510601,0.012000000104308128,0.003599999938160181,0.07999999821186066,8.0,1.3739638328552246,0.4000000059604645,-0.1899999976158142,41.78538513183594,-0.07400000095367432,0.375,23446.0,0.0,0.0
42 India (IN),Diesel LCV,8265.0,2504.8525390625,0.07546123117208481,0.018865307793021202,0.024000000208616257,0.007199999876320362,0.07999999821186066,12.0,2.747927665710449,1.100000023841858,0.8100000023841858,175.6375732421875,-0.07400000095367432,0.25,30143.0,0.0,0.0
42 India (IN),Diesel MDT,29100.0,4491.455078125,0.22100000083446503,0.06809208542108536,0.03500000014901161,0.010499999858438969,0.07999999821186066,18.0,9.918318748474121,11.0,-0.03999999910593033,700.2071533203125,-0.07400000095367432,0.1666666716337204,55843.0,0.0,0.0
42 India (IN),Diesel HDT,59500.0,12576.4560546875,0.43799999356269836,0.08398604393005371,0.05900000035762787,0.01769999973475933,0.07999999821186066,20.0,12.233439445495605,29.0,-0.20000000298023224,815.69140625,-0.07400000095367432,0.15000000596046448,59300.0,0.0,0.0
42 India (IN),Diesel Bus,190000.0,57000.0,0.22370576858520508,0.05592644214630127,0.25,0.07500000298023224,0.07999999821186066,17.0,8.14626693725586,32.61000061035156,0.0,518.8321533203125,-0.07400000095367432,0.1764705926179886,116920.0,0.0,0.0
42 India (IN),Adv diesel TWV,5928.71875,1482.1796875,0.02829796075820923,0.007074490189552307,0.012000000104308128,0.003599999938160181,0.07999999821186066,8.0,1.0304728746414185,0.4000000059604645,0.0,31.339038848876953,-0.07400000095367432,0.375,23446.0,0.0,0.0
42 India (IN),Adv diesel LCV,9091.5,2755.337646484375,0.05659592151641846,0.014148980379104614,0.024000000208616257,0.007199999876320362,0.07999999821186066,12.0,2.060945749282837,1.100000023841858,0.0,131.72817993164062,-0.07400000095367432,0.25,30143.0,0.0,0.0
42 India (IN),Adv diesel MDT,32010.0,4940.6005859375,0.16574999690055847,0.05106906220316887,0.03500000014901161,0.010499999858438969,0.07999999821186066,18.0,7.43873929977417,11.0,0.0,525.1553344726562,-0.07400000095367432,0.1666666716337204,55843.0,0.0,0.0
42 India (IN),Adv diesel HDT,65450.0,13834.1015625,0.32850000262260437,0.06298953294754028,0.05900000035762787,0.01769999973475933,0.07999999821186066,20.0,9.175079345703125,29.0,0.0,611.7685546875,-0.07400000095367432,0.15000000596046448,59300.0,0.0,0.0
42 India (IN),Adv diesel Bus,209000.0,62700.0,0.1677793264389038,0.04194483160972595,0.25,0.07500000298023224,0.07999999821186066,17.0,6.1097002029418945,32.61000061035156,0.0,389.1241149902344,-0.07400000095367432,0.1764705926179886,116920.0,0.0,0.0
42 India (IN),CNG/LPG TWV,3401.527587890625,850.3818969726562,0.05089324340224266,0.012723310850560665,0.012000000104308128,0.003599999938160181,0.07999999821186066,8.0,1.869547724723816,0.4000000059604645,-0.23000000417232513,47.107852935791016,-0.07400000095367432,0.375,23446.0,0.0,0.0
42 India (IN),CNG/LPG LCV,16109.75,4027.4375,0.10178648680448532,0.02544662170112133,0.024000000208616257,0.007199999876320362,0.07999999821186066,12.0,3.739095449447632,0.9599999785423279,-0.12999999523162842,208.0860137939453,-0.07400000095367432,0.25,30143.0,0.0,0.0
42 India (IN),CNG/LPG MDT,17965.814453125,4491.45361328125,0.3876444399356842,0.09691110998392105,0.03500000014901161,0.010499999858438969,0.07999999821186066,18.0,14.239999771118164,1.100000023841858,-0.05999999865889549,879.1747436523438,-0.07400000095367432,0.1666666716337204,55843.0,0.0,0.0
42 India (IN),CNG/LPG HDT,30541.884765625,9162.5654296875,0.6211445331573486,0.15528613328933716,0.05900000035762787,0.01769999973475933,0.07999999821186066,20.0,22.817554473876953,11.0,-0.07999999821186066,1353.961669921875,-0.07400000095367432,0.15000000596046448,59300.0,0.0,0.0
42 India (IN),CNG/LPG Bus,190000.0,57000.0,0.3421328365802765,0.08553320914506912,0.25,0.07500000298023224,0.07999999821186066,17.0,12.568144798278809,29.0,0.05000000074505806,730.404296875,-0.07400000095367432,0.1764705926179886,116920.0,0.0,0.0
42 India (IN),PHEV TWV,5605.333984375,1401.33349609375,0.03539135679602623,0.008847839199006557,0.012000000104308128,0.003599999938160181,0.07999999821186066,8.0,1.2887794971466064,0.4000000059604645,0.0,44.5775032043457,-0.0892999991774559,0.375,23446.0,2.875,139.0
42 India (IN),PHEV LCV,11867.2099609375,2966.802490234375,0.07078271359205246,0.017695678398013115,0.017000000923871994,0.005100000184029341,0.07999999821186066,12.0,2.577558994293213,0.9599999785423279,0.0,178.3100128173828,-0.0892999991774559,0.25,30143.0,6.25,139.0
42 India (IN),PHEV MDT,55096.85546875,13774.2138671875,0.19268375635147095,0.04817093908786774,0.02500000037252903,0.007499999832361937,0.07999999821186066,18.0,7.016597270965576,9.609999656677246,0.0,501.2718811035156,-0.0892999991774559,0.1666666716337204,55843.0,25.0,139.0
42 India (IN),PHEV HDT,275485.375,82645.6171875,0.2977530360221863,0.07443825900554657,0.04100000113248825,0.012299999594688416,0.07999999821186066,20.0,10.842704772949219,16.290000915527344,0.0,762.7269897460938,-0.0892999991774559,0.15000000596046448,59300.0,100.0,139.0
42 India (IN),PHEV Bus,380000.0,114000.0,0.3399183750152588,0.0849795937538147,0.20000000298023224,0.05999999865889549,0.07999999821186066,17.0,12.37816047668457,32.61000061035156,0.0,866.0819091796875,-0.0892999991774559,0.1764705926179886,116920.0,100.0,139.0
42 India (IN),BEV TWV,5605.333984375,1401.33349609375,0.005000399891287088,0.001250099972821772,0.012000000104308128,0.003599999938160181,0.07999999821186066,8.0,0.22499999403953552,0.4000000059604645,0.20999999344348907,0.0,-0.15200309455394745,0.375,23446.0,11.5,139.0
42 India (IN),BEV LCV,10300.0,2966.802490234375,0.010000799782574177,0.002500199945643544,0.017000000923871994,0.005100000184029341,0.07999999821186066,12.0,0.44999998807907104,1.0,0.03999999910593033,0.0,-0.15200309455394745,0.25,30143.0,25.0,139.0
42 India (IN),BEV MDT,117160.0,13774.2138671875,0.07500000298023224,0.012050707824528217,0.02500000037252903,0.007499999832361937,0.07999999821186066,18.0,2.1689538955688477,9.0,0.0,0.0,-0.15200309455394745,0.1666666716337204,55843.0,100.0,139.0
42 India (IN),BEV HDT,238000.0,82645.6171875,0.13899999856948853,0.01959989033639431,0.04100000113248825,0.012299999594688416,0.07999999821186066,20.0,3.527698040008545,22.0,0.0,0.0,-0.15200309455394745,0.15000000596046448,59300.0,400.0,139.0
42 India (IN),BEV Bus,380000.0,114000.0,0.05398394539952278,0.013495986349880695,0.20000000298023224,0.05999999865889549,0.07999999821186066,17.0,2.4290833473205566,32.61000061035156,0.0,0.0,-0.15200309455394745,0.1764705926179886,116920.0,400.0,139.0
42 India (IN),Bioethanol TWV,5389.74462890625,1347.4361572265625,0.1400836855173111,0.035020921379327774,0.012000000104308128,0.003599999938160181,0.07999999821186066,8.0,1.5528143644332886,0.4000000059604645,0.0,0.0,-0.07400000095367432,0.375,23446.0,0.0,0.0
42 India (IN),Bioethanol LCV,10019.41015625,2504.8525390625,0.2801673710346222,0.07004184275865555,0.024000000208616257,0.007199999876320362,0.07999999821186066,12.0,3.105628728866577,1.100000023841858,0.0,0.0,-0.07400000095367432,0.25,30143.0,0.0,0.0
42 India (IN),Bioethanol MDT,17965.8203125,4491.455078125,0.7397499680519104,0.1849374920129776,0.03500000014901161,0.010499999858438969,0.07999999821186066,18.0,8.200057983398438,11.0,0.0,0.0,-0.07400000095367432,0.1666666716337204,55843.0,0.0,0.0
42 India (IN),Bioethanol HDT,41921.51953125,12576.4560546875,1.0100924968719482,0.25252312421798706,0.05900000035762787,0.01769999973475933,0.07999999821186066,20.0,11.19678020477295,29.0,0.0,0.0,-0.07400000095367432,0.15000000596046448,59300.0,0.0,0.0
42 India (IN),Bioethanol Bus,190000.0,57000.0,1.4725273847579956,0.3681318461894989,0.25,0.07500000298023224,0.07999999821186066,17.0,16.322826385498047,32.61000061035156,0.0,0.0,-0.07400000095367432,0.1764705926179886,116920.0,0.0,0.0
42 India (IN),FCEV TWV,11000.0,2750.0,0.07712110877037048,0.01928027719259262,0.012000000104308128,0.003599999938160181,0.07999999821186066,8.0,0.7635290622711182,0.4000000059604645,0.0,0.0,-0.28630000352859497,0.375,23446.0,1.0,139.0
42 India (IN),FCEV LCV,190455.578125,47613.89453125,0.15424221754074097,0.03856055438518524,0.024000000208616257,0.007199999876320362,0.07999999821186066,12.0,1.5270581245422363,0.9599999785423279,0.0,0.0,-0.28630000352859497,0.25,30143.0,15.0,139.0
42 India (IN),FCEV MDT,209933.984375,52483.49609375,0.34957462549209595,0.08739365637302399,0.03500000014901161,0.010499999858438969,0.07999999821186066,18.0,3.460925340652466,9.609999656677246,0.0,0.0,-0.28630000352859497,0.1666666716337204,55843.0,40.0,139.0
42 India (IN),FCEV HDT,525917.125,157775.125,0.5740051865577698,0.14350129663944244,0.05900000035762787,0.01769999973475933,0.07999999821186066,20.0,5.682875633239746,16.290000915527344,0.0,0.0,-0.28630000352859497,0.15000000596046448,59300.0,75.0,139.0
42 India (IN),FCEV Bus,800000.0,240000.0,0.7921717762947083,0.19804294407367706,0.25,0.07500000298023224,0.07999999821186066,17.0,7.842809677124023,32.61000061035156,0.0,0.0,-0.28630000352859497,0.1764705926179886,116920.0,75.0,139.0
43 Mexico (MX),Petrol TWV,9999.0,9999.0,0.02624831162393093,0.006562077905982733,9999.0,9999.0,0.07000000029802322,7.0,0.8037093877792358,9999.0,0.0,62.74177932739258,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
43 Mexico (MX),Petrol LCV,55000.0,13750.0,0.11321432888507843,0.028303582221269608,0.07500000298023224,0.02250000089406967,0.07000000029802322,10.0,3.4665627479553223,0.550000011920929,-0.30000001192092896,230.82225036621094,-0.07400000095367432,0.30000001192092896,19204.0,0.0,0.0
43 Mexico (MX),Petrol MDT,86000.0,21500.0,0.28137409687042236,0.07034352421760559,0.10599999874830246,0.03180000185966492,0.07000000029802322,28.0,8.615525245666504,6.21999979019165,0.05999999865889549,604.1669311523438,-0.07400000095367432,0.1071428582072258,23617.0,0.0,0.0
43 Mexico (MX),Petrol HDT,168000.0,50400.0,0.36776989698410034,0.09194247424602509,0.12999999523162842,0.039000000804662704,0.07000000029802322,28.0,11.260919570922852,19.6200008392334,0.3400000035762787,781.7421875,-0.07400000095367432,0.1071428582072258,83083.0,0.0,0.0
43 Mexico (MX),Petrol Bus,190000.0,57000.0,0.545168399810791,0.13629209995269775,0.25,0.07500000298023224,0.07000000029802322,13.0,16.692768096923828,12.229999542236328,-0.05000000074505806,1177.3243408203125,-0.07400000095367432,0.23076923191547394,16520.0,0.0,0.0
43 Mexico (MX),Adv petrol TWV,10998.900390625,10998.900390625,0.01968623325228691,0.004921558313071728,9999.0,9999.0,0.07000000029802322,7.0,0.6027820110321045,9999.0,0.0,47.05633544921875,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
43 Mexico (MX),Adv petrol LCV,60500.0,15125.0,0.08491075038909912,0.02122768759727478,0.07500000298023224,0.02250000089406967,0.07000000029802322,10.0,2.599921941757202,0.550000011920929,0.0,173.11668395996094,-0.07400000095367432,0.30000001192092896,19204.0,0.0,0.0
43 Mexico (MX),Adv petrol MDT,94600.0,23650.0,0.21103057265281677,0.05275764316320419,0.10599999874830246,0.03180000185966492,0.07000000029802322,28.0,6.461644172668457,6.21999979019165,0.0,453.12518310546875,-0.07400000095367432,0.1071428582072258,23617.0,0.0,0.0
43 Mexico (MX),Adv petrol HDT,184800.0,55440.0,0.27582743763923645,0.06895685940980911,0.12999999523162842,0.039000000804662704,0.07000000029802322,28.0,8.44568920135498,19.6200008392334,0.0,586.306640625,-0.07400000095367432,0.1071428582072258,83083.0,0.0,0.0
43 Mexico (MX),Adv petrol Bus,209000.0,62700.0,0.40887629985809326,0.10221907496452332,0.25,0.07500000298023224,0.07000000029802322,13.0,12.519575119018555,12.229999542236328,0.0,882.9932250976562,-0.07400000095367432,0.23076923191547394,16520.0,0.0,0.0
43 Mexico (MX),Diesel TWV,9999.0,9999.0,0.01792401820421219,0.004481004551053047,9999.0,9999.0,0.07000000029802322,7.0,0.5534936785697937,9999.0,0.0,41.78538513183594,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
43 Mexico (MX),Diesel LCV,55000.0,13750.0,0.12745390832424164,0.03186347708106041,0.07500000298023224,0.02250000089406967,0.07000000029802322,10.0,3.935776710510254,0.550000011920929,-0.17000000178813934,245.86021423339844,-0.07400000095367432,0.30000001192092896,19204.0,0.0,0.0
43 Mexico (MX),Diesel MDT,86000.0,21500.0,0.29182887077331543,0.07295721769332886,0.10599999874830246,0.03180000185966492,0.07000000029802322,28.0,9.011674880981445,6.21999979019165,0.05000000074505806,611.4072265625,-0.07400000095367432,0.1071428582072258,23617.0,0.0,0.0
43 Mexico (MX),Diesel HDT,168000.0,50400.0,0.37939244508743286,0.09484811127185822,0.12999999523162842,0.039000000804662704,0.07000000029802322,28.0,11.715639114379883,19.6200008392334,0.009999999776482582,788.6195678710938,-0.07400000095367432,0.1071428582072258,83083.0,0.0,0.0
43 Mexico (MX),Diesel Bus,190000.0,57000.0,0.5658074617385864,0.1414518654346466,0.25,0.07500000298023224,0.07000000029802322,13.0,17.47213363647461,12.229999542236328,0.05999999865889549,1185.1534423828125,-0.07400000095367432,0.23076923191547394,16520.0,0.0,0.0
43 Mexico (MX),Adv diesel TWV,10998.900390625,10998.900390625,0.013443013653159142,0.0033607534132897854,9999.0,9999.0,0.07000000029802322,7.0,0.4151202440261841,9999.0,0.0,31.339038848876953,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
43 Mexico (MX),Adv diesel LCV,60500.0,15125.0,0.09559043496847153,0.023897608742117882,0.07500000298023224,0.02250000089406967,0.07000000029802322,10.0,2.9518325328826904,0.550000011920929,0.0,184.39515686035156,-0.07400000095367432,0.30000001192092896,19204.0,0.0,0.0
43 Mexico (MX),Adv diesel MDT,94600.0,23650.0,0.21887163817882538,0.054717909544706345,0.10599999874830246,0.03180000185966492,0.07000000029802322,28.0,6.758756637573242,6.21999979019165,0.0,458.5554504394531,-0.07400000095367432,0.1071428582072258,23617.0,0.0,0.0
43 Mexico (MX),Adv diesel HDT,184800.0,55440.0,0.28454434871673584,0.07113608717918396,0.12999999523162842,0.039000000804662704,0.07000000029802322,28.0,8.78672981262207,19.6200008392334,0.0,591.4646606445312,-0.07400000095367432,0.1071428582072258,83083.0,0.0,0.0
43 Mexico (MX),Adv diesel Bus,209000.0,62700.0,0.4243555963039398,0.10608889907598495,0.25,0.07500000298023224,0.07000000029802322,13.0,13.104101181030273,12.229999542236328,0.0,888.8650512695312,-0.07400000095367432,0.23076923191547394,16520.0,0.0,0.0
43 Mexico (MX),CNG/LPG TWV,9999.0,9999.0,0.01658185012638569,0.004145462531596422,9999.0,9999.0,0.07000000029802322,7.0,0.38204583525657654,9999.0,0.0,47.107852935791016,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
43 Mexico (MX),CNG/LPG LCV,55000.0,13750.0,0.15138816833496094,0.037847042083740234,0.07500000298023224,0.02250000089406967,0.07000000029802322,10.0,3.487983226776123,0.550000011920929,-0.2199999988079071,209.31146240234375,-0.07400000095367432,0.30000001192092896,19204.0,0.0,0.0
43 Mexico (MX),CNG/LPG MDT,86000.0,21500.0,0.44141340255737305,0.11035335063934326,0.10599999874830246,0.03180000185966492,0.07000000029802322,28.0,10.170165061950684,6.21999979019165,-0.25999999046325684,624.965087890625,-0.07400000095367432,0.1071428582072258,23617.0,0.0,0.0
43 Mexico (MX),CNG/LPG HDT,168000.0,50400.0,0.5496412515640259,0.13741031289100647,0.12999999523162842,0.039000000804662704,0.07000000029802322,28.0,12.663734436035156,19.6200008392334,-0.12999999523162842,768.5762939453125,-0.07400000095367432,0.1071428582072258,83083.0,0.0,0.0
43 Mexico (MX),CNG/LPG Bus,190000.0,57000.0,0.871418297290802,0.2178545743227005,0.25,0.07500000298023224,0.07000000029802322,13.0,20.077478408813477,12.229999542236328,0.05000000074505806,1219.382080078125,-0.07400000095367432,0.23076923191547394,16520.0,0.0,0.0
43 Mexico (MX),PHEV TWV,9999.0,9999.0,0.020867545157670975,0.005216886289417744,9999.0,9999.0,0.07000000029802322,7.0,0.6443897485733032,9999.0,0.0,44.5775032043457,-0.0892999991774559,0.4285714328289032,9999.0,0.25,139.0
43 Mexico (MX),PHEV LCV,101000.0,25250.0,0.0834701806306839,0.020867545157670975,0.05999999865889549,0.017999999225139618,0.07000000029802322,10.0,2.577558994293213,0.550000011920929,0.0,178.3100128173828,-0.0892999991774559,0.30000001192092896,19204.0,20.0,139.0
43 Mexico (MX),PHEV MDT,123000.0,30750.0,0.22722141444683075,0.05680535361170769,0.0949999988079071,0.02850000001490116,0.07000000029802322,28.0,7.016597270965576,6.21999979019165,0.0,501.2718811035156,-0.0892999991774559,0.1071428582072258,23617.0,51.25,139.0
43 Mexico (MX),PHEV HDT,515000.0,154500.0,0.3511238694190979,0.08778096735477448,0.10999999940395355,0.032999999821186066,0.07000000029802322,28.0,10.842704772949219,19.6200008392334,0.0,762.7269897460938,-0.0892999991774559,0.1071428582072258,83083.0,150.0,139.0
43 Mexico (MX),PHEV Bus,380000.0,114000.0,0.4008471667766571,0.10021179169416428,0.20000000298023224,0.05999999865889549,0.07000000029802322,13.0,12.37816047668457,12.229999542236328,0.0,866.0819091796875,-0.0892999991774559,0.23076923191547394,16520.0,125.0,139.0
43 Mexico (MX),BEV TWV,9999.0,9999.0,0.022529352456331253,0.001734366873279214,9999.0,9999.0,0.07000000029802322,7.0,0.16222479939460754,9999.0,0.0,0.0,-0.15200309455394745,0.4285714328289032,9999.0,1.0,139.0
43 Mexico (MX),BEV LCV,101000.0,25250.0,0.045058704912662506,0.011144543066620827,0.05999999865889549,0.017999999225139618,0.07000000029802322,10.0,1.042409896850586,0.550000011920929,-0.15000000596046448,0.0,-0.15200309455394745,0.30000001192092896,19204.0,80.0,139.0
43 Mexico (MX),BEV MDT,123000.0,30750.0,0.09375414252281189,0.023188574239611626,0.0949999988079071,0.02850000001490116,0.07000000029802322,28.0,2.1689538955688477,6.21999979019165,0.019999999552965164,0.0,-0.15200309455394745,0.1071428582072258,23617.0,205.0,139.0
43 Mexico (MX),BEV HDT,515000.0,154500.0,0.15248656272888184,0.037715088576078415,0.10999999940395355,0.032999999821186066,0.07000000029802322,28.0,3.527698040008545,19.6200008392334,-0.029999999329447746,0.0,-0.15200309455394745,0.1071428582072258,83083.0,600.0,139.0
43 Mexico (MX),BEV Bus,380000.0,114000.0,0.16365663707256317,0.040477827191352844,0.20000000298023224,0.05999999865889549,0.07000000029802322,13.0,3.786112070083618,12.229999542236328,0.029999999329447746,0.0,-0.15200309455394745,0.23076923191547394,16520.0,500.0,139.0
43 Mexico (MX),Bioethanol TWV,9999.0,9999.0,0.08259651064872742,0.020649127662181854,9999.0,9999.0,0.07000000029802322,7.0,0.7764071822166443,9999.0,0.0,0.0,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
43 Mexico (MX),Bioethanol LCV,55000.0,13750.0,0.33038604259490967,0.08259651064872742,0.07500000298023224,0.02250000089406967,0.07000000029802322,10.0,3.105628728866577,0.550000011920929,-0.5799999833106995,0.0,-0.07400000095367432,0.30000001192092896,19204.0,0.0,0.0
43 Mexico (MX),Bioethanol MDT,86000.0,21500.0,0.8723466396331787,0.21808665990829468,0.10599999874830246,0.03180000185966492,0.07000000029802322,28.0,8.200057983398438,6.21999979019165,0.07999999821186066,0.0,-0.07400000095367432,0.1071428582072258,23617.0,0.0,0.0
43 Mexico (MX),Bioethanol HDT,168000.0,50400.0,1.1911468505859375,0.2977867126464844,0.12999999523162842,0.039000000804662704,0.07000000029802322,28.0,11.19678020477295,19.6200008392334,0.0,0.0,-0.07400000095367432,0.1071428582072258,83083.0,0.0,0.0
43 Mexico (MX),Bioethanol Bus,190000.0,57000.0,1.7364709377288818,0.43411773443222046,0.25,0.07500000298023224,0.07000000029802322,13.0,16.322826385498047,12.229999542236328,0.0,0.0,-0.07400000095367432,0.23076923191547394,16520.0,0.0,0.0
43 Mexico (MX),FCEV TWV,9999.0,9999.0,0.03856055438518524,0.00964013859629631,9999.0,9999.0,0.07000000029802322,7.0,0.3817645311355591,9999.0,0.0,0.0,-0.28630000352859497,0.4285714328289032,9999.0,1.0,139.0
43 Mexico (MX),FCEV LCV,190000.0,47500.0,0.15424221754074097,0.03856055438518524,0.07500000298023224,0.02250000089406967,0.07000000029802322,10.0,1.5270581245422363,0.550000011920929,0.0,0.0,-0.28630000352859497,0.30000001192092896,19204.0,15.0,139.0
