,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4338018393197987,0.0216900919659899,43688.53027936838,2184.426513968419,25.0,1,-0.05,0.05,0.5377809223085153,82.73306772908366,16.546613545816733,0,0.9703846153846154,0.013387267641727442,-0.05
Indirect Heating Oil,0.0477182023251778,0.0023859101162588,9167.100468505983,458.3550234252993,25.0,1,-0.05,0.05,0.5749596990519534,236.36055776892428,47.27211155378487,0,0.9768538461538462,0.012945317400649168,-0.05
Indirect Heating Gas,0.0477182023251778,0.0023859101162588,10101.162588929375,505.0581294464688,25.0,1,-0.05,0.05,0.6637734305941128,64.35732071713147,12.871464143426294,0,0.9813999999999999,0.01250933852351345,-0.05
Indirect Heating Biomass,0.5361790733992712,0.0268089536699635,43688.53027936838,2184.426513968419,25.0,1,-0.05,0.05,0.5588885543551161,82.57312416998671,16.514624833997342,0,0.9116666666666666,0.00867163414004405,-0.05
Indirect Heating Electric,0.0694082942911678,0.0034704147145583,7773.208398403608,388.6604199201805,25.0,1,-0.05,0.05,0.9,409.5444057104913,81.90888114209827,0,0.9878205128205128,0.0028867513459481316,-0.05
Indirect Heating Steam Distributed,0.8676036786395974,0.0433801839319798,0.0,0.0,20.0,1,-0.05,0.05,0.6933385736552439,0.0,0.0,0,1.0,0.0,-0.05
Heat Pumps (Electricity),0.94829082075308,0.047414541037654,26648.18371681416,1332.409185840708,20.0,1,-0.432959407,0.05,3.0,409.5444057104913,81.90888114209827,0,0.9838461538461538,0.0113249475879504,-0.432959407
Direct Heating Coal,0.1908728093007114,0.0095436404650355,5459.639076869687,272.9819538434843,15.0,1,-0.05,0.05,0.2457392545951674,82.73306772908366,16.546613545816733,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Oil,0.0130140551795939,0.0006507027589796,2287.2620005205617,114.36310002602808,15.0,1,-0.05,0.05,0.4180826203604522,236.36055776892428,47.27211155378487,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Gas,0.0130140551795939,0.0006507027589796,2287.2620005205617,114.36310002602808,15.0,1,-0.05,0.05,0.4400011914825747,64.35732071713147,12.871464143426294,0,0.9878846153846155,0.012115384615384639,-0.05
Direct Heating Biomass,0.1908728093007114,0.0095436404650355,5459.639076869687,272.9819538434843,15.0,1,-0.05,0.05,0.1128926314344516,82.57312416998671,16.514624833997342,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Electric,0.0520562207183758,0.0026028110359187,1368.9744924518477,68.44872462259241,12.5,1,-0.05,0.05,0.5662540877128748,409.5444057104913,81.90888114209827,0,0.9902564102564102,0.016876392484004476,-0.05
Direct Heating Steam Distributed,0.8676036786395974,0.0433801839319798,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.0,-0.05
