,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4388274530454625,0.0219413726522731,44194.66385817097,2209.733192908548,25.0,1,-0.05,0.05,0.5377809223085153,277.9410291832153,55.58820583664307,0,0.9703846153846154,0.013387267641727442,-0.05
Indirect Heating Oil,0.0482710198350008,0.00241355099175,9273.301737756714,463.6650868878357,25.0,1,-0.05,0.05,0.5920198652771175,294.1050768433777,58.82101536867554,0,0.9768538461538462,0.012945317400649168,-0.05
Indirect Heating Gas,0.0482710198350008,0.00241355099175,10218.185009654204,510.9092504827102,25.0,1,-0.05,0.05,0.6275953547693814,368.82887238818864,73.76577447763772,0,0.9813999999999999,0.01250933852351345,-0.05
Indirect Heating Biomass,0.5423907319641917,0.0271195365982095,44194.66385817097,2209.733192908548,25.0,1,-0.05,0.05,0.5588885543551161,88.38853393196341,17.67770678639268,0,0.9116666666666666,0.00867163414004405,-0.05
Indirect Heating Electric,0.070212392487274,0.0035106196243637,7863.261365631035,393.16306828155183,25.0,1,-0.05,0.05,0.9,850.0163184251428,170.00326368502854,0,0.9878205128205128,0.0028867513459481316,-0.05
Indirect Heating Steam Distributed,0.8776549060909251,0.0438827453045462,0.0,0.0,20.0,1,-0.05,0.05,0.6933385736552439,0.0,0.0,0,1.0,0.0,-0.05
Heat Pumps (Electricity),0.9592768123573808,0.047963840617869,26956.904117956816,1347.845205897841,20.0,1,-0.432959407,0.05,3.0,850.0163184251428,170.00326368502854,0,0.9838461538461538,0.0113249475879504,-0.432959407
Direct Heating Coal,0.1930840793400035,0.0096542039670001,5522.8892399508495,276.14446199754263,15.0,1,-0.05,0.05,0.2457392545951674,277.9410291832153,55.58820583664307,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Oil,0.0131648235913638,0.0006582411795681,2313.7600331753547,115.68800165876776,15.0,1,-0.05,0.05,0.3871387349587154,294.1050768433777,58.82101536867554,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Gas,0.0131648235913638,0.0006582411795681,2313.7600331753547,115.68800165876776,15.0,1,-0.05,0.05,0.4192142364497159,368.82887238818864,73.76577447763772,0,0.9878846153846155,0.012115384615384639,-0.05
Direct Heating Biomass,0.1930840793400035,0.0096542039670001,5522.8892399508495,276.14446199754263,15.0,1,-0.05,0.05,0.1128926314344516,88.38853393196341,17.67770678639268,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Electric,0.0526592943654555,0.0026329647182727,1384.8341232227488,69.24170616113744,12.5,1,-0.05,0.05,0.5206885209271075,850.0163184251428,170.00326368502854,0,0.9902564102564102,0.016876392484004476,-0.05
Direct Heating Steam Distributed,0.8776549060909251,0.0438827453045462,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.0,-0.05
