,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4095339503644852,0.02047669751822426,41244.49176836759,2062.2245884183794,25.0,1,-0.05,0.05,0.518876439254392,234.0103185652281,46.80206371304562,0,0.95,0.1,-0.05
Indirect Heating Oil,0.045048734540093366,0.002252436727004669,8654.2714391023,432.71357195511496,25.0,1,-0.05,0.05,0.5560142992953105,131.122840062239,26.2245680124478,0,0.95,0.1,-0.05
Indirect Heating Gas,0.045048734540093366,0.002252436727004669,9536.07994102711,476.8039970513555,25.0,1,-0.05,0.05,0.646984007963642,132.443780198182,26.488756039636396,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.5061839626505037,0.025309198132525187,41244.49176836759,2062.2245884183794,25.0,1,-0.05,0.05,0.5512632074510486,99.7603799852592,19.95207599705184,0,0.9,0.1,-0.05
Indirect Heating Electric,0.06552543205831764,0.003276271602915882,7338.356949791138,366.9178474895569,25.0,1,-0.05,0.05,0.9,945.0758332650888,189.01516665301776,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.8190679007289704,0.04095339503644852,0.0,0.0,20.0,1,-0.05,0.05,0.6962239973963856,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),0.8952412154967646,0.044762060774838235,25157.422026373984,1257.8711013186994,20.0,1,-0.432959407,0.05,3.0,945.0758332650888,189.01516665301776,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.1801949381603735,0.009009746908018677,5154.21410434925,257.71070521746253,15.0,1,-0.05,0.05,0.2457392545951674,234.0103185652281,46.80206371304562,0,0.9,0.1,-0.05
Direct Heating Oil,0.012286018510934554,0.0006143009255467277,2159.307217462528,107.96536087312641,15.0,1,-0.05,0.05,0.4180826203604522,131.122840062239,26.2245680124478,0,0.9,0.1,-0.05
Direct Heating Gas,0.012286018510934554,0.0006143009255467277,2159.307217462528,107.96536087312641,15.0,1,-0.05,0.05,0.4101602342253185,132.443780198182,26.488756039636396,0,0.95,0.1,-0.05
Direct Heating Biomass,0.1801949381603735,0.009009746908018677,5154.21410434925,257.71070521746253,15.0,1,-0.05,0.05,0.11289263143445169,99.7603799852592,19.95207599705184,0,0.9,0.1,-0.05
Direct Heating Electric,0.04914407404373822,0.002457203702186911,1292.3908592022274,64.61954296011139,12.5,1,-0.05,0.05,0.5094429404104746,945.0758332650888,189.01516665301776,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.8190679007289704,0.04095339503644852,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.1,-0.05
