,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4697040864255519,0.0234852043212776,47304.27430718648,2365.213715359324,25.0,1,-0.05,0.05,0.5377809223085153,189.80048661800487,37.960097323600976,0,0.9703846153846154,0.013387267641727442,-0.05
Indirect Heating Oil,0.0516674495068107,0.0025833724753405,9925.786754344765,496.2893377172381,25.0,1,-0.05,0.05,0.5669060254281707,62.58759124087592,12.517518248175184,0,0.9768538461538462,0.012945317400649168,-0.05
Indirect Heating Gas,0.0516674495068107,0.0025833724753405,10937.153593236262,546.8576796618131,25.0,1,-0.05,0.05,0.6430418355458188,233.5323788134007,46.70647576268014,0,0.9813999999999999,0.01250933852351345,-0.05
Indirect Heating Biomass,0.5805542508219822,0.0290277125410991,47304.27430718648,2365.213715359324,25.0,1,-0.05,0.05,0.5588885543551161,1.1979225154407642,0.2395845030881528,0,0.9116666666666666,0.00867163414004405,-0.05
Indirect Heating Electric,0.0751526538280883,0.0037576326914044,8416.53358384218,420.826679192109,25.0,1,-0.05,0.05,0.9,769.2957140183416,153.85914280366836,0,0.9878205128205128,0.0028867513459481316,-0.05
Indirect Heating Steam Distributed,0.9394081728511038,0.0469704086425552,0.0,0.0,20.0,1,-0.05,0.05,0.687999572496045,0.0,0.0,0,1.0,0.0,-0.05
Heat Pumps (Electricity),1.0267731329262564,0.0513386566463128,28853.63696759041,1442.681848379521,20.0,1,-0.432959407,0.05,3.0,769.2957140183416,153.85914280366836,0,0.9838461538461538,0.0113249475879504,-0.432959407
Direct Heating Coal,0.2066697980272428,0.0103334899013621,5911.48896195397,295.5744480976985,15.0,1,-0.05,0.05,0.2457392545951674,189.80048661800487,37.960097323600976,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Oil,0.0140911225927665,0.0007045561296383,2476.560058055425,123.82800290277126,15.0,1,-0.05,0.05,0.3885588341177046,62.58759124087592,12.517518248175184,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Gas,0.0140911225927665,0.0007045561296383,2476.560058055425,123.82800290277126,15.0,1,-0.05,0.05,0.4207519947024055,233.5323788134007,46.70647576268014,0,0.9878846153846155,0.012115384615384639,-0.05
Direct Heating Biomass,0.2066697980272428,0.0103334899013621,5911.48896195397,295.5744480976985,15.0,1,-0.05,0.05,0.1128926314344516,1.1979225154407642,0.2395845030881528,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Electric,0.0563644903710662,0.0028182245185533,1482.2733677782996,74.11366838891499,12.5,1,-0.05,0.05,0.5254368465107347,769.2957140183416,153.85914280366836,0,0.9902564102564102,0.016876392484004476,-0.05
Direct Heating Steam Distributed,0.9394081728511038,0.0469704086425552,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.0,-0.05
