,1 Prices cars (USD/veh),2 Std of price,3 fuel cost (USD/km),4 std fuel cost,5 O&M costs (USD/km),6 std O&M,7 Discount rate,8 lifetime,9 energy use (MJ/km),10 Dist traveled pa (km),11 occupancy rate p/sea,12 Cap_F (Mpkm/kseats-y),13 Gam (initial),14 CO2Emissions,15 Seats/Veh,16 Learning exponent,17 Turnover rate
1 Petrol Econ,16988.424936626277,5973.8,0.05534593103448277,0.00502749,0.038,0.02,0.15,12,1.7773228346456693,14145,0.375,5.304375,0.7,123.16847244094488,4,-0.01449956969511509,4
2 Petrol  Mid,17773.999962238293,6324.8,0.06260441379310347,0.006598799999999999,0.051,0.03,0.15,12,2.0196850393700787,14145,0.375,5.304375,0.65,139.96417322834645,4,-0.01449956969511509,4
3 Petrol Lux,37759.81867604874,16271,0.07712137931034484,0.01378845,0.064,0.03,0.15,7,2.0735433070866143,14145,0.375,5.304375,-0.38,143.69655118110236,4,-0.01449956969511509,4
4 Adv Petrol Econ,20386.10992395153,5973.8,0.04427674482758622,0.003,0.038,0.02,0.15,12,1.4218582677165355,14145,0.375,5.304375,0,98.53477795275592,4,-0.01449956969511509,4
5 Adv Petrol Mid,21328.79995468595,6324.8,0.05008353103448278,0.004,0.051,0.03,0.15,12,1.615748031496063,14145,0.375,5.304375,0,111.97133858267716,4,-0.01449956969511509,4
6 Adv Petrol Lux,45311.782411258486,16502,0.06169710344827587,0.005,0.064,0.03,0.15,12,1.6588346456692915,14145,0.375,5.304375,0,114.9572409448819,4,-0.01449956969511509,4
7 Diesel Econ,10681.03,6843.75834891647,0.04156655094339622,0.002,0.038,0.02,0.15,12,2.111143245283019,14145,0.375,5.304375,0,144.936,4,-0.01449956969511509,4
8 Diesel Mid,20135.47,10783.1264354831,0.04701790188679246,0.003,0.051,0.03,0.15,12,2.388014490566038,14145,0.375,5.304375,0,163.94400000000002,4,-0.01449956969511509,4
9 Diesel Lux,49412.27,21206,0.057920603773584906,0.004,0.064,0.04,0.15,12,2.941756981132076,14145,0.375,5.304375,-0.1,201.96,4,-0.01449956969511509,4
10 Adv Diesel Econ,12817.23,6843.75834891647,0.03325324075471698,0,0.038,0,0.15,12,1.6889145962264154,14145,0.375,5.304375,0,115.9488,4,-0.01449956969511509,4
11 Adv Diesel Mid,24162.57,10783.1264354831,0.037614321509433966,0,0.051,0,0.15,12,1.9104115924528304,14145,0.375,5.304375,0,131.1552,4,-0.01449956969511509,4
12 Adv Diesel Lux,59294.73,21149.2115448351,0.04633648301886793,0,0.064,0,0.15,12,2.3534055849056608,14145,0.375,5.304375,0,161.568,4,-0.01449956969511509,4
13 LPG Econ,8900.86,6843.75834891647,0.017112053894736842,0.0078,0.039,0.02,0.15,12,0.5746585263157895,14145,0.375,5.304375,1.5,49.62960000000001,4,-0.01449956969511509,4
14 LPG Mid,16779.56,10783.1264354831,0.019356257684210534,0.008,0.056,0.03,0.15,12,0.6500235789473686,14145,0.375,5.304375,1,56.13840000000001,4,-0.01449956969511509,4
15 LPG Lux,41176.89,21149.2115448351,0.023844665263157903,0.0083,0.066,0.04,0.15,12,0.8007536842105265,14145,0.375,5.304375,0.4,69.15600000000002,4,-0.01449956969511509,4
16 Hybrid Econ,15249.3,1000,0.03413793103448276,0.0018,0.039,0.03,0.15,12,1.3267241379310346,14145,0.375,5.304375,0.4,90,4,-0.01449956969511509,4
17 Hybrid Mid,20528.06509813483,3355.5,0.05600685915213946,0.012116519999999999,0.056,0.04,0.15,12,1.4701770523702347,14145,0.375,5.304375,-0.1,99.7313088157586,4,-0.0144995696951151,4
18 Hybrid Lux,33426.34328790954,1383.9,0.06480292340171064,0.004825079999999999,0.066,0.04,0.15,12,1.8019116486036144,14145,0.375,5.304375,-0.3,122.23494224445568,4,-0.0144995696951151,4
19 Electric Econ,9841.655139263845,2225.9,0.0189,0.0002644444444444445,0.0133,0.04,0.15,12,0.4968000000000001,14145,0.375,5.304375,0,44.5740070754717,4,-0.23,4
20 Electric Mid,25441,9719.8,0.020250000000000004,0.0003333333333333333,0.017849999999999998,0.05,0.15,12,0.5292,14145,0.375,5.304375,-0.2,62.40347169811321,4,-0.23,4
21 Electric Lux,48776.88449601724,15758,0.027000000000000003,0.0015333333333333336,0.0224,0.06,0.15,12,0.5900190859442368,14145,0.375,5.304375,-0.9,77.26147405660377,4,-0.23,4
22 motorcycles Econ,25000,3904.9,0.03712296551724138,0.003,0.02565,0.04,0.15,12,0.44224137931034485,14145,0.375,5.304375,-0.1,30,4,-0.23,4
23 motorcycles Lux,25500,11218,0.04142720689655174,0.004,0.034425,0.05,0.15,12,0.5788448205008502,14145,0.375,5.304375,-0.1,39.266666186022576,4,-0.23,4
24 Adv motorcycles Econ,49353.302311509135,14799,0.052060689655172424,0.005,0.0432,0.06,0.15,12,0.6457818180241264,14145,0.375,5.304375,-0.7,43.80742157356646,4,-0.23,4
25 Adv motorcycles Lux,10000,1000,0,0,0.046,0.04,0.15,12,0,14145,0.375,5.304375,0,0,4,-0.23,4
