,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Indirect Heating Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.668468833889458,11.391028962422155,12.026971055120908,12.39869414788208,12.629844905259144,13.03675211607398,13.423958785360387,15.355379734064224,5.040493206652604,17.426928652269886,21.49134457239432,18.509874969916,15.935037845009461,14.407126443935585,6.4263803048640895,5.6371003356467595,4.414475229194581,2.685473629950798,2.79324765818422,2.8177451388948165,5.888548454612372,4.726921079400542,7.576549593917887,7.580102370388777,5.0515406021077665,5.053824529839051,4.913997398734793,4.781529590320231,4.812743269314468,4.85537658696513,4.89674105587619,4.936075366803886,4.9741408289919775,5.002816810507007,5.03707572647629,5.066259247487162,5.097472926481396,5.128179065979792,4.849539882762956,4.602875687784119,4.381334697849422,4.183901833967184,4.008039398658196,3.801470823850816,3.6240857700543057,3.4705550725623335,3.3391023431394546,3.2261748053147814,3.1835414876641175,3.14319209774474,3.1063954842962507,3.0703601800915234,3.0368625733660024,2.985601084286038,2.9396687599124065,2.8980505212534253,2.860238828813254,2.826994991835653,2.790705917883005,2.7597460086366903,2.732085106113343,2.7074694405650437,2.6851377027480297,2.6917357161939655,2.698079959891981,2.7044242035899964,2.711275986783853,2.7186353094735503
Indirect Heating Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.271134729024663,21.578104947601517,22.63723154623227,23.343152929799,23.963231556831328,24.545849376401076,25.191793143748818,28.79798767827765,20.36354982969698,12.368193286647346,32.20513093376902,8.69277903889898,5.075185905902528,3.8316485968554623,5.308068716482637,5.045141696661107,0.0,0.0,17.26423478565244,13.756612920877044,13.280605536316509,12.924470783012366,13.729693165101269,13.790337491094435,13.678674397642007,13.697596692462213,13.491438828296069,11.9866410233608,12.610546835418077,12.76234677071104,12.98442039194435,13.245970929675007,13.592323014429317,13.778417399512438,13.99205492442315,14.208326448586712,14.432877450846261,14.661764725219724,14.869147784881893,15.049151165486958,15.210012529584976,15.34350447844172,15.443768273929757,15.463989511663367,15.43936851821428,15.355478169950782,15.206949730915584,14.976300881634097,14.667855729697777,14.274543266288285,13.794210370931072,13.218470745817338,12.56267221687213,11.838525797947746,11.039667543093545,10.216939073910536,9.387472599711398,8.575728694305326,7.80493475303765,7.090522232925291,6.444068338073542,5.871872010266177,5.375870829845494,4.954027619441591,4.600540281984726,4.308825529978737,4.070949433793625,3.879293200959244
Indirect Heating Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.7063722309685,393.49962613752433,410.9612428408623,421.32704909983664,434.4141090785926,443.37846333326064,455.28998761580056,516.9084006803844,496.211249910265,562.4449877169117,587.0450905381998,584.4362913293185,688.7917514843097,626.9528771818368,650.1745045874762,522.9460221996676,424.54713768882317,426.23730173743337,474.40421123402535,372.1765746312629,571.3940236547817,511.3333533188308,575.9357385904059,627.6193491953459,702.9997160763959,724.8300382809667,732.2442719310599,739.7067893024639,771.4338437468674,807.5189511110198,844.7396200689515,884.2514410173559,925.763102170994,924.7534359098162,926.9424767711478,930.158530267609,935.282684898814,942.0833576310719,942.1037440911808,944.3460758745508,948.0880642760993,953.0056718772552,959.1484341995105,957.701353188981,957.5309295356153,957.3274225917222,957.3379734789715,957.6843644722237,957.7848661439881,957.5693776840662,956.8853582988368,954.7585497894169,951.223287246515,960.290791279993,966.7688572224587,971.2424334161572,973.6845167428738,974.640534424818,965.7159144406993,956.4311336613251,946.9675242845054,937.7576726874612,929.2039432144443,920.8760742600014,913.640848035951,907.4555245075037,902.2215691174666,897.7252816918926
Indirect Heating Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9667756964763705,0.0,0.19448160413984197,0.0,0.0,0.4088951504211298,0.4100408588382009,0.4886959021501955,0.5083300491590689,0.8204149910762544,1.8948798202291242,21.661387431480552,17.38843379969083,18.187520209391174,18.72699659388392,19.42180301801253,20.20810133801745,19.2257242224118,21.033220363540845,22.018296749771437,23.106456943337633,24.240079779470275,25.134223010974324,26.141050954077624,27.239764272740164,28.37267097584986,29.559893614392056,30.795042078315873,32.00244235499904,33.17140753625299,34.31958125106061,35.42616416338188,36.47265485852513,37.33651589363043,38.08634651662083,38.68473467924277,39.10337345310583,39.281399400853445,39.08621773892981,38.61052441104102,37.835495349155394,36.72001192640611,35.2977953516208,33.54923459740193,31.483222304583848,29.253239158292622,26.910996258459726,24.53849477100903,21.90680821640832,19.465502871599412,17.251951436867603,15.288983603416835,13.581911346966745,12.111894860298356,10.872551902954443,9.840281563552491,8.98915353098702,8.293788365708638
Indirect Heating Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Steam Distributed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.49382417729808,248.6094390671461,247.93944228564587,264.63653274511483,289.6912811360688,277.315815975815,272.8725618862999,321.3288252916279,393.25967704460913,376.814813909609,393.6451305950012,363.63890579639326,345.9405088625184,345.5267111055779,321.08043659754867,320.15644175138715,261.55531918905314,295.9616843101784,272.9626770235897,308.7606274148796,244.3614677247501,138.87194248653228,101.5501859039338,129.16456490960277,151.17737014171334,145.70052106498497,147.9499806414405,150.24855746576276,154.39261829981692,158.91802765382465,163.71496156907287,168.59191796680045,173.1548551056951,177.1449416458751,179.9799450424041,183.292323937862,186.7498470601618,190.38728279824292,191.10417386542045,191.77194768473137,192.4027455983449,193.04899612926476,193.8475653164903,194.27803108431053,194.54900376636152,194.9220740984724,195.45077436202598,196.0782610005024,196.27693750872717,196.4182185812425,196.50100045966946,196.56832972079008,196.56832972079008,196.45188321180282,196.32660663578335,196.21236764355413,196.11247751025223,195.9938234845069,195.64669147430317,195.21346631053532,194.81004262300124,194.4005482643825,194.0059546438806,194.76202913351358,195.54404194505366,196.291838246844,197.05067213242458,197.8961510507587
Heat Pumps (Electricity),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51135164839091,8.852730231990325,8.96623201602141,9.458400164584091,10.157103823055452,9.923310162346723,9.897343385299962,11.533974434587474,8.764650794697419,9.864764897516563,13.966454936040707,8.922787731488624,8.989042391574685,14.154593043230387,8.91403639072437,10.337309966964954,7.095021533744677,7.256541319194416,22.105437370269257,19.020001846752514,23.85559291491825,30.136664844614945,30.01844949691833,30.151041581476186,29.90690262722836,29.948274123633677,29.49753284635632,26.207459545567463,27.571560322246185,27.903454024197952,28.388993336943454,28.96084454391117,29.718104916690443,30.124979624894202,30.59207434981346,31.06492802160763,31.55588385286717,32.056320461584086,32.50974049276213,32.9032978960479,33.25500340585899,33.546868728471374,33.76608438355079,33.81029587439564,33.756464806248104,33.573047875341906,33.24830693667568,32.74401884003579,32.06963776650206,31.209703740490685,30.159509203176516,28.900718445653872,27.46688778501435,25.883622052600906,24.13700718727444,22.338202748976933,20.524666410930873,18.74987850155492,17.064623141494316,15.502639497936258,14.089239842070734,12.838196110644358,11.753744607917687,10.831431271789027,10.058570461307049,9.420768549400066,8.900678879952292,8.48164380925368
Direct Heating Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.42401071955976,363.3644106822767,366.5912876111454,384.9909310336917,415.0737560011587,404.1548155187588,403.12392739349696,467.28440515315003,582.4002999515527,547.731611091492,549.5586578272888,563.7371329606276,574.2001850128961,620.1928369856116,567.3070164432581,580.5997299693045,474.47621103025085,558.4688956131107,525.6125653688374,454.130655624489,697.5715599020979,667.0551080188659,682.3301046753595,743.5613863464371,832.8669983758251,858.7301026023455,867.5139902543557,876.355081226821,913.9431712333113,956.6943905711936,1000.7909472605054,1047.6019074374572,1096.7821444019735,1095.5859594120252,1098.179388470112,1101.9895533406802,1108.0603086899491,1116.1172904438884,1116.1414429569693,1118.7980075317055,1123.2312648669276,1129.0573171231417,1136.334850669851,1134.6204459694152,1134.4185394346257,1134.1774380321176,1134.1899380169577,1134.6003188751813,1134.7193865273864,1134.4640902268397,1133.6537098537344,1131.1340095197895,1126.945667141772,1137.688238858974,1145.363017686617,1150.6630112587998,1153.5562280888976,1154.6888538338965,1144.11556157241,1133.1155749131626,1121.9037241040842,1110.9925085236166,1100.85862250888,1090.9923209153806,1082.4205092773514,1075.0925520629826,1068.8917121257166,1063.5648118065053
