,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Indirect Heating Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003759835082008922,-0.0003759835082008922,0.00038279229250532483,-0.00038279229250532483,0.0004801429093991949,0.0007328629259766579,-0.00045293298945599784,-0.00036177582164424233,0.0003390582645013408,-0.0007373552887769535,0.0,0.00012260385870868512,-0.00012260385870868512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002747272981734676,-7.753859880632022e-05,0.0003597459810452386,-0.0005082794338721892,-7.691735730054914e-05,-0.00016048856332692295,0.0001444311945752305,0.0003548247126893125,0.00022851591408542792,0.0011674314784348766,0.0007331189616434088,-0.00038512266871277927,0.000907921163976325,-0.0030578409602684308,0.00020850407878859743,-0.00046631416651015284,0.00013921324499872097,-0.00015965524129787814,-0.00018015761403666973,0.000791682449091158,-0.0005245965792906742,4.090210500840198e-05,0.00012815807099793365,7.177489140599163e-05,8.619672286102212e-05,-0.0001843134394847587,-3.4311658534070463e-06,0.00024352868726748046,0.00011871280085700349,0.00012235366728532895,0.00012578962024195302,0.0001285701655456989,0.00011937845365960041,0.000124255886145449,0.0001287566653029469,0.0001340794500665449,0.00013897502897396014,0.0001426158548307366,0.00014630169603736308,0.00015187116081412323,0.00015749897566379005,0.00016233554353482164,0.0001652787792973413,0.00017103629319693717,0.00017664523832212084,0.00018253894929466804,0.00017300408241473198,0.0002506535538014641,0.0001185053583530988,0.00011274805291632928,0.00011892150113170506,0.0001196753754666521,0.00015658708520279298,7.936642626169845e-05,7.707207493957818e-05,7.584588980377792e-05,7.775986071764489e-05,8.055256333217443e-05,8.30317647120707e-05,8.501137286237755e-05,8.716933352567216e-05,8.919580329469002e-05,9.170285858269142e-05,9.375190306980762e-05,9.652556909714124e-05,9.993268732963684e-05
Indirect Heating Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036637256111132156,-4.848320390915426e-05,0.0005786471744748156,-0.0008042933290510643,-0.00015231840352522146,-0.00026197600489629965,-0.0018155062681081836,0.0005047813597107708,-0.0006183510771063151,0.001566236736906527,5.775777045387534e-05,0.000139722884141965,0.0012430233738405766,-0.001202244659493722,0.0005996546744628492,0.000421449508125054,0.00040497164907232546,0.00019005139440469976,-0.00021041608536486736,0.0008063051878664765,0.00016741022267410176,9.054090942392299e-05,0.00029637363062697366,0.00016482048870323227,0.0002248591284430333,-0.0005076228777441135,-6.774784844946515e-05,0.000621309932614309,0.0002839215642702506,0.0002977578775984289,0.00030680918586273125,0.00031320630673650486,0.00030558563565037363,0.0003193751304742148,0.00033217072420208883,0.00034702615964651124,0.0003536750491018833,0.0003637819932174413,0.000373703831308342,0.00038900668069177796,0.0004044843641943228,0.00041787466393419787,0.0004263768714974896,0.0004422234820701545,0.00045785139921644197,0.00047410647337566843,0.0004651460760840588,0.0006868758989819933,0.0003095953380599103,0.00030313051244426165,0.0003105523051247165,0.0003121444232363126,0.00041765817665281695,0.00019650295780478368,0.00019008861340563416,0.00018638225436265108,0.0001908471935702161,0.00019733633747325528,0.0002031133537396799,0.00020753389036655564,0.0002123494198288272,0.0002168111077810286,0.0002223531109436412,0.0002268929628645464,0.0002332529883869877,0.0002409748368767165
Indirect Heating Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001775048206751982,-5.7900020873078186e-05,0.00048618951298863046,-0.00017930825859064367,-0.00023222673249431781,3.7857697884060133e-06,-4.1511381383278185e-05,-7.921448385936659e-06,-5.393926451001797e-06,1.6090385856585748e-05,2.728044719112226e-06,9.064247272575887e-06,5.0778597638899936e-06,8.016021933432661e-06,-1.6413979190106914e-05,-2.805841109188251e-06,2.0938839300773082e-05,9.335901056004817e-06,9.755165148634623e-06,9.991081939106958e-06,1.0202168835843872e-05,1.0100364358097845e-05,1.0489353424293856e-05,1.0851728692884064e-05,1.1275686247721934e-05,1.1147954199392296e-05,1.138358916114842e-05,1.1614726013813154e-05,1.2001069321388267e-05,1.23922948719768e-05,1.2721830798715465e-05,1.2911265292768907e-05,1.3312082816051565e-05,1.3708281697820931e-05,1.4121167137160705e-05,1.3917959736322e-05,2.0126247225904513e-05,9.46441607203463e-06,9.32820778230215e-06,9.42360397120683e-06,9.434958599997552e-06,1.2344036656102796e-05,6.166813566113497e-06,5.962521650630564e-06,5.837432137122339e-06,5.965972075996775e-06,6.154080657418893e-06,6.320368106333711e-06,6.445983694297693e-06,6.584212691704454e-06,6.710463154828504e-06,6.864621679248928e-06,6.993678941304923e-06,7.173089545980684e-06,7.394874977904198e-06
Indirect Heating Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Steam Distributed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006320514383142876,-0.0005304892151428882,0.0006958738275697043,-0.0013014195969343395,0.00011890440462071841,-0.00024050158758362296,-0.0009819679825760156,-0.0004498438802843451,0.000429101627362686,0.0007211349612047772,-0.0018900771652880328,0.000739552805869205,0.0003623932700776364,0.00032954521365711933,-0.00021359104225911803,0.0014927639056959614,-0.0006955443661230599,0.0005955164084838335,0.0006069580421437749,0.00031683183552656547,0.0012693487110717616,0.00012189675406900671,0.00041697261431787586,0.00022832569766811225,0.00031514903393353033,-0.0008219096424981162,-0.00017120975465699775,0.0008981204206505836,0.00038951242355169015,0.000418714129567151,0.0004350671014158192,0.0004433808051891516,0.0004514268387463028,0.00047659749939459034,0.0004999986829705634,0.000526636412328009,0.0005411987432894784,0.0005613904755375609,0.0005807631508020408,0.0006098996523181393,0.0006393715764475699,0.0006653638528193763,0.0006831957546546141,0.0007133775014259298,0.0007433881487286242,0.0007743271415672111,0.0007819810048639436,0.0011917876620499595,0.0004985866705380475,0.0004990982884156003,0.0005027744278828829,0.0005062659369178997,0.0007032790874041023,0.00029299469396014063,0.00028234062137629315,0.00027606404320721853,0.00028274042448797956,0.00029234585823360165,0.00030097382080537116,0.0003073045878816197,0.0003141385268252764,0.0003204337209114505,0.00032840267784972274,0.00033483680283956374,0.00034430332736572547,0.00035547409193850335
Heat Pumps (Electricity),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5623127092408504e-05,-4.5623127092408504e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041148435269589105,9.8565084358702e-05,0.0008130868526490401,-0.0010447721202500172,-0.0003045103196365259,-0.0003878609151790596,-0.00017917687078131464,0.0005795883005600356,8.272539389019663e-05,0.001190483414613093,-0.0003647870178433162,0.0005971712357495183,-0.00024297678802493632,0.0004218625963678385,-0.0013370082579250088,-0.00035605881724048153,0.00118172389417617,0.0002917765118497398,-8.692569836190873e-05,0.00029214260060314617,-0.0023408784758714393,5.342782433726554e-05,0.00017690075836246936,0.00010080335648160312,0.00018499477093538181,-0.00031874182413800593,-5.630579646747871e-05,0.0004514766139518458,0.00020059149213572488,0.00020653758517367687,0.00020933066564664528,0.00021398458109585377,0.00021113318795574186,0.00021664351864488597,0.00022180997296476114,0.00022806873519513968,0.00021620905303181774,0.0002176706015725383,0.00021919601701524493,0.0002230359107571632,0.00022693988623306537,0.0002298126221748268,0.00023046643425201382,0.00023447368292667812,0.00023841218050660933,0.00024260428578061217,0.00023594509738252963,0.0003213717606145565,0.00017075834237950232,0.00016751636742849102,0.00016759698773843838,0.00016661625323985218,0.00020482210001319655,0.00012061939208778457,0.00011678892917763289,0.00011428961209352776,0.00011651246872344629,0.00011982195146923679,0.00012269916536804926,0.00012488827458317843,0.000127348336809323,0.00012955488855272016,0.00013214483655159823,0.00013441013941784826,0.0001374225336217594,0.00014132646537904796
Direct Heating Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007834291325624384,-0.00018754016934842532,0.0012670244268586112,-0.0018659373317127695,-0.00025803752509269764,-0.0005512589448266208,0.0004494215742185037,-0.0018486100617975145,0.0013061005166070685,0.0017766506913808192,-0.0002848246598412908,0.0006979627385717817,0.001439237973515833,-0.0017227295369100658,0.00022704504847836904,-0.0006977048995259255,0.00020651987850963622,-0.0009975834302738194,-0.0010598821700184698,0.00035304771525108486,0.0006551019226883085,0.00011451748826565183,0.00038049669796658467,0.0002121344256144613,0.0003180503384394328,-0.0006876819721436532,-0.00011511007416310825,0.0008507302008638301,0.000380222755621114,0.00039905476521293764,0.0004100499607403159,0.0004185804035194821,0.00041445256887177244,0.000432000752103107,0.00044832637358009836,0.0004673004926823453,0.0004678835012879878,0.00047967284791181037,0.0004911875760990246,0.0005096314713361074,0.0005282985262263876,0.0005442762191011943,0.0005540676601801323,0.0005731874549775939,0.0005920965230684136,0.0006117516547646737,0.0006045173529232233,0.0008860896779680807,0.0004049323200219983,0.0003993804837879612,0.00040468639615302637,0.00040591328367473365,0.0005389721839557975,0.00025833261309187675,0.00024969152718127955,0.00024450149828961806,0.00025007349290356103,0.0002581933806882772,0.00026540086875912405,0.0002708412560117441,0.00027679624930568704,0.00028226207875851097,0.0002890003633961661,0.00029458080761140626,0.00030241700939565464,0.0003119949263906891
