,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Indirect Heating Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Oil,-1.277614053150851e-05,5.519187148811545e-05,9.585984189585047e-05,4.69430804032365e-05,-0.00011029507210015901,1.2021359900872964e-05,-2.2948271132079527e-05,6.0471111512565125e-06,-1.192586140032995e-05,1.571489497228498e-05,-3.5839382107632767e-05,-9.349942336692371e-06,-2.05242481706133e-05,4.1723223489827786e-05,4.68344562244825e-05,0.00013097662197392155,5.420238707584418e-06,7.370128918425338e-06,8.202995304538584e-05,4.426375713139567e-05,0.00012420973164985704,0.00018867035866905176,7.637117135063354e-05,-0.000189953756974419,-0.00017474010174508214,-0.00013864841879958865,8.723735462520051e-05,-5.8036725965139475e-05,-6.785524635518866e-05,0.00010410981758595871,0.0007744200069066488,-0.0007689071926292421,-0.0007737152437495376,0.0007731029800021351,-0.0007731029800021351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007264448659618187,-0.0007264448659618187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Gas,-4.224938173846306e-05,0.00017020659644814728,0.0002818432211508041,0.0001585675059316985,-0.0003444637338466736,3.985577760980759e-05,-7.256111322540877e-05,1.23283437578285e-05,-3.538122383823009e-05,5.467396765504651e-05,-0.00012205987036526473,-3.821065261230432e-05,-6.986557825666755e-05,0.00011429210527177578,0.0001270191585504085,0.00040693084664335114,1.576568861311916e-05,2.596604523371368e-05,0.00025542885718099576,0.00012753354494614234,0.0003840112646415345,0.0005634769978916843,0.00022115316103026259,-0.0006022841361806955,-0.0005620848311451472,-0.00041762588287517447,0.00011716318975266255,-0.00022610068380058809,-0.00020216170389032712,0.0003243040172037732,-1.4063709208081345e-05,0.0003238613862207734,-0.0012130841095931082,-0.00014314635436781856,4.470530881483538e-06,-0.00022449929507168588,-0.0001259617999353319,0.000361963286390558,-0.00044983927843858664,-8.451262775760111e-06,0.0010150238319142355,-2.003759832522095e-05,0.00021714105584355996,-0.0003772161461826273,-1.986072958311627e-05,-0.00012270990837863786,6.718249520308453e-05,3.099656246676472e-06,4.279817332605038e-05,-0.00014652582503293942,-7.460455228670989e-06,9.802106855247923e-05,4.98965747588576e-05,4.76561519223576e-05,4.555893580672206e-05,4.681300117876514e-05,4.4829827726689945e-05,4.508414724952055e-05,4.582421705335031e-05,4.725055059287249e-05,5.275403955978797e-05,5.409617643377797e-05,5.5534692382324096e-05,5.699460844490675e-05,5.814657930968911e-05,5.773510273548023e-05,5.888446238513988e-05,6.038462931852342e-05,6.230667566220092e-05,6.372320243153032e-05,6.366375293165934e-05,6.452728416148751e-05,6.587836142716479e-05,6.765777928918596e-05,6.87816859145454e-05,6.523166830654434e-05,6.59267488346693e-05,6.678604593293757e-05,6.918818557347952e-05,6.939412554343194e-05,7.166200126900953e-05,7.496654270420459e-05,7.55833928800325e-05,7.878231026147243e-05,8.060643839466041e-05,8.326673328417733e-05,8.572884350038518e-05,8.807954002557441e-05,8.998036256493199e-05,9.35020185846376e-05
Indirect Heating Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Steam Distributed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.001347574793812e-05,-4.001347574793812e-05,0.0,0.0,8.595843557523103e-05,5.9061321676759254e-05,-2.0427986217036665e-05,-0.00012459177103495362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat Pumps (Electricity),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
