,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.3543083900226757,0.0177154195011337,35682.68140589569,1784.1340702947846,25.0,1,-0.05,0.05,0.150455699430738,27.26074933313756,5.452149866627512,0,0.9703846153846154,0.013387267641727442,-0.05
Indirect Heating Oil,0.0389739229024943,0.0019486961451247,7487.244897959184,374.3622448979592,25.0,1,-0.05,0.05,0.3439842340282135,33.98942808898023,6.797885617796048,0,0.9768538461538462,0.012945317400649168,-0.05
Indirect Heating Gas,0.0389739229024943,0.0019486961451247,8250.14172335601,412.5070861678005,25.0,1,-0.05,0.05,0.5724279779569197,26.837242737929177,5.367448547585836,0,0.9813999999999999,0.01250933852351345,-0.05
Indirect Heating Biomass,0.4379251700680272,0.0218962585034013,35682.68140589569,1784.1340702947846,25.0,1,-0.05,0.05,0.3269050739584442,84.85133250128476,16.970266500256955,0,0.9116666666666666,0.00867163414004405,-0.05
Indirect Heating Electric,0.0566893424036281,0.0028344671201814,6348.781179138323,317.43905895691614,25.0,1,-0.05,0.05,0.9,864.8907569194624,172.9781513838925,0,0.9878205128205128,0.0028867513459481316,-0.05
Indirect Heating Steam Distributed,0.7086167800453514,0.0354308390022675,0.0,0.0,20.0,1,-0.05,0.05,0.6123413689494986,0.0,0.0,0,1.0,0.0,-0.05
Heat Pumps (Electricity),0.7745181405895691,0.0387259070294784,21764.94937074829,1088.247468537415,20.0,1,-0.432959407,0.05,3.0,864.8907569194624,172.9781513838925,0,0.9838461538461538,0.0113249475879504,-0.432959407
Direct Heating Coal,0.1558956916099773,0.0077947845804988,4459.169501133787,222.95847505668937,15.0,1,-0.05,0.05,0.2688881401792873,27.26074933313756,5.452149866627512,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Oil,0.0106292517006802,0.000531462585034,1868.1251288265305,93.40625644132652,15.0,1,-0.05,0.05,0.2808726786299238,33.98942808898023,6.797885617796048,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Gas,0.0106292517006802,0.000531462585034,1868.1251288265305,93.40625644132652,15.0,1,-0.05,0.05,0.4192449539596223,26.837242737929177,5.367448547585836,0,0.9878846153846155,0.012115384615384639,-0.05
Direct Heating Biomass,0.1558956916099773,0.0077947845804988,4459.169501133787,222.95847505668937,15.0,1,-0.05,0.05,0.1128926314344516,84.85133250128476,16.970266500256955,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Electric,0.042517006802721,0.002125850340136,1118.112244897959,55.90561224489796,12.5,1,-0.05,0.05,0.5430868795076145,864.8907569194624,172.9781513838925,0,0.9902564102564102,0.016876392484004476,-0.05
Direct Heating Steam Distributed,0.7086167800453514,0.0354308390022675,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.0,-0.05
