,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Indirect Heating Coal,0.0007768351492000443,0.0011857040023410164,0.002089167369040511,0.002425597598361831,-0.00021291159209688683,0.0018676396994804628,0.0008422116971662508,0.000990677217741107,0.0019519947443632601,0.0009300292643183136,0.0004553647637135219,0.0005977029949099082,0.0009941427635253254,0.0014806943241633776,0.0006381518697805948,0.00015344147321582832,0.0006398120304908321,0.0018732821513440941,0.0023731486258351552,-0.00030699713209287287,-0.00024896033752373243,0.00029523974270140654,-0.002363815265430553,0.004442463867629663,0.007006005085470271,9.181774493152196e-05,-0.0011543978630571914,0.0011285525086227356,0.0009984838253551313,0.002691479223856149,-0.005224406991949281,-0.020981393443696338,-0.034545417046224325,-0.00036376803994507117,0.00038373430968594464,0.002810944115057231,-0.000398354769315914,-9.46045220082386e-05,-0.000412260235046283,0.0007941163375221517,-0.001094892124546062,-0.0016855947282521009,-0.002587877322946335,2.26806866981613e-05,0.0007501979739191246,6.581189151102823e-05,6.873836525406749e-05,8.498903558713106e-06,6.823597812769325e-07,-0.00015923277933432584,2.8927517047756812e-05,6.064316710411742e-05,1.7984158468979227e-05,9.085111688640148e-06,1.5024391976901658e-06,1.5057091028039885e-07,-2.4306264269076216e-06,-2.5917194899716463e-06,-2.644531197781939e-06,-2.6234686245870443e-06,-5.378783842437031e-06,-5.163993091682109e-06,-5.209662157585217e-06,-5.2214356427758915e-06,-5.109053205400909e-06,-5.598378978923218e-06,-5.626931278924314e-06,-5.874366277984185e-06,-5.5999865300419135e-06,-5.54691907546259e-06,8.573636418164695e-07,4.954910974169518e-07,4.031665137827455e-08,6.877761324960291e-08,-1.340661098636186e-07,-6.669327708150926e-07,-7.536309255247541e-07,-7.166937850235695e-07,-4.129853629557083e-07,-3.2218612613043283e-07,-2.2878375254562283e-07,2.071092138687496e-07,4.917462340118995e-07,3.4430822165327363e-07,2.2049025017812157e-07,1.2746236293412032e-07,-4.951348787031375e-07,-6.834284374188093e-07,-1.4118135033137481e-06,-1.3269055759851378e-06
Indirect Heating Oil,0.00495824156077335,0.008599658996627629,0.012888731855703762,0.013034416488544368,-0.0014139342494579321,0.01240271253357105,0.005716446911748996,0.006251980117043931,0.010536859927255915,0.005461297799043377,0.002470244028052257,0.0021123563175660803,0.0037774136497767882,0.006525887193999477,0.00443508623345483,0.00329955392326383,0.004508343991914361,0.00821183504014986,0.008542481574647518,0.00109081978245194,0.0008365307770684463,0.000672681651775902,-0.01911358551281702,0.02721368217925538,0.051154456972693135,0.0069653572597271245,-0.012983316545240958,0.009096399861367302,0.0088881794608313,0.021001354681524836,0.04342507836745143,0.01579305569222972,0.0006218059790934273,-0.051774787281797116,-0.032360365218267795,0.01963404077977347,-0.06292365585826212,0.03843860409158796,-0.1480562811287608,-0.0954484870764051,-0.033654055180850774,-0.004369785847899056,-0.01844494630807797,0.01764292138164706,0.009252204315849038,0.009269124983357349,0.006052504873877511,0.0032751437061998585,0.00042762640912568864,-0.016129745301603184,0.00429180794181244,0.006931196087026465,0.002968875625254665,0.001945511449885513,0.0008304198314681763,0.0009927951349974502,0.0005524177943832757,0.0005513115276082701,0.0005629845771290451,0.0005731693560441474,0.0001744534750377849,0.00019993959914725056,0.0002189563156663101,0.0002517348455997222,0.0002859865129673754,0.0004332026368406208,0.00044444043607263535,0.00040684630097128667,0.00040550718659156966,0.0003951180086403019,0.0016891099564024256,0.0016156813440086626,0.0015355014219783775,0.0015372011777864626,0.001532689049433997,0.0016148418579284356,0.0016394214262139446,0.001666376659326438,0.0017163066164557087,0.0017820140554637121,0.0018543995733474995,0.001964413148157094,0.002021319268904689,0.0020557311730579736,0.0020561081361128164,0.0020294418347931407,0.0019620152369614983,0.0019044584912748328,0.0018278872443750413,0.001823993939070252
Indirect Heating Gas,0.005492858050421468,0.009264218141332313,0.014391900685109925,0.015062909615643822,-0.0015523866754825633,0.01361723021474814,0.0062460141659252295,0.006944203148568355,0.012162322554225743,0.0061710210511744966,0.002847646048629589,0.0027735915383657155,0.004838479884077342,0.007974196840996619,0.004821126534886261,0.0030645986655619337,0.004886329478225114,0.010050649933792524,0.011145060457504574,0.00043183351892214783,0.00030917976282970183,0.0010537188716991663,-0.020149393294375963,0.03043843121953769,0.055031048909651714,0.0060922030765358575,-0.012953578493861063,0.009595175824584185,0.00920615269226472,0.022292541886700323,-0.04758253589908517,0.0009629077964523268,0.031698740471270866,-0.05408789316325915,-0.04777856790490091,-0.07063481323996686,0.08831367458204989,-0.04656035766867443,-0.07137076286289927,0.014554957819575125,-0.1024837404113975,0.003021349162505498,-0.006484897776763914,-0.0090240720555582,-0.023955165452217368,0.008778475383798747,0.006162602940886032,0.0028552510458036626,0.0003656625453168569,-0.016022947459390532,0.0040388153620626215,0.006755288743698761,0.0027600070104726038,0.0017635284865970824,0.0007130535413570685,0.0008249842500000215,0.00041703253496500753,0.0004134245156255725,0.0004222125258368861,0.0004310018904142634,5.465491627461294e-05,7.935730070072339e-05,9.434841790231796e-05,0.00012130666262769736,0.00015155970941198305,0.0002653433690455037,0.0002741761284460603,0.0002388975953787481,0.00024237256639085547,0.00023465243628185967,0.001413646520806812,0.0013467693454038768,0.0012727402429940635,0.0012746239105050072,0.0012674967774299606,0.0013266520784474545,0.0013455661544889141,0.0013685140212795002,0.0014149522269519545,0.001470903795215292,0.0015324312262915555,0.0016308534836401505,0.0016827523579382164,0.0017087970646526493,0.0017070406013173778,0.0016833949308788718,0.0016171338537469965,0.0015663056863143149,0.0014907013354616798,0.001488894619830372
Indirect Heating Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035815082629811967,3.9796137941650815e-05,3.979268060754122e-05,3.979525562624047e-05,-4.068689020717654e-05,0.003686380645376925,0.0002753772676357012,0.00017552929219699902,9.975553887722321e-05,1.3095873473894204e-05,-0.0004717641017181959,0.00012776263877329556,0.00020401838983714288,8.871737753526378e-05,5.8585760473019506e-05,2.5401752032531283e-05,3.06423559723705e-05,1.7468414655731273e-05,1.7461034545718582e-05,1.7830397990377563e-05,1.8141502314657047e-05,6.283440330406843e-06,7.034982361923091e-06,7.630003420962955e-06,8.644488903905567e-06,9.683830368681716e-06,1.43127129230659e-05,1.4664596767319757e-05,1.3544468079416255e-05,1.345746903583852e-05,1.3127721793038465e-05,5.203393917328249e-05,4.982591788932518e-05,4.7424866584120345e-05,4.74726384414037e-05,4.7366995236444547e-05,4.999331638332223e-05,5.076699750201311e-05,5.159350022318488e-05,5.308532272056167e-05,5.509992123912867e-05,5.732037237829099e-05,6.0646190742480115e-05,6.235667851693228e-05,6.344418209741891e-05,6.347641943212945e-05,6.266817061391546e-05,6.068891409742594e-05,5.8942305046904605e-05,5.66981649725998e-05,5.656377935872158e-05
Indirect Heating Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Steam Distributed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1282458484480029,0.0023554758362127805,0.004382757326655176,-0.02373365689500982,0.008102123073013423,-0.005200018721262672,0.07593995569380448,-0.06521729799114588,-0.01284903040675835,-0.018269767328676502,0.015447288689717753,0.02413498531103697,0.003047299095200585,0.004377523745691947,0.0019567660838977568,0.00047076399181246757,-0.014187715705149125,0.006718401185358857,0.0059508440852764225,0.003582159217985317,0.002403230228103325,0.0012823905251341588,0.0012653702139212273,0.0008384375430630648,0.0008111403090186162,0.0008279814192663946,0.0008441867533475394,0.0004626717588078591,0.000462261531645875,0.0004719170224486901,0.0004990082738717148,0.0005250324405193452,0.0005611024253964155,0.0005613970513384822,0.0005488679551525738,0.000550819041450016,0.0005470822577355591,0.0018013375245373052,0.0017978812698133011,0.0017792896697241363,0.0017933376741598086,0.0018072481229285922,0.0018486471476626763,0.0018753387740936922,0.0019082915005831,0.0019459856064740254,0.001985824376714929,0.0020521337939544844,0.0021251180507892093,0.0021785209264730114,0.0022273584244804105,0.0022567267749304693,0.0022733214555394764,0.0022745615984412905,0.00229434670991428,0.002297623431480435,0.002348273511130289
Heat Pumps (Electricity),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Oil,0.001229021517046154,0.002070320684999292,0.003221270003862289,0.003376333037801584,-0.0003472096294244034,0.0030456549264347497,0.0013967005053979024,0.0015539335776754645,0.0027260370248797013,0.0013819279798772106,0.0006382312769714496,0.0006247778725193814,0.0010889237715346759,0.0017914157959838832,0.0010778314570908144,0.0006799915167334785,0.001092266357280782,0.002258037391393375,0.0025099478842368073,8.911643221449876e-05,6.321003484568988e-05,0.0002387502687921147,-0.004498499134673378,0.006813376028307922,0.01229730065112305,0.0013474265677571025,-0.002884532686790576,0.0021422521737643487,0.0020536781623290788,0.004978527464428423,-0.0006151819870660638,-0.007555660813672486,0.010646703232074804,0.0075956547657884685,-0.01062545008877683,-0.009636903966862757,0.017476140641079864,-0.017140592879607557,-0.007353047018511691,0.029050062670817337,-0.028443197162270367,-0.02289715667688693,-3.638371632511301e-05,0.00298734852960578,0.010234229258037788,0.005286739799586325,0.003511043657467544,0.001834260183099933,0.00023851678256058863,-0.00930203566715227,0.002444342626758853,0.003979425773071747,0.001686248288108665,0.0010988266130617585,0.0004635881624561172,0.0005504710688273226,0.00030054525278252336,0.00029956375666766004,0.00030591121091128737,0.000311602970023972,8.43642738916784e-05,9.89779430082393e-05,0.0001094110010998045,0.00012754727596641507,0.00014678384500732731,0.00022723978669701025,0.00023340155272227187,0.00021200393253435063,0.0002118895343693628,0.00020625408276144907,0.0009379290942838557,0.0008964131390448974,0.0008509427312391,0.0008519497013129342,0.0008489854499561531,0.0008932889748469315,0.0009067106627047443,0.0009217315614008539,0.000950093417690188,0.0009867108568433194,0.0010270347009202043,0.0010889923970375552,0.0011211762531986042,0.0011399072856319973,0.0011398329403332515,0.0011248438393315948,0.0010860573191082204,0.0010537333203691924,0.0010096375917810763,0.0010076744601717376
Direct Heating Gas,0.013407246392382468,0.022493283779938627,0.03518000255453385,0.037049256675901886,-0.003782785041407784,0.033181865717228615,0.015206170482933809,0.01695798733700704,0.029908626643163974,0.015117427122375515,0.00700110811342216,0.006966767028848783,0.012106890696611113,0.019801982776620392,0.011725795873043164,0.0072119735863235565,0.011877701774297672,0.0249650764661086,0.02796701196124518,0.0007013784807080871,0.0004742267608620204,0.0027120660186297357,-0.0487161566513447,0.07442756947760874,0.13357825372666546,0.014132599947101185,-0.030968533944471337,0.023201496013330918,0.02218003964878636,0.05397080022661346,0.033704039096049604,0.002188195412921201,0.013553040825732748,-0.026438353102418308,-0.008279556458234666,0.013935735428366444,-0.011594809165212536,-0.01461788546856438,-0.18845833721530256,0.03689090796071606,0.01202558963306985,-0.0708350572942538,-0.04213401382436702,0.02757266126801164,0.03859013133951647,0.0628038618777865,0.04294167622815867,0.02108444570737486,0.002720889017554961,-0.11264184439146295,0.028963703285884407,0.047820298249916134,0.019883769098513557,0.012827388876095913,0.0052970721461854655,0.006209408016399215,0.003266502832633161,0.0032475144877989197,0.003316429632628209,0.0033815938567666732,0.0006857265023467174,0.0008609479090887218,0.0009762459629433505,0.0011800024732198933,0.0014022674892840148,0.0022846529526567017,0.0023526702189416997,0.0020994090517444386,0.0021116270328539466,0.002050746402252418,0.010609577036495592,0.010124015087900395,0.009589306517717168,0.009602052799491584,0.009558670076963871,0.010031593493239456,0.010178543825053482,0.010349598181306069,0.010684093519090138,0.011101121219771555,0.011560036040674264,0.012279552878394743,0.012656170739812957,0.012859949861244807,0.01285301705643646,0.012679559780412077,0.012211914899108806,0.01183846078489825,0.011305791002695936,0.011287852731658192
