cat,Technology,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
FTT:LDV,Petrol,53.030580810384464,53.61128771049107,54.464020215477355,55.92936989816864,57.221510473570575,57.783850463155275,58.723739741388094,59.18260503558194,59.23577267850942,58.919949361779466,58.217708920661124,57.41373354088236,56.352398164090495,55.22025738220376,54.22575961347846,53.48211801042178,53.112361085706915,52.97922553589825,52.98772252626969,53.09101400212484,53.219399937966074,53.15820899458848,53.07814436035263,52.89634224081503,52.57909912121291,52.17686767546545,51.62257187701695,50.83928394418853,49.827418045414085,48.569564941950595,47.174885350819245
FTT:LDV,Diesel,60.664652890918674,62.70655679362657,63.321254133114195,63.04429424369817,62.945983144887435,62.14002129142508,61.721231537525526,61.1791444425919,60.6674704386038,60.19495622779719,59.743420952126264,59.54862281589981,59.344361322890904,59.20004574287935,59.062393065746726,58.91920164283761,58.750584448256255,58.54548539434972,58.28270000360894,57.969466138855346,57.62389626090821,57.17602827671892,56.719445760777006,56.24226438813636,55.74534514704373,55.227847975922664,54.66375405772866,54.000878583102754,53.25846993145964,52.40477847138111,51.446221316931364
FTT:LDV,CNG/LPG,0.6650232316693782,0.7200794884726346,0.8932953263412938,1.147477626341408,1.1566781177541392,1.1917454361602418,1.2814162253958035,1.4275395024082378,1.6433169063796014,1.9323540214861212,2.282378242600736,2.662237092599812,3.0038365136335616,3.2467048861173833,3.3413908318871712,3.2752541697718485,3.0693818309182896,2.7626954565060347,2.4039389622074134,2.0433752275963823,1.7088473830670239,1.4167818825027423,1.174976917600344,0.9818920186483189,0.832035547932079,0.7180494414819916,0.6323632475975768,0.5680243322259017,0.5196884041844348,0.4828050910164974,0.4541039503161034
FTT:LDV,Hybrid,0.0036848446607675614,0.009540082217613313,0.015943083016213208,0.019143166866058672,0.017281403170504223,0.015694788472792938,0.014526998579849282,0.013556212000121385,0.012758647005339071,0.012086724014440416,0.011488379084598887,0.010965865616832767,0.01043408770757269,0.009905110354257167,0.009400988256745355,0.008955445734573443,0.00859246544695462,0.00832156598566124,0.008138606567684711,0.008033380677749282,0.007991241679936416,0.007984644228921442,0.008010106742862665,0.008051550176189755,0.008098206485234585,0.008142182875325091,0.008175557696203394,0.008188492507213584,0.008186295522209765,0.008166562603429914,0.008134535195621632
FTT:LDV,Electric,0.408264370023105,0.5883212842362208,0.9923690210162638,1.4908419569167706,2.344650951678901,3.896119549323395,4.528749077022013,5.373913345648747,6.48072243077732,7.91800040892019,9.718038162558663,11.867099959021672,14.269429532265939,16.87514527030312,19.60982622665218,22.43078279870569,25.326752835213128,28.257052772168496,31.19532798959887,34.20516523329064,37.26763214655969,40.34711997772442,43.500050643697215,46.74691528836525,50.12608269861678,53.692038230191834,57.48834107696016,61.54233604491005,65.90232870569211,70.58622832992062,75.64537325791844
FTT:LDV,Hydrogen,7.630926872995026e-05,0.0001163923488319275,0.0011986286488049325,0.0019209869420564873,0.0014640973316973737,0.0011251425411752576,0.0008821506413663194,0.0007022950328660711,0.0005689460107565111,0.00046864598851332,0.00039194545813791057,0.0003353991915750164,0.00029088954021094706,0.0002557041838170843,0.0002277373381031161,0.00020548986247634026,0.00018778288170339698,0.0001738375524053752,0.00016299730866865578,0.00015478969752801138,0.00014893523168307005,0.00014476245537549837,0.00014246608532365456,0.00014176298014490375,0.00014250683482901362,0.00014461943547163498,0.00014792577512582095,0.0001521336841063032,0.00015731900336974698,0.00016328092020477823,0.0001700041066850788
FTT:LDV,Biofuel,0.07274794448806898,0.08031218437249892,0.08651191303017855,0.09262229904702517,0.0796017336376377,0.06856960759693279,0.05919792154947908,0.05108261532971394,0.04413110096815772,0.03822823419656642,0.033172223702401006,0.02898329274576647,0.025350684971164394,0.022194791987017293,0.019482181640380763,0.01715785754657678,0.015185211019369689,0.013486701424517937,0.012013895249381365,0.010737440543669858,0.009629959723930213,0.008635655063088584,0.007785464967982983,0.007048975118078112,0.006409074970938238,0.005860245620682461,0.005383123702288282,0.004958834074042193,0.004577900537798562,0.004230682170960745,0.003916341379000157
FTT:MDV,Petrol,12.940675070160983,13.22718975995126,13.480088807130551,13.765784950762317,14.303588590334225,14.687855889827915,15.29396290890835,15.910039979823194,16.523570800098227,17.10224577097578,17.634082035237128,18.238567616739193,18.840803336445152,19.45121328201098,20.028576111046313,20.540731154934615,20.987808128288936,21.389649655593306,21.73561581143554,22.020584718403406,22.25543217366258,22.279000515693486,22.13946069145388,21.88928288510804,21.53070270005237,21.01729301228389,20.380617880747234,19.654566927895264,18.878937751108023,18.067184559632526,17.228796016635698
FTT:MDV,Diesel,42.13240674148173,44.386788906759776,45.06698301578347,45.41848942050501,45.786202225839396,45.82361041679749,46.09135053950218,46.161395760987446,46.13341651813738,45.97978190704903,45.70024396262064,45.524113301701156,45.27791575180856,44.97127870586022,44.57209014579452,44.047197754766515,43.40421389733004,42.67582507173586,41.855784764063685,40.95036048865703,39.976246766126664,38.7459741671375,37.37238430365615,35.93750431889503,34.45970543194723,32.90412687251671,31.31786462660938,29.72493962477579,28.176906768712026,26.679567282400917,25.219072177536383
FTT:MDV,CNG/LPG,0.036642487944251866,0.04547609017468042,0.06562871707508974,0.10356938289273525,0.09832628531777961,0.09489703809793881,0.09401611574559,0.09497053495148441,0.09800905811765423,0.10319268223718235,0.11058971998494144,0.12047119188093927,0.13242561336584033,0.1458571661860844,0.16059427041959334,0.17596642808665738,0.19110992122581924,0.20494146661753135,0.21648647071149105,0.2249762834851932,0.2289806648294771,0.22773482012691154,0.22115364391783426,0.20981342659493224,0.19473922111787084,0.17716537719974704,0.15832724463910228,0.13930860689863908,0.12095681006836596,0.10385155692649137,0.08833332668966369
