cat,Technology,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
FTT:LDV,Petrol,53.030580810384464,53.61128771049107,54.464020215477355,55.92936989816864,57.594012727357885,58.797057028046524,59.51716378750535,59.59376913569796,59.102291259665975,58.0500252712022,56.42344739286118,54.44333140839534,52.09720521246351,49.59179058729019,47.14065837030644,44.819978025975814,42.746843543065324,40.806097312954314,38.89779889696298,36.98653527444636,34.99769998240429,32.999231063406974,30.974131995364907,28.906181334908165,26.81695747041371,24.769566659488245,22.764710519535523,20.80154402644313,18.91110092448296,17.1080454502392,15.441633311865354
FTT:LDV,Diesel,60.664652890918674,62.70655679362657,63.321254133114195,63.04429424369817,63.333184674207814,62.87617406481112,62.3050744091993,61.52035231700251,60.71821632333995,59.87313547494995,58.81433567817774,57.78250324334247,56.376307131670636,54.93086934632054,53.3581878604314,51.71372049079241,50.0069830890361,48.164194303405516,46.20908597643311,44.11603286423539,41.89670805293844,39.881137768534494,37.81374645749475,35.703329208891844,33.57203529510073,31.447179614394283,29.342697218184806,27.25996191345192,25.24059643791035,23.293661301688747,21.443662515217813
FTT:LDV,CNG/LPG,0.6650232316693782,0.7200794884726346,0.8932953263412938,1.147477626341408,1.1600093302172612,1.207605236729213,1.3060476743437268,1.4670725466448178,1.7072946176406276,2.0342458220327853,2.4375013278889837,2.8841659019785344,3.2951790417161444,3.589879746762819,3.698892681215628,3.599198438244345,3.3188008590098454,2.9152373816624504,2.459352114489681,2.018192182063709,1.6245526107796755,1.2942149258268374,1.0301390543090092,0.8251855153036936,0.6691898935684183,0.5516441812247951,0.4631636111354751,0.396031657010897,0.34461973815894675,0.30452163536461363,0.2726711422977231
FTT:LDV,Hybrid,0.0036848446607675614,0.009540082217613313,0.015943083016213208,0.019143166866058672,0.017206512893418728,0.015438514803708604,0.014083777716426294,0.013044510233540632,0.012273669673517508,0.011701115200969689,0.011245698047389998,0.01089122200893043,0.010524679174064768,0.01013008461319095,0.009712702928420065,0.009301132067490165,0.00893370410005252,0.008621827431107922,0.008376010503134267,0.00818321507257139,0.00792121278063238,0.007775768580353114,0.0076359285627444805,0.007485176693770869,0.0073144300463656295,0.0071193395396021006,0.006896853899817484,0.006643407787313457,0.006369114677543888,0.006076869381074082,0.0057753024341848
FTT:LDV,Electric,0.408264370023105,0.5883212842362208,0.9923690210162638,1.4908419569167706,1.581708167774356,2.1312039835921963,3.1273566649217184,4.582576710024738,6.500018105729972,9.00830241201678,12.286594365467066,16.381900581305352,21.201432117735905,26.429636769630772,32.04162709819673,37.97448097442708,44.18653638370806,50.6591172384038,57.30376970416173,64.1887371768233,71.3015890850318,77.92454470381085,84.65583403782344,91.43422345698126,98.22618044076347,105.04852798031713,111.83890022664502,118.49575460524831,125.01467916883348,131.3405477390097,137.56630695488454
FTT:LDV,Hydrogen,7.630926872995026e-05,0.0001163923488319275,0.0011986286488049325,0.0019209869420564873,0.0014636522969264612,0.0011233887817838294,0.0008791009841517534,0.0006988625064961241,0.0005658995824224292,0.0004666713867290151,0.00039172030712819107,0.00033763250734026635,0.0002963314240016193,0.0002650386706579677,0.000241491329516998,0.00022404057527001687,0.00021132123680733052,0.00020236583420698596,0.00019618123413609284,0.00019189658168848822,0.0001884046688868422,0.00018697341600446257,0.00018636944276259856,0.00018608735316910917,0.00018581376482128354,0.00018535267097091664,0.0001844255617055371,0.0001826605727305527,0.0001802389479629188,0.00017703550689495353,0.00017321233663517948
FTT:LDV,Biofuel,0.07274794448806898,0.08031218437249892,0.08651191303017855,0.09262229904702517,0.0795848572832408,0.06852406191034445,0.05913823743146388,0.051029366483443056,0.044081272621917446,0.038166857393069,0.033082643442390446,0.028847976419830383,0.02515668091556343,0.021937314740512963,0.01916044059163255,0.016772312798205864,0.014736759286444363,0.01297083419371474,0.011426097025885342,0.01007360356313731,0.008886516532794441,0.00781298970645764,0.006881877225711656,0.006065444107384501,0.005348959439043732,0.004727243358371038,0.004184011514620675,0.0037040941783227773,0.003280978802385965,0.002907328773201772,0.002582317630150012
FTT:MDV,Petrol,12.940675070160983,13.22718975995126,13.480088807130551,13.765784950762317,14.447422554743165,15.023500996996917,15.511196433978116,15.930114922332848,16.274353776171193,16.525342861638354,16.700995108096997,16.86226785702157,16.963709635663065,17.006911467290404,16.97542122661483,16.88372293100018,16.718217530083127,16.46870112493465,16.12235193201407,15.697635026993575,15.164737395125686,14.555023127829662,13.83432747764751,13.056914562928489,12.24244704682315,11.382764201118633,10.511394647521568,9.655262455000098,8.839057580196979,8.069551993387826,7.3475088783113085
FTT:MDV,Diesel,42.13240674148173,44.386788906759776,45.06698301578347,45.41848942050501,46.029880729442695,46.41250280293537,46.551367023079656,46.39923561491504,46.05977645403681,45.51004770831872,44.81744538830538,44.123652207671405,43.31365468596826,42.37604886325173,41.30862313119003,40.096294041673936,38.730898190874086,37.24234661238187,35.64270285224161,33.93280215355062,32.12493548740116,30.184504499669416,28.148159824936016,26.1028375297135,24.08273133666174,22.08392781528332,20.154768140313966,18.32273906628118,16.62208188386075,15.055999962456058,13.612861351410043
FTT:MDV,CNG/LPG,0.036642487944251866,0.04547609017468042,0.06562871707508974,0.10356938289273525,0.09859743142275054,0.09611065844713326,0.09554136186670713,0.09647912289364083,0.09914613833523106,0.10365816491301807,0.11028227300590684,0.11963095619681213,0.13151036370518546,0.14523630436098947,0.1604899442673356,0.1766515540734676,0.19289090597088587,0.2081199879120221,0.2213155494538203,0.2316170548276736,0.22587680288507445,0.22610796607279887,0.22094626661025252,0.21083122466493398,0.19669820330350754,0.17974900325077955,0.16123338436314538,0.1422832811113703,0.12380895337981096,0.10645469838040139,0.0906178010729236
