cat,Technology,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
FTT:LDV,Petrol,53.030580810384464,53.61128771049107,54.464020215477355,55.92936989816864,57.594012727357885,58.90502709736311,59.93084774399753,60.526701320807895,60.75963587657305,60.66568067653415,60.20009830447254,59.59055781293659,58.64054612339518,57.52843654100945,56.47104237118457,55.62308642253855,55.1587890868239,54.97997495810661,55.017350282295745,55.23826952798251,55.575198434527124,55.80667256148343,56.10972733177681,56.39860340230819,56.638241499712066,56.88456927286048,57.06661071243257,57.095126721994234,56.958303939283304,56.617237441249536,56.1741966779346
FTT:LDV,Diesel,60.664652890918674,62.70655679362657,63.321254133114195,63.04429424369817,63.333184674207814,62.964372995055186,62.62938580548453,62.21195302480778,61.86410366493882,61.59872761197285,61.39544626284375,61.49872264874879,61.64692797526552,61.92185559273707,62.26850115942829,62.67293526301461,63.10637358564849,63.53927383187628,63.92354469206679,64.23874719204575,64.4750642051474,64.52452263079402,64.46888041001114,64.28702900329024,63.98644298104369,63.58856260871314,63.100738265734435,62.50645712177279,61.86446800294253,61.16654386278348,60.43342852152218
FTT:LDV,CNG/LPG,0.6650232316693782,0.7200794884726346,0.8932953263412938,1.147477626341408,1.1600093302172612,1.2077226715527518,1.3069221154335364,1.4704699742761616,1.718403733964726,2.0661127170467997,2.5192552072631855,3.066555297910895,3.649707687825737,4.199013141849443,4.627548804773312,4.8682349699282375,4.889128167224724,4.691365576489522,4.314110735074208,3.830570268034764,3.2979401879830994,2.767978549833042,2.2817482987913116,1.8608099400828078,1.5131009948889034,1.236174521159962,1.021799813338947,0.8592230644418775,0.7380238200631227,0.648451685701133,0.5825731649395827
FTT:LDV,Hybrid,0.0036848446607675614,0.009540082217613313,0.015943083016213208,0.019143166866058672,0.017206512893418728,0.01542160057465306,0.013999076138975637,0.012829659185411013,0.011878451056377262,0.011093673281847755,0.010424075081242042,0.00986652078668949,0.00933102591093918,0.008809549321625988,0.008304637114536096,0.007837431642324973,0.00743072617841681,0.007100625834051974,0.006852759357378237,0.006686050159748254,0.006592529998915391,0.0065518338895388046,0.006562553790362275,0.0066115180741222945,0.006688792383284382,0.006785600948077714,0.006891698105772713,0.006994243974692004,0.007090979327979182,0.007173593913371487,0.007240138103392438
FTT:LDV,Electric,0.408264370023105,0.5883212842362208,0.9923690210162638,1.4908419569167706,1.581708167774356,1.9349382307308516,2.3885840094997786,2.9548805750835196,3.686086427761502,4.635787254236347,5.84785388525708,7.3369901227536465,9.033971903238387,10.89396172065251,12.873385933009557,14.944224702025105,17.105952455541093,19.335061842282474,21.615960368511345,24.002765883748815,26.472949944277477,29.00036885123854,31.613670479475118,34.32236139915549,37.14612200748037,40.106771247189585,43.21906098915362,46.4907789371919,49.94804112249137,53.61193566021367,57.53103567779203
FTT:LDV,Hydrogen,7.630926872995026e-05,0.0001163923488319275,0.0011986286488049325,0.0019209869420564873,0.0014636522969264612,0.0011232883317580558,0.000878564100566507,0.000697372448299327,0.0005628584766142887,0.00046141862058149185,0.0003835140331150664,0.00032556466376027583,0.00027948397944678357,0.00024252438776047473,0.00021258357431601062,0.00018816020907274508,0.00016807971930452497,0.00015156617024271208,0.000137975130367145,0.00012684222111040947,0.00011787793548783673,0.00011050275161801737,0.00010483392157795013,0.00010060880532298168,9.768549797806912e-05,9.598585458122565e-05,9.537837760108314e-05,9.56744759454823e-05,9.695203198565187e-05,9.912204770502029e-05,0.0001022327102248764
FTT:LDV,Biofuel,0.07274794448806898,0.08031218437249892,0.08651191303017855,0.09262229904702517,0.0795848572832408,0.06852039506661027,0.0591263374471612,0.05101152198444884,0.04407013548329659,0.038180272489926045,0.03313757724098955,0.02895999815742717,0.025336995484582292,0.022189818070854427,0.019485155915169146,0.017168465522711666,0.015203558306687065,0.013512863125861986,0.012048168374843144,0.010780448593446644,0.009682685267036901,0.008699263291794256,0.00786181245700638,0.0071403525231594185,0.0065183420902424835,0.005991134267572059,0.005540009334046614,0.00514660084118376,0.00480178567335982,0.004495994054501242,0.004228343664445463
FTT:MDV,Petrol,12.940675070160983,13.22718975995126,13.480088807130551,13.765784950762317,14.447422554743165,15.0711364701143,15.699067463651533,16.35353131958552,17.025785662470707,17.68699574810913,18.32678306231072,19.06740828130742,19.83803910312461,20.65599029545521,21.484601750310127,22.296125410914573,23.09783154186088,23.91889875984285,24.75541705294578,25.608731190142727,26.497600463819943,27.229693255737587,27.85137125602088,28.414465645640583,28.904879911015968,29.234228355430297,29.410044198272118,29.44402565986812,29.359103630807322,29.14091417180932,28.775295512048864
FTT:MDV,Diesel,42.13240674148173,44.386788906759776,45.06698301578347,45.41848942050501,46.029880729442695,46.47602359448009,46.81011460659613,46.977307913795755,47.08026226590772,47.092427719570296,47.01583611814739,47.0854391270177,47.131076606251646,47.16633409623544,47.16209719665377,47.08602012859866,46.947376126320314,46.78004051847468,46.57462058172875,46.333455518546735,46.066837702359805,45.54373243743014,44.8735859173347,44.13425196047945,43.329205625128644,42.392214534640594,41.360161172983325,40.24520638788309,39.102483770115526,37.9325497663764,36.71108849807896
FTT:MDV,CNG/LPG,0.036642487944251866,0.04547609017468042,0.06562871707508974,0.10356938289273525,0.09859743142275054,0.09611352806127905,0.09572819488691765,0.09737705907751851,0.10139536236067362,0.10796723772279657,0.11732561277781073,0.12996614415178584,0.14573640537605104,0.1643005360481433,0.18585027465283485,0.210013321488215,0.23611367776822226,0.2630239749295482,0.28947470227837585,0.31411518108739267,0.3342097425550085,0.34750198702348817,0.3524056753217476,0.34837317464355505,0.3358880806272136,0.3162734866261801,0.2913650327252335,0.2631874920001323,0.23364876986517788,0.20433165854432325,0.17641279582849156
