,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Oil,0.001035067769197744,3.399880617750944e-05,0.0007088700045279656,0.0,-1.545116651339209e-05,-9.594410203502845e-05,4.990240455729611e-05,5.785229379263658e-05,0.00016638352504891454,-4.236396309546396e-07,2.6881512514536753e-06,1.5000247673086831e-06,4.614360177468857e-06,4.47396478150063e-06,4.315160576605901e-06,4.1406620978512334e-06,3.945290694203887e-06,3.7323675294844913e-06,3.4994842085909355e-06,3.2456534731557145e-06,2.9806155828945293e-06,2.700226564984775e-06,2.407848778824412e-06,2.113262677002855e-06,1.8511091416481724e-06,1.6298058520429807e-06,1.4541731019056562e-06,1.3190430879014706e-06,1.218238328947656e-06,1.147317371970563e-06,1.0976727024007075e-06,1.057590657290602e-06,1.0074167979913832e-06,9.474735805892437e-07,8.80066004728191e-07,8.160505089310766e-07,7.599370104807864e-07,7.126268060194578e-07,6.740082410403784e-07,6.415275258718446e-07,6.181162721962709e-07
3 Coal,0.03808698486521354,0.002472390321735435,0.02644948284687513,0.0,-0.008854833216258934,-0.0025041048348406064,-0.01818489883986416,0.00263979787213808,0.008803566618614988,0.0005416674939619989,0.0009736439685517836,0.0008374731337981375,0.0008242657297181377,0.000700844283020606,0.0005501553232312023,0.0003729128515386898,0.00017210392912614392,-4.729921181459429e-05,-0.00027802808914089566,-0.0005110987103302128,-0.0007372056569867821,-0.0009466851711883023,-0.0011309773017558963,-0.001280295375796353,-0.0013877056093616821,-0.0014500195669486932,-0.001470381034367925,-0.0014551386215791579,-0.0014118798125068548,-0.0013484999821263485,-0.0012755462909466095,-0.0012043337636645848,-0.0011361238305797779,-0.0010704383292138124,-0.001007570367134069,-0.0009477205376089946,-0.0008906012370700316,-0.0008360389790283487,-0.0007792683741277458,-0.0006974384717242862,-0.0006214353411623831
4 Coal + CCS,0.0,0.0,0.0,0.0,0.0,4.498410527577544e-05,7.895401360122226e-06,3.82176282858959e-05,7.898285370526529e-05,6.921813803975174e-07,2.605900954471055e-06,1.8742265235010907e-06,3.7804446174461532e-06,3.7092408441736938e-06,3.6262513242726272e-06,3.5306983560778697e-06,3.4214863119771044e-06,3.2971055410980024e-06,3.1561426341602963e-06,2.996387005161597e-06,2.8140140424552586e-06,2.60504349329865e-06,2.367859408042289e-06,2.111238219455427e-06,1.8514255715891515e-06,1.6088322271921374e-06,1.3959314240200883e-06,1.2174787278534732e-06,1.07080147771494e-06,9.546047252213731e-07,8.610441034233101e-07,7.744984553692004e-07,6.871170076573629e-07,5.958475439068458e-07,5.044987698113348e-07,4.2087165976023946e-07,3.4686859001339053e-07,2.846775132313078e-07,2.3115371094360954e-07,1.8822588764591487e-07,1.567640950598105e-07
5 IGCC,0.0,0.0,0.0,0.0,0.0,0.00029116273680941884,3.309342516165335e-05,0.00017802300604281466,0.0003110040441311914,1.4781150076867118e-06,1.0464356174334235e-05,6.8520683169842394e-06,1.5536967751093368e-05,1.5006573543896212e-05,1.442800641152347e-05,1.380181906207958e-05,1.3128389809457012e-05,1.240721112214069e-05,1.163498315744332e-05,1.0805185282962817e-05,9.905680041917466e-06,8.923189955400241e-06,7.852624849189783e-06,6.722568500067681e-06,5.602053987170154e-06,4.569456263932943e-06,3.673716674781847e-06,2.9280316397935647e-06,2.3184527393809926e-06,1.8351826607794584e-06,1.4460171724431543e-06,1.0883176415539021e-06,7.26210501539315e-07,3.4855346831095396e-07,-2.9266714472253944e-08,-3.751434006990257e-07,-6.799574443828484e-07,-9.35602637814302e-07,-1.1529822775133754e-06,-1.3257152744216606e-06,-1.4499031782539123e-06
6 IGCC + CCS,0.0,0.0,0.0,0.0,0.0,2.026134087150818e-05,1.9914450214096773e-05,1.5511346788716166e-05,1.7257293623894812e-05,-6.477933826198645e-07,7.669418570104599e-08,-1.8001761773408262e-07,5.19441079820576e-07,4.982132200675456e-07,4.727027281253019e-07,4.43359137570847e-07,4.0908238656980444e-07,3.705288279089923e-07,3.2881172811736776e-07,2.846343225182846e-07,2.426613117412099e-07,2.021858673962988e-07,1.64482980489106e-07,1.3106043269182595e-07,1.0594997972552633e-07,8.711123665869271e-08,7.334505774623525e-08,6.290426851625439e-08,5.511305208602893e-08,4.935879550899526e-08,4.544738408013055e-08,4.2627047695733156e-08,3.900239022072954e-08,3.4172618473653216e-08,2.8211706536165827e-08,2.2343855882550026e-08,1.738603869039072e-08,1.3250403011871295e-08,1.0033558035576953e-08,7.410087498330642e-09,5.565522483467426e-09
7 CCGT,0.2358603801793695,-0.03339768535422488,0.01394537377747554,0.0,-0.05008679631843521,-0.01084709754596358,-0.034682737215472104,0.044488337656133026,-0.04592546538008374,0.005517102036196209,0.008309600717795407,0.007054779557342794,-0.0008599985316348202,-0.003318660375103144,-0.005936099832740072,-0.008612627354473879,-0.011221625667145019,-0.013621771781568898,-0.015648652900233068,-0.017152129079803013,-0.01801860000729738,-0.018167943106420448,-0.017589146735089545,-0.016394403198213864,-0.014804718257506719,-0.013093560587194158,-0.011460457718782319,-0.010015153117002351,-0.008776228865619282,-0.007758989094961005,-0.006913403087163823,-0.006129033665716446,-0.005357462945770226,-0.0045878048313529735,-0.0038553818137630202,-0.0032148423210025187,-0.0026711750854207655,-0.002231698736948895,-0.001867318713439696,-0.001588237793059312,-0.0013926219845884144
8 CCGT + CCS,0.0,0.0,0.0,0.0,0.0,0.00045749518805237856,0.000259095232383012,0.0004398174304228921,9.913552027829503e-05,2.584469590979216e-05,3.756069463888012e-05,3.247477583650572e-05,4.433939885107067e-05,4.3593789129287496e-05,4.26199174033031e-05,4.141235420053501e-05,3.996743049862559e-05,3.827979475275016e-05,3.633652111236386e-05,3.411717534622686e-05,3.1579704496977794e-05,2.868532736910543e-05,2.5423531963766552e-05,2.1898391871231007e-05,1.8320238779395833e-05,1.4956124102784253e-05,1.1975515362343085e-05,9.44896945348321e-06,7.3440828040141366e-06,5.646928699927067e-06,4.258545102226851e-06,2.9799228972238797e-06,1.7076524620332836e-06,4.001996833430041e-07,-8.906405747984188e-07,-2.0602357141271625e-06,-3.0835526454312326e-06,-3.93263253957595e-06,-4.650576419539627e-06,-5.21098240951188e-06,-5.609367750545246e-06
9 Solid Biomass,0.007202198513755488,0.00017340973409136866,0.0003073725992776338,0.0,-5.497633949737811e-05,-0.00026089620354872826,-0.0002097864900301779,-0.0009633849298462185,-0.0002828492137832697,1.0947884967007528e-05,8.140909694739299e-05,5.3010995877436975e-05,0.00010918790590436558,0.00010181863337502955,9.355934009996989e-05,8.439868551003964e-05,7.435116822737935e-05,6.345356945359343e-05,5.176546472139814e-05,3.935771395920714e-05,2.628096527016073e-05,1.2628108588455707e-05,-1.4284039721928696e-06,-1.5381314473606952e-05,-2.8536033324265235e-05,-4.0153207891054435e-05,-4.9841584610087024e-05,-5.7484828304301024e-05,-6.322798793391773e-05,-6.727459359943e-05,-7.007752244779335e-05,-7.226368122523544e-05,-7.423944872300692e-05,-7.606631679303155e-05,-7.763006551844611e-05,-7.876542311863362e-05,-7.944213883252088e-05,-7.96390197379225e-05,-7.947406681841837e-05,-7.902908638110495e-05,-7.822594008431282e-05
10 S Biomass CCS,0.0,0.0,0.0,0.0,0.0,8.883553486990287e-06,9.94805234721119e-06,6.097119631942115e-06,7.8767439092053e-06,1.186535279935975e-07,4.821219824027891e-07,3.4091604527615313e-07,7.069540026957257e-07,6.924017889240914e-07,6.758350248440187e-07,6.571924070247854e-07,6.364025999694878e-07,6.133502415549313e-07,5.878158626966556e-07,5.594453745697903e-07,5.275749654316196e-07,4.915280836390726e-07,4.509557724257396e-07,4.0719185858376664e-07,3.629504923862421e-07,3.217269985652019e-07,2.8574662707378707e-07,2.560532595488358e-07,2.3241718380238993e-07,2.1459048397780967e-07,2.009620558552055e-07,1.8856923422784781e-07,1.7555879734545645e-07,1.6151594087497135e-07,1.4714748751879734e-07,1.3374159853938e-07,1.2173411715105564e-07,1.1157271624117785e-07,1.0281187016386378e-07,9.557377464213603e-08,9.025734563144566e-08
