,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Oil,0.06623185030751781,-0.01717358640414244,0.012647311299227568,0.0,-0.010199371469496024,0.009641245194572448,0.006773389598365931,0.02866740369546207,-0.0041958405781391955,-0.0067960189010094485,-0.0016086906125753059,-0.0019721498679902555,-0.0024162189036698034,-0.002445602676425726,-0.0024785716144684056,-0.002512544540222511,-0.0025488204150212607,-0.002584179768487349,-0.0026201205913420345,-0.002654577599734781,-0.0026855692449040264,-0.0027106424952275526,-0.0027267564867443916,-0.0027317963443806575,-0.002723932607508091,-0.0027017195608225048,-0.0026643197458407347,-0.002611049490097876,-0.002544050463695144,-0.0024635879203778258,-0.0023727556091051455,-0.002272707492248012,-0.0021668588563350383,-0.0020565568453735153,-0.0019445175544957755,-0.0018322505539909578,-0.0017210963183752828,-0.0016126779443264502,-0.001508668672851099,-0.001410740651625008,-0.001319748493681057
3 Coal,0.012427581824320303,0.0038663803925039347,-0.0006571150749375941,0.0,0.010152746129480306,0.007858904639466563,0.003709038286259403,0.004335492792682,0.017670013466657086,-0.00552272786187355,0.002734066140534286,0.002024427997837669,0.000864122919661231,0.000498174629303072,7.487039144493668e-05,-0.0004078738910096025,-0.0009497017171051225,-0.0015475710736792825,-0.0021967843979896207,-0.0028868558449031134,-0.0036025623021780917,-0.004323662065538386,-0.0050273786038855794,-0.005688120076447339,-0.006279273308133632,-0.006775218514548015,-0.007154046612858997,-0.007400979816206521,-0.007508811564490792,-0.0074793806367653565,-0.007322739701638353,-0.007056238184107569,-0.006701497563004102,-0.006281889485752923,-0.005819821776399406,-0.005335035378813899,-0.00484511185538683,-0.004367250383427085,-0.00391790081432955,-0.003510152609411267,-0.003149349710127411
4 Coal + CCS,0.0,0.0,0.0,0.0,0.0,0.00021903090573501593,0.0002498164297095695,0.00026630158842678477,0.0003685237291182898,-3.6067253997134827e-05,1.6794682302837156e-05,1.2448511302038008e-05,1.6960401011827803e-05,1.7139389181636787e-05,1.7288127676714973e-05,1.7398008547699724e-05,1.7460748875419967e-05,1.748186470748288e-05,1.7442258749986173e-05,1.733390005905053e-05,1.7149079579295567e-05,1.6874927604344087e-05,1.649973832346628e-05,1.6027946267088613e-05,1.5455955288372217e-05,1.4787153064780081e-05,1.402517077914514e-05,1.3176972633945766e-05,1.2256489012234988e-05,1.1274551435177388e-05,1.0243850082513554e-05,9.173540807160896e-06,8.074125732953838e-06,6.958033758111158e-06,5.841583594588156e-06,4.7436518363934334e-06,3.6999962521988127e-06,2.7407203743170464e-06,1.8824227388282433e-06,1.127130464790736e-06,4.6760755500834493e-07
5 IGCC,0.0,0.0,0.0,0.0,0.0,0.001054508713302209,0.0008251356655702497,0.0008630602620695634,0.0011624291341331195,-0.0001472458952912186,2.214178452850015e-05,7.600661983401657e-06,1.9870529999027695e-05,1.9438292447270054e-05,1.8932199935224343e-05,1.833571760095345e-05,1.7641121180017507e-05,1.6846427606086872e-05,1.5933239256250755e-05,1.489177817368256e-05,1.3716344833216224e-05,1.2401394702785638e-05,1.0942124579001525e-05,9.35143494453514e-06,7.638748596467283e-06,5.822048498090905e-06,3.9221056334194995e-06,1.9617257215787283e-06,-2.8083810560495387e-08,-2.0220987241191188e-06,-3.9916617782373084e-06,-5.915363863326622e-06,-7.768404008343718e-06,-9.52706338037566e-06,-1.1162253976396662e-05,-1.264214521492146e-05,-1.393005744571539e-05,-1.5009741477213252e-05,-1.5896842570789233e-05,-1.6631309784520976e-05,-1.7252069242557587e-05
6 IGCC + CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7 CCGT,6.917801684551077e-05,7.085786426626163e-06,3.2915932948836193e-06,0.0,0.05165798989888401,0.02743737400489909,0.02598997298771094,-0.011301887927990834,-0.010426709076908708,-0.001213621019653971,0.0025627983446079167,0.002254243219507568,0.0015522925557757278,0.0013330833115709761,0.0010735244627802093,0.0007718769911188583,0.0004288191150683407,4.954202822171627e-05,-0.0003637436613043721,-0.0008035423886016552,-0.001258439811093387,-0.0017140922753151044,-0.002153916973428524,-0.0025618730418852514,-0.0029221741715152877,-0.0032209799465972855,-0.003448170586772159,-0.0035982283224591932,-0.003671896380628835,-0.00367426261367592,-0.0036140053251082008,-0.0035023795012664102,-0.0033510438478191393,-0.0031713754917850195,-0.00297308066264082,-0.002764102163527342,-0.0025504046259972393,-0.0023380456857541934,-0.0021334393754399127,-0.0019422721219403312,-0.0017677654370601946
8 CCGT + CCS,0.0,0.0,0.0,0.0,0.0,0.00010041918702512241,0.0002154370901761438,0.00011030297242896846,7.884896621474316e-05,-1.0795771048024766e-05,1.4795088329313763e-05,1.2850846698672777e-05,1.526275309412519e-05,1.5522313823096326e-05,1.575838950251124e-05,1.5962222792768508e-05,1.6128997645198243e-05,1.627796844643251e-05,1.6379444715584413e-05,1.642274977296191e-05,1.6400904316350175e-05,1.6303183889843195e-05,1.6123684656821737e-05,1.5859273664010627e-05,1.55027781629228e-05,1.5054344355854834e-05,1.451501484237385e-05,1.3892983599184789e-05,1.3192007131426937e-05,1.2417655553307954e-05,1.1577586290235139e-05,1.0675478322579165e-05,9.71900721690312e-06,8.715895328774512e-06,7.680357382197872e-06,6.629509429294613e-06,5.602292067893476e-06,4.634526647519753e-06,3.751252515050074e-06,2.9660260610075984e-06,2.2813232764242125e-06
9 Solid Biomass,0.0008506625475144156,0.00020702715721164044,0.00018947219604064898,0.0,-0.0013880818922489798,-0.0007432078182375299,0.0009729076725216515,-6.836646356747286e-05,0.0003880313400639315,-0.00014834581537609935,0.00012717568818920982,0.00010582509537019995,0.00012885592934552131,0.00013021089389709216,0.0001311378630446296,0.00013154036039794703,0.000131313100558343,0.000130373269583069,0.0001285871507120829,0.0001258366324440362,0.00012203489511267759,0.00011709909800601288,0.00011097863674449163,0.00010369596490414964,9.529581907873844e-05,8.58664002748484e-05,7.553703836996311e-05,6.448755071850314e-05,5.293486960527248e-05,4.1117184484170365e-05,2.9288393679713538e-05,1.769019837271138e-05,6.567321943227143e-06,-3.850345212101647e-06,-1.3330871255253472e-05,-2.1651231080878526e-05,-2.8624066065401944e-05,-3.4222859154037395e-05,-3.8633164477296957e-05,-4.21825579771766e-05,-4.51585585823722e-05
10 S Biomass CCS,0.0,0.0,0.0,0.0,0.0,5.767586923756662e-06,8.670811412863949e-06,7.239696593495913e-06,9.724341088814505e-06,-1.1897954831695445e-06,3.398779819103677e-07,2.1066650528497015e-07,3.497717840476809e-07,3.533599023374667e-07,3.567983826375498e-07,3.5998818973960564e-07,3.628537009286282e-07,3.653740103337042e-07,3.673551060253395e-07,3.6866607160574187e-07,3.6922729901857186e-07,3.6891278970687747e-07,3.676352501967567e-07,3.654916940484129e-07,3.6250822932766243e-07,3.587535807068003e-07,3.542958289086756e-07,3.4922508776332156e-07,3.4368507373026114e-07,3.377706972585893e-07,3.3159585408511487e-07,3.252225821333965e-07,3.1876668957272217e-07,3.123862089671775e-07,3.063936842227338e-07,3.012439742726246e-07,2.97520275052323e-07,2.954804581227393e-07,2.9479179330773247e-07,2.946794307350764e-07,2.9446343241786233e-07
