,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Oil,0.6177300774359781,0.026393797864083357,0.025870559857359088,0.0,0.06007215774507668,0.00472191010454559,-0.0948530221286189,-0.07238081093455073,-0.03797636235727786,-0.025558678169480986,-0.02535963655767781,-0.026565770006426626,-0.024492820838001028,-0.023853433393260293,-0.023168731613753712,-0.022450873438995433,-0.02173260112246661,-0.02102654510073948,-0.020358437027675036,-0.0197287354147527,-0.019120394598339835,-0.018489118649708425,-0.017764845158241255,-0.016873598616548274,-0.015765399800493393,-0.014441026149293448,-0.01295802464005634,-0.011409040591762926,-0.009892582835047764,-0.008478411536990249,-0.0072127917259162955,-0.006059260128590593,-0.004784978014558475,-0.00376155232760126,-0.0030134943618994464,-0.0024605672765576347,-0.002044315230122107,-0.0017257031197427733,-0.0014763990471091046,-0.0012779490744905184,-0.0011175266566070471
3 Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 Coal + CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5 IGCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6 IGCC + CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7 CCGT,0.3822152940040959,-0.026404140726070835,-0.026073309577138104,0.0,-0.06005467267346548,-0.006376830233689568,0.09353133271275538,0.0705622533193484,0.036396127834178615,0.02585345887153445,0.02517855094746846,0.021451525356295353,0.022007134320741084,0.020365374912804768,0.018248323220276363,0.01547874051543252,0.011854276710961842,0.0071100489670221645,0.00099106902717927,-0.006688926531636552,-0.01588773116408959,-0.02617020145034521,-0.03662958457682208,-0.046021708944764206,-0.05312229070373631,-0.05710658872878438,-0.057688657086076345,-0.05497692295247203,-0.049314256740851936,-0.04157465013456996,-0.03336166400590165,-0.026093090961721827,-0.020368139897069953,-0.01607484498713685,-0.012888866249047726,-0.010515323050948822,-0.008720743353533303,-0.0073447538946870145,-0.006268449948965013,-0.00541287070741478,-0.00472270079432742
8 CCGT + CCS,0.0,0.0,0.0,0.0,0.0,0.0008350602076622712,0.0013458209991420293,0.0015985831283371658,0.0015712819596695685,0.0002266161331212213,0.00021788143979966507,0.0001795555790992066,0.0001973161081369277,0.00018697322899504949,0.00017554276152663244,0.00016292145203976403,0.00014924990291427347,0.00013435990326125108,0.00011827571444632864,0.0001007897865804002,8.172037720664393e-05,6.0946339681029055e-05,3.8532289523099915e-05,1.4883945840127831e-05,-9.24283450529171e-06,-3.282043952263641e-05,-5.4737973462264805e-05,-7.403136119718025e-05,-8.998477363118384e-05,-0.00010229307883150452,-0.0001109860586795226,-0.0001167112445362899,-0.00012089233703399191,-0.0001224438628316402,-0.00012184748104895025,-0.0001198648599660436,-0.00011701734132438506,-0.00011365198789590764,-0.00011000589778774241,-0.00010623319902161935,-0.00010243653012075027
9 Solid Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 S Biomass CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
