,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Nuclear,0.1904995516094185,-0.1255565700423508,-0.05503846632597878,0.0,-0.0055751227695978595,0.005580849501105626,0.004809278657970017,0.007975719360732271,0.017695952371346618,-0.0020884989150142808,-0.0026063971111141594,-0.00022269813365918129,-0.0005727470737407897,-0.0005977353431228134,-0.0006564025185872291,-0.0007433623362417437,-0.0010612106869496672,-0.0011240333433437423,-0.0011833037022191753,-0.0012298839140285761,-0.0012690545886102876,-0.001194346645438979,-0.0012094906099740683,-0.001208940839571078,-0.0011879778396975335,-0.0011443274292040687,-0.0010723009007634291,-0.0009929857003047552,-0.0009022669439258998,-0.0008072831521931684,-0.0007188979866737596,-0.000631614153379664,-0.0005491872423195876,-0.0004802015998135751,-0.0004242332352246917,-0.0003736452749691279,-0.00033339489675385074,-0.0002984456772413095,-0.00027088188834280616,-0.00024486337869242605,-0.00022223718553259462
2 Oil,0.15759212834326716,0.09161458826594837,0.04174409759753275,0.0,-0.04842113278244006,-0.022439729728558747,-0.020909697406225405,-0.018876445552128057,-0.02108497639725994,-0.005373584360632774,-0.0022131006904339903,-0.003327001003867666,-0.0033531370983386558,-0.003047703463016971,-0.0027722168285357757,-0.0025305588391311903,-0.0023146039866137474,-0.002141214144278633,-0.00199439277625902,-0.0018697099298610048,-0.001762505597437812,-0.0016725016904586623,-0.0015884189438017879,-0.0015117756599509757,-0.0014402387537225878,-0.0013719029424376326,-0.0013054691435084344,-0.0012392530821958604,-0.0011736395656920286,-0.0011081318669866232,-0.0010433079011477192,-0.0009794981701242086,-0.0009176337971081028,-0.0008578513648242088,-0.000800987616008178,-0.0007473164525250223,-0.0006971344521214361,-0.0006505616949267178,-0.0006074918882010005,-0.0005679416360095842,-0.0005315893348246843
3 Coal,0.22293475616168887,-0.017065330085648756,0.010574422698293118,0.0,0.0017466846095596789,-0.0026623190209658365,-0.010069799282152736,-0.004790812100921554,-0.008804793414149192,-0.0060864681767420215,0.0031065028260964245,-0.0017398125876654513,0.008951916121353681,0.008819937228812802,0.008552573878621655,0.00803979243783548,0.007203195866443773,0.00588620963887021,0.004077874212913168,0.0017449587049486737,-0.0010675473213867526,-0.004198221238143396,-0.0073238346545459465,-0.010227707802564434,-0.012672649937912284,-0.014477285294555137,-0.015526017859774699,-0.01579926354146144,-0.015370963699547019,-0.014381582311208646,-0.013017394301634039,-0.011471145842508051,-0.009905630481545191,-0.008428159477823327,-0.007104811973151298,-0.00595876108846928,-0.004990709541349322,-0.004186434978553241,-0.0035311158522887687,-0.0030087282819533517,-0.0025849593275471955
4 Coal + CCS,0.0,0.0,0.0,0.0,0.0,0.00030478456341113405,0.0003673318874948537,0.0003537200957531675,0.00031027650343773026,-6.061731549987081e-05,-2.507560967468774e-06,-3.060433582669788e-05,1.979145454818307e-05,1.48493711356354e-05,1.1350046408126289e-05,8.955076032706117e-06,7.720888534720315e-06,6.737831784302175e-06,6.051552616796263e-06,5.481912243237869e-06,4.971595194634779e-06,4.329909893433783e-06,3.813965864160867e-06,3.2725481553237765e-06,2.6976278268569815e-06,2.0907802961564123e-06,1.45235733531009e-06,8.200430477920111e-07,2.0234490740551545e-07,-3.813807225732952e-07,-9.089875876377388e-07,-1.38402972213068e-06,-1.801934739880176e-06,-2.153627801498685e-06,-2.44325666583136e-06,-2.6874008070886055e-06,-2.885159718549364e-06,-3.0491960306573956e-06,-3.182518627374998e-06,-3.310134231569945e-06,-3.4205635116009523e-06
5 IGCC,0.0,0.0,0.0,0.0,0.0,0.001385675858528219,0.001273553637795528,0.0012389986636123554,0.001093518108534443,-0.00023878557976173258,-2.9227880256610383e-05,-0.0001280414877660634,-3.219189956975982e-06,-7.1516004089165405e-06,-9.457317918969838e-06,-1.0986182418267279e-05,-1.1124157709080547e-05,-1.2274135183948723e-05,-1.3432812118468682e-05,-1.4714127656361917e-05,-1.6106271787046968e-05,-1.8086219866454527e-05,-1.9723604051439213e-05,-2.1456364835774865e-05,-2.326312119156973e-05,-2.5105882881571763e-05,-2.696142736583352e-05,-2.869784369383902e-05,-3.029552929067862e-05,-3.170316158626965e-05,-3.2865200177775375e-05,-3.380810824053868e-05,-3.452799049747778e-05,-3.500963955476669e-05,-3.52780917575431e-05,-3.539116173407325e-05,-3.535340353764786e-05,-3.520795155094068e-05,-3.496809464570601e-05,-3.469158765304807e-05,-3.4362889230612776e-05
6 IGCC + CCS,0.0,0.0,0.0,0.0,0.0,3.457957795764188e-07,3.783309074315594e-07,7.207414351199481e-08,1.3194668807930816e-06,-1.0528520109352268e-07,-1.3421235228424672e-08,-5.644646150601524e-08,1.5713530843927162e-09,1.5608542241501134e-09,1.6308651055137923e-09,1.7652823300021107e-09,2.3807103191017496e-09,2.488141023181648e-09,2.591000654569009e-09,2.670430924810988e-09,2.737500285536574e-09,2.5734211331991316e-09,2.591197282681073e-09,2.581065004258047e-09,2.5335799413588766e-09,2.4436218787584805e-09,2.2984076037038925e-09,2.139365628983708e-09,1.9579689788365014e-09,1.7672285035736323e-09,1.5892016901863904e-09,1.411870930767413e-09,1.2429210466649885e-09,1.0996588673546508e-09,9.822223234680783e-10,8.748972564872507e-10,7.884284539512253e-10,7.1265775172852e-10,6.519758320436538e-10,5.939109493801265e-10,5.430266410712169e-10
7 CCGT,0.2578548114705225,0.04865644812060088,0.009958007968204785,0.0,0.009270806837123446,-0.02904392770704356,-0.0019142511361651682,-0.021541556028059072,-0.01816248890806038,-0.015812494200685867,-0.0026142188443845082,-0.009018481779332232,0.00805296929608268,0.005072408541402784,0.0013470047447537992,-0.0031992165978205755,-0.008126775421967714,-0.012621461030028869,-0.01622548931017892,-0.018834745966866323,-0.020449026675620346,-0.021161077897888014,-0.021054541459719384,-0.020278579176934652,-0.01898127538570593,-0.017323602955562664,-0.015451455919344256,-0.013506674739715022,-0.011617855029992422,-0.009875166320812062,-0.008329974632717028,-0.007000143881363899,-0.005879354290503784,-0.0049473505757981345,-0.004178550817821328,-0.0035472276145817327,-0.0030291927334539365,-0.002603606835193041,-0.0022530156933159504,-0.001963773902610197,-0.001710553261213818
8 CCGT + CCS,0.0,0.0,0.0,0.0,0.0,0.00036240840304558865,0.0008101976317779041,0.0006512269165348293,0.0005858921838922402,-0.00011185342792968027,9.554468621189756e-06,-5.177564444659418e-05,0.00010580033495782241,7.879330105248043e-05,5.517301507164049e-05,3.745209848586822e-05,2.6746074542995275e-05,1.9959945600020977e-05,1.5473184783249255e-05,1.1930970432335458e-05,8.864339997612016e-06,5.681222371960691e-06,2.9090894771450354e-06,1.6088178161725863e-07,-2.5825431778777816e-06,-5.303680462006091e-06,-7.972443060048906e-06,-1.0478742293874767e-05,-1.2798264392359197e-05,-1.4884298314296607e-05,-1.669355650493233e-05,-1.824130713018587e-05,-1.953194225908254e-05,-2.056529077205981e-05,-2.136380014614546e-05,-2.1978137035465195e-05,-2.2420243062385315e-05,-2.2728289634549488e-05,-2.2921393712704765e-05,-2.30859810890628e-05,-2.3176380363771048e-05
9 Solid Biomass,0.021543222988276375,-0.0005532834615079966,0.0001962438084023889,0.0,0.0007547723483624716,0.0007935398684750898,-4.449628158816055e-05,0.004133997077758123,0.0026965318768338506,-0.002877827085925884,-0.0013038716992398725,-0.0017850667269428237,-0.0012335797685887537,-0.001178355823702279,-0.0011119607123683782,-0.0010444435743502609,-0.0009747311360704565,-0.0009144794467377919,-0.0008581008711502427,-0.0008057721752530583,-0.000756727823337966,-0.0007123300481646083,-0.0006685994211650566,-0.0006276143801748589,-0.0005893539583105012,-0.0005539188752184902,-0.0005214347721325709,-0.0004915806146306347,-0.0004643097214857006,-0.00043926529202735314,-0.00041595641837904353,-0.00039411869852074184,-0.0003734424652493771,-0.00035368128858549903,-0.0003348078036587848,-0.00031693689377971027,-0.00030003994837763705,-0.0002841851210411018,-0.00026934087327294513,-0.00025558868527553527,-0.00024278320251277727
10 S Biomass CCS,0.0,0.0,0.0,0.0,0.0,2.846224220559942e-05,3.792157221628865e-05,5.5074383355552037e-05,5.8481312997355476e-05,-8.260462584181388e-06,-4.534873689755574e-07,-4.208672719521945e-06,1.3003900018548984e-06,1.1730243734524857e-06,1.090305561355818e-06,1.0332007174138828e-06,1.0328671655798348e-06,9.993845828440136e-07,9.717927267121826e-07,9.449270748075839e-07,9.18182801573934e-07,8.708546015017446e-07,8.39833243781058e-07,8.05850472243401e-07,7.682662846116332e-07,7.26941670940002e-07,6.812065537472396e-07,6.354583940590083e-07,5.897023392963715e-07,5.459464172920996e-07,5.069472688902792e-07,4.721625108580741e-07,4.4248641527399224e-07,4.194431912632403e-07,4.024918010650286e-07,3.893748350904287e-07,3.8020369727746295e-07,3.7323871410956e-07,3.681060299930204e-07,3.621523226118341e-07,3.5650762274100963e-07
